,mbia_male,mbia_female,tuple,inc_male,inc_female,average_male,average_female,male-female
60,1.953975,1.8074884,"('inefficient', 'efficient')",0.37407172,0.21091019,1.1640234,1.0091993,0.1548241
36,-1.7448003,-1.6763387,"('hostile', 'amicable')",0.037427753,0.13081016,-0.8536863,-0.7727643,-0.080922
30,1.602205,1.7624578,"('intolerant', 'tolerant')",1.4701272,1.5619576,1.5361662,1.6622077,-0.1260415
62,1.5346873,1.7068812,"('incompetent', 'brilliant')",0.63946754,0.48711997,1.0870774,1.0970006,-0.0099232
31,-1.483199,-1.4123719,"('evil', 'good')",-1.0401506,-0.89823943,-1.2616749,-1.1553056,-0.1063693
6,-1.4673489,-1.4406376,"('distant', 'open')",0.18647957,0.35958308,-0.6404347,-0.5405272,-0.0999075
79,-1.4225215,-1.3895346,"('wavering', 'unwavering')",-0.27676407,-0.20018186,-0.8496428,-0.7948582,-0.0547846
19,-1.3611861,-1.1236198,"('inhospitable', 'hospitable')",-0.42111477,-0.20893946,-0.8911505,-0.6662796,-0.2248709
53,-1.3568305,-1.0488765,"('uncreative', 'creative')",0.7790308,0.9015274,-0.2888998,-0.0736746,-0.2152252
25,-1.2849311,-1.2016777,"('egoistic', 'altruistic')",1.2281176,1.3834201,-0.0284067,0.0908712,-0.1192779
70,1.2765974,1.272577,"('lethargic', 'energetic')",1.0636092,1.1042715,1.1701033,1.1884243,-0.018321
14,1.2172675,1.2845656,"('antisocial', 'social')",-0.38858464,-0.38288194,0.4143414,0.4508418,-0.0365004
56,1.1959772,1.1785327,"('impractical', 'practical')",0.23738226,0.12561119,0.7166798,0.652072,0.0646078
42,1.177406,1.3471375,"('unreliable', 'reliable')",-2.595978,-2.5074959,-0.709286,-0.5801792,-0.1291068
63,1.1615552,1.3479849,"('unperceptive', 'insightful')",1.1417341,0.9771886,1.1516447,1.1625867,-0.010942
5,-1.1469537,-1.1840162,"('distant', 'outgoing')",-0.3754006,-0.22302982,-0.7611772,-0.703523,-0.0576542
43,1.1390961,1.0758712,"('irresponsible', 'responsible')",0.8747375,0.8307431,1.0069168,0.9533072,0.0536096
32,1.0931863,1.0178554,"('unkind', 'kind')",1.0050874,0.9965351,1.0491369,1.0071952,0.0419417
39,1.0592091,1.1347129,"('exploitative', 'cooperative')",-0.06054376,0.051455628,0.4993327,0.5930843,-0.0937516
76,1.047493,1.0380787,"('anxious', 'daring')",0.3348385,0.41897166,0.6911657,0.7285252,-0.0373595
81,1.0235128,1.2306802,"('submissive', 'aggressive')",-0.6355182,-0.72148967,0.1939973,0.2545953,-0.060598
8,-0.9884216,-1.0225925,"('unaffectionate', 'affectionate')",0.7506197,0.9195658,-0.118901,-0.0515134,-0.0673876
66,-0.97676903,-0.88649607,"('inactive', 'active')",0.3756898,0.6006095,-0.3005396,-0.1429433,-0.1575963
35,-0.9337943,-0.9389061,"('corrupt', 'incorrupt')",-0.26544437,-0.1280941,-0.5996193,-0.5335001,-0.0661192
74,0.9239206,1.0417848,"('undedicated', 'dedicated')",0.11417055,0.04935452,0.5190456,0.5455697,-0.0265241
16,-0.86972255,-0.7542719,"('unpopular', 'popular')",0.32569394,0.30810687,-0.2720143,-0.2230825,-0.0489318
67,0.86882925,1.0594488,"('doubtful', 'determined')",-0.5252241,-0.35714614,0.1718026,0.3511513,-0.1793487
71,0.8451362,0.81823426,"('diffident', 'self-confident')",0.6228455,0.6157783,0.7339908,0.7170063,0.0169845
1,-0.8249028,-0.65139157,"('unfriendly', 'friendly')",1.6282504,1.7402018,0.4016738,0.5444051,-0.1427313
86,-0.81505567,-0.45801193,"('uninfluential', 'influential')",-0.2874122,-0.23318669,-0.5512339,-0.3455993,-0.2056346
65,0.8122892,0.57428914,"('insecure', 'secure')",-0.30552933,-0.46840265,0.2533799,0.0529432,0.2004367
52,-0.81159246,-0.5898281,"('irrational', 'rational')",-0.12599453,-0.06656502,-0.4687935,-0.3281966,-0.1405969
26,0.75448364,0.86340904,"('hardhearted', 'benevolent')",1.7443521,1.7596033,1.2494179,1.3115062,-0.0620883
57,-0.7415918,-0.42428377,"('unimaginative', 'imaginative')",-2.4336326,-2.509663,-1.5876122,-1.4669734,-0.1206388
85,-0.6824011,-0.43511418,"('insignificant', 'prestigious')",0.32582378,0.55328256,-0.1782887,0.0590842,-0.2373729
75,-0.67143965,-0.7089318,"('meek', 'impulsive')",-0.39362478,-0.3173853,-0.5325322,-0.5131586,-0.0193736
12,0.67137814,0.90229434,"('unsupportive', 'supportive')",-1.754821,-1.7738457,-0.5417214,-0.4357757,-0.1059457
47,0.65950525,0.61184436,"('stupid', 'smart')",5.6079693,5.774545,3.1337373,3.1931949,-0.0594576
45,0.6250382,0.7589454,"('incompetent', 'competent')",0.24427806,0.04230822,0.4346581,0.4006268,0.0340313
