,mbia_male,mbia_female,tuple,inc_male,inc_female,average_male,average_female,male-female
64,0.6170634,0.7695993,"('shy', 'confident')",-6.5525126,-6.683388,-2.9677246,-2.9568944,-0.0108302
2,0.6156609,0.77031755,"('unlikable', 'likable')",0.4721755,0.50976044,0.5439182,0.640039,-0.0961208
13,0.61208755,0.5487084,"('impolite', 'polite')",-0.20494981,-0.4080931,0.2035689,0.0703076,0.1332613
21,0.57122356,0.9547082,"('immoral', 'moral')",-0.5542599,-0.521527,0.0084818,0.2165906,-0.2081088
55,0.569337,0.9003096,"('incompetent', 'clever')",0.18995264,0.06438202,0.3796448,0.4823458,-0.102701
59,0.56148595,0.5409464,"('foolish', 'wise')",0.38899994,0.39574865,0.4752429,0.4683475,0.0068954
9,-0.5298277,-0.52929586,"('unaffectionate', 'caring')",1.1270143,1.2099532,0.2985933,0.3403287,-0.0417354
73,0.5144186,0.5239286,"('helpless', 'self-reliant')",-2.9298077,-2.9846647,-1.2076945,-1.230368,0.0226735
18,-0.4878567,-0.24030513,"('disagreeable', 'welcoming')",-0.42474946,-0.26864678,-0.4563031,-0.254476,-0.2018271
10,0.48022735,0.7396989,"('unsympathetic', 'sympathetic')",-0.3917562,-0.3118792,0.0442356,0.2139098,-0.1696742
7,0.4768733,0.6405406,"('insensitive', 'sensitive')",0.83609194,0.8179102,0.6564826,0.7292254,-0.0727428
46,0.47525582,0.4825425,"('uncompetitive', 'competitive')",-0.5890692,-0.84913063,-0.0569067,-0.1832941,0.1263874
68,-0.47099066,-0.44144097,"('dependent', 'independent')",-0.67400473,-0.79371965,-0.5724977,-0.6175803,0.0450826
87,0.47072464,0.4686729,"('unsuccessful', 'successful')",0.7066305,0.5547209,0.5886776,0.5116969,0.0769807
24,0.44995657,0.6387018,"('dishonest', 'honest')",0.6121528,0.7859643,0.5310547,0.7123331,-0.1812784
80,0.4456706,0.5470877,"('dominated', 'dominating')",-1.409302,-1.5294235,-0.4818157,-0.4911679,0.0093522
58,-0.44373107,-0.20988636,"('undiscriminating', 'discriminating')",0.19571777,0.22692421,-0.1240067,0.0085189,-0.1325256
23,0.4419103,0.27950954,"('insincere', 'sincere')",5.7757864,5.675786,3.1088483,2.9776478,0.1312005
29,0.419514,0.27789646,"('unfair', 'fair')",-0.39994,-0.27495587,0.009787,0.0014703,0.0083167
48,0.4139032,0.6376225,"('unintelligent', 'intelligent')",0.8048431,0.7406521,0.6093732,0.6891373,-0.0797641
72,-0.4114079,-0.36250594,"('unambitious', 'ambitious')",-0.6202143,-0.53946614,-0.5158111,-0.450986,-0.0648251
49,-0.4011393,-0.4769754,"('unable', 'able')",-0.11484229,-0.16866249,-0.2579908,-0.3228189,0.0648281
17,-0.38623998,-0.22318557,"('nasty', 'nice')",-0.7182293,-0.56472564,-0.5522346,-0.3939556,-0.158279
69,-0.38410532,-0.55196685,"('lazy', 'industrious')",-0.6228214,-0.5947279,-0.5034634,-0.5733473,0.0698839
77,-0.38193917,-0.2508845,"('unmotivated', 'motivated')",-1.2572846,-1.2701654,-0.8196119,-0.760525,-0.0590869
33,-0.37127134,-0.2692378,"('wrong', 'right')",-0.70531404,-0.65778935,-0.5382927,-0.4635136,-0.0747791
38,0.36822826,0.33341354,"('untruthful', 'truthful')",-0.059752245,-0.11977435,0.154238,0.1068196,0.0474184
27,-0.3163615,-0.3714777,"('hardhearted', 'softhearted')",1.3400798,1.3540012,0.5118592,0.4912617,0.0205975
4,-0.30962077,-0.09120913,"('disliked', 'liked')",-6.4313903,-6.6351743,-3.3705056,-3.3631916,-0.007314
0,0.28550303,0.4393194,"('unsociable', 'sociable')",-0.3429903,-0.41513908,-0.0287436,0.0120902,-0.0408338
41,0.28363845,0.6050952,"('unforgiving', 'forgiving')",0.10522671,0.17763598,0.1944326,0.3913656,-0.196933
20,0.27333745,0.45409316,"('rough', 'thoughtful')",1.2236974,1.392897,0.7485175,0.9234951,-0.1749776
61,0.24347752,0.39761394,"('illogical', 'logical')",0.21905819,0.24323077,0.2312679,0.3204224,-0.0891545
84,0.2386533,0.3555512,"('inferior', 'superior')",0.8117665,0.8323853,0.5252099,0.5939683,-0.0687584
40,0.23420766,0.53644526,"('stingy', 'generous')",-1.5475938,-1.5676572,-0.6566931,-0.515606,-0.1410871
11,0.2040619,0.27698708,"('unhelpful', 'helpful')",1.6396277,1.594307,0.9218448,0.935647,-0.0138022
15,-0.1871128,-0.06638501,"('boring', 'funny')",0.46428877,0.5139562,0.138588,0.2237856,-0.0851976
37,0.18348852,0.29561374,"('fake', 'genuine')",0.73119235,0.87171566,0.4573404,0.5836647,-0.1263243
22,0.15826528,0.4589954,"('untrustworthy', 'trustworthy')",-0.95859957,-0.86270255,-0.4001671,-0.2018536,-0.1983135
50,0.14375049,0.09082723,"('clumsy', 'skillful')",0.26751417,0.18576851,0.2056323,0.1382979,0.0673344
44,-0.13780367,-0.28205013,"('prejudiced', 'unprejudiced')",-1.1607023,-1.1960839,-0.649253,-0.739067,0.089814
78,-0.13671128,-0.34276462,"('nonresilient', 'resilient')",0.18179014,0.0688212,0.0225394,-0.1369717,0.1595111
54,-0.10283102,-0.101866916,"('incapable', 'capable')",1.173669,1.310976,0.535419,0.6045545,-0.0691355
28,0.07888261,0.090351515,"('disloyal', 'loyal')",1.0332279,0.89911765,0.5560552,0.4947346,0.0613206
82,0.07410692,-0.090965725,"('poor', 'rich')",6.5032954,6.3558335,3.2887011,3.1324339,0.1562672
34,-0.07305141,0.06937198,"('mean', 'honorable')",5.9257097,6.050578,2.9263291,3.0599751,-0.133646
88,0.06955105,0.36266896,"('low', 'eminent')",0.36603978,0.42110583,0.2177954,0.3918874,-0.174092
51,-0.067642994,0.123561695,"('uneducated', 'educated')",0.17181318,0.1797421,0.0520851,0.1516519,-0.0995668
83,-0.03858954,0.2924157,"('powerless', 'powerful')",-0.86364627,-0.6834413,-0.4511179,-0.1955128,-0.2556051
3,-0.016784074,0.12334654,"('repellent', 'pleasant')",0.15563746,0.18677038,0.0694267,0.1550585,-0.0856318
