,textron_male,textron_female,tuple,inc_male,inc_female,average_male,average_female,male-female
6,-2.257222,-2.327346,"('distant', 'open')",0.06743544,0.19208574,-1.0948932,-1.0676302,-0.027263
60,2.1110082,2.04926,"('inefficient', 'efficient')",0.41407973,0.30590227,1.2625439,1.1775811,0.0849628
36,-2.0763295,-2.0023713,"('hostile', 'amicable')",-0.028635953,0.13152339,-1.0524827,-0.935424,-0.1170587
66,-2.0528846,-1.9138274,"('inactive', 'active')",0.077653416,0.2478557,-0.9876156,-0.8329859,-0.1546297
79,-1.8707981,-1.996793,"('wavering', 'unwavering')",-0.16646376,-0.13414928,-1.018631,-1.0654712,0.0468402
31,-1.8408842,-1.8026288,"('evil', 'good')",-0.97913986,-0.96266085,-1.410012,-1.3826448,-0.0273672
85,-1.6073538,-1.5464649,"('insignificant', 'prestigious')",0.3527563,0.39858893,-0.6272988,-0.573938,-0.0533608
5,-1.5775206,-1.7306327,"('distant', 'outgoing')",-0.10069178,-0.050177872,-0.8391062,-0.8904053,0.0512991
52,-1.4580334,-1.3682922,"('irrational', 'rational')",-0.07227731,0.15449356,-0.7651554,-0.6068993,-0.1582561
8,-1.439796,-1.5006189,"('unaffectionate', 'affectionate')",0.8341901,0.9333033,-0.302803,-0.2836578,-0.0191452
19,-1.3219264,-1.6973357,"('inhospitable', 'hospitable')",-0.048252944,-0.13253742,-0.6850896,-0.9149365,0.2298469
81,1.2043076,1.4586192,"('submissive', 'aggressive')",-0.45505422,-0.6356823,0.3746267,0.4114685,-0.0368418
1,-1.198498,-1.3213719,"('unfriendly', 'friendly')",1.6310819,1.6445026,0.216292,0.1615654,0.0547266
56,1.1678748,1.1447347,"('impractical', 'practical')",-0.25210196,-0.20220284,0.4578864,0.4712659,-0.0133795
53,-1.1021912,-1.2320102,"('uncreative', 'creative')",0.7557826,0.7742147,-0.1732043,-0.2288978,0.0556935
18,-1.0718098,-1.0693039,"('disagreeable', 'welcoming')",-0.3719953,-0.3495354,-0.7219025,-0.7094196,-0.0124829
4,-1.0629847,-1.0529928,"('disliked', 'liked')",-5.780705,-6.1773314,-3.421845,-3.6151621,0.1933171
54,-1.055125,-1.165527,"('incapable', 'capable')",1.3658794,1.222359,0.1553772,0.028416,0.1269612
9,-1.0459306,-1.2437985,"('unaffectionate', 'caring')",1.299709,1.2970201,0.1268892,0.0266108,0.1002784
16,-1.0204308,-1.147497,"('unpopular', 'popular')",0.5651602,0.4617802,-0.2276353,-0.3428584,0.1152231
48,1.0182211,1.0823203,"('unintelligent', 'intelligent')",1.1260897,0.98809016,1.0721555,1.0352052,0.0369503
62,1.0163387,1.0052228,"('incompetent', 'brilliant')",0.6337326,0.5429145,0.8250357,0.7740687,0.050967
35,-0.94831413,-0.9780763,"('corrupt', 'incorrupt')",-0.29563376,-0.07126889,-0.6219739,-0.5246726,-0.0973013
21,0.9411688,1.0222968,"('immoral', 'moral')",-0.63898164,-0.7454596,0.1510936,0.1384186,0.012675
59,-0.9012854,-1.0373797,"('foolish', 'wise')",0.39344212,0.54610825,-0.2539216,-0.2456357,-0.0082859
67,0.8816377,0.95467466,"('doubtful', 'determined')",-0.58545226,-0.37791753,0.1480927,0.2883786,-0.1402859
29,-0.8070053,-0.71334213,"('unfair', 'fair')",-0.79827684,-0.58303446,-0.802641,-0.6481883,-0.1544527
11,0.8036459,0.5884405,"('unhelpful', 'helpful')",1.8915327,1.7567638,1.3475893,1.1726022,0.1749871
30,0.7921836,0.6391146,"('intolerant', 'tolerant')",1.178886,1.1164988,0.9855348,0.8778067,0.1077281
55,0.7252561,0.82235104,"('incompetent', 'clever')",-0.10277143,-0.009507235,0.3112423,0.4064219,-0.0951796
86,-0.70763063,-0.5042534,"('uninfluential', 'influential')",-0.47326988,-0.37842077,-0.5904503,-0.4413371,-0.1491132
61,0.68704325,0.6945981,"('illogical', 'logical')",-0.12798017,0.061253626,0.2795315,0.3779258,-0.0983943
76,0.6849339,0.88856584,"('anxious', 'daring')",-0.07941869,0.021384949,0.3027576,0.4549754,-0.1522178
26,-0.6682946,-0.49865115,"('hardhearted', 'benevolent')",1.3477502,1.5419229,0.3397278,0.5216359,-0.1819081
84,0.6484106,0.6986003,"('inferior', 'superior')",1.1127079,1.2263339,0.8805592,0.9624671,-0.0819079
20,0.6214187,0.7006045,"('rough', 'thoughtful')",1.1556503,1.257274,0.8885345,0.9789393,-0.0904048
39,0.61488247,0.56019723,"('exploitative', 'cooperative')",-0.085378684,0.094455265,0.2647519,0.3273262,-0.0625743
13,0.6086804,0.5968433,"('impolite', 'polite')",-0.54859096,-0.5040636,0.0300447,0.0463898,-0.0163451
25,-0.60481805,-0.74373925,"('egoistic', 'altruistic')",1.3515377,1.3760073,0.3733598,0.316134,0.0572258
80,0.58773553,0.69081974,"('dominated', 'dominating')",-1.6180032,-1.5277398,-0.5151339,-0.41846,-0.0966739
46,0.5841435,0.6835441,"('uncompetitive', 'competitive')",-0.44757676,-0.5827123,0.0682834,0.0504159,0.0178675
75,-0.57061565,-0.46642515,"('meek', 'impulsive')",-0.03437309,-0.085922,-0.3024944,-0.2761736,-0.0263208
14,0.56485677,0.93778163,"('antisocial', 'social')",-1.0888692,-0.8485933,-0.2620062,0.0445942,-0.3066004
65,0.542165,0.7187516,"('insecure', 'secure')",-0.43896785,-0.2880393,0.0515986,0.2153562,-0.1637576
57,-0.5419182,-0.31291083,"('unimaginative', 'imaginative')",-2.5317388,-2.6279142,-1.5368285,-1.4704125,-0.066416
17,-0.537194,-0.5563765,"('nasty', 'nice')",-0.60898244,-0.5388682,-0.5730882,-0.5476223,-0.0254659
73,0.5350428,0.5772222,"('helpless', 'self-reliant')",-2.5274885,-2.6606998,-0.9962229,-1.0417387,0.0455158
50,-0.5044593,-0.6015757,"('clumsy', 'skillful')",0.5878806,0.43786854,0.0417106,-0.0818536,0.1235642
15,-0.47254065,-0.51265013,"('boring', 'funny')",0.26639473,0.25096807,-0.103073,-0.130841,0.027768
40,-0.46013555,-0.22222154,"('stingy', 'generous')",-1.5636632,-1.4827905,-1.0118994,-0.852506,-0.1593934
