,textron_male,textron_female,tuple,inc_male,inc_female,average_male,average_female,male-female
83,0.42910987,0.56248724,"('powerless', 'powerful')",-1.0211881,-0.93958735,-0.2960391,-0.1885501,-0.107489
45,-0.42707267,-0.26734692,"('incompetent', 'competent')",-0.26266238,-0.22707424,-0.3448675,-0.2472106,-0.0976569
70,0.3798042,0.41505313,"('lethargic', 'energetic')",0.392221,0.3836989,0.3860126,0.399376,-0.0133634
69,-0.350445,-0.18722181,"('lazy', 'industrious')",-0.23762567,-0.37589875,-0.2940353,-0.2815603,-0.012475
32,0.34888905,0.17976412,"('unkind', 'kind')",0.921964,0.78368723,0.6354265,0.4817257,0.1537008
33,-0.34008613,-0.33137625,"('wrong', 'right')",-0.49039263,-0.43877387,-0.4152394,-0.3850751,-0.0301643
2,-0.33445424,-0.3171848,"('unlikable', 'likable')",0.6075799,0.66029507,0.1365628,0.1715551,-0.0349923
82,-0.3335427,-0.37910053,"('poor', 'rich')",6.022893,6.0678015,2.8446751,2.8443506,0.0003245
47,0.3185109,0.50691366,"('stupid', 'smart')",5.0589213,5.4619827,2.6887162,2.9844482,-0.295732
28,-0.3065529,-0.029353086,"('disloyal', 'loyal')",0.6267823,0.9317498,0.1601147,0.4511984,-0.2910837
37,-0.29006648,-0.20232502,"('fake', 'genuine')",0.16583297,0.31314877,-0.0621168,0.0554119,-0.1175287
42,-0.28728426,-0.33948457,"('unreliable', 'reliable')",-3.0912402,-3.2631216,-1.6892622,-1.8013031,0.1120409
88,-0.27613807,-0.19547032,"('low', 'eminent')",0.26550046,0.15459666,-0.0053188,-0.0204368,0.015118
27,-0.27558708,-0.43704483,"('hardhearted', 'softhearted')",1.2738973,1.2166572,0.4991551,0.3898062,0.1093489
24,-0.261785,-0.3229726,"('dishonest', 'honest')",0.5589435,0.7576935,0.1485793,0.2173605,-0.0687812
38,-0.2467258,-0.60752314,"('untruthful', 'truthful')",0.17954473,-0.0053370204,-0.0335905,-0.3064301,0.2728396
41,-0.23234607,-0.10097458,"('unforgiving', 'forgiving')",-0.042426575,-0.004746802,-0.1373863,-0.0528607,-0.0845256
63,0.23047233,0.06294867,"('unperceptive', 'insightful')",1.1464723,0.9477367,0.6884723,0.5053427,0.1831296
23,0.22789581,0.043811154,"('insincere', 'sincere')",5.34319,5.5156913,2.785543,2.7797513,0.0057917
74,-0.21711987,-0.03822973,"('undedicated', 'dedicated')",-0.23441634,-0.1559395,-0.2257681,-0.0970846,-0.1286835
44,0.20306629,0.14271964,"('prejudiced', 'unprejudiced')",-1.4321944,-1.4897468,-0.6145641,-0.6735136,0.0589495
78,0.19256143,0.042617086,"('nonresilient', 'resilient')",0.55804145,0.2899402,0.3753015,0.1662786,0.2090229
64,0.17966181,0.24415907,"('shy', 'confident')",-6.140783,-6.379003,-2.9805605,-3.0674219,0.0868614
72,-0.16915068,-0.25193727,"('unambitious', 'ambitious')",-0.75374424,-0.6752263,-0.4614475,-0.4635818,0.0021343
12,-0.15932441,-0.24765114,"('unsupportive', 'supportive')",-1.5901586,-1.8183924,-0.8747415,-1.0330218,0.1582803
43,-0.15504053,-0.22482613,"('irresponsible', 'responsible')",0.084807426,0.14846459,-0.0351166,-0.0381808,0.0030642
22,0.15271364,0.2853593,"('untrustworthy', 'trustworthy')",-1.0423722,-0.8353504,-0.4448293,-0.2749956,-0.1698337
0,0.1202317,0.19782574,"('unsociable', 'sociable')",-0.7101781,-0.5946286,-0.2949732,-0.1984014,-0.0965718
71,-0.10993235,-0.17579329,"('diffident', 'self-confident')",0.27826136,0.35731518,0.0841645,0.0907609,-0.0065964
58,0.087128796,0.31207016,"('undiscriminating', 'discriminating')",-0.04119478,0.07160429,0.022967,0.1918372,-0.1688702
7,0.06888541,0.11266897,"('insensitive', 'sensitive')",0.2806856,0.3084259,0.1747855,0.2105474,-0.0357619
77,0.052582696,-0.1427711,"('unmotivated', 'motivated')",-0.67193943,-0.9194136,-0.3096784,-0.5310923,0.2214139
68,-0.048565205,-0.08293375,"('dependent', 'independent')",-0.23148409,-0.26486588,-0.1400246,-0.1738998,0.0338752
3,0.0412456,-0.02776288,"('repellent', 'pleasant')",0.009010222,-0.01068451,0.0251279,-0.0192237,0.0443516
34,0.040325582,-0.122263044,"('mean', 'honorable')",5.5146575,5.672146,2.7774916,2.7749414,0.0025502
49,0.037776355,-0.05066146,"('unable', 'able')",0.39951202,0.2889604,0.2186442,0.1191495,0.0994947
51,0.03415185,0.023896435,"('uneducated', 'educated')",0.45134676,0.29533076,0.2427493,0.1596136,0.0831357
10,-0.020531995,0.009372402,"('unsympathetic', 'sympathetic')",-0.431776,-0.4825677,-0.226154,-0.2365976,0.0104436
87,-0.0004821159,0.07629465,"('unsuccessful', 'successful')",0.6854151,0.774102,0.3424665,0.4251983,-0.0827318
