,robert_male,robert_female,tuple,half_male,half_female,international_male,international_female,inc_male,inc_female,average_male,average_female,male-female
81,3.531546,3.4761791,"('submissive', 'aggressive')",2.7925909,2.9207833,0.65020335,0.5961223,0.34077686,0.10972938,1.8287792,1.7757034,0.0530758
60,3.41072,3.4514625,"('inefficient', 'efficient')",3.9715703,4.2604046,1.2667148,1.2751468,0.8836201,0.8360459,2.3831563,2.455765,-0.0726087
31,-3.228809,-2.9020123,"('evil', 'good')",-3.943694,-3.7783866,-0.8278393,-0.79324484,-1.7027452,-1.5830096,-2.425772,-2.2641633,-0.1616087
21,3.2145452,3.495475,"('immoral', 'moral')",1.7265604,1.9401075,-0.016224802,0.007350914,-0.61079264,-0.61497724,1.0785221,1.206989,-0.1284669
36,-3.1662734,-2.9989207,"('hostile', 'amicable')",-4.4896374,-4.5901484,0.19190283,0.23351675,-0.630494,-0.4328854,-2.0236254,-1.9471095,-0.0765159
55,3.152863,3.186483,"('incompetent', 'clever')",3.4974015,3.717869,-0.684428,-0.8118686,0.008549657,-0.13972074,1.4935966,1.4881907,0.0054059
62,2.9784632,2.8975198,"('incompetent', 'brilliant')",2.7700467,3.0075595,0.7031279,0.6620409,0.79271793,0.6346161,1.8110889,1.800434,0.0106549
85,-2.8795965,-2.564883,"('insignificant', 'prestigious')",-5.4205074,-5.415757,-0.6002472,-0.4032755,-0.05828429,0.2413005,-2.2396591,-2.0356538,-0.2040053
80,2.790641,2.537241,"('dominated', 'dominating')",2.8019428,2.7410417,-0.01861519,-0.16009349,-0.68488246,-0.8614679,1.2222714,1.0641804,0.158091
46,2.5613217,2.4668427,"('uncompetitive', 'competitive')",2.85375,3.0559826,0.13977076,0.036442354,0.30255428,0.045962065,1.4643492,1.4013073,0.0630419
35,-2.4704304,-2.3812804,"('corrupt', 'incorrupt')",-3.2114303,-3.3719563,-0.7101212,-0.731127,-0.8268293,-0.57633185,-1.8047029,-1.7651739,-0.039529
13,2.355422,2.5713694,"('impolite', 'polite')",2.5069423,2.6873944,1.3413194,1.3928645,0.64386475,0.6290193,1.7118871,1.8201619,-0.1082748
70,2.340954,2.441024,"('lethargic', 'energetic')",2.4083204,2.7942078,0.25400558,0.47229302,1.0697377,1.1245571,1.5182543,1.7080204,-0.1897661
26,-2.3298488,-2.3323092,"('hardhearted', 'benevolent')",-0.83443224,-0.99026155,1.3938727,1.5188072,0.7790236,1.1280364,-0.2478461,-0.1689318,-0.0789143
24,2.3130226,2.5614383,"('dishonest', 'honest')",1.6083863,1.7464403,-0.056539707,0.018285682,0.48265064,0.54253566,1.08688,1.217175,-0.130295
6,-2.2990873,-1.9151868,"('distant', 'open')",-3.142427,-2.9183621,-0.51646334,-0.33342627,-0.13771886,0.14127445,-1.523924,-1.2564253,-0.2674987
5,-2.2945247,-1.8310508,"('distant', 'outgoing')",-3.496913,-3.1703286,-0.40081173,-0.2382667,-0.3543122,-0.14212316,-1.6366404,-1.3454423,-0.2911981
14,2.2344346,2.1366541,"('antisocial', 'social')",1.0298874,0.9571083,0.7590184,0.5052315,-0.10373987,-0.35594463,0.9799001,0.8107623,0.1691378
76,2.1890292,2.2453406,"('anxious', 'daring')",2.650222,2.9109638,0.91213804,1.001334,0.931287,0.9383369,1.6706691,1.7739938,-0.1033247
69,-2.1662693,-2.0901718,"('lazy', 'industrious')",-3.8581321,-3.6915298,1.4875664,1.5354111,-0.33902538,-0.24252367,-1.2189652,-1.1222035,-0.0967617
4,-2.152642,-2.1041234,"('disliked', 'liked')",-3.097476,-3.1673255,-0.13860063,-0.34741557,-5.3694344,-5.835628,-2.6895385,-2.8636231,0.1740846
10,2.0925763,2.0664997,"('unsympathetic', 'sympathetic')",3.3922653,3.5602102,-1.162307,-1.066576,0.18492104,0.14014678,1.126864,1.1750702,-0.0482062
52,-2.0821235,-1.937034,"('irrational', 'rational')",-3.1354024,-3.214117,-1.361622,-1.3194411,-0.7509919,-0.62040544,-1.8325349,-1.7727494,-0.0597855
61,2.0176609,2.2219825,"('illogical', 'logical')",0.10135147,0.3276236,-0.8197873,-0.82050645,-0.028902307,0.017264381,0.3175807,0.436591,-0.1190103
79,-2.0119271,-1.7992369,"('wavering', 'unwavering')",-2.2574635,-2.2430637,-0.828349,-0.777623,-0.15192506,-0.07498158,-1.3124162,-1.2237264,-0.0886898
1,-1.9685085,-1.7290866,"('unfriendly', 'friendly')",-1.6778698,-1.5864831,-0.022605188,0.17678595,0.9786384,1.2573136,-0.6725863,-0.4703676,-0.2022187
51,1.8183644,1.7341037,"('uneducated', 'educated')",0.9360628,0.9034134,0.09209905,-0.025332376,0.67596227,0.46833593,0.8806221,0.7701301,0.110492
56,1.817441,1.7347292,"('impractical', 'practical')",3.8398569,3.9338226,1.2838151,1.2769859,0.42920965,0.19326356,1.8425808,1.7847003,0.0578805
65,1.7928125,1.8000163,"('insecure', 'secure')",2.8824627,2.9007175,0.23068061,0.14352696,0.020163625,-0.1716524,1.2315298,1.1681521,0.0633777
43,1.6680436,1.9235096,"('irresponsible', 'responsible')",3.1358156,3.3579342,-0.24043652,-0.048430525,0.50246114,0.6594796,1.2664709,1.4731232,-0.2066523
17,-1.6006297,-1.4473715,"('nasty', 'nice')",-0.621987,-0.44750446,-1.4819969,-1.3960254,-1.0350219,-0.84734905,-1.1849089,-1.0345626,-0.1503463
86,1.5147657,1.498593,"('uninfluential', 'influential')",0.58252865,0.8079886,-0.46088862,-0.49113473,-0.43080115,-0.48089823,0.3014011,0.3336371,-0.032236
59,-1.4613644,-1.1613355,"('foolish', 'wise')",-3.1978087,-3.218805,-0.13544512,0.10298673,-0.001345221,0.21101646,-1.1989908,-1.0165342,-0.1824566
23,1.3869783,1.4284824,"('insincere', 'sincere')",2.944405,3.014364,-0.0025761947,0.13142109,5.1420364,5.3114104,2.3677108,2.4714193,-0.1037085
75,-1.3810666,-1.439663,"('meek', 'impulsive')",-1.7230368,-1.9458485,-0.016167982,-0.022563538,-0.31986696,-0.35855713,-0.8600345,-0.941658,0.0816235
7,1.3787539,1.4667379,"('insensitive', 'sensitive')",1.8752688,1.9897612,-0.3308761,-0.16976105,0.9248436,0.9390448,0.9619975,1.0564457,-0.0944482
45,1.3469847,1.1878072,"('incompetent', 'competent')",1.2648791,1.3979082,-0.42064935,-0.49297497,-0.37208572,-0.4832981,0.4547822,0.4023606,0.0524216
37,1.3352861,1.5883192,"('fake', 'genuine')",0.98731816,1.0850582,-0.84469503,-0.67795587,0.31013218,0.45044583,0.4470103,0.6114669,-0.1644566
27,-1.3312801,-1.2122309,"('hardhearted', 'softhearted')",-0.31623563,0.031319797,-1.0054281,-0.74668163,0.6770581,0.9238168,-0.4939714,-0.250944,-0.2430274
50,-1.3070921,-1.24742,"('clumsy', 'skillful')",-2.5664935,-2.4933846,-0.6257902,-0.45770603,0.21691337,0.38585705,-1.0706156,-0.9531634,-0.1174522
