,northern_male,northern_female,tuple,trust_male,trust_female,corp_male,corp_female,average_male,average_female,male-female
18,1.1076931,0.88669443,"('disagreeable', 'welcoming')",-0.08775473,-0.24958733,-0.6598471,-0.74224854,0.1200304,-0.0350471,0.1550775
1,-1.0943,-1.1596677,"('unfriendly', 'friendly')",-0.85637546,-0.8833461,0.81633323,0.6929333,-0.3781141,-0.4500268,0.0719127
17,-1.0694058,-0.58523166,"('nasty', 'nice')",0.16702703,0.36033827,-0.76046205,-0.6121002,-0.5542803,-0.2789979,-0.2752824
24,1.0690925,0.8411157,"('dishonest', 'honest')",0.74370044,0.88521075,0.92329353,0.9511523,0.9120289,0.8924929,0.019536
75,-1.0011317,-0.63749033,"('meek', 'impulsive')",-0.89780474,-0.80964524,-0.8521158,-0.8727523,-0.9170174,-0.773296,-0.1437214
40,0.96184814,0.8598929,"('stingy', 'generous')",0.5906785,0.5636859,-2.4255745,-2.5763292,-0.2910159,-0.3842502,0.0932343
21,0.9423966,0.80479014,"('immoral', 'moral')",1.455456,1.613786,0.43163836,0.51260006,0.9431637,0.9770587,-0.033895
23,0.94207644,0.83391297,"('insincere', 'sincere')",2.1924345,2.2987056,6.98764,7.2265587,3.3740501,3.4530589,-0.0790088
57,-0.9355776,-0.23482192,"('unimaginative', 'imaginative')",0.059655838,0.6363354,-2.9148662,-2.9181695,-1.263596,-0.8388853,-0.4247107
8,-0.8925905,-0.7671392,"('unaffectionate', 'affectionate')",-1.074483,-1.0248669,-0.02556074,-0.1840753,-0.6642114,-0.6586938,-0.0055176
88,-0.85361445,-0.89233416,"('low', 'eminent')",-1.1514722,-1.111905,-0.1644869,-0.1658275,-0.7231912,-0.7233555,0.0001643
79,-0.82908744,-0.740794,"('wavering', 'unwavering')",-1.1992695,-1.1356149,-0.72582614,-0.7730595,-0.9180611,-0.8831561,-0.034905
39,0.82264143,0.94865805,"('exploitative', 'cooperative')",1.3206164,1.3510728,-0.2557719,-0.049348343,0.629162,0.7501275,-0.1209655
68,0.81338775,0.64417845,"('dependent', 'independent')",-1.456271,-1.4879965,-0.6414072,-0.5366348,-0.4280969,-0.460151,0.0320541
77,-0.7883114,-1.0514667,"('unmotivated', 'motivated')",0.8588309,0.7416876,-0.4270717,-0.34430167,-0.1188507,-0.2180269,0.0991762
63,0.7867848,0.92755723,"('unperceptive', 'insightful')",1.121934,1.3384895,1.1634501,1.2531102,1.0240563,1.1730523,-0.148996
48,0.76069957,0.4527421,"('unintelligent', 'intelligent')",0.44383216,0.3082159,1.1344814,1.0926528,0.779671,0.6178703,0.1618007
53,-0.7589698,-0.70678115,"('uncreative', 'creative')",-1.1498469,-0.9664385,0.4616738,0.464688,-0.4823809,-0.4028439,-0.079537
49,-0.7451857,-0.7877427,"('unable', 'able')",0.13336475,0.17371474,0.29133105,0.39876387,-0.10683,-0.0717547,-0.0350753
78,-0.7293021,-0.70429176,"('nonresilient', 'resilient')",1.3021593,1.262574,0.7876222,0.78442895,0.4534931,0.4475704,0.0059227
50,-0.7270828,-0.91566193,"('clumsy', 'skillful')",-0.24345385,-0.3449293,0.33926883,0.23845577,-0.2104226,-0.3407118,0.1302892
32,0.7270265,0.6653735,"('unkind', 'kind')",1.4074329,1.5214014,0.97405905,0.97102,1.0361729,1.0525983,-0.0164254
84,0.72160876,0.626258,"('inferior', 'superior')",0.058993336,-0.02135433,0.36893922,0.43892843,0.3831805,0.347944,0.0352365
71,0.7137546,0.66254634,"('diffident', 'self-confident')",0.5972489,0.50801545,0.33871084,0.33295798,0.5499047,0.5011733,0.0487314
45,0.7077794,0.98239696,"('incompetent', 'competent')",0.70687264,1.078717,0.09134103,0.30651978,0.5019977,0.7892112,-0.2872135
11,0.69739074,0.8572464,"('unhelpful', 'helpful')",1.1716673,1.3852271,2.7418554,2.8562365,1.5369711,1.69957,-0.1625989
42,0.65822095,0.6251029,"('unreliable', 'reliable')",1.3304278,1.4652447,-2.16606,-2.3314986,-0.0591371,-0.0803837,0.0212466
82,0.64234847,0.6097129,"('poor', 'rich')",0.21777362,0.38506648,7.2331886,7.4732947,2.6977701,2.8226913,-0.1249212
33,0.6121563,0.4719972,"('wrong', 'right')",0.19306596,0.009663351,-0.98329455,-1.0904572,-0.0593574,-0.2029322,0.1435748
30,0.559377,0.68543047,"('intolerant', 'tolerant')",1.6151661,1.8055735,0.70492923,0.8542529,0.9598241,1.1150856,-0.1552615
22,0.5499755,0.76832616,"('untrustworthy', 'trustworthy')",0.8527723,1.1433587,-0.53406286,-0.44869894,0.2895617,0.487662,-0.1981003
28,0.53739923,0.6025771,"('disloyal', 'loyal')",0.17503022,0.323224,1.1937518,1.2374411,0.6353938,0.7210807,-0.0856869
15,-0.48428875,-0.4584415,"('boring', 'funny')",-0.30951586,-0.23164654,-0.2681169,-0.26021102,-0.3539739,-0.3167663,-0.0372076
3,0.47061393,0.6498504,"('repellent', 'pleasant')",0.83039975,1.0226527,1.211867,1.2204164,0.8376269,0.9643065,-0.1266796
74,0.44039604,0.63535976,"('undedicated', 'dedicated')",0.26911172,0.58887815,-0.604285,-0.48354918,0.0350743,0.2468962,-0.2118219
27,0.4246443,0.13942678,"('hardhearted', 'softhearted')",0.5874857,0.507656,0.85406417,0.6852436,0.6220647,0.4441088,0.1779559
2,0.40914872,0.37603417,"('unlikable', 'likable')",2.0108757,2.0323834,0.44637173,0.5132852,0.9554654,0.973901,-0.0184356
25,-0.4086222,-0.36684957,"('egoistic', 'altruistic')",-0.68396026,-0.6271193,0.38594925,0.45057702,-0.2355444,-0.1811306,-0.0544138
67,0.39552587,0.23901418,"('doubtful', 'determined')",0.49800393,0.42787382,-0.6276336,-0.49601784,0.0886321,0.0569567,0.0316754
37,0.36958492,0.48797402,"('fake', 'genuine')",-0.28150836,-0.0761728,0.07329897,-0.0046100244,0.0537918,0.1357304,-0.0819386
20,-0.29977974,-0.25825486,"('rough', 'thoughtful')",0.5136481,0.52383775,0.5726393,0.52094346,0.2621692,0.2621754,-6.2e-06
13,0.29220212,0.576478,"('impolite', 'polite')",0.97473365,1.2492204,0.18589836,0.3727117,0.484278,0.7328033,-0.2485253
54,-0.2921196,-0.59882534,"('incapable', 'capable')",-0.03626506,-0.1425503,0.7835707,0.82215375,0.1517287,0.026926,0.1248027
51,0.2615105,0.07861683,"('uneducated', 'educated')",0.22400852,0.09434527,0.7164784,0.75008816,0.4006658,0.3076834,0.0929824
47,0.25459835,0.41581267,"('stupid', 'smart')",0.19899586,0.51412606,5.7521234,6.0624638,2.0685725,2.3308009,-0.2622284
87,-0.2516123,-0.29771754,"('unsuccessful', 'successful')",0.6648399,0.71175456,0.8322272,1.0936388,0.4151516,0.5025586,-0.087407
73,-0.2351304,-0.09839767,"('helpless', 'self-reliant')",0.033524632,-0.012466688,-3.7250504,-3.8216076,-1.3088854,-1.310824,0.0019386
59,-0.23414013,-0.4297749,"('foolish', 'wise')",-0.24517627,-0.30430424,-0.4252053,-0.34829974,-0.3015072,-0.360793,0.0592858
58,0.22751027,0.43872038,"('undiscriminating', 'discriminating')",-0.33147302,-0.29544285,-0.4032424,-0.39419088,-0.1690684,-0.0836378,-0.0854306
26,-0.20942187,0.08924426,"('hardhearted', 'benevolent')",1.2540227,1.4708204,0.09273625,0.1361707,0.3791124,0.5654118,-0.1862994
64,-0.20262402,-0.35097057,"('shy', 'confident')",1.2801188,1.3288713,-6.2635674,-6.302697,-1.7286908,-1.7749322,0.0462414
61,-0.19357683,-0.30692032,"('illogical', 'logical')",0.38746548,0.49067405,0.47743422,0.6031623,0.2237743,0.2623053,-0.038531
9,-0.17728156,-0.056050472,"('unaffectionate', 'caring')",0.19494376,0.33069038,0.9729569,0.9743957,0.3302064,0.4163452,-0.0861388
0,0.14613369,0.16515246,"('unsociable', 'sociable')",0.22366618,0.36108503,0.3341978,0.42858616,0.2346659,0.3182745,-0.0836086
86,-0.13566096,-0.016521424,"('uninfluential', 'influential')",-0.4640969,-0.1082221,-0.09114454,0.097330436,-0.2303008,-0.0091377,-0.2211631
44,0.12437343,-0.054147586,"('prejudiced', 'unprejudiced')",-0.18809472,-0.3071103,-1.4264376,-1.5087633,-0.4967196,-0.6233404,0.1266208
41,-0.12269239,-0.012846813,"('unforgiving', 'forgiving')",1.194318,1.2351584,-0.60720617,-0.6517652,0.1548065,0.1901821,-0.0353756
38,0.0907259,0.18845893,"('untruthful', 'truthful')",0.5154591,0.6993656,-0.23931569,-0.112972245,0.1222898,0.2582841,-0.1359943
29,0.07688679,0.030364335,"('unfair', 'fair')",-0.16422121,-0.26905268,-0.55698866,-0.6285368,-0.2147744,-0.2890751,0.0743007
66,0.06676043,-0.08868524,"('inactive', 'active')",-0.79282266,-0.75090975,0.06672371,0.043431774,-0.2197795,-0.2653877,0.0456082
83,-0.049882546,0.14360267,"('powerless', 'powerful')",0.859144,0.7809031,-0.5535618,-0.5897705,0.0852332,0.1115784,-0.0263452
34,-0.019618822,-0.0121257305,"('mean', 'honorable')",0.45829198,0.4982304,5.628922,5.9070563,2.0225317,2.1310536,-0.1085219
