,northern_male,northern_female,tuple,trust_male,trust_female,corp_male,corp_female,average_male,average_female,male-female
36,-2.9771373,-3.1702857,"('hostile', 'amicable')",-1.9696857,-2.367689,-1.5288932,-1.8738768,-2.1585722,-2.470617,0.3120448
31,-2.3476086,-2.1551397,"('evil', 'good')",-1.8271506,-1.9487077,-1.8803109,-2.0455828,-2.0183566,-2.0498101,0.0314535
85,-1.8921151,-1.9141825,"('insignificant', 'prestigious')",-2.0975928,-2.2857962,-2.1041572,-2.1446362,-2.0312885,-2.1148717,0.0835832
6,-1.8224969,-2.048685,"('distant', 'open')",-1.2658792,-1.2674434,-0.8582287,-1.0286092,-1.3155349,-1.4482458,0.1327109
5,-1.8034308,-1.9416877,"('distant', 'outgoing')",-1.1464708,-1.1428933,-0.81456065,-0.84319085,-1.2548207,-1.3092573,0.0544366
4,-1.6657645,-1.3614116,"('disliked', 'liked')",-0.5549062,-0.47956845,-8.001143,-8.142091,-3.4072714,-3.3276901,-0.0795813
60,1.6488739,1.5774775,"('inefficient', 'efficient')",1.9707315,2.135764,0.8817281,1.0469863,1.5004446,1.5867426,-0.086298
56,1.5486405,1.9560208,"('impractical', 'practical')",1.9462397,2.4307015,0.39223117,0.6883889,1.2957038,1.6917038,-0.396
80,1.5475426,1.6212206,"('dominated', 'dominating')",0.8896902,1.007239,0.34257263,0.47597444,0.9266018,1.0348113,-0.1082095
35,-1.5231134,-1.5895357,"('corrupt', 'incorrupt')",-2.2052767,-2.3779006,-1.494309,-1.6216431,-1.7408997,-1.8630265,0.1221268
12,1.5061302,1.6788809,"('unsupportive', 'supportive')",1.1565939,1.458885,-1.7387257,-1.8137583,0.3079995,0.4413359,-0.1333364
65,1.5024356,1.5619497,"('insecure', 'secure')",1.7383498,1.8255167,0.98732203,1.1143875,1.4093692,1.500618,-0.0912488
14,1.43528,1.7242713,"('antisocial', 'social')",2.3059464,2.613409,-0.06342875,0.04739995,1.2259325,1.4616934,-0.2357609
76,1.4266331,1.5170941,"('anxious', 'daring')",1.3375539,1.5136573,0.91045797,0.94741756,1.2248816,1.3260563,-0.1011747
55,1.3664278,1.4417632,"('incompetent', 'clever')",0.56351244,0.7379984,0.9690737,1.0566142,0.966338,1.0787919,-0.1124539
62,1.3359693,1.601307,"('incompetent', 'brilliant')",1.6521742,2.0279198,1.4922596,1.758241,1.4934676,1.7958226,-0.302355
7,1.3260434,1.3239084,"('insensitive', 'sensitive')",1.4013126,1.566852,0.9235978,1.0030391,1.2169846,1.2979332,-0.0809486
19,-1.2988805,-1.3675447,"('inhospitable', 'hospitable')",-1.5237619,-1.5212517,-0.70938766,-0.77347493,-1.1773434,-1.2207571,0.0434137
69,-1.2959847,-1.6171485,"('lazy', 'industrious')",-0.32674116,-0.47660905,-1.7558362,-1.7068756,-1.1261874,-1.2668777,0.1406903
52,-1.2831771,-1.5546086,"('irrational', 'rational')",-1.334266,-1.561331,-0.90425575,-0.9737678,-1.1738997,-1.3632358,0.1893361
16,-1.2824839,-1.2798823,"('unpopular', 'popular')",-1.098162,-1.2164651,-0.22674565,-0.13779461,-0.8691305,-0.8780473,0.0089168
72,1.2545762,1.1032257,"('unambitious', 'ambitious')",1.4463891,1.2686354,0.2966693,0.09050501,0.9992115,0.8207887,0.1784228
46,1.2398152,1.5048362,"('uncompetitive', 'competitive')",0.753216,1.0497684,-0.016208285,0.07300104,0.658941,0.8758686,-0.2169276
81,1.2070045,1.1030208,"('submissive', 'aggressive')",1.7157081,1.8247811,0.51192623,0.5772698,1.1448797,1.1683572,-0.0234775
10,1.1992478,1.455732,"('unsympathetic', 'sympathetic')",0.102085106,0.54960245,0.7372121,0.7951858,0.679515,0.9335067,-0.2539917
70,1.1602982,1.501803,"('lethargic', 'energetic')",0.59404325,1.0979615,0.9921957,1.1404828,0.9155124,1.2467491,-0.3312367
43,1.1216173,1.207149,"('irresponsible', 'responsible')",1.323478,1.6090354,0.98190343,1.0382445,1.1423329,1.2848097,-0.1424768
