,marathon_male,marathon_female,tuple,oil_male,oil_female,corp_male,corp_female,average_male,average_female,male-female
82,-2.3996382,-2.393611,"('poor', 'rich')",0.14754975,-0.13023898,6.656909,6.26298,1.4682735,1.2463767,0.2218968
85,2.1170676,1.9019285,"('insignificant', 'prestigious')",0.2134726,0.33265945,-1.1948087,-0.6763569,0.3785772,0.5194103,-0.1408331
9,2.0659804,2.152579,"('unaffectionate', 'caring')",0.4885628,0.47374472,1.1182221,1.3501954,1.2242551,1.3255064,-0.1012513
0,-1.7613467,-1.5196584,"('unsociable', 'sociable')",0.62521625,0.522685,0.023183849,-0.33814362,-0.3709822,-0.445039,0.0740568
26,1.6080652,1.7410467,"('hardhearted', 'benevolent')",0.971182,1.0052688,1.3349227,1.8372699,1.3047233,1.5278618,-0.2231385
74,1.5186951,1.6723895,"('undedicated', 'dedicated')",-0.02907438,0.04888567,-0.16436842,-0.26914394,0.4417508,0.4840438,-0.042293
71,1.4862634,1.3736724,"('diffident', 'self-confident')",1.4199678,1.3091531,0.26038322,0.25992543,1.0555381,0.980917,0.0746211
14,-1.4245825,-1.1195343,"('antisocial', 'social')",0.81063795,0.7274045,0.027157187,-0.3174348,-0.1955958,-0.2365215,0.0409257
33,1.3969718,1.4770542,"('wrong', 'right')",1.3432934,1.3989012,-0.68879724,-0.40603527,0.6838227,0.8233068,-0.1394841
25,1.3721153,1.2488375,"('egoistic', 'altruistic')",1.6952024,1.424439,1.2002411,1.3048028,1.4225195,1.3260264,0.0964931
16,-1.3058043,-1.4931889,"('unpopular', 'popular')",0.0750743,-0.09830328,0.1516835,0.18024519,-0.3596822,-0.4704157,0.1107335
55,-1.294464,-1.1557758,"('incompetent', 'clever')",1.1312617,0.7927725,0.8368356,0.24898022,0.2245444,-0.0380077,0.2625521
47,-1.2260958,-1.2478172,"('stupid', 'smart')",0.6809239,0.44525507,5.3471994,5.2627206,1.6006759,1.4867194,0.1139565
73,1.1996704,1.193867,"('helpless', 'self-reliant')",0.61471045,0.6973444,-3.6023362,-3.4551249,-0.5959851,-0.5213045,-0.0746806
45,-1.1825709,-1.0445526,"('incompetent', 'competent')",0.1967349,0.10186679,0.09366453,0.015118137,-0.2973905,-0.3091892,0.0117987
51,-1.1504271,-1.0269325,"('uneducated', 'educated')",0.4471167,0.35707334,1.2615558,0.9598051,0.1860818,0.0966486,0.0894332
46,-1.150418,-0.9173616,"('uncompetitive', 'competitive')",1.0256176,0.6690249,-0.23358884,-0.7295374,-0.1194631,-0.3259581,0.206495
72,1.1343194,1.2713212,"('unambitious', 'ambitious')",0.7256398,0.64409536,-0.16134599,-0.22053197,0.5662044,0.5649615,0.0012429
56,-1.0407999,-0.955654,"('impractical', 'practical')",0.5330996,0.42046842,-0.5489924,-0.88003075,-0.3522309,-0.4717388,0.1195079
