,novellus_male,novellus_female,tuple,systems_male,systems_female,inc_male,inc_female,average_male,average_female,male-female
10,-1.2934499,-1.1395613,"('unsympathetic', 'sympathetic')",-0.7480783,-0.7595098,-0.68170834,-0.5599363,-0.9077455,-0.8196691,-0.0880764
13,-1.0727047,-0.70110774,"('impolite', 'polite')",-0.04499992,0.26346153,-0.50936735,-0.369001,-0.5423573,-0.2688824,-0.2734749
84,1.0520629,0.99946755,"('inferior', 'superior')",0.5929667,0.4825987,0.8857534,0.7723661,0.8435943,0.7514775,0.0921168
0,-1.0453542,-0.7631881,"('unsociable', 'sociable')",0.24633548,0.41221324,-0.8012223,-0.72018164,-0.5334137,-0.3570522,-0.1763615
38,-1.0242373,-1.2042814,"('untruthful', 'truthful')",-1.1132691,-1.19217,-0.26715654,-0.29671344,-0.8015544,-0.8977216,0.0961672
58,-0.9931865,-1.095257,"('undiscriminating', 'discriminating')",0.44202185,0.37124184,-0.050798364,-0.082365006,-0.2006543,-0.2687934,0.0681391
43,-0.98404324,-0.87912923,"('irresponsible', 'responsible')",-0.65364516,-0.5629099,0.046070024,0.2158745,-0.5305395,-0.4087215,-0.121818
45,-0.98138195,-1.1132622,"('incompetent', 'competent')",-0.09266412,-0.17923397,-0.31793258,-0.44890115,-0.4639929,-0.5804658,0.1164729
19,-0.95718604,-1.2474105,"('inhospitable', 'hospitable')",-1.2531499,-1.3458711,0.0350405,0.03659745,-0.7250985,-0.8522281,0.1271296
86,-0.94612724,-0.86359614,"('uninfluential', 'influential')",-0.19863772,-0.105791315,-0.3160911,-0.31961608,-0.486952,-0.4296679,-0.0572841
51,-0.9238818,-0.8528742,"('uneducated', 'educated')",-0.6727997,-0.556254,-0.09513571,-0.111434914,-0.5639391,-0.5068544,-0.0570847
39,0.91297597,1.2181149,"('exploitative', 'cooperative')",1.7907139,1.92052,0.14302991,0.40805766,0.9489066,1.1822308,-0.2333242
28,-0.9091824,-0.9452233,"('disloyal', 'loyal')",-0.44231802,-0.43229854,0.83131653,0.7097773,-0.1733947,-0.2225815,0.0491868
74,-0.8926922,-0.94925463,"('undedicated', 'dedicated')",0.383155,0.50962985,0.079149514,0.058127806,-0.1434626,-0.1271657,-0.0162969
40,0.8602552,0.8350769,"('stingy', 'generous')",0.027643558,0.24804452,-1.458621,-1.4049034,-0.1902408,-0.1072607,-0.0829801
69,0.857249,0.81193155,"('lazy', 'industrious')",0.32957336,0.2965222,-0.17988743,-0.19584371,0.335645,0.3042034,0.0314416
85,0.8256834,0.5499351,"('insignificant', 'prestigious')",-0.1257771,-0.12115978,0.84043473,0.77132225,0.513447,0.4000325,0.1134145
31,-0.81970066,-1.1159024,"('evil', 'good')",-0.8950602,-0.89259183,-0.46220347,-0.4395386,-0.7256548,-0.816011,0.0903562
67,0.7614255,0.8218679,"('doubtful', 'determined')",0.42925093,0.35536975,-0.7033172,-0.54016644,0.1624531,0.2123571,-0.049904
27,-0.75782865,-0.8786926,"('hardhearted', 'softhearted')",-0.20648526,-0.17332545,1.5377235,1.538571,0.1911365,0.1621843,0.0289522
75,0.7283679,0.45706943,"('meek', 'impulsive')",-1.3069837,-1.3503566,-0.1321907,-0.2983832,-0.2369355,-0.3972235,0.160288
41,-0.71687233,-0.78738713,"('unforgiving', 'forgiving')",-0.7273298,-0.6915795,0.18760735,0.20774704,-0.418865,-0.4237399,0.0048749
72,-0.6926748,-0.6594592,"('unambitious', 'ambitious')",-1.4233649,-1.3686689,-0.90189916,-0.92677355,-1.0059796,-0.9849672,-0.0210124
32,-0.6707746,-0.537997,"('unkind', 'kind')",-0.64786893,-0.63898534,0.6140171,0.54623693,-0.2348755,-0.2102485,-0.024627
63,-0.65984994,-0.7339975,"('unperceptive', 'insightful')",0.3446353,0.3924372,0.70951337,0.5294028,0.1314329,0.0626142,0.0688187
57,-0.6456733,-0.56425476,"('unimaginative', 'imaginative')",-0.2480697,-0.119903356,-2.5059412,-2.6084542,-1.1332281,-1.0975374,-0.0356907
65,-0.635396,-0.31960174,"('insecure', 'secure')",0.4441487,0.6723457,-0.5094453,-0.5128563,-0.2335642,-0.0533708,-0.1801934
83,0.6298193,0.68255967,"('powerless', 'powerful')",0.08868033,0.16312921,-1.0720645,-0.99970096,-0.117855,-0.0513374,-0.0665176
78,-0.6191375,-0.6764644,"('nonresilient', 'resilient')",1.4452696,1.4769591,0.29117796,0.21226867,0.3724367,0.3375878,0.0348489
11,-0.6142842,-0.54625416,"('unhelpful', 'helpful')",0.6339695,0.6322321,1.4423691,1.3931967,0.4873515,0.4930582,-0.0057067
9,-0.57155824,-0.8001734,"('unaffectionate', 'caring')",-0.4312335,-0.5731033,1.2559955,1.1385661,0.0844012,-0.0782369,0.1626381
82,-0.56671065,-0.6494314,"('poor', 'rich')",-0.7955655,-0.69159347,6.081199,6.0510406,1.5729744,1.5700053,0.0029691
73,0.5316991,0.51546997,"('helpless', 'self-reliant')",-0.16004425,-0.11437406,-2.9796863,-3.1857164,-0.8693438,-0.9282068,0.058863
1,-0.52122605,-0.94833237,"('unfriendly', 'friendly')",0.28261715,0.103057295,1.8270397,1.5721407,0.529477,0.2422885,0.2871885
42,-0.5205327,-0.587411,"('unreliable', 'reliable')",-1.3677467,-1.2389721,-2.7767568,-3.0552695,-1.5550121,-1.6272176,0.0722055
70,-0.51823455,-0.43676162,"('lethargic', 'energetic')",-0.49603975,-0.3701743,0.44032574,0.55267715,-0.1913162,-0.0847529,-0.1065633
12,-0.49255165,-0.47845638,"('unsupportive', 'supportive')",-0.115487576,0.123954356,-1.9020722,-1.9469806,-0.8367038,-0.7671609,-0.0695429
56,-0.47650397,-0.2912885,"('impractical', 'practical')",0.26495817,0.3898944,-0.5449872,-0.52011293,-0.2521777,-0.1405023,-0.1116754
23,-0.47310048,-0.46634772,"('insincere', 'sincere')",0.7134314,0.67401546,5.2690177,5.3740435,1.8364496,1.8605704,-0.0241208
8,-0.4535892,-0.81714046,"('unaffectionate', 'affectionate')",-1.020881,-1.1629808,0.7778987,0.74849194,-0.2321905,-0.4105431,0.1783526
30,-0.45194566,-0.28310853,"('intolerant', 'tolerant')",1.1895268,1.3368498,0.58168477,0.7212937,0.4397553,0.5916783,-0.151923
80,-0.4438414,-0.18201391,"('dominated', 'dominating')",0.036718003,0.15727147,-1.5178833,-1.4985049,-0.6416689,-0.5077491,-0.1339198
22,-0.4350792,-0.26000994,"('untrustworthy', 'trustworthy')",0.19555566,0.2855924,-0.99864364,-0.9882109,-0.4127224,-0.3208762,-0.0918462
64,-0.4282359,-0.15563893,"('shy', 'confident')",0.044172682,0.2101077,-6.5081844,-6.708406,-2.2974159,-2.2179791,-0.0794368
4,-0.41588464,-0.57938594,"('disliked', 'liked')",-1.2227736,-1.2455943,-6.3805733,-6.66876,-2.6730773,-2.8312467,0.1581694
60,-0.41346797,-0.054053247,"('inefficient', 'efficient')",1.5398773,1.5875512,-0.44405046,-0.4297251,0.227453,0.3679243,-0.1404713
24,-0.4091562,-0.37797433,"('dishonest', 'honest')",-1.7211909,-1.6211032,0.31337538,0.4690019,-0.6056573,-0.5100252,-0.0956321
16,-0.39369404,-0.5800782,"('unpopular', 'popular')",-0.5007549,-0.6525631,0.7049665,0.6738027,-0.0631608,-0.1862795,0.1231187
33,0.38487196,0.31533518,"('wrong', 'right')",-0.038913883,0.085805185,-0.2743836,-0.48594296,0.0238582,-0.0282675,0.0521257
59,0.38476634,0.27828842,"('foolish', 'wise')",-0.43079785,-0.5184707,0.53370714,0.4450523,0.1625585,0.06829,0.0942685
79,-0.37040287,-0.6388036,"('wavering', 'unwavering')",-1.6877474,-1.7884394,0.12894647,0.123273276,-0.643068,-0.7679899,0.1249219
68,-0.3689582,-0.22161613,"('dependent', 'independent')",0.48699868,0.4093938,-0.56092155,-0.526412,-0.147627,-0.1128781,-0.0347489
21,-0.35805202,-0.01483789,"('immoral', 'moral')",0.7984372,0.9945755,-1.1628964,-1.0057528,-0.2408371,-0.0086717,-0.2321654
88,-0.34144235,-0.29295245,"('low', 'eminent')",-0.79733354,-0.6728923,-0.06577803,-0.23047237,-0.4015179,-0.3987724,-0.0027455
54,-0.33170745,-0.47191253,"('incapable', 'capable')",-0.39890006,-0.64464486,1.0596641,0.97202665,0.1096855,-0.0481769,0.1578624
36,-0.31011936,-0.5934561,"('hostile', 'amicable')",-1.420675,-1.5302866,0.78913134,0.6859173,-0.3138877,-0.4792751,0.1653874
81,-0.2972714,0.06515735,"('submissive', 'aggressive')",-0.6062709,-0.43467912,-1.308929,-1.3524951,-0.7374904,-0.5740056,-0.1634848
46,-0.29037252,-0.07357906,"('uncompetitive', 'competitive')",1.2965487,1.474803,-0.9539029,-1.0138311,0.0174244,0.1291309,-0.1117065
7,-0.2885131,-0.03437768,"('insensitive', 'sensitive')",-0.051308505,0.23262644,0.262819,0.48090896,-0.0256675,0.2263859,-0.2520534
6,-0.28796652,-0.55434126,"('distant', 'open')",-1.6587006,-1.8233192,0.676562,0.5967821,-0.4233684,-0.5936261,0.1702577
50,-0.27255982,-0.54114676,"('clumsy', 'skillful')",-0.57561344,-0.7368867,0.5300081,0.20077588,-0.1060551,-0.3590859,0.2530308
47,-0.26849252,-0.19305809,"('stupid', 'smart')",0.6962687,0.7164743,5.547439,5.7704277,1.9917385,2.0979479,-0.1062094
48,0.263285,0.2817565,"('unintelligent', 'intelligent')",0.3093441,0.32814136,0.31808904,0.2541935,0.296906,0.2880305,0.0088755
17,-0.26179823,-0.31428185,"('nasty', 'nice')",-0.47942844,-0.5641358,-0.6505115,-0.47918567,-0.4639127,-0.4525344,-0.0113783
52,0.26059428,-0.0808242,"('irrational', 'rational')",-0.14431134,-0.41194403,0.5468505,0.30216426,0.2210445,-0.0635347,0.2845792
20,0.25924087,0.36871567,"('rough', 'thoughtful')",0.55140203,0.7519645,1.1948825,1.3251361,0.6685085,0.8152721,-0.1467636
18,-0.2550779,0.090742186,"('disagreeable', 'welcoming')",-0.369992,0.010441661,-0.48481464,-0.19581285,-0.3699615,-0.031543,-0.3384185
3,-0.252627,-0.3807135,"('repellent', 'pleasant')",0.60113555,0.47345576,0.27649903,0.216597,0.2083359,0.1031131,0.1052228
35,-0.24578916,-0.39742264,"('corrupt', 'incorrupt')",-1.2035719,-1.2979609,0.052840028,0.15666972,-0.465507,-0.5129046,0.0473976
2,0.21249266,0.1734888,"('unlikable', 'likable')",0.63644606,0.7385964,0.56812996,0.5950093,0.4723562,0.5023648,-0.0300086
77,-0.20982286,-0.07637873,"('unmotivated', 'motivated')",0.6916491,0.7496077,-1.3752232,-1.4230156,-0.297799,-0.2499289,-0.0478701
66,-0.179792,-0.3531896,"('inactive', 'active')",-1.3587922,-1.4613413,1.1423935,1.2326467,-0.1320636,-0.1939614,0.0618978
15,-0.1703051,-0.30956092,"('boring', 'funny')",-1.0992502,-1.0768576,0.32641196,0.26147988,-0.3143811,-0.3749795,0.0605984
55,-0.16970867,0.15142281,"('incompetent', 'clever')",0.12831731,0.37244955,-0.38591558,-0.25041553,-0.1424357,0.0911523,-0.233588
37,0.16910169,0.09913669,"('fake', 'genuine')",-0.15747017,-0.2545989,0.3848367,0.49375075,0.1321561,0.1127628,0.0193933
44,0.13127816,0.3154371,"('prejudiced', 'unprejudiced')",-0.71494675,-0.6502739,-1.1926088,-1.0201564,-0.5920925,-0.4516644,-0.1404281
61,-0.12730922,0.09470939,"('illogical', 'logical')",1.0900954,1.1725156,0.26360005,0.3256802,0.4087954,0.5309684,-0.122173
14,-0.1160879,0.34357727,"('antisocial', 'social')",0.36262327,0.6321915,-1.2291074,-0.9156392,-0.327524,0.0200432,-0.3475672
53,0.11217781,0.09476483,"('uncreative', 'creative')",0.6210243,0.6859634,1.1289533,1.2094344,0.6207185,0.6633875,-0.042669
5,-0.09701708,-0.26846048,"('distant', 'outgoing')",-1.1711912,-1.2191197,0.00710913,-0.08734971,-0.4203664,-0.5249767,0.1046103
34,0.09370001,0.07557149,"('mean', 'honorable')",0.6486304,0.58912235,5.8574157,6.0560603,2.1999154,2.2402514,-0.040336
62,0.0842316,0.24657795,"('incompetent', 'brilliant')",0.891139,0.94372016,-0.2467512,-0.3494601,0.2428731,0.2802793,-0.0374062
87,0.061882753,0.13525572,"('unsuccessful', 'successful')",0.74210167,0.7667051,0.62673044,0.40045837,0.4769049,0.4341397,0.0427652
29,-0.05358196,-0.22445628,"('unfair', 'fair')",-0.33309245,-0.54455906,-0.22383143,-0.24647152,-0.2035019,-0.3384956,0.1349937
49,0.05202045,0.20972505,"('unable', 'able')",0.36557642,0.30583033,-0.051727615,-0.072200194,0.1219564,0.1477851,-0.0258287
25,0.03330537,-0.09666231,"('egoistic', 'altruistic')",0.4417137,0.44721863,1.4387454,1.3790314,0.6379215,0.5765293,0.0613922
71,0.028208163,0.013949255,"('diffident', 'self-confident')",0.49527243,0.6809631,0.72080225,0.560669,0.4147609,0.4185271,-0.0037662
76,-0.015148543,0.2972607,"('anxious', 'daring')",-0.49603733,-0.31476185,-0.028112564,0.23451647,-0.1797662,0.0723384,-0.2521046
26,-0.004251741,-0.10217739,"('hardhearted', 'benevolent')",0.045153726,0.09166336,1.4420246,1.4602253,0.4943089,0.4832371,0.0110718
