,interpublic_male,interpublic_female,tuple,group_male,group_female,cos_male,cos_female,inc_male,inc_female,average_male,average_female,male-female
72,-0.80147976,-0.83570015,"('unambitious', 'ambitious')",1.3753737,1.2685652,-0.34124538,-0.5541569,-0.40594986,-0.5574771,-0.0433253,-0.1696922,0.1263669
20,-0.78798825,-0.753398,"('rough', 'thoughtful')",1.8775067,1.9696083,0.27077737,0.33671394,0.8579689,0.70361036,0.5545662,0.5641336,-0.0095674
52,0.78744924,0.82941484,"('irrational', 'rational')",-1.9353905,-1.9942104,-1.0036396,-0.9459388,0.4133099,0.4458825,-0.4345677,-0.416213,-0.0183547
32,-0.78207654,-0.58597547,"('unkind', 'kind')",0.9300533,1.0416194,0.37437737,0.27731386,1.1099259,1.156616,0.40807,0.4723935,-0.0643235
60,-0.7303954,-0.70744836,"('inefficient', 'efficient')",2.8585443,2.9269583,0.56967425,0.3329378,-0.09021297,-0.24043736,0.6519026,0.5780026,0.0739
24,-0.7131487,-0.6913684,"('dishonest', 'honest')",-0.11282377,-0.11149288,-1.2297372,-1.3332492,0.79460156,0.9241964,-0.315277,-0.3029785,-0.0122985
65,-0.70191264,-0.59237236,"('insecure', 'secure')",1.875315,2.0368545,0.8119243,1.0279406,-0.4261713,-0.46328333,0.3897888,0.5022848,-0.112496
5,0.62825865,0.51593614,"('distant', 'outgoing')",-2.8486803,-3.249427,-1.5804242,-1.952972,-0.48409083,-0.40472275,-1.0712341,-1.2727964,0.2015623
7,-0.624014,-0.70872426,"('insensitive', 'sensitive')",1.0362881,0.9293201,-0.11303842,-0.4123729,0.76673084,0.5197812,0.2664917,0.082001,0.1844907
58,-0.60709584,-0.58102363,"('undiscriminating', 'discriminating')",0.84867954,0.80882126,0.08970302,0.09751457,0.052828148,0.020594295,0.0960287,0.0864766,0.0095521
19,-0.6016385,-0.60185605,"('inhospitable', 'hospitable')",-2.4181461,-2.5520327,-0.69915026,-0.7104616,-0.2923029,-0.25912303,-1.0028095,-1.0308683,0.0280588
2,0.56264114,0.8120481,"('unlikable', 'likable')",2.0458183,2.2381494,1.4921632,1.7779571,0.8315443,1.0190293,1.2330418,1.4617959,-0.2287541
22,-0.54585624,-0.5206406,"('untrustworthy', 'trustworthy')",1.5226943,1.5831943,-0.43906885,-0.3350178,-1.2496753,-1.2664243,-0.1779765,-0.1347221,-0.0432544
66,0.5360625,0.5524726,"('inactive', 'active')",0.39028865,0.0371089,0.078623615,-0.005136892,0.96442187,0.8271221,0.4923491,0.3528917,0.1394574
36,0.5322565,0.6446482,"('hostile', 'amicable')",-2.2077918,-2.1403353,-0.013883508,0.06408912,0.8990543,1.0920789,-0.1975911,-0.0848798,-0.1127113
87,0.5156382,0.6486225,"('unsuccessful', 'successful')",1.6502703,1.7281661,1.4509534,1.5807496,0.6465122,0.5965653,1.0658435,1.1385258,-0.0726823
70,-0.50743455,-0.59922796,"('lethargic', 'energetic')",1.9311346,1.8706111,0.12453949,0.13841276,0.9140254,0.75555706,0.6155663,0.5413382,0.0742281
13,-0.5037743,-0.544189,"('impolite', 'polite')",1.305056,1.2091217,0.78982157,0.48419178,-0.7024973,-0.7035048,0.2221515,0.1114049,0.1107466
54,-0.50320995,-0.2788968,"('incapable', 'capable')",-0.92125684,-0.84675026,-1.0035042,-0.79772437,1.0856671,1.1776987,-0.3355759,-0.1864182,-0.1491577
31,0.5029449,0.33757034,"('evil', 'good')",-2.189872,-2.6850793,-0.3636411,-0.6304715,-0.6246811,-0.68668455,-0.6688123,-0.9161662,0.2473539
68,-0.4822128,-0.4262421,"('dependent', 'independent')",-0.20594692,-0.07789907,-1.4256862,-1.2352707,-0.8800699,-0.95025903,-0.7484789,-0.6724178,-0.0760611
71,0.4650351,0.43612495,"('diffident', 'self-confident')",-0.33990926,-0.48733032,-0.78482586,-1.1907425,0.43150905,0.32202452,-0.0570477,-0.2299808,0.1729331
14,-0.4636582,-0.24241048,"('antisocial', 'social')",2.9375517,3.2461705,0.6036674,0.7935288,-0.69827354,-0.47415823,0.5948218,0.8307827,-0.2359609
74,-0.41485706,-0.34252062,"('undedicated', 'dedicated')",1.6504546,1.694211,0.6389857,0.645571,0.405259,0.45256704,0.5699606,0.6124571,-0.0424965
27,-0.39058974,-0.58812606,"('hardhearted', 'softhearted')",-0.9769478,-1.283613,-0.34319916,-0.61367124,1.4064962,1.2560529,-0.0760601,-0.3073393,0.2312792
81,-0.38219124,-0.09009164,"('submissive', 'aggressive')",2.337494,2.683134,-0.31698233,0.086414486,-1.1626266,-0.9988932,0.1189235,0.4201409,-0.3012174
25,0.35927328,0.472805,"('egoistic', 'altruistic')",-0.4454254,-0.4699988,-0.12684903,-0.057268705,1.5583681,1.7303848,0.3363417,0.4189806,-0.0826389
37,-0.3235844,-0.40504652,"('fake', 'genuine')",0.40743276,0.25039575,-0.35107398,-0.6027578,0.6469114,0.50763637,0.0949214,-0.0624431,0.1573645
29,-0.2960664,-0.29093826,"('unfair', 'fair')",-0.35345858,-0.4916848,-1.2325803,-1.2049427,-0.794617,-0.9353214,-0.6691806,-0.7307218,0.0615412
80,-0.2906734,-0.18385565,"('dominated', 'dominating')",2.1544724,2.2274768,0.1848174,0.40055874,-1.7596731,-1.71289,0.0722358,0.1828224,-0.1105866
30,-0.2903708,-0.121877,"('intolerant', 'tolerant')",0.79467297,1.0181857,0.20670815,0.4972366,0.7348383,1.07579,0.3614621,0.6173339,-0.2558718
40,0.25243932,0.027554542,"('stingy', 'generous')",0.83796215,0.54152393,-0.8913432,-1.1723298,-1.1545876,-1.3840127,-0.2388823,-0.496816,0.2579337
17,-0.24866965,-0.2407339,"('nasty', 'nice')",-1.3820795,-1.4463314,-0.63739187,-0.6476902,-0.6189871,-0.42226523,-0.721782,-0.6892552,-0.0325268
56,-0.2474119,-0.0811006,"('impractical', 'practical')",1.7857648,2.1330795,0.8007532,0.80538887,-0.12111284,-0.08453764,0.5544983,0.6932075,-0.1387092
34,-0.22699705,-0.13165385,"('mean', 'honorable')",0.026208699,0.07510528,0.24203575,0.10127321,6.277517,6.337803,1.5796911,1.5956318,-0.0159407
64,0.22229943,0.08598636,"('shy', 'confident')",1.5586861,1.4264939,0.015949786,-0.112747826,-7.0656204,-7.2330837,-1.3171713,-1.4583378,0.1411665
4,0.21570829,0.16734742,"('disliked', 'liked')",-1.0531932,-1.1806967,-0.6490755,-0.5276093,-6.602948,-6.518999,-2.0223773,-2.0149894,-0.0073879
47,0.18835862,0.2757259,"('stupid', 'smart')",0.89432156,0.8925767,0.7310308,0.6428819,5.5616283,5.628626,1.8438349,1.8599526,-0.0161177
50,0.18167539,0.12481615,"('clumsy', 'skillful')",-0.21300323,-0.23327518,0.7564138,0.8141427,0.59800816,0.36496776,0.3307735,0.2676629,0.0631106
84,0.17471352,0.16980429,"('inferior', 'superior')",0.35749578,0.29078895,0.27220714,0.32044965,0.52939457,0.5139165,0.3334528,0.3237398,0.009713
26,0.17237514,0.1712235,"('hardhearted', 'benevolent')",0.83505,0.8757185,0.6462484,0.52791864,1.8983032,1.8595699,0.8879942,0.8586076,0.0293866
83,-0.1653699,-0.051802382,"('powerless', 'powerful')",0.6101864,0.8956378,-1.6168512,-1.5061916,-0.8197446,-0.807583,-0.4979448,-0.3674848,-0.13046
18,0.11261381,0.19141656,"('disagreeable', 'welcoming')",-0.9473413,-0.9033414,-1.8341265,-1.6456673,-0.24833028,-0.2299329,-0.7292961,-0.6468812,-0.0824149
76,-0.09106819,0.13265935,"('anxious', 'daring')",1.6524961,1.9868838,0.5303028,0.94514513,-0.26730424,-0.03882187,0.4561067,0.7564666,-0.3003599
88,-0.073301196,0.23385559,"('low', 'eminent')",-1.1100453,-0.49451995,-0.8259336,-0.21291158,0.22611307,0.5883637,-0.4457918,0.0286969,-0.4744887
79,0.026539495,0.061378352,"('wavering', 'unwavering')",-2.3373005,-2.3329551,-0.858022,-0.7700768,0.22270975,0.26058087,-0.7365183,-0.6952682,-0.0412501
16,0.026087452,0.17610003,"('unpopular', 'popular')",-0.8679492,-0.7552639,-0.049272448,0.2644428,0.8299364,0.9398704,-0.0152994,0.1562873,-0.1715867
