,freeport_male,freeport_female,tuple,mcmoran_male,mcmoran_female,inc_male,inc_female,average_male,average_female,male-female
73,0.6475281,0.8206544,"('helpless', 'self-reliant')",1.7796603,1.6328317,-3.0195897,-2.875604,-0.1974671,-0.140706,-0.0567611
75,-0.647127,-0.6036256,"('meek', 'impulsive')",1.2881896,1.1671118,-0.42729118,-0.45937482,0.0712572,0.0347038,0.0365534
17,-0.63658625,-0.56909835,"('nasty', 'nice')",-0.49464604,-0.36297953,-0.90037125,-0.7395562,-0.6772012,-0.5572114,-0.1199898
2,0.6339418,0.7411837,"('unlikable', 'likable')",0.12759754,0.1180238,0.61503816,0.81311077,0.4588592,0.5574394,-0.0985802
43,0.59765923,0.7542132,"('irresponsible', 'responsible')",-0.9791949,-0.69223875,0.8951897,1.0036974,0.171218,0.355224,-0.184006
87,0.5575219,0.09639439,"('unsuccessful', 'successful')",0.0052875727,-0.3996245,0.7780223,0.7677459,0.4469439,0.1548386,0.2921053
11,0.5364816,0.2753558,"('unhelpful', 'helpful')",-0.8615364,-0.94937754,2.203334,2.1186097,0.6260931,0.4815293,0.1445638
12,-0.532264,-0.5026489,"('unsupportive', 'supportive')",-0.8863858,-0.67917037,-1.2835387,-1.1388475,-0.9007295,-0.7735556,-0.1271739
54,-0.50908244,-0.44465563,"('incapable', 'capable')",-0.062205933,-0.21653351,0.91028273,0.903244,0.1129981,0.080685,0.0323131
72,-0.48165873,-0.36036998,"('unambitious', 'ambitious')",-1.1243199,-1.1268889,-0.92818344,-0.7770161,-0.8447207,-0.7547584,-0.0899623
68,0.4743842,0.51900756,"('dependent', 'independent')",0.38374394,0.3520096,-0.34419286,-0.42226914,0.1713118,0.1495827,0.0217291
78,-0.47175223,-0.874017,"('nonresilient', 'resilient')",-0.65834844,-0.664064,0.6606786,0.6191658,-0.156474,-0.3063051,0.1498311
4,-0.46137232,-0.47555563,"('disliked', 'liked')",0.44477803,0.35893676,-5.896118,-5.8073277,-1.9709042,-1.9746488,0.0037446
29,0.43956113,0.52766716,"('unfair', 'fair')",0.573894,0.6268277,-0.52294165,-0.4567555,0.1635045,0.2325798,-0.0690753
61,0.42107087,0.22590329,"('illogical', 'logical')",-0.9901902,-1.1212827,0.46348435,0.50247705,-0.0352117,-0.1309675,0.0957558
23,0.4088737,0.3210345,"('insincere', 'sincere')",-0.9950103,-0.9830227,5.7369847,5.5546474,1.7169495,1.6308864,0.0860631
84,0.4048043,0.33999488,"('inferior', 'superior')",0.46124405,0.31001765,1.298616,1.191717,0.7215548,0.6139098,0.107645
26,-0.39912713,-0.26447672,"('hardhearted', 'benevolent')",-0.5806965,-0.46555024,1.6073399,1.873341,0.2091721,0.3811047,-0.1719326
83,0.38736337,0.17751274,"('powerless', 'powerful')",-1.0803232,-1.0063516,-0.79025936,-0.7993223,-0.4944064,-0.5427204,0.048314
45,0.381122,0.19120795,"('incompetent', 'competent')",-0.6304934,-0.70779896,-0.008179564,0.03556183,-0.0858503,-0.1603431,0.0744928
30,0.350567,0.49614576,"('intolerant', 'tolerant')",-0.77143943,-0.5449254,1.3658792,1.3923674,0.3150022,0.4478626,-0.1328604
24,0.33794954,0.59710866,"('dishonest', 'honest')",-1.0849282,-0.9432099,0.9493194,1.0680065,0.0674469,0.2406351,-0.1731882
41,-0.3044736,-0.20326144,"('unforgiving', 'forgiving')",-1.1278678,-0.84829867,-0.04563465,-0.04545319,-0.4926587,-0.3656711,-0.1269876
51,0.29752803,0.1130942,"('uneducated', 'educated')",0.17952219,0.17605428,0.6915638,0.55802786,0.389538,0.2823921,0.1071459
88,-0.29477167,-0.4248914,"('low', 'eminent')",-0.50278836,-0.5950025,0.4988423,0.5588576,-0.0995726,-0.1536788,0.0541062
15,-0.24534263,-0.22955668,"('boring', 'funny')",-0.053317875,-0.21034451,0.24813263,0.2615036,-0.0168426,-0.0594659,0.0426233
74,0.21729662,0.28151214,"('undedicated', 'dedicated')",0.34048626,0.55782515,0.40083835,0.5843314,0.3195404,0.4745562,-0.1550158
32,-0.20036367,-0.2245569,"('unkind', 'kind')",-1.0910649,-0.9432155,1.2797296,1.313642,-0.0038997,0.0486232,-0.0525229
77,-0.19938624,-0.39302334,"('unmotivated', 'motivated')",-1.273549,-1.0388207,-1.0889431,-1.0492862,-0.8539594,-0.8270435,-0.0269159
69,0.18899918,0.17764133,"('lazy', 'industrious')",1.6775041,1.6551065,-0.5211831,-0.4508595,0.4484401,0.4606295,-0.0121894
33,-0.18399946,-0.028553437,"('wrong', 'right')",0.68492794,0.969823,-0.7079009,-0.4740268,-0.0689908,0.1557476,-0.2247384
3,0.17852238,0.097424,"('repellent', 'pleasant')",-0.56580085,-0.50441134,0.01491604,-0.061887827,-0.1241208,-0.1562917,0.0321709
40,0.17050117,0.2686412,"('stingy', 'generous')",-0.18064041,-0.20173216,-1.2182854,-1.1963785,-0.4094749,-0.3764898,-0.0329851
57,-0.16931637,-0.4844903,"('unimaginative', 'imaginative')",-1.4574136,-1.6000608,-2.097056,-2.1333394,-1.241262,-1.4059636,0.1647016
47,0.15333745,-0.021049201,"('stupid', 'smart')",-0.16674656,-0.25066975,4.890016,4.688806,1.6255356,1.4723624,0.1531732
58,-0.13197762,-0.23757407,"('undiscriminating', 'discriminating')",-1.0394454,-1.1786011,0.3091609,0.2504408,-0.2874207,-0.3885781,0.1011574
50,-0.12291626,-0.117344856,"('clumsy', 'skillful')",1.1824533,1.2673463,0.42767376,0.77005696,0.4957369,0.6400195,-0.1442826
10,-0.11521754,-0.22572577,"('unsympathetic', 'sympathetic')",-2.1655202,-2.1225214,0.4041337,0.40832788,-0.6255347,-0.6466397,0.021105
34,0.11336179,0.040961415,"('mean', 'honorable')",-0.6975971,-0.67243326,5.9722867,5.7919106,1.7960172,1.7201462,0.075871
48,-0.1119481,-0.31020445,"('unintelligent', 'intelligent')",-1.7125047,-1.6217011,0.6760386,0.705914,-0.3828048,-0.4086638,0.025859
71,0.099062964,0.03964077,"('diffident', 'self-confident')",-0.050535537,-0.15553331,0.49117053,0.5728591,0.1798993,0.1523222,0.0275771
20,0.08899827,-0.03815276,"('rough', 'thoughtful')",-0.2463656,-0.15173402,1.0236076,1.192413,0.2887468,0.3341754,-0.0454286
49,-0.070130125,-0.34066722,"('unable', 'able')",-0.9371824,-0.9317178,-0.25845188,-0.2856727,-0.4219215,-0.5193526,0.0974311
22,0.06707218,0.11094847,"('untrustworthy', 'trustworthy')",0.17347296,0.075729854,-0.76851976,-0.7755877,-0.1759915,-0.1963031,0.0203116
0,0.012212919,-0.26913738,"('unsociable', 'sociable')",-1.3330326,-1.6598448,-0.22874127,-0.416119,-0.5165203,-0.7817004,0.2651801
63,0.0064605195,-0.1590683,"('unperceptive', 'insightful')",-0.48790973,-0.5841495,1.6916221,1.6543269,0.403391,0.303703,0.099688
