,freeport_male,freeport_female,tuple,mcmoran_male,mcmoran_female,inc_male,inc_female,average_male,average_female,male-female
19,-2.0561695,-1.7025244,"('inhospitable', 'hospitable')",0.47152227,0.38342255,-0.14314209,0.04008927,-0.5759298,-0.4263375,-0.1495923
8,-2.0301392,-1.6399103,"('unaffectionate', 'affectionate')",-1.2935452,-1.0792739,0.41177446,0.6930197,-0.9706367,-0.6753883,-0.2952484
31,-1.9949116,-1.6072154,"('evil', 'good')",0.35232878,0.5188711,-1.4592894,-1.2446353,-1.0339574,-0.7776599,-0.2562975
1,-1.9790325,-1.7235465,"('unfriendly', 'friendly')",-1.7245446,-1.4306396,1.7505207,1.9727992,-0.6510188,-0.3937957,-0.2572231
36,-1.957623,-1.8299788,"('hostile', 'amicable')",0.08900331,0.06103199,-0.28335178,-0.24107838,-0.7173238,-0.6700084,-0.0473154
80,1.8509912,1.3595185,"('dominated', 'dominating')",-0.48487058,-0.7978394,-1.1859828,-1.2095459,0.060046,-0.2159556,0.2760016
85,-1.6835632,-1.4565328,"('insignificant', 'prestigious')",0.5580354,0.7851321,0.29191226,0.6277391,-0.2778719,-0.0145539,-0.263318
62,1.677616,1.2280664,"('incompetent', 'brilliant')",-0.7944426,-0.9674856,0.44020885,0.4593329,0.4411274,0.2399712,0.2011562
6,-1.6576391,-1.316737,"('distant', 'open')",0.16159217,0.41470352,0.29028928,0.46698353,-0.4019192,-0.1450167,-0.2569025
35,-1.639705,-1.2756134,"('corrupt', 'incorrupt')",1.5043675,1.4421861,-0.6868735,-0.46719587,-0.2740703,-0.1002077,-0.1738626
5,-1.6231328,-1.3851577,"('distant', 'outgoing')",0.58421034,0.60644096,-0.41336912,-0.17923033,-0.4840972,-0.3193157,-0.1647815
79,-1.6191124,-1.276609,"('wavering', 'unwavering')",0.9260297,0.7836876,0.08263702,0.13049446,-0.2034819,-0.120809,-0.0826729
42,1.5490831,1.5992918,"('unreliable', 'reliable')",0.71394235,0.88046575,-2.3823638,-2.132599,-0.0397794,0.1157195,-0.1554989
53,-1.5206475,-1.2655263,"('uncreative', 'creative')",-1.2058327,-1.1203053,1.2651267,1.1949146,-0.4871178,-0.3969723,-0.0901455
60,1.4323692,1.3254137,"('inefficient', 'efficient')",-1.5735824,-1.3239998,0.41090629,0.39618763,0.0898977,0.1325339,-0.0426362
81,1.3954133,0.9242515,"('submissive', 'aggressive')",-0.51850104,-0.7702383,-0.5244828,-0.7213003,0.1174765,-0.1890957,0.3065722
14,1.3881278,1.0081319,"('antisocial', 'social')",-0.9916467,-1.2135806,-0.5921091,-0.7524177,-0.0652093,-0.3192888,0.2540795
27,-1.3129071,-1.1268749,"('hardhearted', 'softhearted')",-0.639783,-0.3580551,1.5953364,1.7545767,-0.1191179,0.0898822,-0.2090001
9,-1.3010527,-1.0487468,"('unaffectionate', 'caring')",-1.3725479,-1.1084421,1.1725786,1.3933436,-0.5003407,-0.2546151,-0.2457256
25,-1.2986917,-1.0670308,"('egoistic', 'altruistic')",-0.7106185,-0.43579298,1.0494599,1.3016498,-0.3199501,-0.067058,-0.2528921
39,1.1821988,1.2597346,"('exploitative', 'cooperative')",-0.25510186,-0.09851365,-0.094572134,0.0146683585,0.2775083,0.3919631,-0.1144548
7,1.170557,0.9300359,"('insensitive', 'sensitive')",-0.47203362,-0.56492364,1.0477675,0.9635823,0.582097,0.4428982,0.1391988
56,1.1671821,1.1889884,"('impractical', 'practical')",-0.3758312,-0.32885212,0.23764473,0.19854589,0.3429985,0.3528941,-0.0098956
16,-1.1604017,-1.158301,"('unpopular', 'popular')",-0.28265566,-0.06092944,0.31006357,0.33721998,-0.3776646,-0.2940035,-0.0836611
76,1.1164886,0.862222,"('anxious', 'daring')",-0.4611707,-0.47506958,0.7315008,0.6728172,0.4622729,0.3533232,0.1089497
65,1.0463707,0.8609341,"('insecure', 'secure')",-0.79192764,-0.98919106,-0.11617804,-0.24912792,0.0460884,-0.125795,0.1718834
44,1.023022,0.88831156,"('prejudiced', 'unprejudiced')",0.33130914,0.23311508,-1.7371006,-1.7428722,-0.1275898,-0.2071486,0.0795588
21,0.9861429,0.814939,"('immoral', 'moral')",-0.8866351,-0.9424083,-0.7899475,-0.6431653,-0.2301466,-0.2568782,0.0267316
64,0.95438117,0.9447307,"('shy', 'confident')",0.27831492,0.2900743,-5.9268017,-5.8260283,-1.5647019,-1.5304077,-0.0342942
66,-0.91630644,-1.0735091,"('inactive', 'active')",0.22996694,-0.042660058,0.9799741,0.874038,0.0978782,-0.0807104,0.1785886
70,0.8967263,0.6456689,"('lethargic', 'energetic')",-0.053514138,-0.33033398,1.2383643,1.1153182,0.6938589,0.4768844,0.2169745
52,-0.8742127,-0.6216567,"('irrational', 'rational')",-0.82894146,-0.46310347,-0.47425115,-0.15604928,-0.7258018,-0.4136031,-0.3121987
13,0.8581204,0.7209573,"('impolite', 'polite')",-0.4285999,-0.45859206,0.3017843,0.14881757,0.2437683,0.1370609,0.1067074
46,0.82904506,0.39661932,"('uncompetitive', 'competitive')",-1.6613578,-1.6742768,0.0134663135,-0.05307969,-0.2729488,-0.4435791,0.1706303
67,0.81565267,0.9488852,"('doubtful', 'determined')",0.66276985,0.8211477,-0.31956604,-0.4131848,0.3862855,0.4522827,-0.0659972
59,-0.7984433,-0.50404435,"('foolish', 'wise')",1.0412666,1.2609528,0.1710339,0.4265989,0.1379524,0.3945025,-0.2565501
28,-0.7750148,-0.7217058,"('disloyal', 'loyal')",-0.72344255,-0.82343864,0.8886201,0.87751377,-0.2032791,-0.2225436,0.0192645
55,0.764527,0.45910352,"('incompetent', 'clever')",-1.3319302,-1.3525367,0.08326019,0.055343986,-0.161381,-0.2793631,0.1179821
86,-0.71847796,-0.70151335,"('uninfluential', 'influential')",-1.9295663,-1.7337453,-0.031945325,0.042227216,-0.8933298,-0.7976771,-0.0956527
37,0.69518167,0.6494592,"('fake', 'genuine')",0.25299507,0.080162264,0.5588897,0.67414355,0.5023555,0.4679217,0.0344338
38,-0.69337285,-0.56983054,"('untruthful', 'truthful')",-0.41814062,-0.37784696,0.1924961,0.32188952,-0.3063391,-0.208596,-0.0977431
18,-0.6749121,-0.45455036,"('disagreeable', 'welcoming')",-0.412187,-0.090198144,-0.43200457,-0.35328272,-0.5063679,-0.2993437,-0.2070242
82,-0.65008116,-0.45115727,"('poor', 'rich')",0.021606535,0.13447982,5.818987,5.702797,1.7301707,1.7953731,-0.0652024
