,cigna_male,cigna_female,tuple,corp_male,corp_female,average_male,average_female,male-female
77,-0.34293026,-0.42285955,"('unmotivated', 'motivated')",-0.96934915,-0.7446159,-0.6561397,-0.5837377,-0.072402
80,-0.33217835,-0.32303002,"('dominated', 'dominating')",-0.7692699,-0.635735,-0.5507241,-0.4793825,-0.0713416
9,-0.32607147,-0.4418712,"('unaffectionate', 'caring')",1.12022,1.045131,0.3970742,0.3016299,0.0954443
78,-0.32314557,-0.33331713,"('nonresilient', 'resilient')",0.13020557,0.010867981,-0.09647,-0.1612246,0.0647546
71,0.31977075,0.033806622,"('diffident', 'self-confident')",0.236575,0.025373673,0.2781729,0.0295901,0.2485828
16,0.31027094,0.3220209,"('unpopular', 'popular')",0.36190534,0.20738524,0.3360881,0.2647031,0.071385
39,0.30126476,-0.014677313,"('exploitative', 'cooperative')",0.13584247,0.09385593,0.2185536,0.0395893,0.1789643
29,-0.27610314,-0.055317976,"('unfair', 'fair')",-0.35965753,-0.46138322,-0.3178803,-0.2583506,-0.0595297
64,-0.27018365,-0.5131078,"('shy', 'confident')",-6.439868,-6.3870625,-3.3550258,-3.4500852,0.0950594
74,0.25939474,0.54243386,"('undedicated', 'dedicated')",-0.2883027,-0.3319742,-0.014454,0.1052298,-0.1196838
34,0.2588015,0.13387433,"('mean', 'honorable')",5.266088,5.301221,2.7624447,2.7175477,0.044897
14,-0.22502425,0.06457927,"('antisocial', 'social')",0.094617106,0.14627539,-0.0652036,0.1054273,-0.1706309
62,-0.21135649,0.5657423,"('incompetent', 'brilliant')",0.4396562,0.9877589,0.1141499,0.7767506,-0.6626007
30,-0.19730416,-0.1495735,"('intolerant', 'tolerant')",0.61600816,0.7592755,0.209352,0.304851,-0.095499
49,-0.19103989,-0.09784132,"('unable', 'able')",-0.26154578,-0.028910553,-0.2262928,-0.0633759,-0.1629169
4,-0.18415639,0.28045607,"('disliked', 'liked')",-7.848302,-8.151764,-4.0162292,-3.9356539,-0.0805753
48,-0.16839267,-0.4712836,"('unintelligent', 'intelligent')",0.8036107,0.937377,0.317609,0.2330467,0.0845623
31,-0.15314448,-0.4220066,"('evil', 'good')",-1.0563172,-1.5295703,-0.6047308,-0.9757885,0.3710577
8,-0.1444657,-0.4298176,"('unaffectionate', 'affectionate')",0.47707894,0.3594916,0.1663066,-0.035163,0.2014696
32,-0.14238462,-0.27541673,"('unkind', 'kind')",0.8836303,0.8846072,0.3706228,0.3045952,0.0660276
76,0.14055885,0.7940707,"('anxious', 'daring')",0.10325383,0.5362862,0.1219063,0.6651784,-0.5432721
72,-0.134283,0.11370499,"('unambitious', 'ambitious')",0.051820118,0.40455005,-0.0412314,0.2591275,-0.3003589
88,-0.12837255,-0.03616882,"('low', 'eminent')",-0.47497398,-0.29321742,-0.3016733,-0.1646931,-0.1369802
36,0.11186377,0.21599364,"('hostile', 'amicable')",-0.27124226,-0.70224696,-0.0796892,-0.2431267,0.1634375
41,-0.10070482,-0.12527665,"('unforgiving', 'forgiving')",-0.06387983,-0.2969272,-0.0822923,-0.2111019,0.1288096
17,-0.0944144,0.029249158,"('nasty', 'nice')",-0.7040488,-0.75147825,-0.3992316,-0.3611146,-0.038117
47,-0.09009806,0.162076,"('stupid', 'smart')",5.5124454,5.66055,2.7111738,2.9113131,-0.2001393
12,0.08049454,0.38306463,"('unsupportive', 'supportive')",-2.107233,-2.1804423,-1.0133692,-0.8986889,-0.1146803
22,-0.057079926,-0.13213745,"('untrustworthy', 'trustworthy')",-0.85980237,-0.8765085,-0.4584411,-0.5043229,0.0458818
18,0.035532266,-0.15837279,"('disagreeable', 'welcoming')",-0.55115116,-0.80505097,-0.2578095,-0.4817119,0.2239024
70,-0.035014473,0.30209944,"('lethargic', 'energetic')",0.56915873,0.80933535,0.2670721,0.5557174,-0.2886453
87,0.018003792,0.17280242,"('unsuccessful', 'successful')",0.6533971,0.6241421,0.3357005,0.3984722,-0.0627717
