,cigna_male,cigna_female,tuple,corp_male,corp_female,average_male,average_female,male-female
69,1.739199,1.2403947,"('lazy', 'industrious')",-0.9663619,-1.3904991,0.3864186,-0.0750522,0.4614708
51,-1.6693068,-1.4722608,"('uneducated', 'educated')",-0.052134573,-0.001431644,-0.8607206,-0.7368462,-0.1238744
13,-1.4914758,-1.4435796,"('impolite', 'polite')",-0.78929746,-0.60339236,-1.1403866,-1.0234859,-0.1169007
10,-1.3073198,-1.0927953,"('unsympathetic', 'sympathetic')",0.24864072,0.55254865,-0.5293396,-0.2701233,-0.2592163
86,-1.2341245,-1.2614706,"('uninfluential', 'influential')",-0.24231315,-0.27800906,-0.7382188,-0.7697398,0.031521
85,1.1518811,1.0451008,"('insignificant', 'prestigious')",-0.7131603,-1.1931766,0.2193604,-0.0740379,0.2933983
2,1.1047233,1.3902298,"('unlikable', 'likable')",0.6291294,0.85264134,0.8669264,1.1214356,-0.2545092
26,1.0467292,0.88335794,"('hardhearted', 'benevolent')",1.391255,0.9542062,1.2189921,0.9187821,0.30021
45,-1.0461658,-0.6271403,"('incompetent', 'competent')",0.04332324,0.104332276,-0.5014213,-0.261404,-0.2400173
59,1.0376065,0.7471065,"('foolish', 'wise')",-0.021509567,-0.23592117,0.5080485,0.2555926,0.2524559
11,-1.0231138,-0.7606414,"('unhelpful', 'helpful')",1.2041345,1.5931144,0.0905103,0.4162365,-0.3257262
23,-1.0183469,-0.7796705,"('insincere', 'sincere')",5.879859,6.063076,2.4307561,2.6417027,-0.2109466
53,-0.98340124,-0.76037896,"('uncreative', 'creative')",0.46143132,0.3084581,-0.260985,-0.2259604,-0.0350246
84,0.9254324,1.0569911,"('inferior', 'superior')",0.5289868,0.51175195,0.7272096,0.7843715,-0.0571619
42,0.92227185,1.2473311,"('unreliable', 'reliable')",-2.657325,-2.5089262,-0.8675266,-0.6307975,-0.2367291
57,-0.90971667,-0.430868,"('unimaginative', 'imaginative')",-3.0623486,-3.0406077,-1.9860326,-1.7357378,-0.2502948
0,-0.89813626,-0.9741603,"('unsociable', 'sociable')",-0.10009098,-0.072786115,-0.4991136,-0.5234732,0.0243596
73,0.8769414,1.2798458,"('helpless', 'self-reliant')",-3.447307,-3.5275147,-1.2851828,-1.1238344,-0.1613484
75,0.8476794,1.4104049,"('meek', 'impulsive')",-0.9918644,-0.8740183,-0.0720925,0.2681933,-0.3402858
25,0.8416767,0.57571775,"('egoistic', 'altruistic')",1.1902844,0.97721976,1.0159805,0.7764688,0.2395117
61,-0.8401691,-0.93147093,"('illogical', 'logical')",0.466792,0.40500498,-0.1866885,-0.263233,0.0765445
1,-0.82929754,-0.73387873,"('unfriendly', 'friendly')",1.0269477,0.64519036,0.0988251,-0.0443442,0.1431693
38,-0.79598796,-0.56182027,"('untruthful', 'truthful')",-0.73370826,-0.6015692,-0.7648481,-0.5816947,-0.1831534
7,-0.7899893,-0.9553124,"('insensitive', 'sensitive')",0.5803611,0.45277247,-0.1048141,-0.2512699,0.1464558
81,-0.77879226,-0.7180342,"('submissive', 'aggressive')",-0.8318679,-0.35840273,-0.80533,-0.5382185,-0.2671115
46,-0.7641593,-0.5461876,"('uncompetitive', 'competitive')",-0.77709424,-0.47404164,-0.7706268,-0.5101146,-0.2605122
19,-0.7256085,-0.74929273,"('inhospitable', 'hospitable')",-0.87629247,-0.91710454,-0.8009505,-0.8331987,0.0322482
50,0.7231166,0.68501574,"('clumsy', 'skillful')",0.14955395,0.09053203,0.4363353,0.3877739,0.0485614
68,-0.71820736,-1.0588038,"('dependent', 'independent')",-0.89777166,-0.9238228,-0.8079895,-0.9913133,0.1833238
33,0.7124116,0.40299797,"('wrong', 'right')",-0.8053271,-1.0138763,-0.0464578,-0.3054392,0.2589814
56,-0.6922357,-0.053930193,"('impractical', 'practical')",-0.45512468,-0.018526394,-0.5736802,-0.0362283,-0.5374519
37,0.6838442,0.51864976,"('fake', 'genuine')",0.35521096,0.28327328,0.5195276,0.4009615,0.1185661
82,-0.65586287,-0.24097008,"('poor', 'rich')",6.6319847,6.995166,2.988061,3.3770978,-0.3890368
20,0.6543318,0.6660957,"('rough', 'thoughtful')",1.0860492,0.86479706,0.8701905,0.7654464,0.1047441
3,-0.64932686,-0.3808534,"('repellent', 'pleasant')",1.2631783,1.3689853,0.3069257,0.4940659,-0.1871402
63,-0.6391631,-0.44045597,"('unperceptive', 'insightful')",0.33464754,0.32119256,-0.1522578,-0.0596317,-0.0926261
79,-0.62060887,-0.22923,"('wavering', 'unwavering')",-0.7445473,-0.8881969,-0.6825781,-0.5587134,-0.1238647
44,0.6011283,0.6672675,"('prejudiced', 'unprejudiced')",-1.0480497,-0.9275713,-0.2234607,-0.1301519,-0.0933088
60,-0.5836885,-0.31020552,"('inefficient', 'efficient')",0.21750723,0.7200486,-0.1830906,0.2049215,-0.3880121
28,-0.5739777,-0.5040398,"('disloyal', 'loyal')",0.8925221,0.93338954,0.1592722,0.2146749,-0.0554027
67,0.50524783,0.66791743,"('doubtful', 'determined')",-0.58882946,-0.4671633,-0.0417908,0.1003771,-0.1421679
21,-0.48204657,-0.19203067,"('immoral', 'moral')",-0.10056196,0.16164348,-0.2913043,-0.0151936,-0.2761107
5,-0.46541443,-0.1946471,"('distant', 'outgoing')",-1.0122595,-1.0897832,-0.7388369,-0.6422151,-0.0966218
66,0.45677796,0.3306896,"('inactive', 'active')",0.41133034,0.19684878,0.4340541,0.2637692,0.1702849
55,-0.45651177,-0.36910862,"('incompetent', 'clever')",0.7101053,0.91496414,0.1267968,0.2729278,-0.146131
83,0.4448448,0.6445393,"('powerless', 'powerful')",-0.7328916,-0.56158566,-0.1440234,0.0414768,-0.1855002
6,-0.4439591,-0.33942094,"('distant', 'open')",-0.52235544,-0.6738872,-0.4831573,-0.5066541,0.0234968
40,0.44069394,0.4748188,"('stingy', 'generous')",-2.0082164,-2.5029814,-0.7837612,-1.0140814,0.2303202
35,0.4340008,0.16267006,"('corrupt', 'incorrupt')",-0.6832573,-1.0114266,-0.1246282,-0.4243782,0.29975
24,-0.43210497,-0.68967,"('dishonest', 'honest')",0.5151646,0.6376426,0.0415298,-0.0260137,0.0675435
65,-0.41955793,-0.72437924,"('insecure', 'secure')",0.11768027,0.4124954,-0.1509388,-0.1559419,0.0050031
15,0.41852587,0.5682421,"('boring', 'funny')",-0.1445792,-0.12192881,0.1369733,0.2231566,-0.0861833
52,0.40245706,0.10034639,"('irrational', 'rational')",-0.26480445,-0.57127184,0.0688263,-0.2354627,0.304289
54,-0.39056322,-0.15153587,"('incapable', 'capable')",0.75561744,0.9393378,0.1825271,0.393901,-0.2113739
43,-0.37807214,-0.20884739,"('irresponsible', 'responsible')",0.44360006,0.77188057,0.032764,0.2815166,-0.2487526
58,0.3571633,0.76486224,"('undiscriminating', 'discriminating')",0.11986438,-0.03449122,0.2385138,0.3651855,-0.1266717
27,0.3439425,0.05673548,"('hardhearted', 'softhearted')",1.5480884,1.2546216,0.9460155,0.6556786,0.2903369
