,integrys_male,integrys_female,tuple,energy_male,energy_female,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
1,-2.5076227,-2.546146,"('unfriendly', 'friendly')",0.36069265,0.36575148,-1.1607022,-0.7671443,1.462491,1.9541589,-0.4612853,-0.248345,-0.2129403
86,-2.1032908,-2.0645049,"('uninfluential', 'influential')",0.55550474,0.467864,-0.32490185,-0.078636855,-0.58505416,-0.5200908,-0.6144355,-0.5488421,-0.0655934
45,-1.6751946,-1.5794826,"('incompetent', 'competent')",-0.19887665,-0.21866466,-0.0053387955,0.51205826,-0.4935276,-0.4684286,-0.5932344,-0.4386294,-0.154605
8,-1.5196499,-1.5498116,"('unaffectionate', 'affectionate')",-0.42955127,-0.51448256,-0.7066696,-0.5176129,0.5207871,0.9312607,-0.5337709,-0.4126616,-0.1211093
31,-1.4991148,-1.6553437,"('evil', 'good')",-1.2631798,-1.2320447,-1.7748655,-1.5781243,-0.75958097,-0.41880295,-1.3241853,-1.2210788,-0.1031065
9,-1.3343313,-1.4848396,"('unaffectionate', 'caring')",0.45902348,0.5109838,-0.68657357,-0.39667028,0.9591951,1.3486586,-0.1506716,-0.0054669,-0.1452047
6,-1.2907401,-1.3659813,"('distant', 'open')",-0.43819737,-0.31284875,-2.2778656,-2.0659347,0.39176548,0.76142967,-0.9037594,-0.7458338,-0.1579256
80,1.2370871,1.2939196,"('dominated', 'dominating')",0.42267123,0.3997745,1.9618472,2.0470417,-1.4720314,-1.6411047,0.5373935,0.5249078,0.0124857
82,-1.1897473,-1.0948569,"('poor', 'rich')",-0.23401561,-0.3921169,0.07447483,-0.25293934,6.6753497,6.3109374,1.3315154,1.1427561,0.1887593
57,-1.1323975,-0.88698643,"('unimaginative', 'imaginative')",0.7647033,0.7174327,-0.02863777,0.10963251,-2.8622558,-2.369528,-0.814647,-0.6073623,-0.2072847
0,-1.0968578,-1.2214789,"('unsociable', 'sociable')",-0.04869784,-0.36733583,0.40353596,0.31757036,-0.7156476,-1.0055605,-0.3644168,-0.5692012,0.2047844
28,-1.0853677,-1.0976143,"('disloyal', 'loyal')",0.34277952,0.2450844,0.106650904,0.20360944,1.0735067,1.0658859,0.1093924,0.1042414,0.005151
72,-1.0573878,-0.9891655,"('unambitious', 'ambitious')",0.5580925,0.5185272,0.335468,0.49218318,-0.94239426,-0.78970134,-0.2765554,-0.1920391,-0.0845163
24,-1.0220237,-0.9456388,"('dishonest', 'honest')",0.24741584,0.35660192,-0.8193586,-0.4894758,0.42788807,0.43979067,-0.2915196,-0.1596805,-0.1318391
48,-1.0163221,-0.779208,"('unintelligent', 'intelligent')",0.5182734,0.4457596,-0.7344987,-0.7704238,-0.110020176,-0.11619741,-0.3356419,-0.3050174,-0.0306245
27,-0.9957376,-0.80821306,"('hardhearted', 'softhearted')",-0.14582473,0.08965263,-1.1675662,-0.65313894,1.0642155,1.3655285,-0.3112282,-0.0015427,-0.3096855
67,0.9573978,0.90228915,"('doubtful', 'determined')",-0.009571154,-0.007577691,0.8582156,0.66367054,-0.56084436,-0.7691749,0.3112994,0.1973018,0.1139976
44,0.95497143,1.0723565,"('prejudiced', 'unprejudiced')",-0.23223174,-0.077227965,-0.2579303,-0.19670728,-1.149973,-1.2380668,-0.1712909,-0.1099114,-0.0613795
54,-0.950107,-1.065226,"('incapable', 'capable')",-0.008916233,-0.12615724,-0.43190747,-0.5687173,1.0258173,1.1551602,-0.0912783,-0.1512351,0.0599568
41,-0.91785425,-1.2108307,"('unforgiving', 'forgiving')",-0.7746994,-1.06082,0.44129732,0.4477206,0.1235296,-0.0007484481,-0.2819317,-0.4561697,0.174238
40,-0.89848536,-0.8234688,"('stingy', 'generous')",-0.011788043,0.020184146,-0.14749126,0.11449713,-2.1886992,-1.6175039,-0.8116159,-0.5765728,-0.2350431
22,-0.88748854,-0.7785534,"('untrustworthy', 'trustworthy')",-0.84921294,-0.89579046,0.68772554,1.111874,-1.2077942,-1.158461,-0.5641925,-0.4302327,-0.1339598
63,-0.8869344,-0.9326692,"('unperceptive', 'insightful')",0.801249,0.8530528,1.1017628,1.276631,0.4628337,0.70283914,0.3697278,0.4749634,-0.1052356
88,-0.8608353,-1.1761794,"('low', 'eminent')",-0.2274781,-0.5353813,-0.6733008,-1.5864679,0.2776571,-0.084591806,-0.3709893,-0.8456551,0.4746658
85,-0.8506559,-1.3642571,"('insignificant', 'prestigious')",0.30267808,0.1737755,-0.42822587,-0.9795998,0.42657056,0.6121402,-0.1374083,-0.3894853,0.252077
19,-0.82932377,-0.94332397,"('inhospitable', 'hospitable')",-1.0978045,-0.98133075,-1.7327726,-1.8845804,-0.17767222,0.012202585,-0.9593933,-0.9492581,-0.0101352
23,-0.81447583,-0.85623574,"('insincere', 'sincere')",-0.18803523,-0.18429092,-0.061086487,-0.17273103,5.9908996,5.5963273,1.2318255,1.0957674,0.1360581
26,-0.81208533,-0.8113462,"('hardhearted', 'benevolent')",0.51397437,0.59572726,0.42668006,0.58614933,1.4099042,1.7217392,0.3846183,0.5230674,-0.1384491
73,0.7977235,0.8158088,"('helpless', 'self-reliant')",1.2185783,1.290872,-0.29256895,-0.015949246,-3.5679047,-2.9678717,-0.4610429,-0.219285,-0.2417579
55,-0.79609907,-0.7651172,"('incompetent', 'clever')",-0.39064535,-0.727005,1.1080805,0.97020924,-0.2476846,-0.5770137,-0.0815871,-0.2747316,0.1931445
5,-0.78128725,-0.83226943,"('distant', 'outgoing')",0.10145441,0.20097032,-2.0764253,-1.7041311,-0.30485693,0.20027067,-0.7652788,-0.5337899,-0.2314889
76,0.7625663,0.6811347,"('anxious', 'daring')",0.019430162,-0.10811837,1.434337,1.170209,0.3196869,0.1429472,0.6340051,0.4715431,0.162462
36,-0.76236624,-1.1066822,"('hostile', 'amicable')",-0.51601183,-0.81891775,-1.3361602,-1.5984726,0.98682725,0.7311311,-0.4069277,-0.6982354,0.2913077
53,-0.7251347,-0.80255735,"('uncreative', 'creative')",0.87456626,0.7346135,0.16040139,0.13012709,1.1572659,1.4838657,0.3667747,0.3865122,-0.0197375
10,-0.72071457,-0.8347169,"('unsympathetic', 'sympathetic')",-0.31472433,-0.5889672,0.03502445,0.058202896,-0.25571617,-0.54003143,-0.3140327,-0.4763782,0.1623455
50,0.70641655,0.57757884,"('clumsy', 'skillful')",0.24669473,0.24195911,0.19873978,0.051984623,0.24583644,0.44850257,0.3494219,0.3300063,0.0194156
42,0.6812588,0.58117414,"('unreliable', 'reliable')",0.23701201,0.0797603,1.4472017,1.2625715,-3.073555,-2.7621877,-0.1770206,-0.2096705,0.0326499
12,-0.67748123,-0.88805753,"('unsupportive', 'supportive')",0.81392634,0.73441756,0.5266074,0.7171085,-2.100529,-1.7031028,-0.3593691,-0.2849086,-0.0744605
2,0.6069287,0.3743288,"('unlikable', 'likable')",1.1645103,0.88382214,1.69569,1.4228861,0.70230806,0.72685665,1.0423592,0.8519734,0.1903858
87,0.59835964,0.59395665,"('unsuccessful', 'successful')",0.5890405,0.46279866,1.61485,1.4988469,0.65078926,0.67957747,0.8632599,0.8087949,0.054465
13,-0.59733087,-0.62749505,"('impolite', 'polite')",0.03215386,0.031831354,-0.08601847,0.27818555,-0.57118285,-0.67726254,-0.3055946,-0.2486852,-0.0569094
47,-0.59160423,-0.4461232,"('stupid', 'smart')",0.81474984,0.96813846,0.83835936,1.3118746,5.952509,5.7339206,1.7535034,1.8919526,-0.1384492
43,-0.58777726,-0.71114063,"('irresponsible', 'responsible')",1.1300055,0.9537203,0.65030503,0.7157459,0.4118483,0.43720105,0.4010954,0.3488817,0.0522137
84,0.5694508,0.5962174,"('inferior', 'superior')",0.39844805,0.3913227,0.62688196,0.556551,0.44627026,0.5983542,0.5102628,0.5356113,-0.0253485
51,-0.5677594,-0.683353,"('uneducated', 'educated')",-0.51525974,-0.69399315,0.5969021,0.090312645,0.18249668,-0.08256477,-0.0759051,-0.3423996,0.2664945
21,0.56464446,0.031121183,"('immoral', 'moral')",1.3809416,0.9002446,0.96510357,0.22630478,-0.73156494,-1.2638052,0.5447811,-0.0265336,0.5713147
69,0.5595584,0.5544667,"('lazy', 'industrious')",1.2482668,1.3100052,0.059479475,0.27131766,-0.4591435,-0.11736106,0.3520403,0.5046071,-0.1525668
66,0.5392442,0.50922185,"('inactive', 'active')",-0.2955752,-0.46507913,0.82973784,0.91131467,1.1938388,1.3135396,0.5668114,0.5672492,-0.0004378
59,-0.53008366,-0.63810945,"('foolish', 'wise')",1.1183602,1.1487248,-1.0330356,-0.927026,0.3667531,0.62215406,-0.0195015,0.0514359,-0.0709374
3,-0.525884,-0.61661655,"('repellent', 'pleasant')",-0.37944862,-0.4219872,1.3893765,1.2181711,0.65166837,0.3631971,0.2839281,0.1356911,0.148237
18,-0.51070595,-0.78474355,"('disagreeable', 'welcoming')",-1.1341834,-1.3833339,-0.7486431,-1.1005496,-0.37996194,-0.25745863,-0.6933736,-0.8815215,0.1881479
75,0.5094122,0.46731246,"('meek', 'impulsive')",-0.08781163,-0.15384519,-1.0280386,-1.1287262,-0.26330167,-0.11797431,-0.2174349,-0.2333083,0.0158734
79,-0.49402818,-0.7823879,"('wavering', 'unwavering')",-0.1310952,-0.25266713,-1.368042,-1.7806041,0.11664887,0.21152009,-0.4691291,-0.6510347,0.1819056
35,0.48148373,0.31405944,"('corrupt', 'incorrupt')",-0.30697012,-0.29306942,-1.4275562,-1.4872534,0.31729576,0.36473408,-0.2339367,-0.2753823,0.0414456
17,-0.45779553,-0.545552,"('nasty', 'nice')",-0.71710527,-0.8262704,-0.986092,-0.914147,-0.1161959,-0.36906677,-0.5692971,-0.663759,0.0944619
25,-0.45425746,-0.6790102,"('egoistic', 'altruistic')",0.7970277,0.56466514,-0.0018332154,-0.46151674,1.8163508,1.7028645,0.539322,0.2817507,0.2575713
39,0.45381436,0.41468987,"('exploitative', 'cooperative')",0.29635113,0.30311996,1.49476,1.8496505,-0.090543926,-0.022328269,0.5385954,0.636283,-0.0976876
60,0.44975245,0.5010018,"('inefficient', 'efficient')",1.7492917,1.6730583,1.2562377,1.3992237,-0.5171032,-0.57939976,0.7345447,0.748471,-0.0139263
4,-0.43934336,-0.47834817,"('disliked', 'liked')",0.6146066,0.5539718,-0.17404287,-0.09567628,-6.948737,-6.436732,-1.7368792,-1.6141961,-0.1226831
30,-0.43638977,-0.4620967,"('intolerant', 'tolerant')",0.8767615,0.64664674,0.5488089,0.4933371,0.9278774,0.67861956,0.4792645,0.3391267,0.1401378
38,-0.3690531,-0.59901464,"('untruthful', 'truthful')",0.52684665,0.37659153,-0.62653834,-0.7150742,-0.14288981,-0.17216986,-0.1529087,-0.2774168,0.1245081
37,0.36743897,0.7593557,"('fake', 'genuine')",0.051438127,0.23064792,-0.5170036,0.1123601,0.30499732,0.5936139,0.0517177,0.4239944,-0.3722767
52,-0.3638195,-0.79212964,"('irrational', 'rational')",-0.28477395,-0.5294386,-0.9606136,-1.3660908,0.27488083,0.18086459,-0.3335816,-0.6266986,0.293117
11,-0.33413666,-0.4216847,"('unhelpful', 'helpful')",0.55377495,0.42107183,-0.03168021,-0.20012996,1.6827868,1.5630147,0.4676862,0.340568,0.1271182
81,0.32638678,0.18711597,"('submissive', 'aggressive')",1.5821804,1.3276354,2.045043,1.5062975,-0.99263996,-1.3761451,0.7402425,0.411226,0.3290165
62,-0.3114883,-0.26791963,"('incompetent', 'brilliant')",0.60570025,0.4551369,0.6680298,0.66568464,-0.19890435,-0.20708151,0.1908344,0.1614551,0.0293793
32,-0.2996826,-0.66442865,"('unkind', 'kind')",0.03223446,-0.17083117,0.62284195,0.2929842,0.8113302,0.7156676,0.291681,0.043348,0.248333
20,-0.29287747,-0.17360774,"('rough', 'thoughtful')",-0.097666435,-0.081186146,0.9025323,0.92440856,1.2158993,1.1807027,0.4319719,0.4625793,-0.0306074
74,-0.28949782,-0.46731976,"('undedicated', 'dedicated')",0.35157186,0.30205244,1.420994,1.3949577,0.10192331,0.2565964,0.3962479,0.3715717,0.0246762
61,-0.27777034,-0.40725842,"('illogical', 'logical')",1.0616944,0.8315027,0.03675024,-0.03529488,0.22709922,0.06485917,0.2619434,0.1134521,0.1484913
29,-0.27444127,-0.2860517,"('unfair', 'fair')",-0.90552676,-0.962264,-0.5698677,-0.3740583,-0.6145408,-0.47976944,-0.5910941,-0.5255359,-0.0655582
78,0.25819772,-0.0138634,"('nonresilient', 'resilient')",0.61011815,0.57820374,1.1505326,0.9085823,-0.08572297,0.13223894,0.4832814,0.4012904,0.081991
77,0.19610916,0.04499096,"('unmotivated', 'motivated')",0.83327395,0.63791394,0.55102766,0.3404168,-1.3449147,-1.4312629,0.058874,-0.1019853,0.1608593
70,-0.19261053,0.042233393,"('lethargic', 'energetic')",0.57174915,0.63820165,0.56500006,0.74568164,0.38091668,0.51149446,0.3312638,0.4844028,-0.153139
