,nyse_male,nyse_female,tuple,euronext_male,euronext_female,average_male,average_female,male-female
72,-1.119243,-1.0222048,"('unambitious', 'ambitious')",-0.51810044,-0.29733336,-0.8186717,-0.6597691,-0.1589026
85,1.0620039,1.3473568,"('insignificant', 'prestigious')",1.9557595,1.7185452,1.5088817,1.532951,-0.0240693
26,1.0619447,1.1312783,"('hardhearted', 'benevolent')",0.47347087,0.31805414,0.7677078,0.7246662,0.0430416
31,1.0482702,1.5037107,"('evil', 'good')",1.0027086,1.0051011,1.0254893,1.254406,-0.2289167
68,-1.0478315,-1.0513569,"('dependent', 'independent')",-0.82229865,-0.6891544,-0.9350651,-0.8702556,-0.0648095
21,-1.0366303,-1.2289201,"('immoral', 'moral')",-1.4951798,-1.3650504,-1.265905,-1.2969853,0.0310803
12,-0.9427423,-0.6859807,"('unsupportive', 'supportive')",-1.4094161,-1.2079344,-1.1760792,-0.9469575,-0.2291217
74,-0.88401914,-0.8468456,"('undedicated', 'dedicated')",-0.60566384,-0.553542,-0.7448415,-0.7001938,-0.0446477
22,-0.8494579,-0.9376745,"('untrustworthy', 'trustworthy')",-1.3955286,-1.3850787,-1.1224933,-1.1613766,0.0388833
39,0.8399937,0.8943441,"('exploitative', 'cooperative')",0.5890844,0.7201934,0.7145391,0.8072687,-0.0927296
82,-0.83605003,-1.1541193,"('poor', 'rich')",0.47999218,0.18089265,-0.1780289,-0.4866133,0.3085844
44,0.83572626,0.8229438,"('prejudiced', 'unprejudiced')",0.8837268,0.98699516,0.8597265,0.9049695,-0.045243
32,-0.81865156,-0.8158631,"('unkind', 'kind')",-0.88460475,-0.92423004,-0.8516282,-0.8700466,0.0184184
83,0.8003049,0.78409636,"('powerless', 'powerful')",0.32163873,0.43058354,0.5609718,0.60734,-0.0463682
75,0.79205686,0.85862327,"('meek', 'impulsive')",1.194515,1.08758,0.9932859,0.9731016,0.0201843
76,-0.7742014,-1.0010204,"('anxious', 'daring')",-0.63290215,-0.57022125,-0.7035518,-0.7856208,0.082069
64,-0.7648616,-0.7626358,"('shy', 'confident')",-2.1734626,-1.7565075,-1.4691621,-1.2595717,-0.2095904
63,-0.76063716,-0.820353,"('unperceptive', 'insightful')",-0.72068954,-0.7219908,-0.7406633,-0.7711719,0.0305086
33,0.723947,0.97230834,"('wrong', 'right')",0.8237482,0.84355354,0.7738476,0.907931,-0.1340834
57,-0.72263265,-0.806384,"('unimaginative', 'imaginative')",-1.8041506,-1.7548825,-1.2633916,-1.2806332,0.0172416
3,-0.7211632,-0.97000504,"('repellent', 'pleasant')",-0.38373852,-0.39361557,-0.5524509,-0.6818103,0.1293594
49,-0.7065885,-0.7457379,"('unable', 'able')",-0.47985664,-0.5069938,-0.5932226,-0.6263658,0.0331432
8,-0.6984139,-0.38550204,"('unaffectionate', 'affectionate')",-0.23466225,-0.5680032,-0.4665381,-0.4767526,0.0102145
9,-0.6789433,-0.3989604,"('unaffectionate', 'caring')",-0.2653159,-0.4933911,-0.4721296,-0.4461758,-0.0259538
53,0.65669525,0.6188849,"('uncreative', 'creative')",-0.12294963,-0.11675739,0.2668728,0.2510638,0.015809
0,-0.6559091,-0.86138445,"('unsociable', 'sociable')",-1.6905924,-1.7126139,-1.1732508,-1.2869992,0.1137484
18,0.5817398,0.8029184,"('disagreeable', 'welcoming')",-0.1980114,-0.16110454,0.1918642,0.3209069,-0.1290427
65,-0.5318127,-0.80490184,"('insecure', 'secure')",-0.9829996,-1.0657984,-0.7574062,-0.9353501,0.1779439
73,0.52163196,0.61592525,"('helpless', 'self-reliant')",-0.48227498,-0.35676762,0.0196785,0.1295788,-0.1099003
34,0.49944395,0.56949544,"('mean', 'honorable')",1.8534191,1.6071826,1.1764315,1.0883391,0.0880924
50,-0.49830952,-0.5690781,"('clumsy', 'skillful')",-0.03953285,-0.17773004,-0.2689212,-0.3734041,0.1044829
42,0.49453196,0.49084315,"('unreliable', 'reliable')",-0.8151313,-0.6646369,-0.1602997,-0.0868969,-0.0734028
27,-0.4880756,-0.24728483,"('hardhearted', 'softhearted')",-0.20564191,-0.352552,-0.3468588,-0.2999184,-0.0469404
25,0.479357,0.6774922,"('egoistic', 'altruistic')",0.723559,0.6424069,0.601458,0.6599495,-0.0584915
41,-0.46918434,-0.27035996,"('unforgiving', 'forgiving')",-0.61076385,-0.7068584,-0.5399741,-0.4886092,-0.0513649
61,-0.44711515,-0.3500164,"('illogical', 'logical')",-0.5376163,-0.46864974,-0.4923657,-0.4093331,-0.0830326
80,-0.365575,-0.7348539,"('dominated', 'dominating')",-0.44127488,-0.36279464,-0.4034249,-0.5488243,0.1453994
16,0.34950545,0.26655203,"('unpopular', 'popular')",0.14356859,-0.102040686,0.246537,0.0822557,0.1642813
29,-0.33707416,-0.19576555,"('unfair', 'fair')",-0.21174861,-0.13627395,-0.2744114,-0.1660198,-0.1083916
19,-0.31075788,-0.26341283,"('inhospitable', 'hospitable')",-0.29929793,-0.37780786,-0.3050279,-0.3206103,0.0155824
77,-0.27399132,-0.50817716,"('unmotivated', 'motivated')",-0.6242548,-0.522263,-0.4491231,-0.51522,0.0660969
1,0.2520277,0.48570508,"('unfriendly', 'friendly')",0.40580025,0.20435822,0.328914,0.3450316,-0.0161176
87,0.2387536,-0.010520361,"('unsuccessful', 'successful')",-0.029660553,-0.17814681,0.1045465,-0.0943336,0.1988801
17,-0.1880643,-0.15110765,"('nasty', 'nice')",-0.5508771,-0.45319858,-0.3694707,-0.3021531,-0.0673176
54,0.18067184,0.19815904,"('incapable', 'capable')",0.5745568,0.4833367,0.3776143,0.3407479,0.0368664
78,-0.18014222,-0.36206347,"('nonresilient', 'resilient')",-0.5176343,-0.5427746,-0.3488882,-0.452419,0.1035308
79,-0.14420092,0.035684142,"('wavering', 'unwavering')",0.52390534,0.38941732,0.1898522,0.2125507,-0.0226985
67,-0.111508064,-0.13160715,"('doubtful', 'determined')",0.183238,0.17931223,0.035865,0.0238525,0.0120125
20,0.08187157,-0.13760014,"('rough', 'thoughtful')",0.23177454,0.19250128,0.1568231,0.0274506,0.1293725
4,-0.07872617,0.084651664,"('disliked', 'liked')",-1.5920607,-1.3381162,-0.8353934,-0.6267322,-0.2086612
59,-0.078010485,0.15443936,"('foolish', 'wise')",0.52832836,0.34099784,0.2251589,0.2477186,-0.0225597
84,-0.062753096,0.061754607,"('inferior', 'superior')",0.26385072,0.31325322,0.1005488,0.1875039,-0.0869551
14,-0.04124591,-0.4154399,"('antisocial', 'social')",-0.89899784,-0.88445014,-0.4701219,-0.649945,0.1798231
58,0.03280403,0.20766191,"('undiscriminating', 'discriminating')",-0.6141286,-0.64902735,-0.2906623,-0.2206827,-0.0699796
47,-0.0042710975,0.09247222,"('stupid', 'smart')",1.2103553,1.0275291,0.6030421,0.5600007,0.0430414
