,dynegy_male,dynegy_female,tuple,inc_male,inc_female,average_male,average_female,male-female
12,-0.6245309,-0.6095727,"('unsupportive', 'supportive')",-1.3902261,-1.4040774,-1.0073786,-1.0068251,-0.0005535
22,-0.6180693,-0.65772206,"('untrustworthy', 'trustworthy')",-1.0288211,-0.9938961,-0.8234452,-0.8258091,0.0023639
21,-0.6067806,-0.59763414,"('immoral', 'moral')",-0.77935326,-0.82840556,-0.693067,-0.7130198,0.0199528
18,-0.5776477,-0.52428997,"('disagreeable', 'welcoming')",-0.08857164,-0.020566236,-0.3331097,-0.2724281,-0.0606816
85,0.57150114,0.33292854,"('insignificant', 'prestigious')",1.1348039,0.7013861,0.8531525,0.5171573,0.3359952
66,-0.5614734,-0.769104,"('inactive', 'active')",0.769316,0.46238983,0.1039213,-0.1533571,0.2572784
39,0.54515016,0.41325998,"('exploitative', 'cooperative')",0.19003001,0.11475157,0.3675901,0.2640058,0.1035843
84,0.54415363,0.5295711,"('inferior', 'superior')",1.1770822,1.235719,0.8606179,0.882645,-0.0220271
62,-0.52197635,-0.114473976,"('incompetent', 'brilliant')",0.0065389043,0.47827992,-0.2577187,0.181903,-0.4396217
63,-0.50753593,-0.5295857,"('unperceptive', 'insightful')",1.2700133,1.2910976,0.3812387,0.380756,0.0004827
60,-0.46355596,-0.30455482,"('inefficient', 'efficient')",-0.27251127,-0.024110008,-0.3680336,-0.1643324,-0.2037012
26,-0.46350017,-0.66110754,"('hardhearted', 'benevolent')",1.530841,1.377487,0.5336704,0.3581897,0.1754807
14,-0.45332366,-0.35482913,"('antisocial', 'social')",-1.175062,-1.0860264,-0.8141928,-0.7204278,-0.093765
87,0.45291805,0.3703461,"('unsuccessful', 'successful')",0.95995593,0.78124106,0.706437,0.5757936,0.1306434
3,-0.440484,-0.40578207,"('repellent', 'pleasant')",0.06529715,0.056665905,-0.1875934,-0.1745581,-0.0130353
11,-0.43112096,-0.32854018,"('unhelpful', 'helpful')",1.6909685,1.8252279,0.6299238,0.7483438,-0.11842
47,-0.42477372,-0.2673141,"('stupid', 'smart')",5.165274,5.2979264,2.3702502,2.5153062,-0.145056
56,-0.38539392,-0.25781113,"('impractical', 'practical')",-0.64801437,-0.48446122,-0.5167041,-0.3711362,-0.1455679
76,-0.3836255,-0.2864668,"('anxious', 'daring')",-0.36165875,-0.25966525,-0.3726421,-0.273066,-0.0995761
17,-0.37147588,-0.39679787,"('nasty', 'nice')",-0.4903726,-0.6911812,-0.4309242,-0.5439895,0.1130653
71,-0.3659811,-0.47929022,"('diffident', 'self-confident')",0.6934437,0.4455516,0.1637313,-0.0168693,0.1806006
40,-0.36335844,-0.4769866,"('stingy', 'generous')",-1.3715979,-1.5174425,-0.8674781,-0.9972146,0.1297365
34,-0.34556648,-0.12479529,"('mean', 'honorable')",5.979576,6.074644,2.8170049,2.9749243,-0.1579194
55,-0.32836887,-0.33000875,"('incompetent', 'clever')",-0.21711062,-0.241028,-0.2727397,-0.2855184,0.0127787
35,-0.3076045,-0.25145966,"('corrupt', 'incorrupt')",-0.12320334,-0.13645749,-0.2154039,-0.1939586,-0.0214453
52,0.28423005,0.06080789,"('irrational', 'rational')",0.35117173,0.06352122,0.3177009,0.0621646,0.2555363
50,0.27913582,0.601657,"('clumsy', 'skillful')",0.46485907,0.55410194,0.3719974,0.5778794,-0.205882
30,-0.27885222,-0.24678212,"('intolerant', 'tolerant')",0.8625452,1.0267768,0.2918465,0.3899973,-0.0981508
31,-0.2724643,-0.62192,"('evil', 'good')",-0.55715024,-0.8827251,-0.4148073,-0.7523226,0.3375153
5,0.24442895,0.25476995,"('distant', 'outgoing')",0.2397952,0.30897707,0.2421121,0.2818735,-0.0397614
78,-0.23041427,-0.23874944,"('nonresilient', 'resilient')",0.82799494,0.6077574,0.2987903,0.184504,0.1142863
27,-0.22506274,-0.25445896,"('hardhearted', 'softhearted')",1.9827433,1.6761854,0.8788403,0.7108632,0.1679771
80,0.20817453,0.17545791,"('dominated', 'dominating')",-1.3179064,-1.2892915,-0.554866,-0.5569168,0.0020508
49,-0.20544991,0.04312186,"('unable', 'able')",0.23172191,0.36951575,0.013136,0.2063188,-0.1931828
15,0.18846896,0.027774353,"('boring', 'funny')",0.5579019,0.3785409,0.3731855,0.2031576,0.1700279
58,-0.17744432,-0.32342538,"('undiscriminating', 'discriminating')",0.16140544,0.14237422,-0.0080194,-0.0905256,0.0825062
68,-0.17558533,-0.19467363,"('dependent', 'independent')",-0.029422766,-0.14005397,-0.102504,-0.1673638,0.0648598
37,-0.16421568,-0.16040601,"('fake', 'genuine')",0.32679445,0.34719035,0.0812894,0.0933922,-0.0121028
20,-0.15376408,-0.20499793,"('rough', 'thoughtful')",0.9064944,0.6995086,0.3763652,0.2472553,0.1291099
64,0.15009736,-0.13581474,"('shy', 'confident')",-6.4172144,-6.5847707,-3.1335585,-3.3602927,0.2267342
29,0.13237828,0.15534371,"('unfair', 'fair')",-0.43858385,-0.64533395,-0.1531028,-0.2449951,0.0918923
4,-0.09526282,-0.11035147,"('disliked', 'liked')",-6.264576,-6.157668,-3.1799195,-3.1340098,-0.0459097
75,0.08919723,0.29021102,"('meek', 'impulsive')",-0.41736254,-0.33259222,-0.1640826,-0.0211906,-0.142892
83,-0.08201885,-0.12382342,"('powerless', 'powerful')",-1.1320931,-1.0897368,-0.607056,-0.6067801,-0.0002759
16,-0.0802275,-0.10832002,"('unpopular', 'popular')",0.45444888,0.3375577,0.1871107,0.1146188,0.0724919
59,0.0755438,0.06133405,"('foolish', 'wise')",0.5435428,0.4609456,0.3095433,0.2611398,0.0484035
42,0.059622016,0.1654875,"('unreliable', 'reliable')",-3.2847059,-3.1703308,-1.6125419,-1.5024216,-0.1101203
2,-0.05643358,0.1818359,"('unlikable', 'likable')",0.22570415,0.45949855,0.0846353,0.3206672,-0.2360319
67,-0.05631049,0.04442916,"('doubtful', 'determined')",-0.9130719,-0.8270161,-0.4846912,-0.3912935,-0.0933977
19,-0.017429657,0.0016160682,"('inhospitable', 'hospitable')",0.5060631,0.4130804,0.2443167,0.2073482,0.0369685
6,-0.016341383,-0.113719806,"('distant', 'open')",0.5742641,0.56236786,0.2789614,0.224324,0.0546374
33,0.009268109,-0.26882762,"('wrong', 'right')",-0.27278075,-0.41066626,-0.1317563,-0.339747,0.2079907
