,qwest_male,qwest_female,tuple,communications_male,communications_female,intl_male,intl_female,inc_male,inc_female,average_male,average_female,male-female
86,-1.8426427,-1.7977763,"('uninfluential', 'influential')",0.61484057,0.6476391,-1.7066678,-1.8576614,-0.16029394,-0.08981308,-0.7736909,-0.7744029,0.000712
10,-1.7805564,-1.9210594,"('unsympathetic', 'sympathetic')",-0.059465393,-0.01654964,-1.445986,-1.811475,-0.15737054,-0.061965443,-0.8608446,-0.9527624,0.0919178
0,-1.6732315,-1.8628813,"('unsociable', 'sociable')",-0.20131795,-0.32549924,-0.9507582,-1.383803,-0.39394012,-0.34893715,-0.804812,-0.9802802,0.1754682
39,1.6449962,1.408214,"('exploitative', 'cooperative')",1.1231912,0.9106389,0.4999041,0.42194515,0.17502245,0.20047353,0.8607785,0.7353179,0.1254606
55,-1.4145938,-1.5551912,"('incompetent', 'clever')",0.036697317,-0.054725297,-0.7859653,-1.1472033,0.26126376,0.3585927,-0.4756495,-0.5996317,0.1239822
48,-1.330616,-1.3918514,"('unintelligent', 'intelligent')",-0.09590952,-0.13067922,-1.6887989,-1.6640806,0.36783826,0.47047636,-0.6868715,-0.6790337,-0.0078378
81,-1.3300648,-1.528083,"('submissive', 'aggressive')",0.6437244,0.48566893,0.26114076,-0.030929442,-1.0085119,-1.1255832,-0.3584279,-0.5497317,0.1913038
21,-1.3242207,-1.4354863,"('immoral', 'moral')",0.69310045,0.6378837,-0.37823674,-0.5802913,-0.9002025,-0.899447,-0.4773899,-0.5693352,0.0919453
73,1.2947024,1.3545244,"('helpless', 'self-reliant')",0.4513222,0.5089884,-0.67667246,-0.41588336,-3.681613,-3.7651503,-0.6530652,-0.5793802,-0.073685
49,-1.264219,-1.3526269,"('unable', 'able')",-0.99107456,-0.97429734,-0.6362255,-0.75286144,-0.71768165,-0.69400424,-0.9023002,-0.9434475,0.0411473
82,-1.2384769,-1.1439317,"('poor', 'rich')",0.7916206,0.9284196,0.84393823,0.9766666,6.0298357,6.2057633,1.6067294,1.7417295,-0.1350001
77,-1.2103155,-1.246008,"('unmotivated', 'motivated')",0.5736872,0.43312275,-0.60514057,-0.82661664,-0.9340986,-0.91817594,-0.5439669,-0.6394194,0.0954525
