,american_male,american_female,tuple,electric_male,electric_female,power_male,power_female,co_male,co_female,inc_male,inc_female,average_male,average_female,male-female
36,-1.352724,-1.6176476,"('hostile', 'amicable')",0.37925267,0.0222812,-0.07187687,-0.29129165,-0.552602,-0.72396076,0.9417055,0.6695269,-0.1312489,-0.3882185,0.2569696
66,1.2934589,1.1704966,"('inactive', 'active')",0.222793,0.10250092,0.11766406,-0.09466994,0.3839756,0.22753917,1.265718,1.091297,0.6567219,0.4994328,0.1572891
73,1.2849053,1.4136033,"('helpless', 'self-reliant')",1.6248791,1.5720761,1.192654,1.0510939,0.95065343,1.1140174,-3.511908,-3.3637967,0.3082368,0.3573988,-0.049162
16,-1.2157855,-1.2482834,"('unpopular', 'popular')",0.098622546,-0.035985872,-0.08823687,-0.2993467,-0.35013717,-0.48317224,0.9213839,0.6971233,-0.1268306,-0.273933,0.1471024
29,-1.1309757,-1.1085849,"('unfair', 'fair')",-0.48802903,-0.43652558,-0.17582977,-0.13332266,-1.0369531,-1.0382459,-0.4319428,-0.3945276,-0.6527461,-0.6222414,-0.0305047
77,-1.0917319,-1.1043049,"('unmotivated', 'motivated')",-1.1751854,-1.0829368,-0.43299666,-0.2848573,-0.85796255,-0.95112646,-1.429784,-1.185478,-0.9975321,-0.9217407,-0.0757914
49,-1.073866,-1.0438648,"('unable', 'able')",-0.7939614,-0.79671174,-0.4696582,-0.42064863,-1.3692241,-1.2829899,-0.63754606,-0.34046423,-0.8688511,-0.7769359,-0.0919152
39,1.0706207,1.0321956,"('exploitative', 'cooperative')",-0.45464736,-0.454583,-0.21388254,-0.19593644,1.054121,1.0104785,0.3224097,0.36263376,0.3557243,0.3509577,0.0047666
31,-1.0529935,-0.9087932,"('evil', 'good')",0.18729967,0.20187514,0.105368674,0.1347523,-0.25180182,-0.04874169,-0.88399726,-0.836087,-0.3792249,-0.2913989,-0.087826
12,1.0352261,1.2292761,"('unsupportive', 'supportive')",-0.43273693,-0.2522028,0.045544833,0.23919939,-0.9032055,-0.83032095,-2.1486208,-1.8078301,-0.4807585,-0.2843757,-0.1963828
40,1.0272163,1.3062371,"('stingy', 'generous')",0.3268633,0.5475943,0.0369002,0.1512324,-0.044830505,-0.017953932,-1.9329307,-1.7737385,-0.1173563,0.0426743,-0.1600306
26,1.0157773,1.221805,"('hardhearted', 'benevolent')",1.4698993,1.4628638,1.2894828,1.330272,1.7833434,2.0002623,1.9187694,1.8516841,1.4954545,1.5733774,-0.0779229
0,-0.9439561,-0.86389047,"('unsociable', 'sociable')",-2.3472972,-2.3181858,-1.5849288,-1.5049427,-0.5785996,-0.611091,-0.9444499,-0.75688326,-1.2798463,-1.2109986,-0.0688477
51,0.9231645,0.86251163,"('uneducated', 'educated')",-0.8248235,-0.7055029,-1.0315695,-0.9558967,-0.073228985,-0.27955323,0.034662537,0.103779376,-0.194359,-0.1949324,0.0005734
74,0.88865596,0.84059036,"('undedicated', 'dedicated')",-0.9198628,-0.93012714,-0.35595536,-0.26720384,0.064698555,-0.26925507,0.0988611,-0.011434542,-0.0447205,-0.1274861,0.0827656
78,-0.86882186,-0.78846633,"('nonresilient', 'resilient')",-0.85572815,-0.7648612,-0.12387546,0.041984446,-0.4317469,-0.38994184,0.03817192,0.15589525,-0.4484001,-0.3490779,-0.0993222
48,0.8520619,1.0028629,"('unintelligent', 'intelligent')",-0.4810576,-0.21864553,-0.5377048,-0.253551,-1.1416396,-1.078548,0.24794337,0.5453321,-0.2120793,-0.0005099,-0.2115694
81,0.8505593,0.73809576,"('submissive', 'aggressive')",-0.62949777,-0.56664,-0.28915787,-0.2771231,0.11451708,-0.013853133,-1.2446971,-1.2547411,-0.2396553,-0.2748523,0.035197
24,0.827034,1.0880256,"('dishonest', 'honest')",-1.245115,-0.9441018,-0.923276,-0.73036814,-1.0349219,-0.6845827,0.85912496,1.1220566,-0.3034308,-0.0297941,-0.2736367
1,-0.8246485,-0.6661942,"('unfriendly', 'friendly')",-0.8326189,-0.6917232,0.114296705,0.39301702,-0.9026808,-0.47594225,2.0284777,2.3584652,-0.0834348,0.1835245,-0.2669593
76,0.7933673,0.6406107,"('anxious', 'daring')",-1.2812209,-1.2948072,-0.7788483,-0.78579515,0.44624412,0.0849857,-0.2506335,-0.3359196,-0.2142183,-0.3381851,0.1239668
47,-0.7822399,-0.9090487,"('stupid', 'smart')",-0.83169746,-0.8742153,-0.09452243,-0.06973626,0.43382522,0.43253875,5.761648,5.819825,0.8974028,0.8798727,0.0175301
11,0.7543261,0.75284714,"('unhelpful', 'helpful')",-0.8610883,-0.80370206,-0.5299559,-0.38355228,-0.4704289,-0.4299151,1.7796375,1.981296,0.1344981,0.2233947,-0.0888966
43,0.74083596,0.757675,"('irresponsible', 'responsible')",-1.1985795,-1.1725605,-0.5825125,-0.57912564,-0.7069292,-0.7757855,0.4901824,0.67319256,-0.2514006,-0.2193208,-0.0320798
72,0.7300656,0.80119866,"('unambitious', 'ambitious')",0.5251099,0.53620857,0.7735795,0.7939078,-0.7294657,-0.64169323,-0.90575516,-0.57783103,0.0787068,0.1823581,-0.1036513
64,0.7049949,0.64166874,"('shy', 'confident')",0.018215567,-0.043659642,0.21352339,-0.043018885,0.7019307,0.6460767,-6.8525357,-6.8741946,-1.0427742,-1.1346255,0.0918513
4,-0.69317615,-0.49593973,"('disliked', 'liked')",0.9937118,1.039252,0.86919576,0.812745,-0.13140741,-0.14737634,-7.0116453,-6.963671,-1.1946643,-1.150998,-0.0436663
27,0.6729119,0.7479334,"('hardhearted', 'softhearted')",-0.28295994,-0.21772677,-0.1622098,-0.10611615,-0.5731445,-0.39673373,1.3782845,1.5331215,0.2065764,0.3120956,-0.1055192
80,0.6663956,0.80349654,"('dominated', 'dominating')",-0.19581504,-0.0023251101,0.16552302,0.21992853,0.57567817,0.64932543,-1.5952326,-1.578628,-0.0766902,0.0183595,-0.0950497
42,0.65438664,0.676434,"('unreliable', 'reliable')",-1.1461258,-1.1225849,-0.7500957,-0.8940589,0.344443,0.12029988,-2.9751937,-2.7787414,-0.7745172,-0.7997303,0.0252131
28,0.64862686,0.68137676,"('disloyal', 'loyal')",-1.1817253,-1.0970515,-0.4953609,-0.30762804,-0.9459036,-0.8334258,1.2255493,1.2615246,-0.1497627,-0.0590408,-0.0907219
5,-0.6384383,-0.57501334,"('distant', 'outgoing')",0.64825743,0.60288006,0.6546744,0.69448507,-0.76441264,-0.45334506,-0.07562359,0.11809622,-0.0351085,0.0774206,-0.1125291
45,-0.63781804,-0.33200902,"('incompetent', 'competent')",-2.7547321,-2.3712146,-1.8616391,-1.6382158,-1.9173185,-1.6725234,-0.84420747,-0.6086367,-1.6031431,-1.3245199,-0.2786232
10,0.6194721,0.7339815,"('unsympathetic', 'sympathetic')",-2.8756914,-2.732485,-1.9136169,-1.7379243,-1.5642692,-1.5118226,-0.6466037,-0.3670159,-1.2761417,-1.1230533,-0.1530884
62,-0.6170012,-0.30443236,"('incompetent', 'brilliant')",-1.2786582,-1.0166954,-0.69439197,-0.47870696,-1.2841814,-1.2037456,-0.36947244,0.008981021,-0.848741,-0.5989199,-0.2498211
67,0.6147137,0.50420415,"('doubtful', 'determined')",0.21172427,0.10727956,0.37037092,0.340577,0.8881841,0.7738721,-0.6383619,-0.6805748,0.2893262,0.2090716,0.0802546
18,0.5967418,0.45016813,"('disagreeable', 'welcoming')",-0.1730743,-0.2328096,-1.0688078,-1.1848363,-0.28327635,-0.4655471,-0.29200503,-0.32630846,-0.2440844,-0.3518667,0.1077823
8,-0.56956756,-0.6276268,"('unaffectionate', 'affectionate')",-0.55448747,-0.58929956,-0.48568133,-0.38227326,-1.4072938,-1.3955026,0.9437166,1.1827459,-0.4146627,-0.3623912,-0.0522715
20,0.5630807,0.5682739,"('rough', 'thoughtful')",-0.44162276,-0.3276124,-0.30049127,-0.2275171,0.09779048,0.05399364,0.98972934,1.1228864,0.1816973,0.2380049,-0.0563076
88,0.55130243,0.45281354,"('low', 'eminent')",-0.4897248,-0.49684763,-0.44255072,-0.39236787,-0.3684016,-0.41652066,0.19313006,0.20972571,-0.1112489,-0.1286394,0.0173905
34,-0.5486632,-0.43562934,"('mean', 'honorable')",-0.9251249,-0.84595203,-0.91542566,-0.895458,-0.35342968,-0.12673935,5.9968243,6.1225605,0.6508362,0.7637564,-0.1129202
83,-0.53672004,-0.5513959,"('powerless', 'powerful')",0.5693536,0.4970414,1.1282444,1.0221101,-0.5587909,-0.66607183,-1.1672213,-1.1470617,-0.1130269,-0.1690756,0.0560487
70,0.53028595,0.72346956,"('lethargic', 'energetic')",-1.0923465,-0.93298304,-1.1728575,-1.1179671,-0.48538086,-0.65441906,0.45919758,0.6476412,-0.3522203,-0.2668517,-0.0853686
22,-0.5278803,-0.34679848,"('untrustworthy', 'trustworthy')",-1.8362364,-1.7241853,-1.452247,-1.458815,-0.23003222,-0.1793986,-1.1801852,-0.92815405,-1.0453163,-0.9274703,-0.117846
53,-0.5153158,-0.50351113,"('uncreative', 'creative')",-0.14809912,-0.14495867,0.5358946,0.6279653,-0.02840431,-0.17087609,1.2432599,1.3773857,0.217467,0.237201,-0.019734
71,0.50470245,0.4334084,"('diffident', 'self-confident')",0.31089336,0.23981957,0.96034825,0.889106,-0.62228924,-0.42077532,0.6010613,0.6711884,0.3509432,0.3625494,-0.0116062
86,0.41916153,0.51985043,"('uninfluential', 'influential')",-0.58904195,-0.5317805,0.3130868,0.4053125,-0.57469755,-0.51715285,-0.24648327,-0.011916004,-0.1355949,-0.0271373,-0.1084576
25,-0.41577268,-0.442845,"('egoistic', 'altruistic')",0.830411,0.66075027,1.2095729,1.1792207,1.0459841,0.84518963,1.6635809,1.4690436,0.8667553,0.7422718,0.1244835
41,-0.4072188,-0.32981336,"('unforgiving', 'forgiving')",-1.8675531,-1.7848605,-1.2449124,-1.1750137,-0.04731436,-0.10444209,0.20343098,0.17046429,-0.6727136,-0.6447331,-0.0279805
65,0.40311944,0.1940608,"('insecure', 'secure')",-1.4923491,-1.6091439,-0.47472835,-0.7349136,0.15811625,-0.06259531,-0.55455863,-0.5590281,-0.3920801,-0.5543241,0.162244
3,-0.3986592,-0.4472203,"('repellent', 'pleasant')",-1.3113673,-1.2843235,-0.9303823,-0.87180066,0.62695163,0.4606043,0.36098894,0.23191695,-0.3304936,-0.3821647,0.0516711
2,0.39762568,0.22175063,"('unlikable', 'likable')",0.06880507,-0.09731561,0.14785299,-0.081199534,1.1376191,0.8488134,0.87583995,0.7722549,0.5255486,0.3328608,0.1926878
30,-0.39159375,-0.22039984,"('intolerant', 'tolerant')",-1.4342493,-1.303569,-0.9171865,-0.77531403,0.55492425,0.31626123,0.8121109,0.87792933,-0.2751989,-0.2210184,-0.0541805
50,0.37923375,0.23241566,"('clumsy', 'skillful')",0.00015351176,-0.16389234,0.22779693,0.030692168,-0.31365022,-0.3780593,0.35792947,0.4730689,0.1302927,0.038845,0.0914477
7,0.35519382,0.40655768,"('insensitive', 'sensitive')",-0.9053904,-0.8077075,-0.46117118,-0.36882117,-1.0163015,-1.0211248,0.420685,0.7109501,-0.3213968,-0.2160292,-0.1053676
32,0.33775738,0.30780146,"('unkind', 'kind')",-1.4023433,-1.3908304,-0.627206,-0.51996726,-0.26232708,-0.18420291,1.0550582,1.1470723,-0.1798122,-0.1280253,-0.0517869
85,-0.303745,-0.41131002,"('insignificant', 'prestigious')",0.3864221,0.119408615,1.2283779,1.0658236,0.09389296,-0.1651417,0.84424186,0.7426607,0.449838,0.2702882,0.1795498
21,0.2827607,0.224289,"('immoral', 'moral')",-1.1672044,-1.2954905,-0.5058496,-0.5627596,-0.41929725,-0.51934433,-1.1580946,-1.0559887,-0.593537,-0.6418589,0.0483219
56,0.27229542,0.34185305,"('impractical', 'practical')",-0.04119072,0.036306303,-0.0027603135,0.07645631,-0.08509668,-0.19816598,-0.44105548,-0.31805357,-0.0595616,-0.0123208,-0.0472408
82,-0.2699494,-0.2559341,"('poor', 'rich')",-1.7401658,-1.5155357,-1.5553753,-1.4284574,-0.20080756,-0.16741624,6.567257,6.5462265,0.5601918,0.6357766,-0.0755848
63,0.2602334,0.4954459,"('unperceptive', 'insightful')",-1.5851511,-1.3208907,-0.95228684,-0.74578303,-0.80822134,-0.75556844,0.275999,0.7474346,-0.5618854,-0.3158723,-0.2460131
6,-0.25813764,-0.21980946,"('distant', 'open')",0.27418113,0.19464585,0.13706544,0.14143412,-0.9794078,-0.9004359,0.8145006,0.8903292,-0.0023597,0.0212328,-0.0235925
38,0.25719586,0.40363818,"('untruthful', 'truthful')",-0.33919227,-0.29756588,0.16099612,0.24037726,-1.0105611,-1.0100597,-0.05136212,0.1603362,-0.1965847,-0.1006548,-0.0959299
57,0.24974658,0.27024955,"('unimaginative', 'imaginative')",-0.30781436,-0.3383729,0.034732055,0.115557164,-0.7090841,-0.8759196,-3.1570256,-2.8744998,-0.7778891,-0.7405971,-0.037292
84,0.24542305,0.085436754,"('inferior', 'superior')",0.47558042,0.46965817,0.640508,0.6996738,0.81523335,0.7115564,0.46126845,0.52282524,0.5276027,0.4978301,0.0297726
13,-0.23697747,-0.0629012,"('impolite', 'polite')",-1.058423,-0.6959647,-1.1465023,-0.8641355,-0.32623824,0.024370067,-0.56989086,-0.21791297,-0.6676064,-0.3633089,-0.3042975
61,-0.19263107,-0.26912186,"('illogical', 'logical')",-0.40639248,-0.44116062,0.3481445,0.3505436,-1.2496378,-1.3021252,0.008225724,0.024103284,-0.2984582,-0.3275522,0.029094
33,-0.18339384,-0.15926337,"('wrong', 'right')",1.1412951,1.1297786,1.3971581,1.4747843,0.20680411,0.35699704,-0.33021423,-0.25058985,0.4463298,0.5103414,-0.0640116
17,-0.15987149,-0.12181103,"('nasty', 'nice')",-0.47654596,-0.5233157,-0.7307052,-0.7561487,-0.29638606,0.009154591,-0.90109885,-0.88278615,-0.5129215,-0.4549814,-0.0579401
68,0.15162091,0.25589335,"('dependent', 'independent')",-1.4149277,-1.3226528,-1.6104156,-1.6188337,-1.6527416,-1.6955312,-1.0581774,-0.8012015,-1.1169283,-1.0364652,-0.0804631
69,0.14363836,0.13464509,"('lazy', 'industrious')",1.660578,1.4825108,1.3382981,1.1682465,1.1979446,1.467368,-0.5827788,-0.59985775,0.751536,0.7305825,0.0209535
58,0.13774586,0.3220565,"('undiscriminating', 'discriminating')",-0.4547583,-0.3645581,0.4118228,0.44872805,0.11494695,0.26231435,-0.12765998,0.012703405,0.0164195,0.1362489,-0.1198294
55,0.13712682,0.24576409,"('incompetent', 'clever')",-2.1599228,-2.0864258,-1.780345,-1.8073132,-0.16387628,-0.48245513,-0.36784226,-0.33172178,-0.8669719,-0.8924304,0.0254585
46,-0.12792228,-0.07863158,"('uncompetitive', 'competitive')",-1.5830024,-1.3901151,-1.4226002,-1.3016227,-0.5350197,-0.63473266,-1.1384676,-1.0580325,-0.9614024,-0.892627,-0.0687754
59,-0.1194813,-0.1835906,"('foolish', 'wise')",1.0809435,0.8060225,1.4256533,1.2246053,-0.15688977,-0.12582019,0.7639892,0.75536966,0.598843,0.4953174,0.1035256
14,-0.11586379,0.109297834,"('antisocial', 'social')",-0.55620754,-0.5141152,-0.16758125,-0.17910272,0.30232966,0.2782349,-0.8977352,-0.950597,-0.2870116,-0.2512564,-0.0357552
60,-0.11412761,0.04949972,"('inefficient', 'efficient')",-0.98933834,-0.73802036,-0.6843407,-0.47119412,-0.77826536,-0.7324403,-0.41180107,-0.0063997395,-0.5955746,-0.379711,-0.2158636
37,-0.10978704,0.064577505,"('fake', 'genuine')",-0.39267534,-0.2126098,-0.116776034,-0.096718624,-1.0225699,-0.7273028,0.243198,0.56826115,-0.279722,-0.0807585,-0.1989635
9,-0.10737755,-0.027581973,"('unaffectionate', 'caring')",-0.9778484,-0.9050397,-0.06746115,0.2014299,-1.396605,-1.1877987,1.5280157,1.8458155,-0.2042553,-0.014635,-0.1896203
