,american_male,american_female,tuple,electric_male,electric_female,power_male,power_female,co_male,co_female,inc_male,inc_female,average_male,average_female,male-female
87,-0.10134925,-0.2779972,"('unsuccessful', 'successful')",-0.99443924,-1.0392783,-0.4062828,-0.53146344,0.121772364,0.12179214,0.39538908,0.3976548,-0.196982,-0.2658584,0.0688764
44,-0.09187882,-0.22400789,"('prejudiced', 'unprejudiced')",0.18071643,0.0812324,-0.56009734,-0.7460632,-0.036206692,-0.20030077,-1.1985004,-1.3925204,-0.3411934,-0.496332,0.1551386
35,0.04127519,-0.14533493,"('corrupt', 'incorrupt')",1.1949975,0.918149,0.24522857,0.06476442,-0.09809861,-0.15553191,0.34170926,0.11734092,0.3450224,0.1598775,0.1851449
23,-0.040752012,-0.11678151,"('insincere', 'sincere')",-2.271776,-2.1384625,-1.3657621,-1.0888438,-1.7687705,-1.8053129,5.7732654,5.920715,0.065241,0.1542628,-0.0890218
54,-0.037150636,-0.22605665,"('incapable', 'capable')",-0.921468,-1.1232351,0.05755628,-0.0191544,-1.0482538,-1.120859,1.0178075,1.1391646,-0.1863017,-0.2700281,0.0837264
19,0.020534532,-0.063261166,"('inhospitable', 'hospitable')",0.09960789,0.14035872,-0.10356782,-0.07825866,-0.8132755,-0.6970417,-0.21159211,-0.045204826,-0.2016586,-0.1486815,-0.0529771
15,-0.016143896,-0.027776998,"('boring', 'funny')",0.4918326,0.38059193,-0.15644369,-0.24539204,0.07193518,0.09531531,0.33105567,0.42846847,0.1444472,0.1262413,0.0182059
75,0.012144217,0.038681623,"('meek', 'impulsive')",0.9634458,0.8586066,0.5152203,0.31868747,0.07162017,-0.09108461,-0.3148313,-0.35959184,0.2495198,0.1530598,0.09646
52,-0.004947991,-0.17447115,"('irrational', 'rational')",0.2623842,0.028768271,0.47714752,0.3132006,-1.1544421,-1.2380793,0.35778773,0.21877511,-0.0124141,-0.1703613,0.1579472
79,-0.0024006758,-0.12479012,"('wavering', 'unwavering')",0.46681702,0.20620169,0.14969611,-0.0023234114,-1.0409445,-1.3218981,0.01674965,-0.04990747,-0.0820165,-0.2585435,0.176527
