,bed_male,bed_female,tuple,bath_male,bath_female,&_male,&_female,beyond_male,beyond_female,inc_male,inc_female,average_male,average_female,male-female
41,0.94704723,0.6843184,"('unforgiving', 'forgiving')",0.02823477,0.018202517,-0.0881779,-0.22002137,-1.1439418,-1.0740365,0.058747277,0.06801761,-0.0396181,-0.1047039,0.0650858
31,-0.93383175,-0.26491556,"('evil', 'good')",0.9369745,1.0864278,1.5017173,1.8038402,0.19392489,0.30924475,-1.0791142,-0.74479985,0.1239342,0.4379594,-0.3140252
45,0.9068904,0.084868036,"('incompetent', 'competent')",0.82720935,0.34603998,-0.69401455,-1.1200957,-0.05584712,-0.10108164,0.0065105893,-0.3205279,0.1981497,-0.2221595,0.4203092
2,0.8978624,0.83632207,"('unlikable', 'likable')",0.8661728,0.9227898,0.7995546,0.82308865,0.7451426,0.87604064,0.55701655,0.63638264,0.7731498,0.8189248,-0.045775
27,-0.88826436,-0.91655815,"('hardhearted', 'softhearted')",-0.44160342,-0.29446983,-0.5247518,-0.90632105,-0.055397164,-0.14827392,1.3845589,1.471643,-0.1050916,-0.158796,0.0537044
10,-0.8771182,-1.54622,"('unsympathetic', 'sympathetic')",-1.2605491,-1.3537247,-2.84989,-3.1683278,-2.5185077,-2.601443,-0.23921433,-0.44077277,-1.549056,-1.8220978,0.2730418
19,-0.86935085,-0.6322646,"('inhospitable', 'hospitable')",0.028629027,0.15944596,0.20263928,0.27645645,0.33300757,0.39218673,-0.072402775,0.08759281,-0.0754956,0.0566835,-0.1321791
39,0.861401,0.39523757,"('exploitative', 'cooperative')",0.6519894,0.620803,0.43260676,0.25952977,-0.43165326,-0.535774,0.44605514,0.3688704,0.3920798,0.2217334,0.1703464
37,0.855998,0.4776321,"('fake', 'genuine')",1.0497905,0.950713,-0.13718143,-0.31954533,0.2269214,0.15917474,0.57275397,0.6301761,0.5136565,0.3796301,0.1340264
22,0.84319216,0.013971144,"('untrustworthy', 'trustworthy')",0.11600612,-0.3543129,0.5581488,0.29951978,-0.82163084,-1.031151,-0.45172355,-0.6582818,0.0487985,-0.346051,0.3948495
81,-0.81500936,-1.8873519,"('submissive', 'aggressive')",-1.465199,-1.8161457,-1.9388982,-2.072585,-1.3278924,-1.563288,-1.0322368,-1.4132098,-1.3158472,-1.7505161,0.4346689
79,-0.80846316,0.028180044,"('wavering', 'unwavering')",0.3480538,0.58777285,0.68792915,1.0320776,0.656271,0.6891521,-0.10992447,0.16756007,0.1547733,0.5009485,-0.3461752
5,-0.8080058,-0.117811956,"('distant', 'outgoing')",1.0899326,1.5114654,1.2183695,1.3030908,0.3409723,0.41948554,-0.129576,0.099261664,0.3423385,0.6430984,-0.3007599
23,0.7876645,0.053108186,"('insincere', 'sincere')",-0.2076509,-0.3332612,-1.6869886,-2.0579872,-1.0679924,-1.2804122,5.5317574,5.625863,0.671358,0.4014621,0.2698959
29,0.76674044,0.995795,"('unfair', 'fair')",1.1398416,1.0994271,-0.019334093,-0.005218856,-0.05427338,0.008512288,-0.64754295,-0.45250583,0.2370863,0.3292019,-0.0921156
69,-0.76070386,-0.24929334,"('lazy', 'industrious')",0.6322475,0.821163,2.4083278,2.7037063,1.9148476,2.1129217,-0.6945245,-0.45065823,0.700039,0.9875678,-0.2875288
85,-0.74997157,0.16812712,"('insignificant', 'prestigious')",0.9633105,1.3718151,1.4001778,1.5622057,1.3604524,1.5472994,0.58269453,0.9197473,0.7113328,1.113839,-0.4025062
20,-0.72750103,-1.0834471,"('rough', 'thoughtful')",-1.4325885,-1.6575382,-0.8905688,-0.9885275,-1.5075562,-1.4709588,1.0607046,1.1263344,-0.6995019,-0.8148275,0.1153256
28,-0.7135497,-1.1110269,"('disloyal', 'loyal')",-0.30928224,-0.34910673,-0.79995435,-0.9763305,-1.8946084,-1.9720105,0.82907176,0.83566654,-0.5776646,-0.7145616,0.136897
18,-0.7118841,-0.44768384,"('disagreeable', 'welcoming')",0.6332298,0.94117135,0.20801394,0.46523565,-0.78562915,-0.52858394,-0.3446984,-0.08772752,-0.2001936,0.0684823,-0.2686759
13,0.69965214,0.026184116,"('impolite', 'polite')",-0.3642327,-0.23076664,-1.3630779,-1.5596532,-0.9425868,-1.0112572,-0.6070821,-0.7124855,-0.5154655,-0.6975957,0.1821302
38,0.69402885,0.36754084,"('untruthful', 'truthful')",-0.14647646,-0.21245721,-0.046095584,-0.32998887,0.74231195,0.55844855,0.112810075,-0.01311725,0.2713158,0.0740852,0.1972306
0,0.68734986,0.14649239,"('unsociable', 'sociable')",0.053864777,0.40305084,-0.6171382,-0.6048433,-1.4595896,-1.2223693,-0.1063603,-0.28941935,-0.2883747,-0.3134178,0.0250431
8,-0.64995337,0.064116165,"('unaffectionate', 'affectionate')",1.3381565,1.9162812,-0.023109712,-0.10701897,-0.07419964,0.04779847,0.9556829,1.2185326,0.3093153,0.6279419,-0.3186266
32,0.641546,0.19387586,"('unkind', 'kind')",0.6571133,0.7828691,0.4289484,0.17964868,-1.4166746,-1.3394992,0.8784301,0.90013796,0.2378726,0.1434065,0.0944661
52,-0.6360394,0.089842476,"('irrational', 'rational')",0.3249011,0.76039064,0.15830249,0.5199964,-0.038741462,0.22170794,-0.33565655,0.036536407,-0.1054468,0.3256948,-0.4311416
49,-0.6087013,-0.71372044,"('unable', 'able')",0.14229584,0.1849429,-0.9318885,-1.1521995,-0.8228609,-0.7416041,-0.28419682,-0.25814638,-0.5010704,-0.5361455,0.0350751
74,0.596734,0.2845478,"('undedicated', 'dedicated')",0.6216201,0.38503718,0.35548812,0.06895359,-0.8949315,-0.94266057,0.41728455,0.23021686,0.2192391,0.005219,0.2140201
30,0.551317,0.10856644,"('intolerant', 'tolerant')",0.26495138,0.30357814,-1.2025928,-1.2497816,-1.2447932,-1.2724556,1.0718495,1.065604,-0.1118536,-0.2088977,0.0970441
84,0.54287326,0.83449996,"('inferior', 'superior')",0.6963855,0.915081,0.029913392,0.11440545,-0.16898403,0.08250487,0.87204725,0.91474366,0.3944471,0.572247,-0.1777999
80,0.5333534,-0.3488212,"('dominated', 'dominating')",-1.0353144,-1.5915297,-1.0252177,-1.2106062,-0.39190012,-0.49814805,-1.251951,-1.625886,-0.634206,-1.0549982,0.4207922
67,0.5167617,0.55679786,"('doubtful', 'determined')",-0.07105219,-0.12611568,-0.35319176,-0.23567934,0.34208745,0.58782214,-0.6104703,-0.54368746,-0.035173,0.0478275,-0.0830005
24,0.5129508,0.10774461,"('dishonest', 'honest')",0.5753355,0.49208415,-1.5529631,-1.6278223,-0.7610399,-0.8481519,0.7992034,0.9161353,-0.0853027,-0.192002,0.1066993
88,-0.509846,-0.48292318,"('low', 'eminent')",-1.071552,-0.98985875,-0.54516894,-0.41111505,-1.346551,-1.2134713,0.26134598,0.28129205,-0.6423544,-0.5632153,-0.0791391
75,-0.48256904,-0.30700982,"('meek', 'impulsive')",-0.94158787,-1.2424009,0.4339726,0.23366222,0.62378806,0.40487128,-0.42478955,-0.42154175,-0.1582372,-0.2664838,0.1082466
61,0.4804811,0.2276488,"('illogical', 'logical')",0.24824098,0.28744197,0.023254216,0.020989358,0.44082066,0.48037556,0.40319207,0.34670344,0.3191978,0.2726318,0.046566
14,0.4621897,-0.057292648,"('antisocial', 'social')",0.1322631,0.075131215,-0.8371335,-0.6567265,-0.51930356,-0.31080115,-0.63687986,-0.8044987,-0.2797728,-0.3508375,0.0710647
83,0.45220524,0.2512405,"('powerless', 'powerful')",0.4218818,0.4800278,-0.94544756,-0.840335,-0.85547745,-0.734059,-0.7714676,-0.93575794,-0.3396611,-0.3557767,0.0161156
34,-0.41058785,-0.60007703,"('mean', 'honorable')",-0.28159332,-0.4094642,-0.81039447,-0.9099469,0.3706786,0.24245451,5.745722,5.9638124,0.922765,0.8573557,0.0654093
17,-0.39116704,-0.4560766,"('nasty', 'nice')",0.2462471,0.37784687,-0.42312926,-0.5523692,-0.7111537,-0.77580094,-0.7050247,-0.53879344,-0.3968455,-0.3890387,-0.0078068
55,0.36318645,-0.5202255,"('incompetent', 'clever')",0.9315986,0.6807728,-1.3030307,-1.4325514,-2.2705734,-2.1912591,0.24136509,-0.010300953,-0.4074908,-0.6947128,0.287222
35,-0.36189872,0.42927158,"('corrupt', 'incorrupt')",-0.190308,-0.045743197,1.564579,1.7970065,1.243627,1.3314693,-0.2560594,0.1187484,0.3999879,0.7261505,-0.3261626
82,-0.3293847,-0.7385786,"('poor', 'rich')",-0.71363175,-0.7908078,-0.07308444,-0.3295235,-1.5062778,-1.505925,5.9124937,6.0412927,0.658023,0.5352916,0.1227314
6,-0.3220939,0.432791,"('distant', 'open')",1.8788608,2.3104892,1.8958449,1.9499085,0.5714951,0.76312095,0.5394785,0.93299496,0.9127171,1.2778609,-0.3651438
76,-0.32097653,-0.718518,"('anxious', 'daring')",-0.54306036,-0.7373481,-0.102723,-0.17418474,-1.3487058,-1.424978,0.24447016,0.11776532,-0.4141991,-0.5874527,0.1732536
54,-0.2971929,-0.19961537,"('incapable', 'capable')",0.8976803,0.9958285,0.1341394,0.12884313,-0.27674127,-0.21380648,1.2744322,1.3672302,0.3464635,0.415696,-0.0692325
33,0.27449688,0.5763489,"('wrong', 'right')",-0.38735047,-0.32473776,0.8031697,0.8784466,0.9498527,1.0031561,-0.21203355,-0.21159264,0.2856271,0.3843242,-0.0986971
87,0.26698574,-0.24691598,"('unsuccessful', 'successful')",-0.08564421,-0.13471426,0.7496648,0.54041564,0.9544688,1.0197202,0.82106245,0.51003826,0.5413075,0.3377088,0.2035987
70,0.25725505,-0.6611123,"('lethargic', 'energetic')",-1.1390783,-1.6220436,-0.8088967,-1.3449322,-1.3588356,-1.6925794,1.0084906,0.5451237,-0.4082129,-0.9551087,0.5468958
62,0.25123665,-0.7664259,"('incompetent', 'brilliant')",-0.06252304,-0.4701795,-2.0370395,-2.4635787,-0.13758218,-0.40820864,0.38199478,-0.14150971,-0.3207827,-0.8499804,0.5291977
51,-0.23557301,-0.84811896,"('uneducated', 'educated')",-0.6687761,-0.85031086,-0.47549927,-0.3786018,-0.90172285,-0.86032957,0.41298565,0.12544057,-0.3737171,-0.5623841,0.188667
58,-0.23313926,-0.5751502,"('undiscriminating', 'discriminating')",-0.16228428,-0.46627754,-0.21145669,-0.44896892,-0.9480411,-0.9379292,0.054905124,-0.086760625,-0.3000032,-0.5030173,0.2030141
1,-0.22234643,-0.019893415,"('unfriendly', 'friendly')",0.81738114,1.2345113,0.10964045,0.16404,-1.1948951,-1.0483814,2.0317745,2.2273276,0.3083109,0.5115208,-0.2032099
57,-0.22065088,-0.88626754,"('unimaginative', 'imaginative')",0.10421322,-0.24511975,-0.6810527,-1.1043665,-1.8411283,-2.0384874,-1.9653977,-2.4299765,-0.9208033,-1.3408436,0.4200403
16,-0.2149395,0.056337416,"('unpopular', 'popular')",-0.29810205,-0.024950013,0.8997842,0.9091629,0.5786515,0.72832024,0.22089612,0.339641,0.2372581,0.4017023,-0.1644442
26,-0.19825685,-0.23602036,"('hardhearted', 'benevolent')",1.4075507,1.7643319,1.319857,1.4308984,-0.103977874,0.020775862,1.8546569,1.9927477,0.855966,0.9945467,-0.1385807
11,0.19694777,-0.40086704,"('unhelpful', 'helpful')",-0.6767974,-0.9069985,-1.3491079,-1.7150098,-0.3691054,-0.5879337,2.0239122,1.7385601,-0.0348301,-0.3744498,0.3396197
9,0.19517536,0.43680218,"('unaffectionate', 'caring')",0.9908475,1.4917477,-0.03468885,-0.2819428,-0.051016934,0.02935787,1.4977739,1.6429671,0.5196182,0.6637864,-0.1441682
65,0.14282846,-0.4325914,"('insecure', 'secure')",0.8128291,0.63142055,-0.9142877,-1.1421978,-1.5826218,-1.619832,-0.17203465,-0.2878301,-0.3426573,-0.5702062,0.2275489
4,0.13242696,0.18980657,"('disliked', 'liked')",-0.24102326,-0.17352685,1.6055063,1.631035,1.332291,1.3368429,-5.952841,-6.3386393,-0.624728,-0.6708963,0.0461683
48,0.11631298,-0.51530933,"('unintelligent', 'intelligent')",-0.500231,-0.47726607,-1.9784889,-2.166451,-2.3392773,-2.3352923,0.49959162,0.34468856,-0.8404184,-1.0299261,0.1895077
21,-0.11494808,-0.8938469,"('immoral', 'moral')",-0.7378523,-0.860077,-1.6233543,-1.6712183,-2.6673605,-2.726017,-0.7547555,-0.948086,-1.1796542,-1.419849,0.2401948
59,-0.111837454,0.36816573,"('foolish', 'wise')",0.4866297,0.71911556,1.2821628,1.4674727,-0.0031262375,0.18441363,0.14865093,0.36288434,0.3604959,0.6204103,-0.2599144
72,0.10284743,-0.09110992,"('unambitious', 'ambitious')",0.4614187,0.3063518,-0.65905285,-0.71525264,0.96047634,1.0075095,-0.26173007,-0.2183143,0.1207919,0.0578369,0.062955
50,0.07343498,0.26567018,"('clumsy', 'skillful')",-0.2532769,-0.15867409,2.0953913,2.144343,1.6276417,1.7818512,0.32778668,0.38318795,0.7741955,0.8832756,-0.1090801
64,-0.06523797,-0.17255646,"('shy', 'confident')",-0.2181479,-0.21887806,-0.27475917,-0.07366009,0.30646318,0.33566394,-6.2731647,-6.7515874,-1.3049693,-1.3762036,0.0712343
40,-0.064408675,-0.1439169,"('stingy', 'generous')",-0.020046791,0.031847656,-0.9361314,-0.9558486,-0.21739241,-0.29429322,-1.3832296,-1.47362,-0.5242418,-0.5671662,0.0429244
63,0.033394653,-0.7486774,"('unperceptive', 'insightful')",-1.1113175,-1.3173268,0.69341457,0.32619238,-1.4404734,-1.512733,1.215931,0.6843008,-0.1218101,-0.5136488,0.3918387
46,-0.014504623,-1.0910063,"('uncompetitive', 'competitive')",-0.6353962,-1.0211067,-1.0129077,-1.5442557,-1.356116,-1.5025271,-0.19089766,-0.69910026,-0.6419645,-1.1715992,0.5296347
78,0.00771299,-0.25689527,"('nonresilient', 'resilient')",-0.0771199,-0.038578235,-0.1240271,-0.47864416,0.5470701,0.4537226,0.75951356,0.41056076,0.2226299,0.0180331,0.2045968
7,-0.007579742,-0.72596836,"('insensitive', 'sensitive')",0.4195689,0.22823687,-0.3289027,-0.70703834,-1.9160092,-2.0163069,1.1362618,0.87187177,-0.1393322,-0.469841,0.3305088
44,-0.0013812296,0.053724688,"('prejudiced', 'unprejudiced')",-0.22286001,-0.387061,0.23563027,0.23012754,1.4697953,1.3365875,-1.0317653,-1.0936996,0.0898838,0.0279358,0.061948
