,patterson_male,patterson_female,tuple,companies_male,companies_female,inc_male,inc_female,average_male,average_female,male-female
62,2.044462,1.0300137,"('incompetent', 'brilliant')",2.129658,2.261684,0.95159674,0.8309637,1.7085722,1.3742204,0.3343518
69,-2.025771,-0.8611261,"('lazy', 'industrious')",-0.34677845,-0.27524436,-1.0871812,-0.99933434,-1.1532435,-0.7119016,-0.4413419
86,1.9865903,1.2734861,"('uninfluential', 'influential')",0.331201,0.4788657,0.24135587,0.25705612,0.853049,0.6698027,0.1832463
74,1.9686363,1.9993486,"('undedicated', 'dedicated')",1.227281,1.3603022,0.62654424,0.71325207,1.2741538,1.3576342,-0.0834804
23,1.9432223,1.0813266,"('insincere', 'sincere')",0.8932799,0.9080369,6.540366,6.3572216,3.1256227,2.7821951,0.3434276
76,1.9252746,0.9465836,"('anxious', 'daring')",1.057118,1.2128111,0.33522716,0.45153207,1.1058733,0.870309,0.2355643
80,1.8962517,0.94173104,"('dominated', 'dominating')",1.1430072,1.2653301,-0.5834611,-0.6765426,0.8185993,0.5101728,0.3084265
7,1.8721876,1.2162153,"('insensitive', 'sensitive')",0.7483337,0.8174671,1.5314025,1.2896603,1.3839746,1.1077809,0.2761937
43,1.8660815,1.3553891,"('irresponsible', 'responsible')",0.7753874,1.0525388,0.87427735,0.9327338,1.1719155,1.1135539,0.0583616
63,1.8629857,1.3907391,"('unperceptive', 'insightful')",1.6676859,1.8371797,1.5907911,1.6521251,1.7071543,1.6266813,0.080473
72,1.831619,1.3381085,"('unambitious', 'ambitious')",0.14705701,-0.049201485,-0.27665338,-0.63232714,0.5673409,0.21886,0.3484809
0,1.8016099,1.0038519,"('unsociable', 'sociable')",0.37819982,0.51090086,-0.40841034,-0.48409286,0.5904664,0.3435533,0.2469131
79,-1.7767085,-0.8365022,"('wavering', 'unwavering')",-1.5867468,-1.5715971,-0.11680032,-0.10884002,-1.1600852,-0.8389797,-0.3211055
75,-1.7348229,-1.4008427,"('meek', 'impulsive')",-1.0283647,-0.9302407,-0.7007498,-0.5085222,-1.1546458,-0.9465352,-0.2081106
29,-1.6003952,-1.2657348,"('unfair', 'fair')",-1.7703403,-1.9053644,-0.82625395,-0.9211727,-1.3989965,-1.3640906,-0.0349059
25,-1.4433117,-1.0953816,"('egoistic', 'altruistic')",0.42615038,0.46052438,1.1571662,1.0763475,0.0466683,0.1471634,-0.1004951
45,1.429244,0.77673113,"('incompetent', 'competent')",1.3057208,1.3148435,0.14860667,0.084627576,0.9611905,0.7254008,0.2357897
87,1.3935212,1.0690392,"('unsuccessful', 'successful')",1.9305542,2.0747452,1.3140773,1.182146,1.5460509,1.4419769,0.104074
65,1.3921642,0.57840466,"('insecure', 'secure')",0.2046649,0.29963064,0.34635186,0.27184975,0.647727,0.383295,0.264432
13,1.3894348,0.50684977,"('impolite', 'polite')",0.64441913,0.9729474,0.22344184,0.41334704,0.7524319,0.631048,0.1213839
24,1.3375627,0.8473763,"('dishonest', 'honest')",-0.3560036,-0.3440301,1.3139936,1.1808484,0.7651842,0.5613982,0.203786
11,1.2645721,0.9122776,"('unhelpful', 'helpful')",1.2260295,1.4174373,2.729096,2.7934403,1.7398992,1.7077184,0.0321808
67,1.2398459,1.5159452,"('doubtful', 'determined')",-0.5775356,-0.26247525,-0.86494285,-0.4866977,-0.0675442,0.2555908,-0.323135
39,1.2241749,1.4900584,"('exploitative', 'cooperative')",0.3435743,0.83583415,0.46882477,0.6046622,0.678858,0.9768515,-0.2979935
8,-1.2149371,-0.5046292,"('unaffectionate', 'affectionate')",-0.347763,-0.4820642,0.631331,0.40485197,-0.3104563,-0.1939471,-0.1165092
20,1.1896358,1.1386491,"('rough', 'thoughtful')",-0.18723333,-0.11055428,0.66683435,0.613456,0.5564123,0.5471836,0.0092287
22,1.1388646,0.5351348,"('untrustworthy', 'trustworthy')",0.48322165,0.6421322,-0.685929,-0.6811807,0.3120524,0.1653621,0.1466903
66,-1.1312187,-0.70928675,"('inactive', 'active')",-0.67663115,-0.44693944,0.76874506,0.8186809,-0.3463683,-0.1125151,-0.2338532
30,1.097825,0.8904994,"('intolerant', 'tolerant')",1.8279828,2.1009364,1.0259676,1.2258785,1.3172585,1.4057714,-0.0885129
77,1.085611,0.34673253,"('unmotivated', 'motivated')",0.122822456,0.46622333,-1.0974756,-0.9252305,0.0369859,-0.0374249,0.0744108
17,-1.0397346,-0.8034896,"('nasty', 'nice')",-1.1409396,-0.8458074,-0.68664765,-0.5281271,-0.9557739,-0.725808,-0.2299659
32,1.0375755,0.74961984,"('unkind', 'kind')",0.5927811,0.6521536,1.3367221,1.2544342,0.9890262,0.8854025,0.1036237
50,-1.0144161,-0.55784005,"('clumsy', 'skillful')",-0.8328095,-0.6992508,0.20110616,0.21903923,-0.5487065,-0.3460172,-0.2026893
82,1.0143988,0.3984359,"('poor', 'rich')",0.37653697,0.41354007,6.4437485,6.3117023,2.6115615,2.3745594,0.2370021
57,1.0139043,0.08388378,"('unimaginative', 'imaginative')",0.30686215,0.1404033,-2.090028,-2.2146423,-0.2564205,-0.6634518,0.4070313
19,-0.9782898,-0.42661405,"('inhospitable', 'hospitable')",-1.1901916,-0.8534905,-0.18649293,0.02019446,-0.7849914,-0.41997,-0.3650214
84,0.9614372,1.0089662,"('inferior', 'superior')",-0.5988425,-0.5263421,0.33990487,0.44491196,0.2341665,0.3091787,-0.0750122
18,-0.9071517,-0.5757368,"('disagreeable', 'welcoming')",-0.41126394,-0.22831777,-0.23212913,-0.23990026,-0.5168482,-0.3479849,-0.1688633
37,0.8934484,0.6244902,"('fake', 'genuine')",0.036653742,0.07580343,0.9294516,0.9213647,0.6198513,0.5405528,0.0792985
3,0.8284555,0.3849426,"('repellent', 'pleasant')",0.81182253,0.7942698,0.69845617,0.4976003,0.779578,0.5589375,0.2206405
1,-0.8244866,-0.65200406,"('unfriendly', 'friendly')",-0.34683663,-0.601667,1.7618854,1.5053363,0.196854,0.0838884,0.1129656
73,-0.8068636,-0.50693965,"('helpless', 'self-reliant')",0.21998358,-0.005760217,-2.7493212,-2.943668,-1.1120671,-1.1521226,0.0400555
49,-0.7418054,-1.0791053,"('unable', 'able')",-0.49201307,-0.16054595,-0.20241483,-0.13197754,-0.4787444,-0.4572096,-0.0215348
48,0.7410685,0.12650979,"('unintelligent', 'intelligent')",-0.1777392,-0.30952367,0.1670393,0.045574754,0.2434562,-0.045813,0.2892692
41,0.7383877,0.7839358,"('unforgiving', 'forgiving')",0.19693393,0.2669284,0.112249315,0.32666075,0.3491903,0.459175,-0.1099847
15,-0.6529707,-0.49138558,"('boring', 'funny')",-0.82444185,-0.84147143,0.34913415,0.2644642,-0.3760928,-0.3561309,-0.0199619
54,-0.6437984,-0.30514985,"('incapable', 'capable')",-0.6191431,-0.43526435,0.9801434,1.0736417,-0.0942661,0.1110758,-0.2053419
47,0.61905366,0.15286106,"('stupid', 'smart')",0.24233392,0.45790404,5.085684,5.263142,1.9823572,1.957969,0.0243882
61,0.5385025,0.2184549,"('illogical', 'logical')",-0.6343304,-0.48681486,0.27265978,0.13147265,0.058944,-0.0456291,0.1045731
78,0.51952064,0.20269006,"('nonresilient', 'resilient')",1.2100085,1.0542501,0.3948539,0.33608547,0.7081277,0.5310085,0.1771192
28,0.5074899,0.027621124,"('disloyal', 'loyal')",-0.024615025,-0.10069012,1.3367164,1.1327587,0.6065304,0.3532299,0.2533005
88,0.44875816,0.4667207,"('low', 'eminent')",0.15620923,0.26823708,0.16863531,0.1962736,0.2578676,0.3104105,-0.0525429
27,0.37233555,0.40100467,"('hardhearted', 'softhearted')",0.30661812,0.20594129,1.4792656,1.1909654,0.7194064,0.5993038,0.1201026
58,0.36319572,0.27055484,"('undiscriminating', 'discriminating')",0.709405,0.6479315,0.37970468,0.2594151,0.4841018,0.3926338,0.091468
71,0.35495126,0.74871993,"('diffident', 'self-confident')",0.04277261,0.03178348,0.3585625,0.38347507,0.2520955,0.3879928,-0.1358973
38,0.35174537,0.51313895,"('untruthful', 'truthful')",0.012036853,0.05918411,0.38578516,0.4695057,0.2498558,0.3472763,-0.0974205
53,0.32652032,-0.13466017,"('uncreative', 'creative')",0.034582857,0.06666714,0.907428,0.7557748,0.4228437,0.2292606,0.1935831
64,-0.3181533,-0.41049397,"('shy', 'confident')",0.5999709,0.79801,-6.2417746,-6.063746,-1.9866524,-1.8920767,-0.0945757
33,-0.30146283,0.14571923,"('wrong', 'right')",-0.18044925,-0.16781065,-0.45667082,-0.5336546,-0.312861,-0.1852487,-0.1276123
83,-0.22029541,-0.30306807,"('powerless', 'powerful')",-0.68269205,-0.4039762,-1.0596583,-0.9757775,-0.6542153,-0.5609406,-0.0932747
68,-0.19556451,-0.29756758,"('dependent', 'independent')",-0.6849023,-0.73486274,-0.4212136,-0.43000984,-0.4338935,-0.48748,0.0535865
9,-0.16495639,0.32176274,"('unaffectionate', 'caring')",0.40350488,0.29633257,1.5540652,1.3086113,0.5975379,0.6422355,-0.0446976
26,0.064163335,0.4046842,"('hardhearted', 'benevolent')",1.3113992,1.3645055,1.0572717,1.1089449,0.8109447,0.9593782,-0.1484335
40,0.03651592,-0.46531612,"('stingy', 'generous')",0.99355674,0.67462397,-0.42583933,-0.7940645,0.2014111,-0.1949189,0.39633
42,0.02469047,-0.07035985,"('unreliable', 'reliable')",-0.04228396,0.12318079,-2.3021002,-2.2028348,-0.7732312,-0.7166713,-0.0565599
34,-0.012017593,-0.2565684,"('mean', 'honorable')",0.4636681,0.6177132,6.214354,6.295505,2.2220016,2.2188834,0.0031182
2,0.009972863,0.008817464,"('unlikable', 'likable')",0.75746834,1.0132546,0.51324,0.6892588,0.4268937,0.5704436,-0.1435499
