,coventry_male,coventry_female,tuple,health_male,health_female,care_male,care_female,inc_male,inc_female,average_male,average_female,male-female
31,-1.58186,-1.5487505,"('evil', 'good')",0.12242755,0.25054517,-0.5158304,-0.51642823,-0.87409496,-1.1079289,-0.7123394,-0.7306406,0.0183012
71,1.5555569,1.5912702,"('diffident', 'self-confident')",3.0210052,2.956499,2.676619,2.6264784,1.1030697,1.0713799,2.0890627,2.0614069,0.0276558
70,1.3985565,1.4502645,"('lethargic', 'energetic')",-0.44759423,-0.51355416,-0.49665695,-0.5440378,0.8378142,1.3089703,0.3230299,0.4254107,-0.1023808
57,1.3276125,1.3838452,"('unimaginative', 'imaginative')",-0.40098783,-0.5981243,-0.47393388,-0.63036376,-2.6709902,-2.716148,-0.5545748,-0.6401977,0.0856229
43,1.2801551,1.1195183,"('irresponsible', 'responsible')",0.21868087,0.013970788,0.44988447,0.3311663,0.8598475,1.1190015,0.702142,0.6459142,0.0562278
87,1.2384614,1.2050694,"('unsuccessful', 'successful')",0.656026,0.5795931,0.5620569,0.5051118,0.3898343,0.4143188,0.7115947,0.6760233,0.0355714
74,1.2077535,1.3681785,"('undedicated', 'dedicated')",0.4890337,0.72940326,-0.05552849,0.08985948,-0.100543275,0.069365785,0.3851789,0.5642018,-0.1790229
38,1.183929,1.2968127,"('untruthful', 'truthful')",0.82410824,0.9955616,0.5793425,0.588237,0.40868998,0.5477041,0.7490174,0.8570788,-0.1080614
12,1.1765374,1.2829835,"('unsupportive', 'supportive')",3.016632,3.2889307,2.4492865,2.5127728,-1.4173954,-1.2543246,1.3062651,1.4575907,-0.1513256
56,1.1668588,1.2997087,"('impractical', 'practical')",0.49633706,0.44154185,0.28391266,0.40445134,-0.18623593,0.089040354,0.4402182,0.5586855,-0.1184673
24,1.1482834,0.96473503,"('dishonest', 'honest')",-0.3723923,-0.7629869,-0.4958021,-0.8758329,1.5146029,1.7208198,0.448673,0.2616838,0.1869892
39,1.1443928,0.97126067,"('exploitative', 'cooperative')",0.11595544,0.021879375,0.04788059,-0.043375365,0.2549098,0.08410402,0.3907847,0.2584672,0.1323175
63,1.1226573,1.3226794,"('unperceptive', 'insightful')",0.24922626,0.49944118,0.66289514,0.7527567,0.89106345,1.2114271,0.7314605,0.9465761,-0.2151156
59,1.1037574,0.84464675,"('foolish', 'wise')",2.4706914,2.578929,1.3534539,1.2630756,0.7809508,0.5369024,1.4272134,1.3058884,0.121325
22,1.0873077,1.0203233,"('untrustworthy', 'trustworthy')",-0.45725983,-0.5617497,-0.19414717,-0.30340075,-0.5632967,-0.46268898,-0.031849,-0.076879,0.04503
86,1.0742011,1.0352448,"('uninfluential', 'influential')",-0.23699985,-0.30672315,-0.34812006,-0.5068163,-0.27458113,-0.124411464,0.053625,0.0243235,0.0293015
