,marsh_male,marsh_female,tuple,&_male,&_female,mclennan_male,mclennan_female,cos_male,cos_female,inc_male,inc_female,average_male,average_female,male-female
82,-1.9605788,-1.6083742,"('poor', 'rich')",-0.010792777,-0.029041473,-1.2909485,-0.94863975,0.090602495,-0.012515055,5.441936,5.5589533,0.4540437,0.5920765,-0.1380328
46,-1.3017104,-0.51281905,"('uncompetitive', 'competitive')",1.575463,1.4903549,-4.295777,-3.6118667,-0.22557566,-0.584522,-0.51104844,-0.5558774,-0.9517296,-0.754946,-0.1967836
47,-1.2935064,-1.2631682,"('stupid', 'smart')",0.19745323,0.3017229,-1.4208131,-1.2444116,0.5248373,0.5095232,4.5507607,4.794858,0.5117464,0.6197049,-0.1079585
77,-1.2657301,-1.0760682,"('unmotivated', 'motivated')",0.26265842,0.24847433,-1.4628863,-1.264566,0.100907035,-0.11998152,-1.0723346,-0.8794104,-0.6874771,-0.6183104,-0.0691667
88,-1.2437665,-1.1896217,"('low', 'eminent')",-0.3268912,-0.5459729,-0.9223109,-1.1631417,-0.6220338,-0.77697575,0.52189434,0.21619399,-0.5186216,-0.6919036,0.173282
71,1.2130734,1.0264179,"('diffident', 'self-confident')",-0.00971958,0.10925034,0.13751812,0.1737968,-0.30449742,-0.29764232,0.5436141,0.60100025,0.3159977,0.3225646,-0.0065669
39,1.1930898,0.77190495,"('exploitative', 'cooperative')",0.40804964,0.30500087,-0.26239693,-0.4295262,1.111808,1.0010709,-0.06970683,0.0048524495,0.4761687,0.3306606,0.1455081
58,-1.1682494,-0.63108927,"('undiscriminating', 'discriminating')",-0.3806791,-0.36693525,-2.422974,-1.8190513,0.20683043,-0.029645287,0.08716835,0.008530859,-0.7355807,-0.567638,-0.1679427
43,-1.1557192,-0.48447615,"('irresponsible', 'responsible')",0.5146054,0.6555946,-3.2536156,-2.8501437,-0.20142865,-0.27733326,0.57490796,0.6050728,-0.70425,-0.4702571,-0.2339929
32,-1.1351148,-0.9829751,"('unkind', 'kind')",0.17897466,0.11867088,-2.1270075,-2.1440957,0.19608527,0.053360835,0.92079437,0.90249366,-0.3932536,-0.4105091,0.0172555
69,1.1295438,0.47231102,"('lazy', 'industrious')",0.8459269,0.87335134,3.1249502,2.5480735,1.3713938,1.4368907,0.07957204,0.012749115,1.3102774,1.0686751,0.2416023
73,1.1117251,1.3465234,"('helpless', 'self-reliant')",0.5459089,0.6305469,1.7330366,1.8843695,0.355965,0.47337666,-3.029315,-3.0075567,0.1434641,0.265452,-0.1219879
51,-1.1038879,-1.468272,"('uneducated', 'educated')",0.84796196,0.70687485,-1.1975594,-1.1572518,-0.2447668,-0.4094897,0.061806392,0.16838112,-0.3272891,-0.4319515,0.1046624
35,1.0876187,0.75300467,"('corrupt', 'incorrupt')",-0.5104481,-0.69902456,3.2875237,2.9789436,-0.27190584,-0.2836816,0.37164655,-0.038138684,0.792887,0.5422207,0.2506663
49,-1.0436035,-1.0057504,"('unable', 'able')",-0.2264935,-0.05214551,-1.2527295,-1.3345773,-1.424485,-1.296215,-0.8615667,-0.5645369,-0.9617757,-0.8506451,-0.1111306
18,-0.9945584,-1.0924081,"('disagreeable', 'welcoming')",0.42292756,0.43127203,0.17615837,0.26276502,-1.7255579,-1.7507014,-0.47162202,-0.581372,-0.5185305,-0.5460889,0.0275584
16,-0.9944154,-1.1310697,"('unpopular', 'popular')",0.12736121,0.17823428,0.23789208,0.14535859,-0.25250322,-0.3306399,0.7935644,0.6399031,-0.0176202,-0.0996427,0.0820225
60,-0.9781573,-0.8474951,"('inefficient', 'efficient')",1.2035489,1.2654227,-3.02742,-2.8883479,0.63162607,0.52797604,-0.24812922,0.11026021,-0.4837063,-0.3664368,-0.1172695
20,-0.9766448,-0.70735806,"('rough', 'thoughtful')",0.9902377,0.93053514,-0.90786815,-0.7964546,-0.09526143,-0.2883503,1.1782486,1.0207603,0.0377424,0.0318265,0.0059159
48,-0.9445819,-0.42294553,"('unintelligent', 'intelligent')",-0.63355255,-0.6286505,-3.4064226,-3.1708713,-1.0191758,-1.2358651,0.34752283,0.27924374,-1.131242,-1.0358177,-0.0954243
44,-0.9433648,-1.038418,"('prejudiced', 'unprejudiced')",-1.4055967,-1.4856052,1.4166458,1.2860096,-0.68786526,-0.62106705,-1.5030609,-1.3945936,-0.6246484,-0.6507349,0.0260865
53,-0.9385186,-0.72170556,"('uncreative', 'creative')",-0.08284701,-0.0055845007,-1.6054213,-1.6321665,0.14428402,0.11401237,1.1144935,1.0977043,-0.2736019,-0.229548,-0.0440539
4,-0.83160615,-0.82293427,"('disliked', 'liked')",-0.08331176,0.031400613,0.53803915,0.6533254,-0.70471007,-0.5724614,-5.529563,-5.5567517,-1.3222303,-1.2534842,-0.0687461
7,0.8257455,1.3794261,"('insensitive', 'sensitive')",0.30653602,0.38630277,-1.7797675,-1.3380872,-0.40222383,-0.4435396,0.5265517,0.78330624,-0.1046316,0.1534817,-0.2581133
37,0.8206998,1.0077142,"('fake', 'genuine')",0.85371345,0.7191219,-0.18524669,-0.20902504,-0.15728186,-0.13071781,0.87703717,0.88091505,0.4417844,0.4536016,-0.0118172
23,-0.80277646,-0.3289767,"('insincere', 'sincere')",-0.24246696,-0.2779178,-2.5590677,-2.2422428,-0.5757101,-0.8525563,4.9545393,5.0748463,0.1549036,0.2746305,-0.1197269
2,-0.7977272,-0.66047037,"('unlikable', 'likable')",0.8584626,0.73572505,0.008084429,0.046306133,1.0151058,0.88212234,0.72274005,0.68686193,0.3613331,0.338109,0.0232241
34,-0.79083854,-0.9208176,"('mean', 'honorable')",-0.28186277,-0.2141429,-1.1553062,-1.0672725,0.23943396,0.20483202,5.4531307,5.7031674,0.6929114,0.7411533,-0.0482419
55,0.7903155,0.90969867,"('incompetent', 'clever')",1.4453624,1.3387046,-2.8733408,-2.7362034,-0.40103057,-0.6671582,-0.2865647,-0.3877113,-0.2650516,-0.3085339,0.0434823
70,-0.784155,-0.0635296,"('lethargic', 'energetic')",0.9754639,1.1051017,-3.0063188,-2.3218598,-0.18728884,-0.22803208,0.71796787,1.000513,-0.4568662,-0.1015614,-0.3553048
36,-0.7519213,-0.93858635,"('hostile', 'amicable')",-1.1221752,-1.4409394,1.2657006,0.96997267,-0.38152415,-0.57293564,0.59755534,0.19044496,-0.0784729,-0.3584087,0.2799358
83,-0.74252075,-0.969941,"('powerless', 'powerful')",0.04128088,-0.010313608,-0.7918174,-1.0813793,-1.0546932,-1.1632181,-0.78030723,-0.8969684,-0.6656116,-0.8243641,0.1587525
54,-0.7398225,-0.7531537,"('incapable', 'capable')",-0.41215128,-0.3076474,0.06411283,-0.064383574,-0.52429754,-0.53296334,0.9046698,1.0792761,-0.1414977,-0.1157744,-0.0257233
56,0.7324989,0.91431737,"('impractical', 'practical')",0.5738559,0.7400863,-1.3026483,-1.1084703,0.5990819,0.6412594,-0.40052986,-0.115113035,0.0404517,0.2144159,-0.1739642
40,-0.7280661,-0.236389,"('stingy', 'generous')",-0.4737494,-0.41199687,-0.6098001,-0.21642193,-0.74178594,-0.8709967,-1.0056328,-1.0406756,-0.7118069,-0.555296,-0.1565109
33,0.70403165,0.6345489,"('wrong', 'right')",-0.13270724,-0.19391136,1.6586925,1.5981661,0.021946184,0.011362027,-0.17690447,-0.2896166,0.4150117,0.3521098,0.0629019
63,-0.69826555,-0.28231752,"('unperceptive', 'insightful')",0.79388237,1.0718879,-2.9240794,-2.391628,0.13627829,0.12093437,1.0388215,1.419181,-0.3306726,-0.0123885,-0.3182841
52,-0.67410916,-1.1634253,"('irrational', 'rational')",-0.4679138,-0.54577684,0.5865884,0.12957413,-0.889502,-1.0408252,0.33845022,-0.1163912,-0.2212973,-0.5473689,0.3260716
61,-0.67226696,-0.8113525,"('illogical', 'logical')",0.1725367,0.15896986,-2.0724323,-2.2420921,-0.3955942,-0.6597663,0.2127439,-0.0035755597,-0.5510026,-0.7115633,0.1605607
74,0.66603976,1.1968781,"('undedicated', 'dedicated')",0.92676234,0.9660553,-0.63444763,-0.16935533,0.4462244,0.2915422,0.3561728,0.23723641,0.3521503,0.5044713,-0.152321
65,-0.65465045,-0.7442515,"('insecure', 'secure')",0.967872,0.7545225,-2.5010717,-2.6397388,0.18560407,-0.08463417,-0.8670939,-0.66956323,-0.573868,-0.676733,0.102865
41,-0.648687,-0.40444544,"('unforgiving', 'forgiving')",-0.82730585,-0.8898781,-2.070785,-1.7742867,0.07137051,-0.1160589,0.18377994,0.060274556,-0.6583255,-0.6248789,-0.0334466
9,0.6161112,0.96317255,"('unaffectionate', 'caring')",-0.32476297,-0.36555636,-0.49675733,-0.48419446,-0.43883315,-0.5389865,1.4173675,1.4348928,0.154625,0.2018656,-0.0472406
68,-0.5605408,-0.6167135,"('dependent', 'independent')",-0.16608205,-0.22997048,-0.5916007,-0.4692346,-1.3925819,-1.5041654,-0.5516406,-0.57046705,-0.6524892,-0.6781102,0.025621
3,-0.54061383,-0.19237502,"('repellent', 'pleasant')",0.2226165,0.12152675,-1.8258525,-1.5164912,0.2565867,0.06261164,-0.07937185,-0.2130914,-0.393327,-0.3475638,-0.0457632
86,-0.53780115,-0.21331125,"('uninfluential', 'influential')",0.083177075,-0.06500754,-3.4838398,-3.5321283,-0.6994836,-0.94065714,-0.29467756,-0.42130512,-0.986525,-1.0344819,0.0479569
31,-0.5316967,-0.29335198,"('evil', 'good')",-1.5155421,-1.6010687,1.1353095,1.2435484,-0.26973897,-0.19970572,-0.5702125,-0.89739484,-0.3503762,-0.3495946,-0.0007816
10,-0.5200768,0.04691689,"('unsympathetic', 'sympathetic')",0.56171256,0.41017225,-4.0476346,-3.7922199,-0.3427444,-0.71338576,0.066280685,0.04411026,-0.8564924,-0.8008812,-0.0556112
81,-0.5129523,-0.6670006,"('submissive', 'aggressive')",0.57340187,0.5770059,-2.397017,-2.603512,-0.2700795,-0.42427406,-1.0792892,-0.93769026,-0.7371872,-0.8110942,0.073907
26,-0.46830764,-0.5037864,"('hardhearted', 'benevolent')",1.0108299,0.74557346,-0.34653485,-0.5276541,1.1605816,0.92235595,1.6647612,1.2874207,0.6042661,0.3847819,0.2194842
76,-0.4675939,-0.2558261,"('anxious', 'daring')",2.196491,2.3258364,-1.7740014,-1.8059171,0.5349006,0.4863581,0.01127746,0.18513593,0.1002148,0.1871175,-0.0869027
67,0.46679348,-0.09244682,"('doubtful', 'determined')",0.30603802,0.16833475,1.0413344,0.62940943,0.76122713,0.72277623,-0.11303789,-0.107225314,0.492471,0.2641697,0.2283013
1,-0.45562938,-0.031307973,"('unfriendly', 'friendly')",-1.222095,-1.2196095,-2.2977283,-2.1040096,-0.7326085,-0.8375922,1.9962798,1.7862979,-0.5423563,-0.4812443,-0.061112
22,-0.44995567,0.2205656,"('untrustworthy', 'trustworthy')",0.099464886,0.068222925,-1.8673427,-1.3454739,-0.72534883,-0.7392122,-1.4295175,-1.1790377,-0.8745399,-0.594987,-0.2795529
62,-0.4152701,-0.07814812,"('incompetent', 'brilliant')",-0.12498297,0.17109634,-2.6739573,-2.2711322,-0.5755338,-0.51919603,0.03046725,0.4025922,-0.7518554,-0.4589576,-0.2928978
