,sunoco_male,sunoco_female,tuple,inc_male,inc_female,average_male,average_female,male-female
45,-1.5991026,-1.5756819,"('incompetent', 'competent')",-0.36578828,-0.64018863,-0.9824455,-1.1079353,0.1254898
10,-1.4517308,-1.3242824,"('unsympathetic', 'sympathetic')",-0.7801465,-0.9847437,-1.1159387,-1.1545131,0.0385744
68,-1.3100535,-1.2521764,"('dependent', 'independent')",-0.62958884,-0.6996322,-0.9698212,-0.9759043,0.0060831
82,-1.3068655,-1.3121259,"('poor', 'rich')",6.1143827,5.823452,2.4037585,2.2556629,0.1480956
73,1.2420214,1.2711377,"('helpless', 'self-reliant')",-2.6833756,-2.7348094,-0.7206771,-0.7318358,0.0111587
55,-1.2353157,-1.1426374,"('incompetent', 'clever')",-0.19594267,-0.38262486,-0.7156292,-0.7626311,0.0470019
57,-1.1234562,-1.0997745,"('unimaginative', 'imaginative')",-2.6870792,-2.890921,-1.9052677,-1.9953477,0.09008
70,-1.1066302,-1.2185465,"('lethargic', 'energetic')",0.37876916,-0.018993165,-0.3639305,-0.6187698,0.2548393
86,-1.1053295,-0.87829703,"('uninfluential', 'influential')",-0.50084066,-0.56552875,-0.8030851,-0.7219129,-0.0811722
6,-1.1013534,-0.79426646,"('distant', 'open')",0.19936031,0.51567686,-0.4509965,-0.1392948,-0.3117017
18,-1.0504695,-0.61804086,"('disagreeable', 'welcoming')",-0.6604271,-0.24888739,-0.8554483,-0.4334641,-0.4219842
85,1.0479494,1.3610355,"('insignificant', 'prestigious')",0.8612088,1.3939135,0.9545791,1.3774745,-0.4228954
46,-0.9669089,-1.0574363,"('uncompetitive', 'competitive')",-0.76922274,-1.1344774,-0.8680658,-1.0959568,0.227891
53,-0.9467737,-0.5881244,"('uncreative', 'creative')",0.69793403,0.787585,-0.1244198,0.0997303,-0.2241501
69,0.93336666,0.96927017,"('lazy', 'industrious')",-0.5277534,-0.100340836,0.2028066,0.4344647,-0.2316581
22,-0.92830396,-0.94620275,"('untrustworthy', 'trustworthy')",-1.2454978,-1.4104977,-1.0869009,-1.1783502,0.0914493
28,-0.89813447,-0.73871404,"('disloyal', 'loyal')",0.7176286,0.69858825,-0.0902529,-0.0200629,-0.07019
19,-0.87458724,-0.51231664,"('inhospitable', 'hospitable')",0.06687489,0.31837606,-0.4038562,-0.0969703,-0.3068859
51,-0.86083406,-0.9261463,"('uneducated', 'educated')",0.40376776,0.2509925,-0.2285331,-0.3375769,0.1090438
39,0.8491961,1.0877682,"('exploitative', 'cooperative')",0.021540355,0.18950379,0.4353682,0.638636,-0.2032678
8,-0.78407276,-0.72524166,"('unaffectionate', 'affectionate')",0.65043557,0.7619794,-0.0668186,0.0183689,-0.0851875
13,-0.7414715,-0.731908,"('impolite', 'polite')",-0.6944124,-0.7827255,-0.717942,-0.7573168,0.0393748
78,-0.73889685,-1.0325973,"('nonresilient', 'resilient')",0.32559016,0.07373239,-0.2066533,-0.4794325,0.2727792
0,-0.72450817,-0.41744658,"('unsociable', 'sociable')",-0.83817995,-0.85020417,-0.7813441,-0.6338254,-0.1475187
33,0.69419396,0.84218013,"('wrong', 'right')",-0.41418827,-0.24229357,0.1400028,0.2999433,-0.1599405
43,-0.68257093,-0.59830856,"('irresponsible', 'responsible')",0.22037491,0.23743378,-0.231098,-0.1804374,-0.0506606
1,-0.6783096,-0.4380671,"('unfriendly', 'friendly')",1.9742202,2.102645,0.6479553,0.8322889,-0.1843336
3,-0.64545226,-0.47537825,"('repellent', 'pleasant')",0.14317334,-0.08555823,-0.2511395,-0.2804682,0.0293287
2,0.6314223,0.93465024,"('unlikable', 'likable')",0.51744497,0.8522231,0.5744336,0.8934367,-0.3190031
41,-0.59952664,-0.30893433,"('unforgiving', 'forgiving')",-0.43141508,-0.23336169,-0.5154709,-0.271148,-0.2443229
83,0.5940097,0.7023735,"('powerless', 'powerful')",-1.016877,-0.9770449,-0.2114337,-0.1373357,-0.074098
77,-0.5899926,-0.5151866,"('unmotivated', 'motivated')",-1.2347414,-1.426021,-0.912367,-0.9706038,0.0582368
81,-0.56529367,-0.49048942,"('submissive', 'aggressive')",-0.9281941,-1.1344254,-0.7467439,-0.8124574,0.0657135
5,-0.54466116,-0.24804395,"('distant', 'outgoing')",-0.3167873,-0.0074562617,-0.4307242,-0.1277501,-0.3029741
24,-0.5406869,-0.27646473,"('dishonest', 'honest')",0.5838634,0.6566016,0.0215882,0.1900684,-0.1684802
