,sunoco_male,sunoco_female,tuple,inc_male,inc_female,average_male,average_female,male-female
71,0.49856877,0.7041773,"('diffident', 'self-confident')",0.6036723,0.59875655,0.5511205,0.651467,-0.1003465
20,-0.47304586,-0.3800129,"('rough', 'thoughtful')",1.082351,1.0414234,0.3046526,0.3307053,-0.0260527
7,-0.47253448,-0.25807542,"('insensitive', 'sensitive')",0.5534542,0.31693083,0.0404599,0.0294277,0.0110322
61,-0.42930892,-0.16436508,"('illogical', 'logical')",0.017837243,0.11388555,-0.2057358,-0.0252398,-0.180496
36,-0.4287628,-0.20863707,"('hostile', 'amicable')",0.4343166,0.75301886,0.0027769,0.2721909,-0.269414
87,0.40893316,0.45379466,"('unsuccessful', 'successful')",0.80850095,0.69264305,0.6087171,0.5732188,0.0354983
31,-0.40596345,-0.33455902,"('evil', 'good')",-0.7402138,-0.4013122,-0.5730886,-0.3679356,-0.205153
27,-0.39952165,-0.49664003,"('hardhearted', 'softhearted')",1.4016722,1.3503772,0.5010753,0.4268686,0.0742067
84,0.39781368,0.57267267,"('inferior', 'superior')",1.0209507,1.1082425,0.7093822,0.8404576,-0.1310754
23,-0.38779324,-0.27472365,"('insincere', 'sincere')",5.5654893,5.2485228,2.5888481,2.4868996,0.1019485
21,-0.36855838,-0.20423283,"('immoral', 'moral')",-0.9459602,-1.0269136,-0.6572593,-0.6155732,-0.0416861
49,-0.32945096,-0.13514274,"('unable', 'able')",-0.5701589,-0.48557937,-0.4498049,-0.3103611,-0.1394438
56,-0.31434622,-0.37305441,"('impractical', 'practical')",-0.3369993,-0.5400649,-0.3256727,-0.4565597,0.130887
54,-0.31154096,-0.064222425,"('incapable', 'capable')",1.1913636,1.2577381,0.4399113,0.5967578,-0.1568465
72,0.30640393,0.20913038,"('unambitious', 'ambitious')",-0.6535552,-0.8804155,-0.1735756,-0.3356426,0.162067
63,-0.30599678,-0.4141533,"('unperceptive', 'insightful')",0.8375184,0.33173013,0.2657608,-0.0412116,0.3069724
64,-0.29943842,-0.050968003,"('shy', 'confident')",-6.70684,-6.510172,-3.5031393,-3.28057,-0.2225693
16,0.29807532,0.44537273,"('unpopular', 'popular')",0.55935025,0.71485144,0.4287128,0.5801121,-0.1513993
75,0.2938257,0.025668595,"('meek', 'impulsive')",-0.044547945,-0.03987474,0.1246389,-0.0071031,0.131742
67,0.28536433,0.46563235,"('doubtful', 'determined')",-0.60539514,-0.26696256,-0.1600154,0.0993349,-0.2593503
44,0.2850777,0.04409815,"('prejudiced', 'unprejudiced')",-1.3232263,-1.3064432,-0.5190743,-0.6311725,0.1120982
11,-0.28297004,-0.43294203,"('unhelpful', 'helpful')",1.4732258,1.2776368,0.5951279,0.4223474,0.1727805
4,0.26201358,0.24730107,"('disliked', 'liked')",-6.167862,-6.016338,-2.9529243,-2.8845184,-0.0684059
48,0.24581748,0.21544811,"('unintelligent', 'intelligent')",0.5428092,0.37483346,0.3943133,0.2951408,0.0991725
40,-0.24543414,-0.16980428,"('stingy', 'generous')",-1.4974041,-1.5685725,-0.8714191,-0.8691884,-0.0022307
14,-0.24258757,-0.03246277,"('antisocial', 'social')",-0.8083253,-0.81280565,-0.5254564,-0.4226342,-0.1028222
29,-0.23969086,-0.26090184,"('unfair', 'fair')",-0.54281443,-0.46616977,-0.3912526,-0.3635358,-0.0277168
32,-0.23210266,-0.06356267,"('unkind', 'kind')",0.60051167,0.508487,0.1842045,0.2224622,-0.0382577
37,-0.22768344,-0.4247564,"('fake', 'genuine')",0.30543065,0.13391468,0.0388736,-0.1454209,0.1842945
65,-0.22583213,-0.31901735,"('insecure', 'secure')",-0.5621618,-0.8995557,-0.393997,-0.6092865,0.2152895
52,-0.2224214,0.08636221,"('irrational', 'rational')",0.13720596,0.57331485,-0.0426077,0.3298385,-0.3724462
42,-0.21880186,-0.085129976,"('unreliable', 'reliable')",-3.2012165,-3.3379257,-1.7100091,-1.7115278,0.0015187
26,0.20768568,0.35234016,"('hardhearted', 'benevolent')",1.6726031,1.8707274,0.9401444,1.1115338,-0.1713894
9,-0.18117791,-0.07217861,"('unaffectionate', 'caring')",0.91959447,0.89932275,0.3692083,0.4135721,-0.0443638
66,0.18056612,0.19310786,"('inactive', 'active')",0.92372954,1.1220034,0.5521478,0.6575556,-0.1054078
47,-0.15772459,0.08240353,"('stupid', 'smart')",5.096967,5.079157,2.4696214,2.5807803,-0.1111589
38,0.14442717,0.04257174,"('untruthful', 'truthful')",0.096687734,0.078678966,0.1205574,0.0606254,0.059932
35,0.13144484,0.23292266,"('corrupt', 'incorrupt')",0.22141767,0.63295287,0.1764313,0.4329378,-0.2565065
25,-0.1266927,0.16072436,"('egoistic', 'altruistic')",1.4889996,1.6724924,0.6811535,0.9166084,-0.2354549
74,-0.10001527,0.026310831,"('undedicated', 'dedicated')",-0.12724365,-0.057926044,-0.1136295,-0.0158076,-0.0978219
34,0.09501736,0.11735244,"('mean', 'honorable')",5.914665,5.7822294,3.0048413,2.949791,0.0550503
79,-0.09431763,-0.123843074,"('wavering', 'unwavering')",0.25498354,0.33711305,0.080333,0.106635,-0.026302
17,-0.0823182,0.09204176,"('nasty', 'nice')",-0.49989572,-0.26475677,-0.291107,-0.0863575,-0.2047495
50,0.08149963,0.06511961,"('clumsy', 'skillful')",0.39899844,0.26770177,0.240249,0.1664107,0.0738383
60,0.068440475,0.049751747,"('inefficient', 'efficient')",-0.07675145,-0.44768673,-0.0041555,-0.1989675,0.194812
88,-0.06344309,0.24504086,"('low', 'eminent')",0.20548958,0.3632214,0.0710232,0.3041312,-0.233108
76,0.026824944,0.14146297,"('anxious', 'daring')",0.10570523,-0.02502679,0.0662651,0.0582181,0.008047
58,-0.017101116,-0.05085237,"('undiscriminating', 'discriminating')",0.2236104,0.037315823,0.1032546,-0.0067683,0.1100229
59,0.015554279,0.087910555,"('foolish', 'wise')",0.42361927,0.64070433,0.2195868,0.3643074,-0.1447206
12,-0.012850535,0.012457462,"('unsupportive', 'supportive')",-1.8504093,-1.9447435,-0.9316299,-0.966143,0.0345131
80,-0.00785625,-0.12490439,"('dominated', 'dominating')",-1.4088124,-1.639434,-0.7083343,-0.8821692,0.1738349
62,-0.0067583993,-0.050742604,"('incompetent', 'brilliant')",0.364068,-0.07044311,0.1786548,-0.0605929,0.2392477
15,0.0030976161,0.011602297,"('boring', 'funny')",0.4472046,0.6435339,0.2251511,0.3275681,-0.102417
30,-0.0013575926,0.49762657,"('intolerant', 'tolerant')",0.7784702,1.0573695,0.3885563,0.777498,-0.3889417
