,corning_male,corning_female,tuple,inc_male,inc_female,average_male,average_female,male-female
79,-0.7347275,-0.9195205,"('wavering', 'unwavering')",0.17967254,0.30819067,-0.2775275,-0.3056649,0.0281374
15,-0.72040725,-0.59284216,"('boring', 'funny')",0.23452243,0.44945517,-0.2429424,-0.0716935,-0.1712489
67,0.7161347,0.50544345,"('doubtful', 'determined')",-0.7005677,-0.69847745,0.0077835,-0.096517,0.1043005
57,-0.7001371,-0.42180496,"('unimaginative', 'imaginative')",-2.5246642,-2.5800586,-1.6124007,-1.5009317,-0.111469
26,-0.6546091,-0.61115515,"('hardhearted', 'benevolent')",1.8016434,1.6279316,0.5735171,0.5083882,0.0651289
52,-0.63733083,-0.470657,"('irrational', 'rational')",0.13607682,0.32647657,-0.250627,-0.0720902,-0.1785368
86,-0.60539126,-0.69349134,"('uninfluential', 'influential')",0.19225171,-0.20362994,-0.2065698,-0.4485607,0.2419909
13,0.60337496,0.50033385,"('impolite', 'polite')",-0.4509767,-0.55308306,0.0761991,-0.0263746,0.1025737
18,-0.591878,-0.7056778,"('disagreeable', 'welcoming')",0.018442228,-0.021087456,-0.2867179,-0.3633826,0.0766647
2,0.5845209,0.43445176,"('unlikable', 'likable')",0.40611923,0.2603068,0.4953201,0.3473793,0.1479408
17,-0.5582688,-0.46580335,"('nasty', 'nice')",-0.42359403,-0.18633153,-0.4909314,-0.3260674,-0.164864
8,-0.55825126,-0.5656179,"('unaffectionate', 'affectionate')",1.2023282,1.2721131,0.3220385,0.3532476,-0.0312091
69,0.5548695,0.51526636,"('lazy', 'industrious')",-0.2821479,-0.4126726,0.1363608,0.0512969,0.0850639
21,0.5492765,0.42021728,"('immoral', 'moral')",-0.41254935,-0.78883004,0.0683636,-0.1843064,0.25267
72,-0.51134104,-0.38382787,"('unambitious', 'ambitious')",-0.8255755,-0.80546033,-0.6684582,-0.5946441,-0.0738141
28,-0.4977269,-0.3567913,"('disloyal', 'loyal')",0.8949924,0.86429787,0.1986328,0.2537533,-0.0551205
33,0.49560034,0.59674037,"('wrong', 'right')",-0.41693848,-0.3374811,0.0393309,0.1296296,-0.0902987
41,0.49393022,0.5417005,"('unforgiving', 'forgiving')",0.10496848,-0.03905917,0.2994494,0.2513207,0.0481287
82,-0.46193552,-0.5581951,"('poor', 'rich')",5.870318,5.8263116,2.7041912,2.6340582,0.070133
85,-0.4527491,-0.3362569,"('insignificant', 'prestigious')",0.6643625,0.88733137,0.1058067,0.2755373,-0.1697306
51,0.43440914,0.31240404,"('uneducated', 'educated')",0.7703284,0.58156186,0.6023688,0.4469829,0.1553859
66,-0.41369742,-0.32943764,"('inactive', 'active')",0.69593084,0.6532066,0.1411167,0.1618845,-0.0207678
68,-0.39363995,-0.41565007,"('dependent', 'independent')",-0.10003193,-0.0402506,-0.2468359,-0.2279503,-0.0188856
81,0.39033043,0.30607745,"('submissive', 'aggressive')",-0.8810726,-1.189958,-0.2453711,-0.4419402,0.1965691
9,-0.37449694,-0.35875607,"('unaffectionate', 'caring')",1.4917567,1.478373,0.5586299,0.5598085,-0.0011786
23,-0.36870867,-0.6118475,"('insincere', 'sincere')",5.920044,5.853085,2.7756677,2.6206188,0.1550489
24,-0.3300944,-0.36650547,"('dishonest', 'honest')",0.7395627,0.76228315,0.2047341,0.1978888,0.0068453
55,0.32656723,0.34536648,"('incompetent', 'clever')",0.025273062,-0.11569242,0.1759201,0.114837,0.0610831
71,0.32650203,0.34262717,"('diffident', 'self-confident')",0.59919924,0.69125164,0.4628506,0.5169394,-0.0540888
43,0.32639602,0.05182598,"('irresponsible', 'responsible')",0.7946219,0.45984015,0.560509,0.2558331,0.3046759
34,0.32414836,0.2754429,"('mean', 'honorable')",6.154845,6.116833,3.2394967,3.1961381,0.0433586
12,0.2919818,0.25367022,"('unsupportive', 'supportive')",-1.2020708,-1.3371493,-0.4550445,-0.5417395,0.086695
3,-0.28949687,-0.19580811,"('repellent', 'pleasant')",-0.050968666,-0.1225272,-0.1702328,-0.1591676,-0.0110652
25,0.28669283,0.32942066,"('egoistic', 'altruistic')",1.6246471,1.6835445,0.95567,1.0064826,-0.0508126
63,-0.27956778,-0.38188294,"('unperceptive', 'insightful')",1.2567133,1.1962397,0.4885727,0.4071784,0.0813943
11,-0.2783029,-0.46207,"('unhelpful', 'helpful')",1.9377822,1.8693907,0.8297396,0.7036604,0.1260792
87,0.2628316,0.23781571,"('unsuccessful', 'successful')",0.75669855,0.7922162,0.5097651,0.515016,-0.0052509
50,0.24630637,0.0965682,"('clumsy', 'skillful')",0.3916077,0.40730327,0.318957,0.2519357,0.0670213
74,0.24567284,0.27545202,"('undedicated', 'dedicated')",0.2977795,0.07585716,0.2717262,0.1756546,0.0960716
84,0.24565451,0.28509343,"('inferior', 'superior')",1.0721945,1.2576452,0.6589245,0.7713693,-0.1124448
4,-0.23999251,0.048555125,"('disliked', 'liked')",-6.308637,-6.1836095,-3.2743149,-3.0675273,-0.2067876
49,-0.23351693,-0.5081937,"('unable', 'able')",0.18668845,0.29964948,-0.0234142,-0.1042721,0.0808579
20,-0.2297293,-0.05016687,"('rough', 'thoughtful')",1.0235543,1.0404766,0.3969125,0.4951549,-0.0982424
64,0.22963344,0.0007905336,"('shy', 'confident')",-6.7594643,-6.896416,-3.2649155,-3.4478128,0.1828973
22,-0.22417627,-0.18367028,"('untrustworthy', 'trustworthy')",-0.9876851,-0.87584007,-0.6059307,-0.5297552,-0.0761755
7,0.19777629,0.12252403,"('insensitive', 'sensitive')",0.97246593,0.8289475,0.5851211,0.4757358,0.1093853
58,-0.19558911,0.1458117,"('undiscriminating', 'discriminating')",0.20321715,0.30277738,0.003814,0.2242945,-0.2204805
0,-0.19171531,-0.24044216,"('unsociable', 'sociable')",-0.3455246,-0.58494383,-0.26862,-0.412693,0.144073
83,-0.18923265,-0.1845012,"('powerless', 'powerful')",-1.0776631,-1.0248247,-0.6334479,-0.604663,-0.0287849
75,-0.18461704,0.068265386,"('meek', 'impulsive')",-0.5679552,-0.36304647,-0.3762861,-0.1473905,-0.2288956
29,-0.17846504,-0.10490694,"('unfair', 'fair')",-0.2781164,-0.13729501,-0.2282907,-0.121101,-0.1071897
46,-0.17135079,-0.30228287,"('uncompetitive', 'competitive')",-0.6585729,-0.9476051,-0.4149618,-0.624944,0.2099822
32,-0.16781165,-0.45881885,"('unkind', 'kind')",1.1804777,0.9064891,0.5063331,0.2238351,0.282498
44,-0.16488194,-0.43936417,"('prejudiced', 'unprejudiced')",-1.7104378,-1.8661139,-0.9376599,-1.152739,0.2150791
77,-0.1032563,-0.3477966,"('unmotivated', 'motivated')",-1.012266,-1.2711377,-0.5577612,-0.8094671,0.2517059
54,-0.09532225,-0.39449254,"('incapable', 'capable')",1.2459003,1.3020301,0.575289,0.4537688,0.1215202
19,-0.08905523,-0.10446207,"('inhospitable', 'hospitable')",0.51855755,0.62970257,0.2147512,0.2626202,-0.047869
76,-0.085965544,-0.09263094,"('anxious', 'daring')",-0.107152514,-0.16096511,-0.096559,-0.126798,0.030239
65,0.084032536,-0.08208424,"('insecure', 'secure')",-0.6380995,-0.65338963,-0.2770335,-0.3677369,0.0907034
40,-0.07997273,0.21909574,"('stingy', 'generous')",-1.2666317,-1.2093925,-0.6733022,-0.4951484,-0.1781538
45,0.07322523,0.20405857,"('incompetent', 'competent')",-0.13153762,-0.21520382,-0.0291562,-0.0055726,-0.0235836
59,-0.061898895,-0.23955178,"('foolish', 'wise')",0.4528285,0.60143006,0.1954648,0.1809391,0.0145257
10,-0.05931229,-0.09081156,"('unsympathetic', 'sympathetic')",0.012117228,-0.29038927,-0.0235975,-0.1906004,0.1670029
48,-0.05681543,-0.20143485,"('unintelligent', 'intelligent')",0.83296454,0.61266804,0.3880745,0.2056166,0.1824579
38,0.028179012,0.047322676,"('untruthful', 'truthful')",0.2859911,0.2513195,0.1570851,0.1493211,0.007764
61,0.016523499,0.13231443,"('illogical', 'logical')",0.39172575,0.34417236,0.2041246,0.2382434,-0.0341188
27,0.014419656,-0.15584758,"('hardhearted', 'softhearted')",1.9753288,1.8061987,0.9948742,0.8251756,0.1696986
78,0.010273777,-0.16516608,"('nonresilient', 'resilient')",0.6505936,0.5821666,0.3304337,0.2085003,0.1219334
47,0.0038636997,0.15478304,"('stupid', 'smart')",4.9244633,5.0594544,2.4641635,2.6071188,-0.1429553
14,-0.00084004924,0.06744068,"('antisocial', 'social')",-0.81434995,-0.8706102,-0.407595,-0.4015847,-0.0060103
