,american_male,american_female,tuple,electric_male,electric_female,power_male,power_female,co_male,co_female,inc_male,inc_female,average_male,average_female,male-female
4,-0.4478132,-0.3908631,"('disliked', 'liked')",1.4121956,1.3566234,1.0124213,0.9680227,0.22238009,0.21484223,-6.453653,-6.6881194,-0.8508938,-0.9078988,0.057005
86,0.4451611,0.5881213,"('uninfluential', 'influential')",-0.22158921,-0.45100898,0.7881658,0.64512724,-0.25260255,-0.39819807,0.3857941,0.2051977,0.2289858,0.1178478,0.111138
53,-0.44074497,-0.40485293,"('uncreative', 'creative')",-0.09466781,-0.22328064,0.5543203,0.39217758,-0.2058574,-0.32949612,1.248821,1.2524985,0.2123742,0.1374093,0.0749649
10,0.4244889,0.61737585,"('unsympathetic', 'sympathetic')",-2.7959306,-2.83742,-1.5800039,-1.6543313,-1.4686816,-1.5824039,-0.29325205,-0.2776282,-1.1426758,-1.1468816,0.0042058
46,-0.40609053,-0.22267377,"('uncompetitive', 'competitive')",-1.3986206,-1.467404,-1.1262226,-1.1330808,-0.7340522,-0.8212434,-0.95016044,-1.1047274,-0.9230292,-0.9498259,0.0267967
50,0.40414834,0.26977563,"('clumsy', 'skillful')",0.016539253,-0.07579206,-0.006878212,-0.11192608,-0.35780838,-0.43296814,0.41356814,0.33458853,0.0939138,-0.0032644,0.0971782
41,-0.40022036,-0.2025656,"('unforgiving', 'forgiving')",-1.3707576,-1.475186,-1.0336282,-1.0430022,0.3489618,0.2938589,0.379497,0.13758124,-0.4152295,-0.4578627,0.0426332
82,-0.39194748,-0.1409847,"('poor', 'rich')",-1.5970452,-1.399696,-1.38657,-1.1842507,-0.33549538,-0.10040273,6.341318,6.6736493,0.526052,0.769663,-0.243611
63,0.3811978,0.58035535,"('unperceptive', 'insightful')",-1.2025634,-1.1803164,-0.56968653,-0.54768085,-0.69683534,-0.7251395,0.9655301,1.0812743,-0.2244715,-0.1583014,-0.0661701
42,0.36176616,0.43974975,"('unreliable', 'reliable')",-1.1985326,-1.3418149,-1.011632,-1.1264467,-0.23114376,-0.25301638,-3.1919253,-3.3781276,-1.0542934,-1.1319312,0.0776378
61,-0.35869065,-0.27262568,"('illogical', 'logical')",-0.54483503,-0.5338895,0.3990844,0.4474132,-1.2157446,-1.2980062,0.114389345,0.21482775,-0.3211593,-0.2884561,-0.0327032
25,-0.3503923,-0.17718427,"('egoistic', 'altruistic')",0.7100087,0.739937,1.0468347,1.1301496,0.96501833,1.1354225,1.5337521,1.6310631,0.7810443,0.8918776,-0.1108333
18,0.347863,0.4631838,"('disagreeable', 'welcoming')",-0.2684009,-0.12615594,-1.3170562,-1.2714583,-0.51765555,-0.27694654,-0.25022072,-0.080888525,-0.4010941,-0.2584531,-0.142641
23,-0.3388744,-0.09688544,"('insincere', 'sincere')",-2.391601,-2.297102,-1.1440606,-1.012686,-1.9088123,-1.7818476,5.950463,6.4028745,0.0334229,0.2428707,-0.2094478
57,0.32761803,0.30453014,"('unimaginative', 'imaginative')",-0.12508759,-0.40979165,0.28121775,0.10616264,-0.75913346,-1.023773,-2.701063,-3.1405725,-0.5952896,-0.8326889,0.2373993
69,0.32716084,0.17110561,"('lazy', 'industrious')",1.5804929,1.4638546,1.0315845,0.947469,1.273492,1.28777,-0.6757231,-0.6866639,0.7074014,0.6367071,0.0706943
70,0.31723225,0.56921333,"('lethargic', 'energetic')",-0.96083784,-1.0039669,-1.1150042,-1.1115702,-0.90190274,-0.74093616,0.6724226,0.5923792,-0.397618,-0.3389762,-0.0586418
68,0.30106553,0.27885357,"('dependent', 'independent')",-1.3033698,-1.2418958,-1.4083582,-1.4463743,-1.5943878,-1.6535572,-0.52940804,-0.590197,-0.9068916,-0.9306342,0.0237426
67,0.27591345,0.23013654,"('doubtful', 'determined')",-0.11453399,-0.13958046,0.1325629,0.11632741,0.39507693,0.38625354,-0.84890383,-0.8912571,-0.0319769,-0.059624,0.0276471
87,-0.27340207,-0.20843375,"('unsuccessful', 'successful')",-1.0822694,-1.1006314,-0.3872962,-0.47071415,0.042509474,0.1393811,0.8942746,0.9245744,-0.1612367,-0.1431648,-0.0180719
14,-0.2616583,0.025625296,"('antisocial', 'social')",-0.62460506,-0.37694335,-0.0663381,0.13797742,0.24949801,0.5368066,-0.66110647,-0.55589527,-0.272842,-0.0464859,-0.2263561
2,0.25793937,0.42303422,"('unlikable', 'likable')",-0.039356694,-0.023839355,-0.088955656,-0.097297564,0.9055652,0.8853691,0.93709224,0.86977327,0.3944569,0.4114079,-0.016951
76,0.2562198,0.39984107,"('anxious', 'daring')",-1.6230956,-1.5351117,-0.9133052,-0.9030498,-0.4334449,-0.29974854,-0.4786199,-0.35117128,-0.6384492,-0.537848,-0.1006012
32,0.23404528,0.39984736,"('unkind', 'kind')",-1.4148293,-1.352868,-0.51336735,-0.46317023,-0.10827443,-0.023755055,1.2782803,1.4708905,-0.1048291,0.0061889,-0.111018
7,0.23071279,0.40162253,"('insensitive', 'sensitive')",-1.0308487,-0.81775665,-0.3701969,-0.27456194,-1.0488546,-0.8885094,0.91256744,1.1351669,-0.261324,-0.0888077,-0.1725163
38,0.2288428,0.33425847,"('untruthful', 'truthful')",-0.36954737,-0.38939255,0.230339,0.20326772,-1.1135029,-1.0786722,0.15794101,0.32846612,-0.1731855,-0.1204145,-0.052771
71,0.22636692,0.33037996,"('diffident', 'self-confident')",0.31075358,0.239009,0.9924765,0.96701455,-0.67958856,-0.60226816,0.4185018,0.41160077,0.2537021,0.2691472,-0.0154451
20,0.22571686,0.26709753,"('rough', 'thoughtful')",-0.7203422,-0.6496833,-0.49124396,-0.47189873,-0.29988086,-0.24773896,0.6182151,0.5843758,-0.133507,-0.1035695,-0.0299375
56,-0.22062407,0.1671352,"('impractical', 'practical')",-0.4184333,-0.20625055,-0.12423268,0.0163549,-0.626757,-0.4459365,-0.59042627,-0.50083435,-0.3960947,-0.1939063,-0.2021884
43,0.21745405,0.40914884,"('irresponsible', 'responsible')",-1.5560747,-1.5258442,-0.8034663,-0.8228568,-1.264505,-1.1409909,0.49932516,0.59415936,-0.5814533,-0.4972767,-0.0841766
44,-0.2148849,-0.42233014,"('prejudiced', 'unprejudiced')",-0.16716436,-0.23477367,-0.96587515,-1.009331,-0.6392138,-0.5469398,-1.768506,-1.8189126,-0.7511289,-0.8064574,0.0553285
17,-0.16861527,-0.22503221,"('nasty', 'nice')",-0.34955907,-0.32507795,-0.6400371,-0.6549105,-0.059531286,0.14995742,-0.7623481,-0.61652553,-0.3960182,-0.3343178,-0.0617004
35,0.14537144,-0.13461208,"('corrupt', 'incorrupt')",1.0100363,1.0673765,-0.21822384,-0.110401124,-0.20365702,-0.17965382,0.1624649,-0.0052702045,0.1791984,0.1274879,0.0517105
79,0.13668889,0.021710696,"('wavering', 'unwavering')",0.66966444,0.6052936,0.093711294,0.15432844,-0.98758316,-1.0674464,0.23447269,0.09243268,0.0293908,-0.0387362,0.068127
33,-0.13601866,-0.23346522,"('wrong', 'right')",1.1293595,0.9984113,1.4468797,1.3762941,0.05875811,0.010844216,-0.25701052,-0.3053265,0.4483936,0.3693516,0.079042
15,0.13482939,-0.028119393,"('boring', 'funny')",0.6293842,0.43584046,-0.15979514,-0.29873124,0.27716506,0.1044294,0.7647493,0.6984043,0.3292666,0.1823647,0.1469019
6,-0.13347052,-0.15286826,"('distant', 'open')",0.4890524,0.3560968,0.1615504,0.13938908,-0.7835689,-0.687512,0.44555157,0.66535306,0.035823,0.0640917,-0.0282687
65,-0.13235201,0.030902972,"('insecure', 'secure')",-1.7308706,-1.7240806,-0.7006135,-0.7512059,-0.11643285,-0.19208443,-0.5856178,-0.5445182,-0.6531774,-0.6361972,-0.0169802
75,0.11951883,0.06821199,"('meek', 'impulsive')",1.0266644,0.9473999,0.3580778,0.3367625,-0.056253955,0.091652095,-0.43336627,-0.4919219,0.2029282,0.1904209,0.0125073
54,-0.118844494,-0.20396075,"('incapable', 'capable')",-1.1371089,-1.2089144,-0.00418441,-0.080722004,-1.0752443,-1.068023,1.1080258,1.2542107,-0.2454712,-0.2614819,0.0160107
59,-0.10648989,-0.095656246,"('foolish', 'wise')",0.8405718,0.8483443,1.0893357,1.1041211,-0.016448252,-0.073438734,0.5470389,0.6398996,0.4708016,0.484654,-0.0138524
52,0.099460326,-0.19696485,"('irrational', 'rational')",0.38184157,0.07815187,0.38538268,0.22021443,-0.8498701,-1.0221376,0.1442919,0.0645529,0.0322213,-0.1712367,0.203458
84,-0.092519835,-0.1647997,"('inferior', 'superior')",0.22873512,0.09209471,0.3765335,0.28393912,0.3230277,0.17272125,0.41103384,0.37167424,0.2493621,0.1511259,0.0982362
55,-0.06653733,0.2788235,"('incompetent', 'clever')",-2.269166,-2.1332548,-1.7343762,-1.6159202,-0.49369752,-0.42271942,-0.35274613,-0.2915987,-0.9833047,-0.8369339,-0.1463708
37,-0.06149991,-0.050708614,"('fake', 'genuine')",-0.228705,-0.2891036,-0.050523948,-0.10107645,-0.9199304,-0.929955,0.43218613,0.5064414,-0.1656946,-0.1728804,0.0071858
9,-0.0587122,-0.013568111,"('unaffectionate', 'caring')",-0.74316233,-0.9427648,0.20726441,0.10469064,-0.9868107,-1.0493921,1.6567276,2.0346859,0.0150614,0.0267303,-0.0116689
19,0.057229906,0.14526518,"('inhospitable', 'hospitable')",0.38388205,0.48722214,0.04074435,0.047603894,-0.31857994,-0.39479592,0.32265905,0.35485595,0.0971871,0.1280303,-0.0308432
85,-0.052587833,-0.24884284,"('insignificant', 'prestigious')",0.5907457,0.3033618,1.1350276,0.9903811,0.18917091,0.028531954,0.6898399,0.658661,0.5104393,0.3464186,0.1640207
21,0.05051145,0.23677102,"('immoral', 'moral')",-1.2882386,-1.3773963,-0.3743195,-0.44373807,-0.5546263,-0.6045588,-1.0423864,-0.919599,-0.6418118,-0.6217043,-0.0201075
