,netapp_male,netapp_female,tuple,inc_male,inc_female,average_male,average_female,male-female
6,0.69619524,-0.020544684,"('distant', 'open')",0.24564904,-0.12467779,0.4709221,-0.0726112,0.5435333
86,-0.6875458,-0.9684403,"('uninfluential', 'influential')",0.26066798,0.21832459,-0.2134389,-0.3750578,0.1616189
23,0.66093755,0.8002215,"('insincere', 'sincere')",6.1448345,6.3747826,3.4028859,3.587502,-0.1846161
25,0.64365745,0.4090067,"('egoistic', 'altruistic')",1.8587172,1.6983503,1.2511873,1.0536785,0.1975088
61,0.63254726,0.49618706,"('illogical', 'logical')",0.39494294,0.39113805,0.5137451,0.4436626,0.0700825
78,-0.5684748,-0.77792054,"('nonresilient', 'resilient')",0.22396845,0.057055943,-0.1722532,-0.3604323,0.1881791
58,0.56382275,0.17431936,"('undiscriminating', 'discriminating')",0.43595892,0.22163552,0.4998908,0.1979774,0.3019134
24,-0.5628019,-0.46465743,"('dishonest', 'honest')",0.83542216,1.067943,0.1363101,0.3016428,-0.1653327
82,-0.5612357,-0.25830632,"('poor', 'rich')",6.166162,6.6944513,2.8024631,3.2180724,-0.4156093
0,-0.55916494,-0.5082534,"('unsociable', 'sociable')",-0.35972393,-0.1561399,-0.4594444,-0.3321967,-0.1272477
64,-0.54416615,-0.17882347,"('shy', 'confident')",-6.574236,-6.3563895,-3.559201,-3.2676065,-0.2915945
21,-0.5432005,-0.2120828,"('immoral', 'moral')",-0.72094506,-0.25470537,-0.6320728,-0.2333941,-0.3986787
33,0.5271809,0.20033145,"('wrong', 'right')",-0.5556429,-0.8190722,-0.014231,-0.3093704,0.2951394
4,-0.51563877,-0.6029753,"('disliked', 'liked')",-6.1664453,-6.202467,-3.341042,-3.4027212,0.0616792
51,-0.50662124,-0.3049469,"('uneducated', 'educated')",1.3260677,1.3533071,0.4097232,0.5241801,-0.1144569
60,0.47805563,0.8309324,"('inefficient', 'efficient')",0.124745674,0.42720625,0.3014007,0.6290693,-0.3276686
87,-0.47345388,-0.12481371,"('unsuccessful', 'successful')",0.5043863,0.78683746,0.0154662,0.3310119,-0.3155457
13,-0.46960434,-0.10465504,"('impolite', 'polite')",-0.3359309,-0.014540896,-0.4027676,-0.059598,-0.3431696
83,0.46640113,0.4870255,"('powerless', 'powerful')",-0.9861328,-0.951603,-0.2598658,-0.2322887,-0.0275771
31,0.46075368,-0.5326371,"('evil', 'good')",-0.41867507,-1.0360837,0.0210393,-0.7843604,0.8053997
22,-0.45154226,-0.41219363,"('untrustworthy', 'trustworthy')",-0.6449351,-0.51029533,-0.5482386,-0.4612445,-0.0869941
52,0.4405548,-0.0712336,"('irrational', 'rational')",0.085128866,-0.17089899,0.2628418,-0.1210663,0.3839081
29,-0.4361836,-0.5612805,"('unfair', 'fair')",-0.16411403,-0.45319718,-0.3001488,-0.5072389,0.2070901
44,-0.42766878,-0.05023617,"('prejudiced', 'unprejudiced')",-1.7889292,-1.7114074,-1.108299,-0.8808218,-0.2274772
14,-0.42645416,0.2750132,"('antisocial', 'social')",-0.9246295,-0.27648023,-0.6755418,-0.0007335,-0.6748083
65,-0.41095304,-0.011064023,"('insecure', 'secure')",-0.5326025,-0.050417095,-0.4717778,-0.0307406,-0.4410372
54,0.3950116,0.370871,"('incapable', 'capable')",1.151223,1.2161152,0.7731173,0.7934932,-0.0203759
7,-0.3897181,-0.29168606,"('insensitive', 'sensitive')",1.1899599,1.173651,0.4001209,0.4409825,-0.0408616
77,-0.38425177,-0.5523796,"('unmotivated', 'motivated')",-1.232109,-1.1219153,-0.8081803,-0.8371475,0.0289672
3,-0.3834478,-0.35932696,"('repellent', 'pleasant')",0.15032192,0.26783723,-0.1165629,-0.0457449,-0.070818
9,0.3781902,-0.19039801,"('unaffectionate', 'caring')",1.5554878,1.1801181,0.966839,0.4948601,0.4719789
36,0.36378223,-0.49263588,"('hostile', 'amicable')",0.35894874,-0.11994497,0.3613655,-0.3062904,0.6676559
28,-0.34966135,-0.6157831,"('disloyal', 'loyal')",1.2556087,1.1819518,0.4529737,0.2830843,0.1698894
69,0.31425372,0.21855831,"('lazy', 'industrious')",-0.64973295,-0.8709049,-0.1677396,-0.3261733,0.1584337
79,0.30780554,0.15167084,"('wavering', 'unwavering')",0.08175227,0.020943575,0.1947789,0.0863072,0.1084717
63,-0.2930182,-0.016676184,"('unperceptive', 'insightful')",1.2516388,1.4364537,0.4793103,0.7098888,-0.2305785
19,-0.28871146,-0.53822255,"('inhospitable', 'hospitable')",0.4048378,0.19449154,0.0580632,-0.1718655,0.2299287
5,0.28421432,-0.15310752,"('distant', 'outgoing')",-0.21954179,-0.48086745,0.0323363,-0.3169875,0.3493238
35,0.27560204,-0.047739986,"('corrupt', 'incorrupt')",-0.14032756,-0.4811095,0.0676372,-0.2644247,0.3320619
27,-0.23683593,-0.6225968,"('hardhearted', 'softhearted')",1.7295321,1.3056834,0.7463481,0.3415433,0.4048048
74,0.2351287,0.24998404,"('undedicated', 'dedicated')",0.23595653,0.31933582,0.2355426,0.2846599,-0.0491173
2,-0.2188964,0.07219812,"('unlikable', 'likable')",0.4806071,0.76061255,0.1308554,0.4164053,-0.2855499
49,-0.21263959,0.014848337,"('unable', 'able')",-0.030898914,0.16739178,-0.1217692,0.0911201,-0.2128893
34,-0.20135088,0.002645675,"('mean', 'honorable')",6.032846,6.2798486,2.9157476,3.141247,-0.2254994
47,-0.19424215,0.06700328,"('stupid', 'smart')",5.142201,5.485973,2.4739795,2.7764881,-0.3025086
40,0.1886783,-0.041788302,"('stingy', 'generous')",-1.1042464,-1.2833165,-0.4577841,-0.6625524,0.2047683
38,-0.17931381,0.016391974,"('untruthful', 'truthful')",0.09916127,0.23139237,-0.0400763,0.1238922,-0.1639685
88,-0.16715702,0.0057414197,"('low', 'eminent')",0.31902337,0.58537215,0.0759332,0.2955568,-0.2196236
18,-0.1614674,-0.14755324,"('disagreeable', 'welcoming')",0.091478646,0.04454945,-0.0349944,-0.0515019,0.0165075
53,0.1579278,-0.23401052,"('uncreative', 'creative')",1.3516313,1.0820695,0.7547795,0.4240295,0.33075
62,-0.12659736,0.5601328,"('incompetent', 'brilliant')",-0.119755894,0.5431689,-0.1231766,0.5516509,-0.6748275
67,-0.12657315,0.34143633,"('doubtful', 'determined')",-1.048689,-0.64793944,-0.5876311,-0.1532516,-0.4343795
12,-0.121498965,-0.11750238,"('unsupportive', 'supportive')",-1.4590193,-1.4098086,-0.7902591,-0.7636555,-0.0266036
17,0.10912092,-0.087655425,"('nasty', 'nice')",-0.64831686,-0.6593997,-0.269598,-0.3735276,0.1039296
48,0.097929046,-0.09246139,"('unintelligent', 'intelligent')",0.8684196,0.6855922,0.4831743,0.2965654,0.1866089
8,-0.08777333,-0.6758905,"('unaffectionate', 'affectionate')",1.1805785,0.67379266,0.5464026,-0.0010489,0.5474515
20,-0.083345726,-0.21234505,"('rough', 'thoughtful')",0.8691221,0.63889974,0.3928882,0.2132773,0.1796109
56,-0.07323341,0.6329618,"('impractical', 'practical')",-0.38974693,0.26644188,-0.2314902,0.4497018,-0.681192
41,0.07274359,-0.21109419,"('unforgiving', 'forgiving')",0.38580805,0.30562127,0.2292758,0.0472635,0.1820123
11,0.055679258,0.33589694,"('unhelpful', 'helpful')",1.8729774,2.1108913,0.9643283,1.2233942,-0.2590659
75,0.039362125,0.1291511,"('meek', 'impulsive')",-0.47626698,-0.5060276,-0.2184524,-0.1884382,-0.0300142
50,-0.024835676,0.14632668,"('clumsy', 'skillful')",0.10938017,0.070160106,0.0422722,0.1082434,-0.0659712
16,0.0204546,-0.027679324,"('unpopular', 'popular')",0.37716532,0.48572782,0.19881,0.2290242,-0.0302142
32,0.015333213,0.1614327,"('unkind', 'kind')",1.18918,1.5072572,0.6022566,0.834345,-0.2320884
