,altria_male,altria_female,tuple,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
0,-1.4173703,-1.4712692,"('unsociable', 'sociable')",0.6246558,0.6096117,-0.501779,-0.45629913,-0.4314979,-0.4393189,0.007821
1,-1.3995484,-1.6927985,"('unfriendly', 'friendly')",-0.6113546,-0.6705104,1.4365668,1.1773621,-0.1914454,-0.3953156,0.2038702
31,-1.3396938,-1.3099562,"('evil', 'good')",-1.9581317,-1.8661925,-1.4796532,-1.6243687,-1.5924929,-1.6001724,0.0076795
86,-1.2255481,-1.432788,"('uninfluential', 'influential')",0.39401323,0.2702752,-0.022162981,0.046754327,-0.284566,-0.3719195,0.0873535
79,-1.1782135,-1.1287867,"('wavering', 'unwavering')",-2.6353655,-2.5753512,-0.16300763,-0.3211364,-1.3255289,-1.3417581,0.0162292
73,1.1512493,1.1886016,"('helpless', 'self-reliant')",-0.004333066,0.048183706,-3.3728843,-3.231359,-0.7419893,-0.6648579,-0.0771314
19,-1.1062617,-1.2190914,"('inhospitable', 'hospitable')",-2.0230572,-2.1063297,-0.2791963,-0.372446,-1.1361717,-1.2326224,0.0964507
53,-1.0968391,-1.2517481,"('uncreative', 'creative')",-0.330495,-0.6018851,1.2133269,0.9935857,-0.0713357,-0.2866825,0.2153468
10,-1.0883886,-1.1567204,"('unsympathetic', 'sympathetic')",0.53378314,0.5174873,0.2146524,0.34035996,-0.1133177,-0.0996244,-0.0136933
6,-1.0528103,-1.3317959,"('distant', 'open')",-2.3790567,-2.35959,0.038317874,-0.1388753,-1.1311831,-1.2767537,0.1455706
85,-1.0375896,-1.2238232,"('insignificant', 'prestigious')",-1.4566963,-1.6845126,-0.27236515,-0.7538753,-0.922217,-1.220737,0.29852
52,-0.99763197,-0.95563483,"('irrational', 'rational')",-1.647182,-1.7323338,-0.29054123,-0.64739835,-0.9784517,-1.1117891,0.1333374
67,0.99547213,1.0379633,"('doubtful', 'determined')",0.69980097,0.8197103,-0.3099029,-0.17684771,0.4617901,0.5602753,-0.0984852
30,0.93167084,0.96060705,"('intolerant', 'tolerant')",0.98958427,0.9502676,1.2328657,1.3140837,1.0513736,1.0749861,-0.0236125
9,-0.899746,-1.2720999,"('unaffectionate', 'caring')",-0.5364155,-0.60449696,0.93898445,0.91428655,-0.1657257,-0.3207701,0.1550444
57,-0.88900024,-0.96689415,"('unimaginative', 'imaginative')",-0.22808562,-0.21872854,-2.2974854,-2.1984935,-1.1381904,-1.1280387,-0.0101517
87,-0.87649864,-0.7004149,"('unsuccessful', 'successful')",0.9589721,1.1089978,0.7707906,0.6138116,0.2844213,0.3407982,-0.0563769
