,sun_male,sun_female,tuple,microsystems_male,microsystems_female,inc_male,inc_female,average_male,average_female,male-female
21,-1.1258152,-1.2396848,"('immoral', 'moral')",-2.6082196,-2.5423176,-1.0615668,-0.6774507,-1.5985339,-1.4864844,-0.1120495
58,-1.1004089,-1.3934635,"('undiscriminating', 'discriminating')",-0.79576564,-0.8112747,-0.16334292,-0.19068228,-0.6865058,-0.7984734,0.1119676
14,-1.0778387,-1.4542332,"('antisocial', 'social')",-1.4653603,-1.3447922,-0.5816817,-0.4384022,-1.0416269,-1.0791426,0.0375157
33,1.0320827,1.0974958,"('wrong', 'right')",1.2362249,1.3050133,-0.19734934,-0.4686464,0.6903195,0.6446209,0.0456986
24,-1.0154642,-1.1381805,"('dishonest', 'honest')",-3.0266924,-3.332653,0.40762982,0.46564803,-1.211509,-1.3350619,0.1235529
13,-0.98877066,-1.1886892,"('impolite', 'polite')",-1.5541134,-1.616396,-0.24007553,0.025332503,-0.9276532,-0.9265842,-0.001069
25,0.9805879,1.0967133,"('egoistic', 'altruistic')",1.8096406,1.7727722,1.7685388,1.5476233,1.5195891,1.4723695,0.0472196
59,0.9583139,1.0725925,"('foolish', 'wise')",0.7373779,0.5702199,-0.084231675,-0.38606367,0.5371534,0.4189162,0.1182372
60,-0.9312377,-1.073961,"('inefficient', 'efficient')",-2.0345044,-1.9316392,-0.1771384,0.16840914,-1.0476268,-0.9457304,-0.1018964
78,-0.9234438,-0.53648436,"('nonresilient', 'resilient')",0.752229,1.3903695,0.25982207,0.78344905,0.0295358,0.5457781,-0.5162423
50,-0.8874769,-0.75853515,"('clumsy', 'skillful')",0.8281494,1.0122466,0.12718976,0.15725122,0.0226207,0.1369876,-0.1143669
44,-0.88322943,-0.6526448,"('prejudiced', 'unprejudiced')",0.73461217,0.7536269,-1.0197479,-1.2748406,-0.389455,-0.3912862,0.0018312
48,0.8257886,0.7822341,"('unintelligent', 'intelligent')",-0.09756988,-0.19718483,0.6095939,0.7438747,0.4459376,0.4429746,0.002963
11,-0.8128229,-0.8210357,"('unhelpful', 'helpful')",-0.95707744,-1.0757436,1.6408834,1.5539128,-0.0430056,-0.1142888,0.0712832
73,0.75623024,0.810647,"('helpless', 'self-reliant')",1.1202586,1.0710744,-2.9080935,-3.295582,-0.3438682,-0.4712869,0.1274187
52,0.75581425,0.57933563,"('irrational', 'rational')",1.6423856,1.4013753,-0.3438285,-0.73808706,0.6847905,0.414208,0.2705825
28,-0.7392239,-0.99659234,"('disloyal', 'loyal')",-1.4391487,-1.5528857,0.43466482,0.43511224,-0.5812359,-0.7047886,0.1235527
65,-0.7362407,-0.82371265,"('insecure', 'secure')",-2.1084647,-2.0857317,-0.8743931,-0.56344575,-1.2396995,-1.15763,-0.0820695
4,-0.6861391,-0.9998736,"('disliked', 'liked')",0.67996126,0.685622,-5.545598,-6.3881044,-1.850592,-2.2341186,0.3835266
66,-0.67972225,-0.51065737,"('inactive', 'active')",-0.33186102,-0.13745084,0.88226527,0.92875844,-0.043106,0.0935501,-0.1366561
20,0.66937447,0.6314809,"('rough', 'thoughtful')",0.72590995,0.67650175,1.48507,1.336813,0.9601181,0.8815986,0.0785195
38,-0.64428973,-0.69503003,"('untruthful', 'truthful')",-0.9049185,-1.0296338,-0.04959014,-0.17296095,-0.5329328,-0.6325416,0.0996088
0,-0.6427347,-1.0100558,"('unsociable', 'sociable')",-1.9121974,-1.844218,-0.70156795,-0.4604937,-1.0855,-1.1049225,0.0194225
37,-0.6367442,-0.59347194,"('fake', 'genuine')",-0.6678803,-0.62500304,0.14344087,0.1994834,-0.3870612,-0.3396639,-0.0473973
26,0.6016363,0.321043,"('hardhearted', 'benevolent')",1.1833653,1.0272363,1.7578977,1.3750603,1.1809665,0.9077799,0.2731866
7,-0.59730077,-0.627538,"('insensitive', 'sensitive')",-1.273892,-1.2751667,0.30616558,0.5407484,-0.5216757,-0.4539855,-0.0676902
8,0.5832094,0.6640932,"('unaffectionate', 'affectionate')",0.4033262,0.2607497,0.28391203,0.11568065,0.4234825,0.3468412,0.0766413
41,-0.57130355,-0.9317632,"('unforgiving', 'forgiving')",-0.85072446,-1.0648361,0.15494344,-0.034866787,-0.4223615,-0.6771553,0.2547938
35,0.57010746,0.6731917,"('corrupt', 'incorrupt')",2.2900481,2.2535634,0.19830754,-0.27351022,1.0194877,0.884415,0.1350727
88,-0.5028725,-0.94674516,"('low', 'eminent')",-0.28503376,-0.63738847,0.2465846,-0.089874566,-0.1804406,-0.5580027,0.3775621
36,0.49521148,0.33564582,"('hostile', 'amicable')",1.84855,1.64933,0.70315725,0.16971952,1.0156395,0.7182318,0.2974077
74,-0.44558474,-0.59223056,"('undedicated', 'dedicated')",-0.89365864,-0.6456416,-0.05251365,0.08695267,-0.463919,-0.3836398,-0.0802792
1,0.44267717,0.40652585,"('unfriendly', 'friendly')",-0.0065505058,-0.16508421,1.7074139,1.2945751,0.7145135,0.5120056,0.2025079
75,-0.42410928,-0.36370492,"('meek', 'impulsive')",0.8850211,0.8108421,-0.10869938,-0.2794039,0.1174041,0.0559111,0.061493
32,-0.4193576,-0.547997,"('unkind', 'kind')",-1.3190403,-1.3083495,0.8009299,0.76305336,-0.3124893,-0.3644311,0.0519418
17,0.3923083,0.09344405,"('nasty', 'nice')",0.5673547,0.4943289,-0.2534086,-0.5179246,0.2354181,0.0232828,0.2121353
29,0.39089954,0.46500129,"('unfair', 'fair')",-0.28359723,0.04056803,-0.91486204,-0.8575325,-0.2691866,-0.1173211,-0.1518655
16,0.38990498,0.35721615,"('unpopular', 'popular')",0.74978113,0.6769546,0.61641234,0.56077194,0.5853662,0.5316476,0.0537186
77,-0.36866465,-0.22806565,"('unmotivated', 'motivated')",-0.840778,-0.5990901,-1.1655824,-0.8225584,-0.791675,-0.5499047,-0.2417703
2,0.354477,0.30846286,"('unlikable', 'likable')",0.21767482,0.14343064,0.71173793,0.58849835,0.4279633,0.3467973,0.081166
31,0.33353376,0.38299227,"('evil', 'good')",1.6599402,1.5751505,-0.8085973,-1.0560565,0.3949589,0.3006954,0.0942635
72,-0.28456756,-0.19204473,"('unambitious', 'ambitious')",-1.2662562,-1.2373286,-1.2591957,-0.9344816,-0.9366732,-0.7879516,-0.1487216
15,-0.2815818,-0.6232085,"('boring', 'funny')",-0.18569937,-0.56128097,0.31304502,0.045860108,-0.051412,-0.3795431,0.3281311
54,0.27564698,0.39694056,"('incapable', 'capable')",0.3782431,0.3372799,0.89101154,0.8902865,0.5149672,0.5415023,-0.0265351
86,-0.2648474,-0.34084833,"('uninfluential', 'influential')",-1.5416067,-1.4232906,-0.29531235,0.12147428,-0.7005888,-0.5475549,-0.1530339
3,-0.22915731,-0.25720957,"('repellent', 'pleasant')",-1.2761153,-1.0519043,0.13605064,0.33610976,-0.4564073,-0.3243347,-0.1320726
69,-0.1774706,0.04024508,"('lazy', 'industrious')",2.4978015,2.5693974,-0.22345793,-0.6177659,0.6989576,0.6639589,0.0349987
18,0.17590387,0.14291017,"('disagreeable', 'welcoming')",0.27688906,0.19749855,-0.58316934,-0.80756396,-0.0434588,-0.1557184,0.1122596
79,0.17137991,0.31409281,"('wavering', 'unwavering')",0.3723114,0.34047452,-0.28635058,-0.24646299,0.0857803,0.1360348,-0.0502545
47,-0.16072297,-0.27873114,"('stupid', 'smart')",-0.56574106,-0.7206073,4.6656475,5.205481,1.3130612,1.4020475,-0.0889863
23,-0.11788154,-0.23058943,"('insincere', 'sincere')",-1.7689623,-1.9326508,4.8400173,5.3110366,0.9843912,1.0492655,-0.0648743
40,-0.10657472,-0.13305086,"('stingy', 'generous')",0.4274271,0.5878841,-1.2848393,-1.4309223,-0.321329,-0.325363,0.004034
6,0.09250078,0.16667458,"('distant', 'open')",-0.094667405,0.0033988655,0.11553162,-0.13601425,0.0377883,0.0113531,0.0264352
27,-0.08149643,0.28894734,"('hardhearted', 'softhearted')",-0.4788902,-0.25221136,1.3470775,1.5579054,0.2622303,0.5315471,-0.2693168
53,0.06235402,0.039196625,"('uncreative', 'creative')",0.05557836,0.12705618,0.86467975,0.6744518,0.3275374,0.2802349,0.0473025
61,0.056639098,-0.07079679,"('illogical', 'logical')",-0.52689034,-0.40685803,-0.040527448,0.10529981,-0.1702596,-0.1241183,-0.0461413
49,-0.047868837,-0.16274706,"('unable', 'able')",-0.03816407,-0.02484785,-0.49974197,-0.31914365,-0.1952583,-0.1689128,-0.0263455
19,0.03540612,0.0502747,"('inhospitable', 'hospitable')",-0.024386855,0.0019318713,-0.25703105,-0.38846788,-0.0820039,-0.1120871,0.0300832
67,0.0304005,-0.07374439,"('doubtful', 'determined')",0.19783205,0.15921566,-0.5703022,-0.6165947,-0.1140232,-0.1770411,0.0630179
5,-0.026635509,-0.0015943795,"('distant', 'outgoing')",0.24355271,0.41280732,-0.656208,-0.8726368,-0.1464303,-0.153808,0.0073777
34,0.015616946,0.028700583,"('mean', 'honorable')",-0.48200667,-0.63967514,5.722495,6.08304,1.7520351,1.824022,-0.0719869
30,-0.013116755,-0.49479705,"('intolerant', 'tolerant')",-1.3621863,-1.7287053,0.9061983,0.5863707,-0.1563682,-0.5457106,0.3893424
12,-0.0008677915,0.07297134,"('unsupportive', 'supportive')",-0.81088245,-0.619725,-1.9991754,-1.9501606,-0.9369752,-0.8323048,-0.1046704
