,american_male,american_female,tuple,international_male,international_female,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
51,0.37832615,0.648234,"('uneducated', 'educated')",0.0007758178,0.55097955,0.4126394,0.32238367,0.617573,0.7877103,0.3523286,0.5773269,-0.2249983
83,-0.37757036,-0.34810904,"('powerless', 'powerful')",0.3089398,0.665233,-0.012581032,0.12765965,-0.8849178,-0.82350713,-0.2415323,-0.0946809,-0.1468514
19,0.3599576,0.4605497,"('inhospitable', 'hospitable')",-0.65805197,-0.39309824,-1.7793418,-1.7557609,-0.018629394,-0.15243995,-0.5240164,-0.4601873,-0.0638291
34,-0.3383304,-0.39999536,"('mean', 'honorable')",-0.107541576,-0.04517509,0.14605999,0.20486355,5.6694827,6.1088142,1.3424177,1.4671268,-0.1247091
20,0.32111442,-0.05121232,"('rough', 'thoughtful')",0.7441523,0.14281142,1.449488,1.0574454,1.1544983,0.7049078,0.9173133,0.4634881,0.4538252
37,-0.31520796,-0.47368532,"('fake', 'genuine')",-0.38564712,-0.94767636,-0.39142412,-0.9781031,0.38466537,0.087150626,-0.1769035,-0.5780786,0.4011751
24,0.31438568,-0.047537148,"('dishonest', 'honest')",-0.5962912,-0.8537688,-0.7234434,-0.6855455,0.62211394,0.7608759,-0.0958087,-0.2064939,0.1106852
43,-0.29896486,0.034984045,"('irresponsible', 'responsible')",-1.0632145,-0.6689493,0.08330433,0.41717255,0.25596082,0.7306843,-0.2557286,0.1284729,-0.3842015
31,-0.29168123,-0.7407649,"('evil', 'good')",0.9912968,0.43472195,-0.34822205,-0.5651085,-0.7325195,-1.5501932,-0.0952815,-0.6053362,0.5100547
36,-0.28908774,-0.66152126,"('hostile', 'amicable')",1.120197,1.1129906,-1.3368692,-1.3096037,0.2125481,-0.2764411,-0.073303,-0.2836438,0.2103408
52,0.28471285,-0.29304624,"('irrational', 'rational')",0.6026583,-0.06462994,-0.70215285,-1.1769102,0.3952889,-0.1957299,0.1451268,-0.432579,0.5777058
15,0.2508196,0.19635916,"('boring', 'funny')",0.6122605,0.57537407,-0.93012875,-0.8054752,0.67354155,0.37875447,0.1516232,0.0862531,0.0653701
48,0.23869242,0.31808883,"('unintelligent', 'intelligent')",-0.523336,-0.89660764,-0.42063537,-0.38935664,0.33336914,0.4187493,-0.0929775,-0.1372815,0.044304
63,-0.1855837,-0.23357022,"('unperceptive', 'insightful')",-0.15546273,-0.42813748,1.0298934,0.76791406,1.0732555,0.97838515,0.4405256,0.2711479,0.1693777
38,0.1607853,0.39585313,"('untruthful', 'truthful')",-0.040948287,0.5076484,-0.92264926,-0.40557796,-0.06167902,0.30863008,-0.2161228,0.2016384,-0.4177612
4,-0.15887678,-0.50336677,"('disliked', 'liked')",-0.1045744,0.2963312,-0.72667104,-0.69383246,-5.8638496,-6.510023,-1.713493,-1.8527228,0.1392298
9,0.1557274,-0.030196425,"('unaffectionate', 'caring')",0.1636551,-0.3943233,-0.1941681,-0.5003904,1.2002292,0.9527046,0.3313609,0.0069486,0.3244123
68,0.13582297,0.27034304,"('dependent', 'independent')",-0.7731086,-0.5983078,-0.63072824,-0.7807097,-0.66833216,-0.5582211,-0.4840865,-0.4167239,-0.0673626
67,0.13335994,0.6976415,"('doubtful', 'determined')",-0.47202647,0.36955655,0.36281037,0.533156,-0.9900456,-0.35788667,-0.2414754,0.3106168,-0.5520922
17,-0.12893005,-0.4024597,"('nasty', 'nice')",-0.47348925,-0.75808275,-0.6639569,-0.9905483,-0.39181495,-0.52590865,-0.4145478,-0.6692499,0.2547021
54,-0.12552518,0.023771647,"('incapable', 'capable')",0.27047005,0.47744095,-0.15124331,-0.1910909,1.2130512,1.0797042,0.3016882,0.3474565,-0.0457683
7,-0.12000696,-0.2783848,"('insensitive', 'sensitive')",-0.48681214,-1.0021656,0.12817277,-0.20055799,1.059621,0.69299406,0.1452437,-0.1970286,0.3422723
72,0.118224226,0.54596674,"('unambitious', 'ambitious')",-0.37660342,0.28596652,0.2749522,0.92960435,-0.76787233,-0.37987262,-0.1878248,0.3454162,-0.533241
28,-0.10655855,-0.27127406,"('disloyal', 'loyal')",-0.6509202,-1.0018395,-0.6374272,-0.857269,0.6828341,0.6337182,-0.178018,-0.3741661,0.1961481
76,-0.099944666,0.5805512,"('anxious', 'daring')",-0.41106278,0.4685897,0.40064818,0.98646885,-0.019491967,0.49983987,-0.0324628,0.6338624,-0.6663252
6,-0.08911422,0.10741538,"('distant', 'open')",0.38701218,0.7730379,-1.78969,-1.3782978,0.24441403,0.057787646,-0.3118445,-0.1100142,-0.2018303
80,-0.070168674,-0.49715203,"('dominated', 'dominating')",-0.066792704,-0.6836561,1.1605477,0.29044676,-0.9474105,-0.93900937,0.019044,-0.4573427,0.4763867
59,-0.06615373,-0.3360449,"('foolish', 'wise')",0.7086815,0.60919464,-1.2101783,-1.4950985,0.5843265,0.31940264,0.004169,-0.2256365,0.2298055
74,-0.028823532,0.024336139,"('undedicated', 'dedicated')",0.37691373,0.65900564,0.99412006,1.0638057,0.31742305,0.25310043,0.4149083,0.500062,-0.0851537
84,-0.018617429,-0.030422874,"('inferior', 'superior')",0.040527828,-0.13491824,-0.08990498,-0.2597165,0.5048287,0.3934899,0.1092085,-0.0078919,0.1171004
25,0.017899543,-0.022028685,"('egoistic', 'altruistic')",1.0359524,1.1073625,0.23639823,0.44772482,1.6442277,1.4406033,0.7336195,0.7434155,-0.009796
64,0.009297375,0.2099724,"('shy', 'confident')",-0.40677294,0.2296826,0.7949615,1.1004883,-6.0352025,-6.0267515,-1.4094292,-1.1216521,-0.2877771
70,0.00815744,0.06342664,"('lethargic', 'energetic')",-0.53149956,-0.30057207,0.30850896,0.21233094,0.7977979,0.9487073,0.1457412,0.2309732,-0.085232
42,-0.0069022495,0.112660855,"('unreliable', 'reliable')",-0.2915131,0.41390687,0.3173525,0.8070564,-2.7836761,-2.7050357,-0.6911848,-0.3428529,-0.3483319
88,-0.004324205,0.18724114,"('low', 'eminent')",-0.13208583,-0.14332329,-1.2700261,-0.9677667,0.1495957,0.29499358,-0.3142101,-0.1572138,-0.1569963
44,0.0017926319,0.045761064,"('prejudiced', 'unprejudiced')",0.5569472,1.0001336,-0.27725577,0.13985515,-1.3718413,-1.132461,-0.2725893,0.0133222,-0.2859115
