,analog_male,analog_female,tuple,devices_male,devices_female,inc_male,inc_female,average_male,average_female,male-female
48,1.2534174,1.1052362,"('unintelligent', 'intelligent')",0.96425605,0.79790646,1.0130597,0.9173339,1.076911,0.9401588,0.1367522
43,-1.1758953,-1.0429281,"('irresponsible', 'responsible')",-1.1786876,-1.1739247,0.45093948,0.7213729,-0.6345478,-0.4984933,-0.1360545
41,-1.1497225,-1.2008286,"('unforgiving', 'forgiving')",-0.9358762,-0.8416058,0.11796085,0.3061304,-0.6558793,-0.5787679,-0.0771114
32,-1.143213,-1.0238782,"('unkind', 'kind')",-1.028712,-0.9146397,0.72216827,1.052572,-0.4832523,-0.2953153,-0.187937
87,-1.1054096,-1.1437176,"('unsuccessful', 'successful')",0.64205134,0.4571524,0.8977867,0.7233677,0.1448095,0.0122675,0.132542
22,-1.104593,-1.1276888,"('untrustworthy', 'trustworthy')",-0.8005178,-0.7885498,-0.6936647,-0.4771585,-0.8662585,-0.797799,-0.0684595
84,1.0551935,0.9797871,"('inferior', 'superior')",0.15419732,0.07592901,1.1057158,0.8760148,0.7717022,0.6439103,0.1277919
6,-1.0107914,-0.9878367,"('distant', 'open')",-1.8371358,-1.5563711,-0.3815569,-0.44388118,-1.0764947,-0.9960297,-0.080465
74,-0.98399055,-1.0062561,"('undedicated', 'dedicated')",-0.0019280836,-0.17919299,0.029823316,0.27756086,-0.3186984,-0.3026294,-0.016069
56,0.947276,0.9310431,"('impractical', 'practical')",0.6679863,0.49381205,0.28219762,0.318273,0.6324866,0.5810427,0.0514439
51,-0.9297534,-0.96904206,"('uneducated', 'educated')",0.12458988,0.025466949,0.5251856,0.6387914,-0.093326,-0.1015946,0.0082686
13,-0.90449387,-0.7855031,"('impolite', 'polite')",-0.22605073,-0.29486358,0.1261164,0.22912025,-0.3348094,-0.2837488,-0.0510606
60,0.8896033,0.8229095,"('inefficient', 'efficient')",1.5357038,1.1974005,0.7048713,0.84029865,1.0433928,0.9535362,0.0898566
65,-0.8829256,-0.7412152,"('insecure', 'secure')",0.39965716,0.26840204,0.17046595,0.35231102,-0.1042675,-0.0401674,-0.0641001
79,-0.87173617,-0.7611277,"('wavering', 'unwavering')",-2.0262222,-1.7802469,-0.4717254,-0.58879113,-1.1232279,-1.0433886,-0.0798393
20,0.86601996,0.6838973,"('rough', 'thoughtful')",1.432407,1.2492558,1.1416186,1.059453,1.1466819,0.9975354,0.1491465
59,-0.8534081,-0.752096,"('foolish', 'wise')",-1.7671912,-1.4967735,-0.4048633,-0.47206634,-1.0084875,-0.9069786,-0.1015089
68,-0.8387798,-1.1069059,"('dependent', 'independent')",-0.22793162,-0.5598965,-0.0399279,-0.27256843,-0.3688798,-0.646457,0.2775772
46,-0.8272561,-0.88830584,"('uncompetitive', 'competitive')",0.39023328,0.08991207,0.26206964,0.28784153,-0.0583177,-0.1701841,0.1118664
12,-0.8170334,-0.82423407,"('unsupportive', 'supportive')",-0.4340893,-0.53585744,-1.4849883,-1.4959936,-0.9120371,-0.9520284,0.0399913
75,-0.8143086,-0.7217513,"('meek', 'impulsive')",-0.59623104,-0.5507785,-0.2930937,-0.44991243,-0.5678778,-0.5741474,0.0062696
52,-0.8104198,-0.84878325,"('irrational', 'rational')",-1.537638,-1.3443402,-1.0734632,-1.128475,-1.140507,-1.1071994,-0.0333076
37,-0.803696,-0.96426344,"('fake', 'genuine')",-0.22647536,-0.42569602,0.36402878,0.6118471,-0.2220475,-0.2593708,0.0373233
82,-0.7570268,-0.7146669,"('poor', 'rich')",0.27955568,0.3379166,6.3675623,6.4301023,1.9633636,2.017784,-0.0544204
49,-0.69798994,-0.80353105,"('unable', 'able')",-0.11498146,-0.31187057,0.13679247,0.023633808,-0.225393,-0.3639226,0.1385296
33,0.69307303,0.7154882,"('wrong', 'right')",0.117631406,0.2098138,-0.98229694,-1.1391515,-0.0571975,-0.0712831,0.0140856
8,-0.6801519,-0.75248694,"('unaffectionate', 'affectionate')",-1.1839998,-0.9607294,-0.3121667,-0.19986376,-0.7254395,-0.6376934,-0.0877461
63,-0.6790244,-0.62615156,"('unperceptive', 'insightful')",-0.20290706,-0.33305067,1.3649349,1.3004616,0.1610012,0.1137531,0.0472481
76,-0.6689982,-0.72045225,"('anxious', 'daring')",-0.05785963,-0.41806182,0.6893092,0.89551985,-0.0125162,-0.0809981,0.0684819
44,-0.65729237,-0.7050442,"('prejudiced', 'unprejudiced')",-0.5188765,-0.67987615,-1.1806328,-1.1705666,-0.7856006,-0.851829,0.0662284
17,-0.6553874,-0.6035471,"('nasty', 'nice')",-0.60607135,-0.5215175,-0.60270536,-0.57757664,-0.621388,-0.5675471,-0.0538409
4,-0.5862929,-0.7494656,"('disliked', 'liked')",0.059806377,-0.059418976,-5.6618085,-5.929567,-2.062765,-2.2461505,0.1833855
67,-0.58532566,-0.51594573,"('doubtful', 'determined')",-0.10573316,-0.098406956,-0.6115044,-0.472254,-0.4341877,-0.3622022,-0.0719855
39,0.55648327,0.6254011,"('exploitative', 'cooperative')",0.040105503,0.105661914,-0.047677737,0.07509974,0.1829703,0.2687209,-0.0857506
38,-0.55514425,-0.5233508,"('untruthful', 'truthful')",-0.8129016,-0.7319215,-0.15290646,-0.21162136,-0.5069841,-0.4889646,-0.0180195
61,0.5513925,0.5059834,"('illogical', 'logical')",0.20289679,0.10489469,0.14729373,0.12804465,0.3005277,0.2463076,0.0542201
72,-0.51835567,-0.7212807,"('unambitious', 'ambitious')",-0.68606305,-0.7556813,-1.0053126,-0.91668445,-0.736577,-0.7978822,0.0613052
1,-0.5148781,-0.46362108,"('unfriendly', 'friendly')",-1.5017387,-1.216787,0.91912645,0.94629633,-0.3658301,-0.2447039,-0.1211262
73,0.49722382,0.2826093,"('helpless', 'self-reliant')",0.40648317,0.26480687,-3.1553252,-3.390918,-0.7505394,-0.9478339,0.1972945
28,0.4938971,0.3532334,"('disloyal', 'loyal')",-0.42948556,-0.5142059,0.83047503,0.9714786,0.2982955,0.2701687,0.0281268
3,-0.48788998,-0.46812093,"('repellent', 'pleasant')",-0.14568198,-0.33854353,0.41316903,0.52364355,-0.0734677,-0.0943403,0.0208726
62,-0.4673914,-0.4165811,"('incompetent', 'brilliant')",-0.11650665,-0.29052848,0.3217588,0.32328567,-0.0873798,-0.1279413,0.0405615
29,-0.45648733,-0.4128611,"('unfair', 'fair')",-1.3366464,-1.2936393,-0.76470524,-0.6916295,-0.852613,-0.7993766,-0.0532364
11,-0.43644997,-0.35892463,"('unhelpful', 'helpful')",0.44463333,0.32341114,2.2520323,2.3987923,0.7534053,0.7877596,-0.0343543
21,-0.42792857,-0.6104631,"('immoral', 'moral')",-0.25276676,-0.46105695,-0.42648026,-0.37978375,-0.3690585,-0.4837679,0.1147094
15,0.42086452,0.4645496,"('boring', 'funny')",-0.18526039,-0.12892438,0.29571643,0.26572442,0.1771069,0.2004499,-0.023343
57,-0.40227646,-0.4444928,"('unimaginative', 'imaginative')",0.17534642,-0.08519274,-2.200318,-2.1785502,-0.8090827,-0.9027452,0.0936625
25,0.3987065,0.16105205,"('egoistic', 'altruistic')",-0.15930653,-0.1515052,0.94121855,0.79726285,0.3935395,0.2689366,0.1246029
55,-0.38909587,-0.52420694,"('incompetent', 'clever')",1.0862652,0.71270704,0.63765895,0.8002222,0.4449428,0.3295741,0.1153687
53,-0.38696972,-0.35518408,"('uncreative', 'creative')",-0.4625478,-0.42299274,0.90642905,0.92822087,0.0189705,0.0500147,-0.0310442
47,-0.368204,-0.37255773,"('stupid', 'smart')",0.40631515,0.37161604,5.5665975,5.7830853,1.8682362,1.9273812,-0.059145
30,0.337308,0.41105834,"('intolerant', 'tolerant')",1.2106014,1.0514812,0.99937284,1.1749783,0.8490941,0.8791726,-0.0300785
35,-0.33695513,-0.42284247,"('corrupt', 'incorrupt')",-0.6114642,-0.558328,-0.838594,-0.99015474,-0.5956711,-0.6571084,0.0614373
78,-0.3305931,-0.35478362,"('nonresilient', 'resilient')",0.6727029,0.4431053,0.53457487,0.30413768,0.2922282,0.1308198,0.1614084
81,0.3255117,0.28089538,"('submissive', 'aggressive')",0.70981956,0.39811063,0.31489286,0.41852397,0.4500747,0.3658433,0.0842314
14,-0.30938634,-0.30649328,"('antisocial', 'social')",0.5954618,0.47558385,-0.41338637,-0.24666585,-0.042437,-0.0258584,-0.0165786
27,-0.2838462,-0.33324075,"('hardhearted', 'softhearted')",-0.34433132,-0.2258662,1.0697579,1.1497716,0.1471935,0.1968882,-0.0496947
9,-0.25780576,-0.39541492,"('unaffectionate', 'caring')",-1.2004004,-1.161233,0.39209124,0.40191197,-0.3553716,-0.384912,0.0295404
58,-0.25580037,-0.45045388,"('undiscriminating', 'discriminating')",1.1941907,1.0586691,0.11504968,0.07828023,0.3511467,0.2288318,0.1223149
85,-0.23742965,-0.29387975,"('insignificant', 'prestigious')",-1.1202981,-0.78942555,-0.5286652,-0.7809365,-0.6287977,-0.6214139,-0.0073838
83,0.23674329,0.08291372,"('powerless', 'powerful')",-0.29210427,-0.32014334,-0.9374626,-0.8534361,-0.3309412,-0.3635552,0.032614
80,-0.20731589,-0.2953417,"('dominated', 'dominating')",0.64573187,0.34903228,-0.63011265,-0.4703943,-0.0638989,-0.1389012,0.0750023
23,-0.19868775,-0.15307346,"('insincere', 'sincere')",-0.4477367,-0.5269307,5.4276047,5.5617013,1.5937268,1.6272324,-0.0335056
36,0.19631615,0.18336889,"('hostile', 'amicable')",-0.9297784,-0.6520151,-0.6180892,-0.7336269,-0.4505171,-0.4007577,-0.0497594
7,-0.1397159,-0.10840655,"('insensitive', 'sensitive')",0.42135558,0.18349485,0.6678738,0.83293784,0.3165045,0.3026754,0.0138291
86,-0.13957879,-0.15562196,"('uninfluential', 'influential')",-0.50919616,-0.46405336,0.030386,0.14304343,-0.2061297,-0.1588773,-0.0472524
40,0.11488752,0.099169575,"('stingy', 'generous')",0.32527894,0.27746493,-1.2539444,-1.3094296,-0.2712593,-0.3109317,0.0396724
71,0.07184037,0.08568344,"('diffident', 'self-confident')",0.17779683,0.12981433,0.2962162,0.26021302,0.1819511,0.1585703,0.0233808
34,0.06874783,-0.042071313,"('mean', 'honorable')",0.04438097,-0.037873928,5.995311,5.9701505,2.0361465,1.9634018,0.0727447
26,0.053836584,0.088640094,"('hardhearted', 'benevolent')",0.20944728,0.4869557,0.9383571,1.0287372,0.400547,0.5347776,-0.1342306
24,-0.038985856,-0.14927211,"('dishonest', 'honest')",-2.4630413,-2.1988285,0.62236583,0.90031457,-0.6265538,-0.4825954,-0.1439584
77,-0.032404847,-0.11715713,"('unmotivated', 'motivated')",0.72110367,0.34336317,-0.7207323,-0.8775304,-0.0106778,-0.2171081,0.2064303
88,-0.03132117,0.02111375,"('low', 'eminent')",0.11699812,0.19092102,-0.10787471,-0.060994457,-0.0073993,0.0503468,-0.0577461
69,-0.01949779,-0.010127328,"('lazy', 'industrious')",0.6838056,0.7892022,-0.4072218,-0.67288655,0.0856953,0.0353961,0.0502992
