,cnx_male,cnx_female,tuple,resources_male,resources_female,corp_male,corp_female,average_male,average_female,male-female
1,-1.4814781,-1.4897671,"('unfriendly', 'friendly')",-0.19064073,-0.12766737,0.47984654,0.6148037,-0.3974241,-0.3342103,-0.0632138
84,1.4061724,1.4834005,"('inferior', 'superior')",1.0168965,1.1076378,0.8865255,0.98129433,1.1031982,1.1907775,-0.0875793
27,-1.3435991,-1.3052305,"('hardhearted', 'softhearted')",-0.3742376,-0.36462477,0.35524735,0.42101392,-0.4541964,-0.4162804,-0.037916
2,1.2441405,1.390159,"('unlikable', 'likable')",0.9218825,0.88095146,0.7909894,1.0510019,0.9856708,1.1073709,-0.1217001
0,-1.1787338,-1.1362606,"('unsociable', 'sociable')",-0.07765494,0.046059832,-0.054642603,-0.0036167465,-0.4370104,-0.3646058,-0.0724046
86,-1.1531273,-0.9738703,"('uninfluential', 'influential')",-0.45101067,-0.23524615,-0.40184668,-0.31581986,-0.6686616,-0.5083121,-0.1603495
39,1.0931255,1.6265259,"('exploitative', 'cooperative')",0.2853536,0.39546302,0.21961129,0.34375396,0.5326968,0.788581,-0.2558842
41,-1.0147535,-1.0009016,"('unforgiving', 'forgiving')",-0.41026422,-0.31390402,-0.15642227,0.14681526,-0.5271467,-0.3893301,-0.1378166
69,0.99449855,0.47777754,"('lazy', 'industrious')",1.1217059,0.78006136,-0.8930215,-1.2421322,0.4077276,0.0052356,0.402492
51,-0.93977576,-0.5138151,"('uneducated', 'educated')",-0.7503106,-0.47653207,0.5600947,0.8169536,-0.3766639,-0.0577978,-0.3188661
18,-0.91113186,-0.7280336,"('disagreeable', 'welcoming')",-0.7810912,-0.6997508,-0.7778879,-0.69377023,-0.8233703,-0.7071849,-0.1161854
73,0.87149566,0.9054039,"('helpless', 'self-reliant')",0.7296523,0.6637802,-3.4552228,-3.4659338,-0.618025,-0.6322499,0.0142249
31,-0.79901713,-1.0511901,"('evil', 'good')",-1.061335,-1.265717,-1.8834009,-1.9029832,-1.2479177,-1.4066302,0.1587125
77,-0.7753094,-0.6259645,"('unmotivated', 'motivated')",0.9258569,1.098581,-1.1362749,-1.0156305,-0.3285758,-0.1810047,-0.1475711
57,-0.7740397,-0.76226753,"('unimaginative', 'imaginative')",-0.11594432,0.023366872,-2.5343585,-2.2756553,-1.1414475,-1.004852,-0.1365955
59,0.7649812,0.67590016,"('foolish', 'wise')",1.0352906,0.9574894,-0.50360835,-0.61757,0.4322211,0.3386065,0.0936146
