,kohls_male,kohls_female,tuple,corp_male,corp_female,average_male,average_female,male-female
28,-1.7705461,-1.8132443,"('disloyal', 'loyal')",1.003721,1.0759149,-0.3834125,-0.3686647,-0.0147478
88,-1.5506942,-1.6910272,"('low', 'eminent')",-0.5939343,-0.6898485,-1.0723143,-1.1904378,0.1181235
1,-1.545496,-1.6762284,"('unfriendly', 'friendly')",1.3130926,1.2681458,-0.1162017,-0.2040413,0.0878396
86,-1.4306622,-1.6919231,"('uninfluential', 'influential')",-0.08563294,-0.37301978,-0.7581475,-1.0324714,0.2743239
36,-1.2830522,-1.3236268,"('hostile', 'amicable')",-0.37736192,-0.4476395,-0.830207,-0.8856331,0.0554261
57,-1.2670696,-1.4306568,"('unimaginative', 'imaginative')",-3.2319741,-3.4095123,-2.2495217,-2.4200845,0.1705628
10,-1.2335095,-1.3827614,"('unsympathetic', 'sympathetic')",-0.41770303,-0.53007764,-0.8256063,-0.9564195,0.1308132
79,-1.16093,-1.3552257,"('wavering', 'unwavering')",-0.37912115,-0.5116967,-0.7700256,-0.9334612,0.1634356
6,-1.1054952,-1.1323466,"('distant', 'open')",-0.60353476,-0.39850402,-0.854515,-0.7654253,-0.0890897
53,-1.0195692,-1.0337449,"('uncreative', 'creative')",0.50122076,0.5537446,-0.2591742,-0.2400002,-0.019174
73,1.0087762,1.2605597,"('helpless', 'self-reliant')",-3.0415566,-2.8889408,-1.0163902,-0.8141906,-0.2021996
8,-0.9716167,-0.9831553,"('unaffectionate', 'affectionate')",0.78231174,0.9185546,-0.0946525,-0.0323004,-0.0623521
54,-0.96706164,-0.8661495,"('incapable', 'capable')",0.633538,0.8180775,-0.1667618,-0.024036,-0.1427258
9,-0.9248851,-1.0774845,"('unaffectionate', 'caring')",1.4720377,1.4330834,0.2735763,0.1777995,0.0957768
11,-0.89147264,-1.0819123,"('unhelpful', 'helpful')",2.0173354,1.8681817,0.5629314,0.3931347,0.1697967
72,-0.82547694,-0.58455634,"('unambitious', 'ambitious')",-0.4376306,-0.41677916,-0.6315538,-0.5006678,-0.130886
66,-0.8149568,-0.9352468,"('inactive', 'active')",0.079438195,0.07718022,-0.3677593,-0.4290333,0.061274
39,0.80159724,0.80146915,"('exploitative', 'cooperative')",0.046434674,0.07507451,0.424016,0.4382718,-0.0142558
5,-0.76947993,-0.9086672,"('distant', 'outgoing')",-0.3849178,-0.31318682,-0.5771989,-0.610927,0.0337281
17,-0.7678235,-0.8958558,"('nasty', 'nice')",-0.92506903,-1.041347,-0.8464463,-0.9686014,0.1221551
26,-0.75458217,-0.8810936,"('hardhearted', 'benevolent')",1.2575202,1.2230464,0.251469,0.1709764,0.0804926
29,-0.7534821,-0.81350595,"('unfair', 'fair')",-0.14900656,-0.25865373,-0.4512443,-0.5360798,0.0848355
31,-0.7398774,-0.8214557,"('evil', 'good')",-0.96430945,-1.0585564,-0.8520935,-0.9400061,0.0879126
52,-0.7282368,-0.95250624,"('irrational', 'rational')",-0.17803894,-0.014638891,-0.4531379,-0.4835726,0.0304347
48,-0.6881688,-0.90131253,"('unintelligent', 'intelligent')",0.8939487,0.6431983,0.1028899,-0.1290571,0.231947
61,-0.66408676,-0.80080163,"('illogical', 'logical')",0.46287116,0.26460344,-0.1006078,-0.2680991,0.1674913
56,0.65052134,0.42214426,"('impractical', 'practical')",-0.4147154,-0.5198827,0.117903,-0.0488692,0.1667722
49,-0.646823,-0.54527026,"('unable', 'able')",-0.112151794,-0.093556546,-0.3794874,-0.3194134,-0.060074
38,-0.6022195,-0.59219533,"('untruthful', 'truthful')",0.08460404,0.028028253,-0.2588077,-0.2820835,0.0232758
0,-0.592819,-1.0241274,"('unsociable', 'sociable')",-0.11524938,-0.3915789,-0.3540342,-0.7078531,0.3538189
32,-0.5820551,-0.68221176,"('unkind', 'kind')",0.57037055,0.4091239,-0.0058423,-0.1365439,0.1307016
24,-0.58062935,-0.5958232,"('dishonest', 'honest')",0.7214878,0.6653204,0.0704292,0.0347486,0.0356806
78,-0.56338614,-0.5032864,"('nonresilient', 'resilient')",0.5311832,0.5669536,-0.0161015,0.0318336,-0.0479351
12,-0.51743585,-0.27413902,"('unsupportive', 'supportive')",-1.7986413,-1.8113899,-1.1580386,-1.0427644,-0.1152742
80,0.4904119,0.48729247,"('dominated', 'dominating')",-0.5553885,-0.47578707,-0.0324883,0.0057527,-0.038241
40,0.43396553,0.5749911,"('stingy', 'generous')",-1.3425493,-1.4056705,-0.4542919,-0.4153397,-0.0389522
43,-0.41026646,-0.3687411,"('irresponsible', 'responsible')",0.23438646,0.19366889,-0.08794,-0.0875361,-0.0004039
27,-0.39885533,-0.47395113,"('hardhearted', 'softhearted')",1.1782743,1.1578555,0.3897095,0.3419522,0.0477573
19,-0.38510454,-0.6033352,"('inhospitable', 'hospitable')",-0.25843555,-0.30530453,-0.32177,-0.4543199,0.1325499
45,-0.37806368,-0.48747987,"('incompetent', 'competent')",0.095712826,-0.08767649,-0.1411754,-0.2875782,0.1464028
67,0.37561065,0.37708485,"('doubtful', 'determined')",-0.7499521,-0.73469293,-0.1871707,-0.178804,-0.0083667
83,-0.37246504,-0.5380043,"('powerless', 'powerful')",-0.7855927,-0.99846077,-0.5790288,-0.7682325,0.1892037
82,-0.3568512,-0.3539539,"('poor', 'rich')",6.4921994,6.595771,3.0676742,3.1209085,-0.0532343
85,-0.3351586,-0.26717395,"('insignificant', 'prestigious')",-0.51737696,-0.44821358,-0.4262678,-0.3576938,-0.068574
16,-0.33295277,-0.2687536,"('unpopular', 'popular')",0.29210526,0.2648096,-0.0204238,-0.001972,-0.0184518
3,-0.3317256,-0.31262907,"('repellent', 'pleasant')",0.8729646,0.8316209,0.2706195,0.2594959,0.0111236
18,-0.31082565,-0.042016465,"('disagreeable', 'welcoming')",-0.53316677,-0.43630457,-0.4219962,-0.2391605,-0.1828357
59,0.30947357,0.51740146,"('foolish', 'wise')",-0.062688634,0.21391135,0.1233925,0.3656564,-0.2422639
84,0.3016171,0.23515134,"('inferior', 'superior')",1.3182316,1.2904038,0.8099244,0.7627776,0.0471468
51,0.3001357,0.12676737,"('uneducated', 'educated')",0.65627825,0.52710307,0.478207,0.3269352,0.1512718
60,0.27634132,0.04822284,"('inefficient', 'efficient')",0.18975118,-0.0025213314,0.2330462,0.0228508,0.2101954
30,0.27386293,0.2941461,"('intolerant', 'tolerant')",0.918411,0.88718885,0.596137,0.5906675,0.0054695
23,-0.2565155,-0.38199958,"('insincere', 'sincere')",6.411156,6.372621,3.0773203,2.9953108,0.0820095
47,-0.23069048,-0.043013602,"('stupid', 'smart')",5.1044626,5.268078,2.4368861,2.6125321,-0.175646
58,0.22197309,0.07828722,"('undiscriminating', 'discriminating')",0.5466697,0.35710493,0.3843214,0.2176961,0.1666253
4,0.22136599,0.25317273,"('disliked', 'liked')",-7.0241566,-7.077165,-3.4013953,-3.4119961,0.0106008
7,-0.21758442,0.057707813,"('insensitive', 'sensitive')",0.59766877,0.8711204,0.1900422,0.4644141,-0.2743719
50,-0.21411635,0.012038998,"('clumsy', 'skillful')",0.020493984,0.17371802,-0.0968112,0.0928785,-0.1896897
20,-0.21258992,-0.3028373,"('rough', 'thoughtful')",0.78886414,0.7687509,0.2881371,0.2329568,0.0551803
25,-0.20478617,-0.0775336,"('egoistic', 'altruistic')",0.9049092,1.0550617,0.3500615,0.488764,-0.1387025
21,-0.1957067,-0.2024635,"('immoral', 'moral')",-0.73047787,-0.8051503,-0.4630923,-0.5038069,0.0407146
87,0.18846805,0.086715415,"('unsuccessful', 'successful')",1.1684023,1.1512384,0.6784352,0.618977,0.0594582
13,0.18493076,-0.2111157,"('impolite', 'polite')",-0.44345653,-0.7336686,-0.1292629,-0.4723922,0.3431293
75,-0.17454161,-0.31504223,"('meek', 'impulsive')",-0.9101267,-1.0351999,-0.5423341,-0.6751211,0.132787
35,0.17406914,0.29515553,"('corrupt', 'incorrupt')",-0.62950623,-0.5256486,-0.2277185,-0.1152465,-0.112472
37,-0.16680712,-0.038928084,"('fake', 'genuine')",0.45855165,0.70583683,0.1458723,0.3334544,-0.1875821
15,0.15870184,-0.107648395,"('boring', 'funny')",-0.016182803,-0.04219272,0.0712595,-0.0749206,0.1461801
22,-0.15479825,0.18335257,"('untrustworthy', 'trustworthy')",-0.8781341,-0.805078,-0.5164661,-0.3108627,-0.2056034
63,0.14356051,0.12787883,"('unperceptive', 'insightful')",0.96536535,0.80260855,0.5544629,0.4652437,0.0892192
41,-0.14024082,-0.16107723,"('unforgiving', 'forgiving')",-0.11048725,-0.3627714,-0.125364,-0.2619243,0.1365603
46,-0.13057892,-0.21907195,"('uncompetitive', 'competitive')",-0.5509267,-0.7863052,-0.3407528,-0.5026886,0.1619358
65,-0.12225527,-0.20513768,"('insecure', 'secure')",-0.28515047,-0.21664973,-0.2037029,-0.2108937,0.0071908
81,-0.118084505,-0.34675393,"('submissive', 'aggressive')",-0.96676356,-1.0788586,-0.542424,-0.7128063,0.1703823
69,0.104205206,0.264535,"('lazy', 'industrious')",-1.0963051,-0.9294375,-0.49605,-0.3324513,-0.1635987
55,-0.10371658,-0.094704606,"('incompetent', 'clever')",0.49061877,0.43961063,0.1934511,0.172453,0.0209981
77,-0.094781965,-0.20166071,"('unmotivated', 'motivated')",-1.0000342,-1.1499399,-0.5474081,-0.6758003,0.1283922
62,0.09233187,0.085427344,"('incompetent', 'brilliant')",0.6301664,0.52650654,0.3612491,0.3059669,0.0552822
42,0.08514345,0.31642362,"('unreliable', 'reliable')",-3.8568013,-3.5502114,-1.885829,-1.6168939,-0.2689351
2,0.06460046,0.1449717,"('unlikable', 'likable')",0.094446376,0.051015984,0.0795234,0.0979938,-0.0184704
76,-0.06261427,-0.016538912,"('anxious', 'daring')",-0.32700643,-0.2970246,-0.1948103,-0.1567818,-0.0380285
44,-0.055007577,0.017791979,"('prejudiced', 'unprejudiced')",-1.7542453,-1.6808844,-0.9046264,-0.8315462,-0.0730802
64,0.052489445,0.07398991,"('shy', 'confident')",-6.881694,-6.915109,-3.4146023,-3.4205596,0.0059573
14,0.028875265,0.10231659,"('antisocial', 'social')",-0.2711269,-0.30202934,-0.1211258,-0.0998564,-0.0212694
74,-0.027124349,-0.048476603,"('undedicated', 'dedicated')",-0.41055965,-0.5099059,-0.218842,-0.2791912,0.0603492
68,-0.016222551,-0.12714289,"('dependent', 'independent')",-0.16942473,-0.31736416,-0.0928236,-0.2222535,0.1294299
34,0.008051898,0.007517293,"('mean', 'honorable')",6.0837126,5.977113,3.0458822,2.9923151,0.0535671
