,raytheon_male,raytheon_female,tuple,technologies_male,technologies_female,corp_male,corp_female,average_male,average_female,male-female
31,0.80859363,1.17078,"('evil', 'good')",-0.7184486,-0.70474887,-1.1369168,-1.2542174,-0.3489239,-0.2627288,-0.0861951
82,-0.79071426,-0.7731517,"('poor', 'rich')",0.42162624,0.21480843,6.4419494,6.5121727,2.0242871,1.9846098,0.0396773
76,-0.77430296,-0.98669034,"('anxious', 'daring')",-0.122472875,-0.15384021,-0.25113434,-0.23084901,-0.3826367,-0.4571265,0.0744898
2,0.7708304,0.7404604,"('unlikable', 'likable')",0.5706183,0.43070763,0.86419475,0.7481793,0.7352145,0.6397825,0.095432
44,0.6891769,0.40340874,"('prejudiced', 'unprejudiced')",-0.16465354,-0.35582852,-1.0369759,-1.3526374,-0.1708175,-0.4350191,0.2642016
16,0.6859866,0.79315126,"('unpopular', 'popular')",0.017179169,-0.027604073,0.58910364,0.33252004,0.4307565,0.3660224,0.0647341
53,-0.6793756,-0.5341848,"('uncreative', 'creative')",0.66750073,0.6893392,0.5991107,0.6853612,0.1957453,0.2801719,-0.0844266
79,0.67437434,0.7244093,"('wavering', 'unwavering')",-1.3879529,-1.5162823,-0.62818456,-0.59184444,-0.4472544,-0.4612392,0.0139848
48,-0.6418573,-0.6045631,"('unintelligent', 'intelligent')",1.5003055,1.740338,0.50307477,0.87838125,0.453841,0.6713854,-0.2175444
72,-0.6407991,-0.63091624,"('unambitious', 'ambitious')",-0.72412723,-0.5238334,-0.58200777,-0.06321955,-0.648978,-0.4059897,-0.2429883
61,-0.5983205,-0.59278935,"('illogical', 'logical')",0.5040466,0.47279775,0.61408126,0.6219332,0.1732691,0.1673139,0.0059552
88,0.5954463,0.4184525,"('low', 'eminent')",0.6831691,0.41156954,-0.46501282,-0.55138177,0.2712009,0.0928801,0.1783208
58,-0.578177,-0.37442556,"('undiscriminating', 'discriminating')",-0.0936508,0.07458252,-0.23210558,-0.1641472,-0.3013111,-0.1546634,-0.1466477
68,-0.5668883,-0.6415408,"('dependent', 'independent')",-0.20275433,-0.25346372,-0.9589404,-0.85613656,-0.5761943,-0.5837137,0.0075194
37,-0.5165938,-0.6473799,"('fake', 'genuine')",0.17170998,0.14881125,0.08390083,0.32634166,-0.0869943,-0.057409,-0.0295853
66,0.5019345,0.59696954,"('inactive', 'active')",-0.33924806,-0.4435726,0.9593897,0.9113536,0.3740254,0.3549169,0.0191085
49,-0.4707459,-0.2892112,"('unable', 'able')",0.8467666,1.0060498,-0.3186654,0.1421243,0.0191184,0.2863209,-0.2672025
71,0.4678955,0.570126,"('diffident', 'self-confident')",0.7910168,0.8918967,0.27657175,0.52906317,0.511828,0.6636953,-0.1518673
77,-0.44378683,-0.45955795,"('unmotivated', 'motivated')",0.76664937,0.8313375,-1.4355197,-1.1704695,-0.3708857,-0.26623,-0.1046557
78,-0.42413563,-0.17247419,"('nonresilient', 'resilient')",1.2878289,1.5653261,0.1672996,0.36842358,0.3436643,0.5870918,-0.2434275
4,0.42133915,0.6915979,"('disliked', 'liked')",-0.89856124,-0.78489393,-6.7857594,-6.963954,-2.4209938,-2.3524167,-0.0685771
42,-0.39261264,-0.44170988,"('unreliable', 'reliable')",-1.3608702,-1.278622,-2.8595936,-2.6388476,-1.5376921,-1.4530598,-0.0846323
26,0.37319627,0.43877888,"('hardhearted', 'benevolent')",0.61991566,0.54440314,1.5660281,1.408872,0.8530467,0.7973514,0.0556953
80,-0.3696456,-0.46175307,"('dominated', 'dominating')",0.57722676,0.86222535,-0.6543629,-0.38470578,-0.1489273,0.0052555,-0.1541828
47,-0.36319968,-0.46069777,"('stupid', 'smart')",0.83257455,0.75382,5.4077296,5.5596895,1.9590348,1.9509373,0.0080975
52,0.34267604,0.34661436,"('irrational', 'rational')",-0.21402852,-0.4131912,0.28912738,-0.012838867,0.1392583,-0.0264719,0.1657302
8,-0.29084322,-0.27605796,"('unaffectionate', 'affectionate')",0.27299482,0.26710686,0.3705693,0.6482145,0.1175736,0.2130878,-0.0955142
67,0.2827927,0.22824226,"('doubtful', 'determined')",0.04974898,0.033044234,-0.49657413,-0.544994,-0.0546775,-0.0945692,0.0398917
40,-0.24489811,0.035127413,"('stingy', 'generous')",-0.12584373,0.24669328,-2.053576,-1.9443015,-0.8081059,-0.5541603,-0.2539456
64,-0.23262312,-0.2612999,"('shy', 'confident')",-0.4877522,-0.46569708,-6.2915893,-6.197164,-2.3373216,-2.3080537,-0.0292679
54,-0.23002943,-0.09983014,"('incapable', 'capable')",0.18646868,0.04388399,0.70836604,0.88955873,0.2216018,0.2778709,-0.0562691
39,-0.19350381,-0.4862163,"('exploitative', 'cooperative')",0.85569686,0.5923175,0.48859167,0.38888407,0.3835949,0.1649951,0.2185998
19,-0.1873005,0.009348199,"('inhospitable', 'hospitable')",-0.6788202,-0.71076095,-0.75331223,-0.65637654,-0.539811,-0.4525964,-0.0872146
84,0.15768358,0.18230842,"('inferior', 'superior')",0.34270692,0.4484945,1.0432744,0.997884,0.514555,0.5428956,-0.0283406
15,0.14108373,0.16444549,"('boring', 'funny')",0.002209872,-0.11611802,-0.031935032,-0.020241067,0.0371195,0.0093621,0.0277574
6,-0.13254495,0.1253092,"('distant', 'open')",-1.2826647,-1.3155432,-0.49621156,-0.4626657,-0.6371404,-0.5509665,-0.0861739
87,0.11676564,0.101086795,"('unsuccessful', 'successful')",0.5302964,0.5796722,1.0218723,1.0859255,0.5563114,0.5888948,-0.0325834
5,0.11532904,0.37363988,"('distant', 'outgoing')",-0.865224,-0.7364865,-0.74356216,-0.53298855,-0.497819,-0.2986117,-0.1992073
18,-0.09375958,-0.07416466,"('disagreeable', 'welcoming')",0.17828888,0.17298111,-0.5988065,-0.61974376,-0.1714257,-0.1736424,0.0022167
83,0.049336948,0.120090574,"('powerless', 'powerful')",0.14172316,0.30537987,-1.2337694,-0.96041036,-0.3475698,-0.1783133,-0.1692565
20,-0.041902952,-0.064553015,"('rough', 'thoughtful')",1.2293487,1.2598348,0.9065467,1.0090033,0.6979975,0.7347617,-0.0367642
17,-0.039267182,0.040768486,"('nasty', 'nice')",-0.9154662,-0.8577872,-0.5886643,-0.62450856,-0.5144659,-0.4805091,-0.0339568
