,raytheon_male,raytheon_female,tuple,technologies_male,technologies_female,corp_male,corp_female,average_male,average_female,male-female
10,-3.4104977,-3.4661548,"('unsympathetic', 'sympathetic')",-0.94510424,-0.8365711,-0.44845766,-0.0074982364,-1.6013532,-1.4367414,-0.1646118
45,-3.17252,-2.9029262,"('incompetent', 'competent')",-1.3334234,-1.1401718,-0.4898864,-0.18676065,-1.6652765,-1.4099528,-0.2553237
69,2.8540595,2.9537232,"('lazy', 'industrious')",1.2086751,1.1221224,-0.5595613,-0.7532255,1.1677245,1.1075401,0.0601844
43,-2.7311242,-2.8686016,"('irresponsible', 'responsible')",-1.1862601,-1.1294137,0.0005861912,0.22210425,-1.3055993,-1.258637,-0.0469623
85,2.2933464,2.375392,"('insignificant', 'prestigious')",0.8287176,0.7193933,-0.022495233,-0.43392974,1.0331896,0.8869518,0.1462378
0,-2.0977473,-2.1865804,"('unsociable', 'sociable')",-0.53428835,-0.54191273,-0.2797069,-0.15737416,-0.9705809,-0.9619558,-0.0086251
35,2.057747,2.1034322,"('corrupt', 'incorrupt')",-0.17072892,-0.35470244,-0.5761629,-0.7575498,0.4369517,0.3303933,0.1065584
70,-2.044486,-2.0308888,"('lethargic', 'energetic')",-0.4052326,-0.28176048,0.19486949,0.47787368,-0.7516164,-0.6115919,-0.1400245
55,-1.9797426,-1.9594973,"('incompetent', 'clever')",0.5255377,0.62524974,0.0645139,0.2511036,-0.4632303,-0.361048,-0.1021823
24,-1.9647769,-1.9821947,"('dishonest', 'honest')",-1.4160763,-1.3299062,0.3114556,0.6428067,-1.0231325,-0.8897647,-0.1333678
23,-1.9537605,-2.134697,"('insincere', 'sincere')",-0.32441157,-0.29969925,5.4336586,5.6901917,1.0518289,1.0852652,-0.0334363
57,-1.9332018,-1.7132566,"('unimaginative', 'imaginative')",-0.18362099,-0.1100053,-3.1472478,-2.971946,-1.7546902,-1.5984027,-0.1562875
63,-1.9296817,-1.7712268,"('unperceptive', 'insightful')",-0.28007132,0.02054422,0.30745313,0.6516646,-0.6341,-0.3663393,-0.2677607
13,-1.893027,-2.1120782,"('impolite', 'polite')",-0.43837166,-0.5189006,-0.6856867,-0.3947405,-1.005695,-1.0085731,0.0028781
86,-1.8747422,-1.7919344,"('uninfluential', 'influential')",-0.20074403,-0.09324722,-0.649338,-0.39243746,-0.9082747,-0.7592063,-0.1490684
60,-1.8159257,-1.9652957,"('inefficient', 'efficient')",0.5952707,0.7401663,-0.3169626,0.1681779,-0.5125392,-0.3523172,-0.160222
28,-1.8145857,-1.8632305,"('disloyal', 'loyal')",0.07431047,0.066170454,1.0517883,1.2179507,-0.2294956,-0.1930364,-0.0364592
11,-1.7350316,-1.8654577,"('unhelpful', 'helpful')",0.829968,0.92208004,1.601796,1.9507807,0.2322441,0.335801,-0.1035569
30,-1.6928302,-1.8616275,"('intolerant', 'tolerant')",1.2552059,1.1506317,0.50354683,0.47891715,0.0219742,-0.0773595,0.0993337
56,-1.6866065,-1.77312,"('impractical', 'practical')",-0.44768354,-0.39916217,-0.80809766,-0.55434185,-0.9807959,-0.9088747,-0.0719212
38,-1.6819822,-1.6350873,"('untruthful', 'truthful')",-0.98209906,-0.81210244,-0.31756383,-0.20153691,-0.9938816,-0.8829089,-0.1109727
46,-1.6653517,-1.7266586,"('uncompetitive', 'competitive')",0.15613918,0.30108702,-0.99225706,-0.8089365,-0.8338232,-0.744836,-0.0889872
41,-1.6410626,-1.3652972,"('unforgiving', 'forgiving')",-0.8058943,-0.6102269,0.06900878,0.0621358,-0.7926493,-0.6377961,-0.1548532
22,-1.5161089,-1.4683943,"('untrustworthy', 'trustworthy')",-0.86999375,-0.8107425,-1.1572914,-0.8529688,-1.1811314,-1.0440351,-0.1370963
36,1.3616519,1.3815825,"('hostile', 'amicable')",-0.44493967,-0.83189887,0.25495204,-0.1697006,0.3905547,0.126661,0.2638937
75,1.3566768,1.6105661,"('meek', 'impulsive')",-0.053076968,-0.07173146,-0.7424915,-0.64390373,0.1870361,0.2983103,-0.1112742
73,1.2841638,1.2422456,"('helpless', 'self-reliant')",0.49860027,0.40117985,-3.547943,-3.46007,-0.588393,-0.6055481,0.0171551
25,1.2802776,1.2911913,"('egoistic', 'altruistic')",0.9655063,0.9062642,1.0921756,0.8059518,1.1126531,1.0011357,0.1115174
51,-1.2703513,-1.2114813,"('uneducated', 'educated')",0.0394844,0.11567458,0.22659343,0.33288956,-0.3347578,-0.2543057,-0.0804521
7,-1.2696652,-1.3568703,"('insensitive', 'sensitive')",0.30527905,0.36583158,0.3802458,0.5832027,-0.1947135,-0.1359453,-0.0587682
62,-1.2693022,-1.0710684,"('incompetent', 'brilliant')",0.39362323,0.7308336,0.046374306,0.5756658,-0.2764349,0.078477,-0.3549119
14,-1.2673671,-1.3462633,"('antisocial', 'social')",0.62773865,0.6741166,-0.10898179,-0.19925953,-0.2495368,-0.2904687,0.0409319
21,-1.2077516,-1.3717365,"('immoral', 'moral')",0.41246966,0.32388392,-0.61575943,-0.5574668,-0.4703472,-0.5351065,0.0647593
27,-1.1369184,-1.0988047,"('hardhearted', 'softhearted')",0.06509434,0.037276037,1.1437619,1.1967136,0.0239793,0.0450616,-0.0210823
3,-1.0924515,-1.1991787,"('repellent', 'pleasant')",-0.14119227,-0.13139391,0.80022645,0.7543989,-0.1444724,-0.1920579,0.0475855
81,-1.0811131,-1.0116163,"('submissive', 'aggressive')",0.792216,0.93122023,-0.86421084,-0.643126,-0.3843693,-0.241174,-0.1431953
65,-1.0061138,-1.4224806,"('insecure', 'secure')",-0.35444185,-0.59249955,-0.11547742,0.00014363043,-0.492011,-0.6716122,0.1796012
59,0.98971206,0.863711,"('foolish', 'wise')",0.38503003,0.18943426,0.22828616,0.17156017,0.5343427,0.4082352,0.1261075
74,-0.98832834,-1.0020452,"('undedicated', 'dedicated')",-0.032406986,-0.005160231,-0.23813425,-0.36408132,-0.4196232,-0.4570955,0.0374723
32,-0.96307486,-1.0495216,"('unkind', 'kind')",-0.12937614,-0.1341695,0.7399936,0.88981396,-0.1174858,-0.097959,-0.0195268
1,-0.95184636,-0.6981275,"('unfriendly', 'friendly')",-0.32942614,-0.27462107,1.0666593,1.1317748,-0.0715377,0.0530087,-0.1245464
9,-0.89789295,-0.84390235,"('unaffectionate', 'caring')",0.30907407,0.43791297,1.0486084,1.4213659,0.1532632,0.3384588,-0.1851956
33,0.89322764,1.0312713,"('wrong', 'right')",0.4434401,0.52563727,-0.6574966,-0.5532978,0.2263904,0.3345369,-0.1081465
34,-0.88293797,-0.9018014,"('mean', 'honorable')",0.02809462,0.01679445,5.5755424,5.6630826,1.5735664,1.5926919,-0.0191255
12,-0.835546,-0.6183765,"('unsupportive', 'supportive')",0.33360294,0.71415716,-2.0559714,-1.7112978,-0.8526382,-0.5385057,-0.3141325
29,-0.8268812,-0.63280255,"('unfair', 'fair')",-0.9571368,-0.76256835,-0.50317794,-0.44482175,-0.7623986,-0.6133976,-0.149001
50,0.82053673,0.6984535,"('clumsy', 'skillful')",0.5417017,0.4343835,0.32187623,0.4213879,0.5613716,0.518075,0.0432966
