,merck_male,merck_female,tuple,&_male,&_female,co_male,co_female,inc_male,inc_female,average_male,average_female,male-female
69,2.7822497,2.711275,"('lazy', 'industrious')",0.8446962,0.80421054,2.4579768,2.4933484,-0.3973533,-0.3481751,1.4218924,1.4151647,0.0067277
85,2.5406206,2.5300753,"('insignificant', 'prestigious')",1.9885188,2.0832286,1.7263491,1.8531042,1.1396533,1.2190983,1.8487854,1.9213767,-0.0725913
35,2.3380027,2.4853685,"('corrupt', 'incorrupt')",0.14497632,0.3394068,0.9741396,1.1481035,0.11276034,0.41734067,0.8924697,1.0975548,-0.2050851
33,2.1457534,2.144043,"('wrong', 'right')",0.55560005,0.5544167,0.45932293,0.6459001,-0.09235742,-0.03966809,0.7670798,0.8261729,-0.0590931
46,-1.8559235,-1.9912905,"('uncompetitive', 'competitive')",-0.18307075,-0.2631778,-0.9589398,-1.1154382,-0.74682015,-0.8286665,-0.9361886,-1.0496433,0.1134547
3,-1.8447767,-1.9052128,"('repellent', 'pleasant')",-0.6812588,-0.69353455,0.38648826,0.29529017,0.16018263,0.03575316,-0.4948412,-0.5669259,0.0720847
6,1.7680684,1.8552978,"('distant', 'open')",0.63820523,0.52859575,0.35140356,0.44219384,0.7674526,0.8134868,0.8812824,0.9098935,-0.0286111
5,1.7265155,1.8719906,"('distant', 'outgoing')",0.26746395,0.31207338,0.62234455,0.8785979,0.09000215,0.29681316,0.6765815,0.8398688,-0.1632873
72,-1.7107525,-1.6644119,"('unambitious', 'ambitious')",-0.7679073,-0.68956184,-0.69797844,-0.56625324,-0.7765541,-0.67865515,-0.9882981,-0.8997205,-0.0885776
10,-1.6993332,-1.6446766,"('unsympathetic', 'sympathetic')",-0.15603928,-0.3401094,-1.5932356,-1.8064107,-0.30917013,-0.52117336,-0.9394445,-1.0780926,0.1386481
36,1.6034932,1.6099341,"('hostile', 'amicable')",0.003491938,0.040162563,1.0170888,1.0810691,0.71495366,0.7916203,0.8347569,0.8806965,-0.0459396
70,-1.5979757,-1.5704648,"('lethargic', 'energetic')",0.039563045,0.2343041,-1.9964244,-1.8784376,0.36105826,0.40176117,-0.7984447,-0.7032093,-0.0952354
59,1.561489,1.5770231,"('foolish', 'wise')",1.1885406,1.1819923,-0.2114596,0.0033386126,0.5770339,0.5401326,0.778901,0.8256217,-0.0467207
71,1.5162902,1.3643521,"('diffident', 'self-confident')",0.18355303,0.002963841,-0.16048208,-0.20199287,0.85475373,0.7919375,0.5985287,0.4893152,0.1092135
60,-1.4993031,-1.3646272,"('inefficient', 'efficient')",-0.3697995,-0.17512438,-1.7155104,-1.5773541,-0.16915101,-0.11782814,-0.938441,-0.8087335,-0.1297075
81,-1.4351953,-1.3207037,"('submissive', 'aggressive')",0.041276917,0.25376353,-1.2679802,-1.193047,-1.1540909,-1.128298,-0.9539974,-0.8470713,-0.1069261
11,-1.424885,-1.3152269,"('unhelpful', 'helpful')",-1.2076484,-0.9565811,-1.3343432,-1.1642671,1.9088354,1.9888877,-0.5145103,-0.3617969,-0.1527134
25,1.4238521,1.0978956,"('egoistic', 'altruistic')",1.4527406,1.2659456,1.5487549,1.3376544,1.9261427,1.6904621,1.5878725,1.3479893,0.2398832
66,1.3843111,1.2116832,"('inactive', 'active')",1.5220386,1.2737925,1.5130912,1.2998599,1.5574691,1.3490186,1.4942274,1.2835885,0.2106389
2,1.3740222,1.4246165,"('unlikable', 'likable')",1.4897647,1.709678,1.4318086,1.7190577,0.9186123,1.0554142,1.303552,1.4771916,-0.1736396
15,1.3626267,1.5186555,"('boring', 'funny')",0.46915644,0.67328984,-0.18334834,0.0018967465,0.8303098,0.72558415,0.6196861,0.7298566,-0.1101705
19,1.3071046,1.3390069,"('inhospitable', 'hospitable')",-0.32523593,-0.33425343,-0.1477247,-0.12275444,0.38141197,0.41836,0.303889,0.3250898,-0.0212008
13,-1.2772398,-1.2065375,"('impolite', 'polite')",-0.78011316,-0.5415992,-1.0239351,-0.7452594,-0.4487406,-0.39064825,-0.8825072,-0.7210112,-0.161496
26,1.2043723,1.1917421,"('hardhearted', 'benevolent')",2.7515364,2.3899946,1.8340946,1.6626099,1.7550684,1.9064964,1.8862679,1.7877108,0.0985571
82,-1.1959373,-1.2526807,"('poor', 'rich')",-0.11468363,-0.5000395,-1.0561823,-1.2677389,5.967911,5.8472075,0.9002769,0.7066871,0.1935898
21,-1.1786771,-1.1656601,"('immoral', 'moral')",0.053054154,0.044979915,-2.1500995,-2.291835,-0.9393152,-1.1117868,-1.0537595,-1.1310755,0.077316
45,-1.1533984,-1.1028774,"('incompetent', 'competent')",-0.15370889,-0.3684134,-2.090399,-2.2194734,-0.40466535,-0.5824714,-0.9505429,-1.0683088,0.1177659
1,1.145904,1.0187106,"('unfriendly', 'friendly')",0.8892401,0.613853,0.192727,-0.05798235,2.8347101,2.7002628,1.2656453,1.068711,0.1969343
22,-1.1420207,-1.042888,"('untrustworthy', 'trustworthy')",-0.6005684,-0.4459681,-1.4036667,-1.1543442,-1.1496186,-1.1808966,-1.0739686,-0.9560243,-0.1179443
57,-1.1132126,-0.9197328,"('unimaginative', 'imaginative')",-0.42804253,-0.32415548,-1.0126864,-0.95984584,-2.4790463,-2.4465902,-1.2582469,-1.1625811,-0.0956658
54,1.1111989,1.0437129,"('incapable', 'capable')",1.0415301,0.8414308,0.07265362,-0.021430876,1.6186581,1.4573799,0.9610102,0.8302732,0.130737
43,-1.0938302,-1.1292386,"('irresponsible', 'responsible')",-0.54661596,-0.4268278,-1.5045744,-1.3844842,0.51025414,0.5165565,-0.6586916,-0.6059985,-0.0526931
86,-1.0797497,-1.0097947,"('uninfluential', 'influential')",0.32166615,0.29412293,-0.8608454,-1.0354449,0.7972974,0.62143636,-0.2054079,-0.2824201,0.0770122
31,1.0785747,1.1032047,"('evil', 'good')",0.13835889,0.060816076,1.0954136,1.1995391,-0.5617533,-0.5988119,0.4376484,0.441187,-0.0035386
23,-1.0574126,-1.1050484,"('insincere', 'sincere')",-0.4054957,-0.45032737,-1.6912181,-1.741351,5.9128003,5.857687,0.6896685,0.6402401,0.0494284
65,-1.0092046,-0.89753324,"('insecure', 'secure')",0.16616802,0.2728592,-1.3867419,-1.2315328,-0.9577474,-0.95794713,-0.7968815,-0.7035385,-0.093343
63,-0.97135013,-1.0778226,"('unperceptive', 'insightful')",0.9000939,0.7272575,-1.0321333,-1.3879929,1.705996,1.552149,0.1506516,-0.0466022,0.1972538
52,0.97117347,1.0364819,"('irrational', 'rational')",0.32840493,0.47770697,-0.18132909,-0.08429911,0.5325929,0.5251067,0.4127105,0.4887491,-0.0760386
55,-0.96185017,-0.96925956,"('incompetent', 'clever')",0.57626474,0.34854066,-1.1610205,-1.3397901,0.10274005,-0.16573039,-0.3609665,-0.5315599,0.1705934
73,0.9588695,1.148878,"('helpless', 'self-reliant')",-0.48391294,-0.13410467,1.1188722,1.2602943,-3.1891525,-3.1215835,-0.398831,-0.2116289,-0.1872021
62,-0.9097217,-0.80482256,"('incompetent', 'brilliant')",-0.5156777,-0.31699532,-1.301982,-1.1031849,0.27444535,0.33963704,-0.613234,-0.4713414,-0.1418926
87,0.8643678,0.6911153,"('unsuccessful', 'successful')",1.9158369,1.8290126,1.3942331,1.248179,1.4136869,1.1354853,1.3970312,1.2259481,0.1710831
24,-0.8279818,-0.72217846,"('dishonest', 'honest')",-0.45690605,-0.2520986,-1.9077631,-1.6218722,0.905743,0.99469197,-0.571727,-0.4003643,-0.1713627
76,-0.8072162,-0.68808484,"('anxious', 'daring')",0.84575737,0.8457224,-0.6832234,-0.7031699,-0.40399912,-0.47587895,-0.2621703,-0.2553528,-0.0068175
51,-0.78914255,-0.83239305,"('uneducated', 'educated')",0.9817265,0.9627477,-0.5417355,-0.75537467,1.2570943,1.1949522,0.2269857,0.1424831,0.0845026
0,-0.7437666,-0.83183235,"('unsociable', 'sociable')",0.5301588,0.33613467,-0.36807874,-0.4539371,-0.18941616,-0.30475056,-0.1927757,-0.3135963,0.1208206
14,-0.7123651,-0.6972464,"('antisocial', 'social')",1.0475389,0.8723413,-0.19504951,-0.2054437,-0.69328564,-0.84037757,-0.1382903,-0.2176816,0.0793913
79,0.70852965,0.7693468,"('wavering', 'unwavering')",-0.051535,-0.037034035,-0.36740315,-0.3719159,0.45790336,0.6614794,0.1868737,0.2554691,-0.0685954
56,-0.69845223,-0.52426356,"('impractical', 'practical')",-0.8201892,-0.61851823,-1.3173053,-1.1467872,-0.43516368,-0.31064063,-0.8177776,-0.6500524,-0.1677252
7,-0.6919374,-0.6926196,"('insensitive', 'sensitive')",-0.30095,-0.424466,-1.455028,-1.6048571,0.9696003,0.87033874,-0.3695788,-0.4629011,0.0933223
