,merck_male,merck_female,tuple,&_male,&_female,co_male,co_female,inc_male,inc_female,average_male,average_female,male-female
84,0.67650276,0.82967967,"('inferior', 'superior')",1.069262,1.2617216,0.41407534,0.67293626,0.7335781,0.74551594,0.7233546,0.8774633,-0.1541087
48,-0.6712254,-0.7456629,"('unintelligent', 'intelligent')",0.40491867,0.21464546,-1.767804,-2.0425696,0.7494695,0.77048063,-0.3211603,-0.4507766,0.1296163
4,0.57894313,0.65201676,"('disliked', 'liked')",-0.10056304,0.059745204,-0.42081034,-0.28106856,-6.1602445,-5.960481,-1.5256686,-1.382447,-0.1432216
50,0.53276867,0.35329604,"('clumsy', 'skillful')",1.6026378,1.3819062,0.65144783,0.3237396,0.699175,0.53503627,0.8715073,0.6484945,0.2230128
74,0.53139824,0.5395075,"('undedicated', 'dedicated')",0.6175723,0.44760263,-0.19045676,-0.29941496,0.60466635,0.47658193,0.3907951,0.2910693,0.0997258
44,-0.51596236,-0.47878844,"('prejudiced', 'unprejudiced')",-1.3577104,-1.2135136,-1.0643988,-0.79450244,-2.06405,-2.012926,-1.2505304,-1.1249326,-0.1255978
32,-0.51213986,-0.5483437,"('unkind', 'kind')",0.37206483,0.26720494,-1.115307,-1.1696471,1.1602913,1.0767875,-0.0237727,-0.0934996,0.0697269
29,0.49740252,0.4362227,"('unfair', 'fair')",0.0263616,0.017213672,-0.7062667,-0.74485254,-0.34215456,-0.35560712,-0.1311643,-0.1617558,0.0305915
68,-0.4440458,-0.5386677,"('dependent', 'independent')",-0.58508706,-0.67160654,-1.4133052,-1.5298935,-0.08349528,-0.10398737,-0.6314834,-0.7110388,0.0795554
38,-0.427296,-0.49049622,"('untruthful', 'truthful')",-0.93887055,-0.83047676,-0.6911473,-0.59088296,0.3495688,0.58667016,-0.4269363,-0.3312964,-0.0956399
8,0.4184855,0.40386802,"('unaffectionate', 'affectionate')",0.9795881,0.9196355,0.25308067,0.14071989,1.5781546,1.5004194,0.8073272,0.7411607,0.0661665
9,0.4026974,0.32675257,"('unaffectionate', 'caring')",0.5884862,0.5159232,0.14523843,0.08550436,2.1650245,2.053031,0.8253616,0.7453028,0.0800588
20,-0.38600695,-0.44834104,"('rough', 'thoughtful')",1.0139868,0.97702366,-0.22468801,-0.36587214,0.52353776,0.51309955,0.2317074,0.1689775,0.0627299
28,-0.37272978,-0.35902303,"('disloyal', 'loyal')",-0.044892013,-0.042140417,-1.1056181,-1.2132834,0.9909162,0.87010854,-0.1330809,-0.1860846,0.0530037
17,-0.3604165,-0.30796736,"('nasty', 'nice')",-0.13668844,-0.057989478,-0.35807782,-0.18868273,-1.0108826,-0.9372223,-0.4665163,-0.3729655,-0.0935508
64,-0.3588365,-0.29513514,"('shy', 'confident')",-0.37833637,-0.044553004,-0.22848411,0.058838047,-6.7900896,-6.5855904,-1.9389366,-1.7166101,-0.2223265
88,-0.3411571,-0.25680298,"('low', 'eminent')",0.17245314,0.31912526,-1.1767653,-1.0908078,0.47111994,0.5975362,-0.2185873,-0.1077373,-0.11085
47,-0.33811748,-0.29672438,"('stupid', 'smart')",0.38474667,0.19265491,-0.82209074,-0.796318,4.982171,4.810166,1.0516773,0.9774446,0.0742327
58,0.33467492,0.21584909,"('undiscriminating', 'discriminating')",0.4425374,0.27840656,0.800936,0.5094197,0.35744092,0.22399226,0.4838973,0.3069169,0.1769804
80,-0.31692654,-0.4436419,"('dominated', 'dominating')",-0.17091748,-0.13569468,-0.05893518,-0.1495595,-1.1775583,-1.4667124,-0.4310844,-0.5489021,0.1178177
37,0.30333012,0.24985291,"('fake', 'genuine')",0.10332343,0.12215483,-0.574257,-0.68551785,0.55895144,0.49092942,0.097837,0.0443548,0.0534822
41,-0.26668912,-0.21355125,"('unforgiving', 'forgiving')",0.031128932,-0.038058292,-0.164407,-0.1683017,0.29712602,0.13763286,-0.0257103,-0.0705696,0.0448593
67,0.24956232,0.3333106,"('doubtful', 'determined')",-0.15345189,-0.053865336,-0.29964003,-0.14952266,-0.5928201,-0.49067187,-0.1990874,-0.0901873,-0.1089001
40,0.24359313,0.16056317,"('stingy', 'generous')",0.4041124,0.33016956,0.18661821,0.052049026,-0.97718424,-1.0650707,-0.0357151,-0.1305722,0.0948571
18,0.23222122,0.10450145,"('disagreeable', 'welcoming')",0.89636123,0.79521513,-0.385139,-0.48935464,0.04304527,-0.15056154,0.1966222,0.0649501,0.1316721
30,-0.22251286,0.007945657,"('intolerant', 'tolerant')",0.014249265,0.21124569,-0.9332182,-0.7625248,0.96779245,1.1639317,-0.0434223,0.1551496,-0.1985719
42,0.1813133,0.25675917,"('unreliable', 'reliable')",0.41558573,0.67364275,-0.5447608,-0.37287956,-3.0453193,-3.1630697,-0.7482953,-0.6513869,-0.0969084
12,0.1779154,0.11990017,"('unsupportive', 'supportive')",0.8464469,0.6815953,-0.71009135,-0.8257215,-1.1138448,-1.166617,-0.1998934,-0.2977108,0.0978174
39,0.1641449,0.33246285,"('exploitative', 'cooperative')",-0.33979484,0.15581472,0.122974575,0.73446643,-0.16910735,-0.054200195,-0.0554457,0.292136,-0.3475817
53,0.13753934,0.2577905,"('uncreative', 'creative')",0.51376265,0.511089,0.086110935,0.19136389,1.4477383,1.3928405,0.5462878,0.588271,-0.0419832
34,-0.116899006,-0.098176405,"('mean', 'honorable')",0.38854504,0.45459777,0.17670918,0.07084484,6.146515,6.2352986,1.6487175,1.6656412,-0.0169237
61,-0.11169542,-0.107404515,"('illogical', 'logical')",0.29888174,0.24869281,-0.7096815,-0.6898465,0.29226,0.25064486,-0.0575588,-0.0744783,0.0169195
77,0.10501468,-0.06465843,"('unmotivated', 'motivated')",-0.013548575,-0.029813059,-0.06362095,-0.068040766,-0.9490056,-1.0714744,-0.2302901,-0.3084967,0.0782066
75,0.059268422,0.26751077,"('meek', 'impulsive')",-0.3785268,-0.07711045,0.49909,0.7326279,-0.5671979,-0.20890258,-0.0968416,0.1785314,-0.275373
16,0.059237286,-0.016824119,"('unpopular', 'popular')",0.724749,0.47418272,0.45866293,0.36957118,0.8504323,0.6283298,0.5232704,0.3638149,0.1594555
27,-0.033245288,-0.21701632,"('hardhearted', 'softhearted')",-0.003323758,-0.23255785,-0.3788017,-0.58716035,1.7251652,1.5900437,0.3274486,0.1383273,0.1891213
49,-0.029688753,-0.021640223,"('unable', 'able')",0.24383926,0.24818118,-0.6031718,-0.7065047,-0.042883433,-0.19419175,-0.1079762,-0.1685389,0.0605627
83,-0.028625611,0.011499224,"('powerless', 'powerful')",0.46406567,0.6832517,0.14320874,0.12307638,-0.65920043,-0.7802732,-0.0201379,0.0093885,-0.0295264
78,-0.005901208,-0.38892135,"('nonresilient', 'resilient')",0.7517818,0.32914132,1.1696618,0.5459054,1.1204958,0.6945992,0.7590095,0.2951812,0.4638283
