,aetna_male,aetna_female,tuple,inc_male,inc_female,average_male,average_female,male-female
11,-0.72685945,-0.21552882,"('unhelpful', 'helpful')",2.1528237,2.567455,0.7129821,1.1759632,-0.4629811
14,-0.6957701,-0.5467242,"('antisocial', 'social')",-0.4971279,-0.47162387,-0.596449,-0.509174,-0.087275
7,-0.6884457,-0.3289739,"('insensitive', 'sensitive')",0.85273916,0.9772708,0.0821467,0.3241484,-0.2420017
13,-0.6597652,-0.40826556,"('impolite', 'polite')",-0.0905351,0.113185525,-0.3751501,-0.14754,-0.2276101
24,-0.6348926,-0.61086583,"('dishonest', 'honest')",0.98056555,1.1302272,0.1728365,0.2596807,-0.0868442
68,-0.62916476,-0.40602452,"('dependent', 'independent')",-0.47784674,-0.24206623,-0.5535058,-0.3240454,-0.2294604
71,-0.62481904,-0.42463365,"('diffident', 'self-confident')",0.17973912,-0.00020758808,-0.22254,-0.2124206,-0.0101194
64,0.615964,0.49401134,"('shy', 'confident')",-5.806083,-6.223339,-2.5950596,-2.8646638,0.2696042
22,-0.613984,-0.50676244,"('untrustworthy', 'trustworthy')",-0.9250411,-0.80344194,-0.7695125,-0.6551022,-0.1144103
46,-0.6096374,-0.20914723,"('uncompetitive', 'competitive')",0.091650724,0.024152534,-0.2589933,-0.0924973,-0.166496
74,-0.6026021,-0.35227773,"('undedicated', 'dedicated')",0.1940766,-0.037206724,-0.2042628,-0.1947422,-0.0095206
31,-0.5968758,-1.2218233,"('evil', 'good')",-1.6445634,-1.9495784,-1.1207197,-1.5857009,0.4649812
84,0.5500203,0.49173972,"('inferior', 'superior')",0.8270722,0.9381287,0.6885462,0.7149342,-0.026388
27,-0.489803,-0.33842164,"('hardhearted', 'softhearted')",1.4859451,1.405202,0.4980711,0.5333902,-0.0353191
21,-0.48785102,-0.29256764,"('immoral', 'moral')",-0.46614242,-0.34011328,-0.4769967,-0.3163404,-0.1606563
32,-0.4826614,-0.14780039,"('unkind', 'kind')",1.1418864,1.137487,0.3296125,0.4948433,-0.1652308
25,-0.472735,-0.6138119,"('egoistic', 'altruistic')",0.8673849,0.74977374,0.197325,0.0679809,0.1293441
81,0.4661073,0.9368533,"('submissive', 'aggressive')",0.010740206,0.23277488,0.2384238,0.5848141,-0.3463903
55,-0.45968485,-0.0306452,"('incompetent', 'clever')",0.5210591,0.62571156,0.0306871,0.2975332,-0.2668461
33,0.44821876,0.09118211,"('wrong', 'right')",-1.1196688,-1.1270045,-0.335725,-0.5179112,0.1821862
87,-0.421091,-0.08778246,"('unsuccessful', 'successful')",0.48782802,0.5314181,0.0333685,0.2218178,-0.1884493
30,-0.41219813,-0.18905956,"('intolerant', 'tolerant')",1.5697464,1.75018,0.5787741,0.7805603,-0.2017862
82,-0.40613383,-0.05154626,"('poor', 'rich')",6.2355156,6.682669,2.914691,3.3155615,-0.4008705
83,-0.39636678,-0.3911063,"('powerless', 'powerful')",-0.80380315,-0.78449947,-0.600085,-0.5878029,-0.0122821
67,0.39249372,0.35257506,"('doubtful', 'determined')",-0.49439514,-0.48093173,-0.0509507,-0.0641783,0.0132276
16,-0.3906927,-0.39117092,"('unpopular', 'popular')",0.2870317,0.24662746,-0.0518305,-0.0722717,0.0204412
49,-0.3900265,0.12233634,"('unable', 'able')",-0.1720834,0.20593181,-0.2810549,0.1641341,-0.445189
56,-0.37490714,0.091748536,"('impractical', 'practical')",0.39529943,0.66736543,0.0101961,0.379557,-0.3693609
80,-0.37190455,0.0106873475,"('dominated', 'dominating')",-0.9573162,-0.9351405,-0.6646104,-0.4622266,-0.2023838
42,-0.36048695,-0.10782935,"('unreliable', 'reliable')",-2.5343044,-2.7333405,-1.4473957,-1.4205849,-0.0268108
12,-0.3553791,-0.19079724,"('unsupportive', 'supportive')",-1.5587765,-1.5973701,-0.9570778,-0.8940837,-0.0629941
73,0.35390773,0.120389834,"('helpless', 'self-reliant')",-3.0918412,-3.2955039,-1.3689667,-1.587557,0.2185903
75,0.34282115,0.17494771,"('meek', 'impulsive')",-0.333225,-0.35415936,0.0047981,-0.0896058,0.0944039
2,0.32224154,0.32925108,"('unlikable', 'likable')",0.6546493,0.7131333,0.4884454,0.5211922,-0.0327468
88,-0.30391413,-0.35812524,"('low', 'eminent')",0.3854285,0.41796765,0.0407572,0.0299212,0.010836
40,-0.281221,-0.26560363,"('stingy', 'generous')",-1.3628101,-1.6080947,-0.8220156,-0.9368492,0.1148336
34,-0.25504327,-0.0039528757,"('mean', 'honorable')",6.112353,6.590029,2.9286547,3.2930379,-0.3643832
52,-0.25411472,-0.9486248,"('irrational', 'rational')",-0.46187642,-0.71315205,-0.3579956,-0.8308884,0.4728928
59,0.25370017,0.15638362,"('foolish', 'wise')",-0.059856642,-0.12538806,0.0969218,0.0154978,0.081424
17,-0.24851114,-0.2931332,"('nasty', 'nice')",-0.60450774,-0.48350707,-0.4265094,-0.3883201,-0.0381893
50,0.24518584,0.46561873,"('clumsy', 'skillful')",0.3196079,0.36462277,0.2823969,0.4151208,-0.1327239
72,-0.24516124,-0.037415378,"('unambitious', 'ambitious')",-0.8834937,-0.55007577,-0.5643275,-0.2937456,-0.2705819
76,-0.23961495,0.17284288,"('anxious', 'daring')",0.7389862,0.87168777,0.2496856,0.5222653,-0.2725797
47,-0.23607765,-0.07098619,"('stupid', 'smart')",5.217775,5.508242,2.4908485,2.7186279,-0.2277794
35,0.21977238,0.05070253,"('corrupt', 'incorrupt')",-0.82087725,-0.9017429,-0.3005524,-0.4255202,0.1249678
61,-0.19389126,-0.42173398,"('illogical', 'logical')",0.023124306,0.024989722,-0.0853835,-0.1983721,0.1129886
37,0.17688888,0.16727115,"('fake', 'genuine')",0.6047785,0.5471485,0.3908337,0.3572098,0.0336239
39,0.14956793,0.20813878,"('exploitative', 'cooperative')",0.05313354,0.16541098,0.1013507,0.1867749,-0.0854242
48,-0.14811343,0.22520462,"('unintelligent', 'intelligent')",1.0992225,1.3225384,0.4755546,0.7738715,-0.2983169
60,0.145489,0.70957685,"('inefficient', 'efficient')",0.6362269,1.0887995,0.3908579,0.8991882,-0.5083303
26,-0.11518538,-0.47626126,"('hardhearted', 'benevolent')",1.5125622,1.0886272,0.6986884,0.306183,0.3925054
15,-0.112546355,-0.22719178,"('boring', 'funny')",0.35226518,0.3948603,0.1198594,0.0838343,0.0360251
20,0.10950264,0.19790383,"('rough', 'thoughtful')",1.2621372,1.1854782,0.6858199,0.691691,-0.0058711
62,-0.09996767,0.47866833,"('incompetent', 'brilliant')",0.7108025,1.2397007,0.3054174,0.8591845,-0.5537671
85,0.07557398,-0.42849377,"('insignificant', 'prestigious')",-0.46301213,-0.5009367,-0.1937191,-0.4647152,0.2709961
44,0.06321874,-0.0013336986,"('prejudiced', 'unprejudiced')",-1.3586335,-1.5542449,-0.6477074,-0.7777893,0.1300819
65,0.013834387,0.3641561,"('insecure', 'secure')",0.07467015,0.16840228,0.0442523,0.2662792,-0.2220269
4,0.008101886,-0.11174218,"('disliked', 'liked')",-6.047916,-6.5288887,-3.019907,-3.3203154,0.3004084
