,eastman_male,eastman_female,tuple,chemical_male,chemical_female,co_male,co_female,average_male,average_female,male-female
69,3.0214934,2.504469,"('lazy', 'industrious')",1.7315063,1.6694934,-0.24777919,-0.7571898,1.5017401,1.1389243,0.3628158
85,2.8531444,2.4784832,"('insignificant', 'prestigious')",1.7657166,1.669431,-0.04164944,-0.18343021,1.5257373,1.3214946,0.2042427
26,2.778161,2.7176304,"('hardhearted', 'benevolent')",1.7920543,1.7293602,2.0238922,1.8881745,2.1980359,2.1117217,0.0863142
76,-2.6344848,-2.1279495,"('anxious', 'daring')",-1.3817428,-1.1949015,-0.17016944,0.23713021,-1.3954657,-1.0285736,-0.3668921
36,2.5107553,1.9394997,"('hostile', 'amicable')",-0.4027221,-0.5746628,-0.036795326,-0.40497112,0.6904126,0.3199553,0.3704573
55,-2.3725371,-2.0529213,"('incompetent', 'clever')",-0.5241541,-0.42197224,-0.1506773,0.19821292,-1.0157895,-0.7588936,-0.2568959
60,-2.3512957,-1.6153479,"('inefficient', 'efficient')",-0.1370365,0.16187339,-0.6145339,-0.04519919,-1.0342887,-0.4995579,-0.5347308
21,-2.3443098,-1.9711825,"('immoral', 'moral')",-0.85561234,-0.79833084,-1.0871999,-0.7096625,-1.4290406,-1.1597253,-0.2693153
13,-2.194748,-1.7956873,"('impolite', 'polite')",-0.8018954,-0.71600926,-0.60546833,-0.2842235,-1.2007039,-0.9319734,-0.2687305
43,-2.1900718,-1.9585922,"('irresponsible', 'responsible')",-0.9049265,-0.85561836,-0.14843202,0.18609948,-1.0811435,-0.876037,-0.2051065
46,-2.0924187,-1.8223027,"('uncompetitive', 'competitive')",-0.4910254,-0.4872208,-0.7336628,-0.49751568,-1.1057023,-0.9356798,-0.1700225
65,-2.071254,-1.517789,"('insecure', 'secure')",-1.3493656,-1.2370741,-0.25720933,0.17027637,-1.2259429,-0.861529,-0.3644139
70,-1.9542191,-1.7801924,"('lethargic', 'energetic')",-1.3051244,-1.2793001,-0.072396725,0.23687232,-1.1105801,-0.9408735,-0.1697066
45,-1.8843793,-1.7744124,"('incompetent', 'competent')",-0.71630085,-0.729226,-0.68977433,-0.6164868,-1.0968181,-1.0400417,-0.0567764
33,1.8787525,1.4944814,"('wrong', 'right')",1.0529406,0.88504946,-0.48191342,-0.7955745,0.8165932,0.5279855,0.2886077
81,-1.8734071,-1.353461,"('submissive', 'aggressive')",-0.21983957,-0.0060154796,-0.54946125,-0.12962231,-0.8809026,-0.4963663,-0.3845363
63,-1.8484422,-1.6401916,"('unperceptive', 'insightful')",0.005284393,-0.015201148,0.41934934,0.40144604,-0.4746028,-0.4179822,-0.0566206
1,1.8274602,1.365492,"('unfriendly', 'friendly')",1.3986194,1.0433644,1.4554443,1.2618129,1.5605079,1.2235564,0.3369515
62,-1.8220828,-1.3639427,"('incompetent', 'brilliant')",-0.4135819,-0.14367916,-0.64001393,-0.0033115856,-0.9585595,-0.5036445,-0.454915
35,1.8191742,1.4114927,"('corrupt', 'incorrupt')",-0.3554042,-0.40100646,-0.49903637,-0.8695163,0.3215778,0.04699,0.2745878
6,1.8050704,1.2701567,"('distant', 'open')",-0.047305763,-0.30613267,-0.5802935,-1.0502045,0.3924904,-0.0287268,0.4212172
5,1.7925259,1.3384194,"('distant', 'outgoing')",-0.066097565,-0.26006654,-0.9405332,-1.2375039,0.261965,-0.0530503,0.3150153
11,-1.7406031,-1.3733834,"('unhelpful', 'helpful')",-0.28364053,-0.048477467,1.9732987,2.5073278,-0.0169816,0.3618223,-0.3788039
74,1.7054043,1.7065527,"('undedicated', 'dedicated')",0.61824965,0.6824364,0.5458046,0.6114249,0.9564862,1.000138,-0.0436518
10,-1.659484,-1.447439,"('unsympathetic', 'sympathetic')",-0.9755882,-1.0663682,-0.037680384,-0.10393112,-0.8909175,-0.8725795,-0.018338
40,1.6052276,1.5166408,"('stingy', 'generous')",1.2213656,0.95784557,-1.9481044,-2.3892462,0.2928296,0.0284134,0.2644162
0,-1.5758872,-1.4253973,"('unsociable', 'sociable')",0.1856631,0.2062294,-0.32384807,-0.17881893,-0.5713574,-0.4659956,-0.1053618
56,-1.5401899,-1.0089704,"('impractical', 'practical')",0.764209,1.1158059,-0.4698855,0.26391497,-0.4152888,0.1235835,-0.5388723
39,1.5372726,1.7039857,"('exploitative', 'cooperative')",0.5563991,0.6780145,0.39130792,0.62365246,0.8283265,1.0018842,-0.1735577
51,-1.5315535,-1.2638913,"('uneducated', 'educated')",-0.5490022,-0.39553013,0.66730404,0.808286,-0.4710839,-0.2837118,-0.1873721
22,-1.5211396,-1.3838122,"('untrustworthy', 'trustworthy')",-1.1880366,-1.1003953,-1.121805,-0.8068366,-1.2769937,-1.0970147,-0.179979
52,1.458642,0.9462117,"('irrational', 'rational')",-0.25745383,-0.5550439,-0.13989618,-0.5300023,0.353764,-0.0462782,0.4000422
66,1.4496241,0.9962884,"('inactive', 'active')",-0.5381207,-0.7279523,0.9521389,0.27070388,0.6212141,0.17968,0.4415341
59,1.427204,1.2185651,"('foolish', 'wise')",-0.17958891,-0.18837991,-0.31264013,-0.36809385,0.3116583,0.2206971,0.0909612
31,1.4063673,0.8425748,"('evil', 'good')",0.33770916,0.0074530914,-1.2502654,-1.7010796,0.1646037,-0.2836839,0.4482876
30,-1.3974832,-0.99529254,"('intolerant', 'tolerant')",-0.90061474,-0.7858041,-0.26523158,0.33650386,-0.8544432,-0.4815309,-0.3729123
3,-1.3696128,-1.1815842,"('repellent', 'pleasant')",-1.3764436,-1.3941461,0.53806996,0.7422471,-0.7359955,-0.6111611,-0.1248344
64,-1.3603278,-1.2042775,"('shy', 'confident')",-0.93387216,-0.90830874,-5.741451,-5.693446,-2.6785501,-2.6020107,-0.0765394
80,-1.3101512,-0.8885823,"('dominated', 'dominating')",-0.8400521,-0.73485506,-0.1668261,-0.045231268,-0.7723431,-0.5562229,-0.2161202
42,-1.2834377,-1.1260237,"('unreliable', 'reliable')",-0.18542935,-0.25357008,-2.6808038,-2.436248,-1.3832235,-1.2719472,-0.1112763
9,1.2792141,0.9219237,"('unaffectionate', 'caring')",0.61969125,0.48703468,0.82537466,0.6568278,0.9080934,0.6885955,0.2194979
71,1.2580948,1.1718467,"('diffident', 'self-confident')",1.1553533,1.1174812,0.27050334,0.24303761,0.8946505,0.8441219,0.0505286
14,-1.2146773,-0.7160414,"('antisocial', 'social')",-0.5239719,-0.22756635,-0.40324482,0.19451544,-0.7139647,-0.2496974,-0.4642673
44,-1.2016656,-0.9378765,"('prejudiced', 'unprejudiced')",-1.1751425,-0.9839039,-1.8448125,-1.4661561,-1.4072069,-1.1293122,-0.2778947
82,-1.1530154,-0.8234091,"('poor', 'rich')",-1.1906652,-1.0030824,5.0785475,5.704077,0.9116223,1.2925285,-0.3809062
53,1.1360339,1.0158976,"('uncreative', 'creative')",0.5557063,0.4143668,0.7301585,0.55119663,0.8072996,0.660487,0.1468126
38,-1.1103042,-0.96385884,"('untruthful', 'truthful')",-0.08926073,-0.030273207,-0.10996148,0.08888599,-0.4365088,-0.3017487,-0.1347601
7,-1.0818627,-0.90578115,"('insensitive', 'sensitive')",-0.5774549,-0.53307474,0.0020167418,0.07079346,-0.5524336,-0.4560208,-0.0964128
18,1.0307686,1.0017047,"('disagreeable', 'welcoming')",0.004682064,-0.0903963,-1.0926278,-1.0712589,-0.019059,-0.0533168,0.0342578
8,0.97910005,0.5828693,"('unaffectionate', 'affectionate')",0.61777043,0.52984035,0.25333798,0.20395839,0.6167361,0.4388893,0.1778468
15,0.9501192,0.7917044,"('boring', 'funny')",-0.46579984,-0.29684615,0.41028658,0.56506264,0.298202,0.353307,-0.055105
23,-0.8775114,-0.5115635,"('insincere', 'sincere')",-0.2572202,-0.16584963,5.234648,5.7328887,1.3666388,1.6851586,-0.3185198
77,-0.8733722,-0.7919959,"('unmotivated', 'motivated')",0.054172464,0.08799593,-1.2755536,-1.2543983,-0.6982511,-0.6527994,-0.0454517
29,-0.8155861,-0.99822235,"('unfair', 'fair')",-0.8987873,-0.95533156,-0.97404546,-1.1951323,-0.8961396,-1.0495621,0.1534225
32,-0.7869111,-0.46788344,"('unkind', 'kind')",0.31249043,0.3816195,1.0505726,1.3016453,0.1920507,0.4051271,-0.2130764
54,0.76301026,0.6673267,"('incapable', 'capable')",-0.36900136,-0.3264497,0.6728511,0.865399,0.35562,0.402092,-0.046472
47,-0.7439824,-0.42530826,"('stupid', 'smart')",0.19793737,0.3623738,4.5094733,4.9495664,1.3211428,1.6288773,-0.3077345
25,0.70582664,0.36816338,"('egoistic', 'altruistic')",0.698957,0.64499074,1.1199331,1.0509903,0.8415723,0.6880482,0.1535241
57,-0.68894845,-0.81696874,"('unimaginative', 'imaginative')",-0.23225963,-0.29599607,-2.6133056,-2.6756058,-1.1781712,-1.2628569,0.0846857
73,0.67970717,0.7114549,"('helpless', 'self-reliant')",0.18545254,0.24243073,-3.5398865,-3.2507257,-0.8915756,-0.7656134,-0.1259622
24,-0.67550415,-0.55196774,"('dishonest', 'honest')",-0.95067465,-0.94894356,0.07925886,0.3100745,-0.5156399,-0.3969456,-0.1186943
48,-0.6420872,-0.5279459,"('unintelligent', 'intelligent')",0.40601382,0.32891813,-0.30512604,-0.27756566,-0.1803998,-0.1588645,-0.0215353
28,-0.64198524,-0.8589857,"('disloyal', 'loyal')",0.5426997,0.3661459,1.1235224,1.016073,0.3414123,0.1744111,0.1670012
27,0.63667285,0.31439972,"('hardhearted', 'softhearted')",-0.88831663,-1.1378183,0.5621967,0.098369405,0.1035176,-0.2416831,0.3452007
17,-0.61781263,-0.55922234,"('nasty', 'nice')",-0.5693701,-0.5242311,-0.51290095,-0.42476204,-0.5666945,-0.5027385,-0.063956
19,0.60786426,0.33572623,"('inhospitable', 'hospitable')",-0.7299847,-0.7349984,-0.33968878,-0.37367114,-0.1539364,-0.2576478,0.1037114
2,0.5491083,0.90388846,"('unlikable', 'likable')",0.4606811,0.71384954,0.75434893,1.2674551,0.5880462,0.961731,-0.3736848
84,0.4487649,0.5022973,"('inferior', 'superior')",0.78024185,0.7993349,0.82146955,0.6613751,0.6834921,0.6543357,0.0291564
