,eastman_male,eastman_female,tuple,chemical_male,chemical_female,co_male,co_female,average_male,average_female,male-female
83,-0.44541293,-0.14213774,"('powerless', 'powerful')",-0.14157397,0.09684339,-1.5673374,-1.1760726,-0.7181081,-0.4071223,-0.3109858
68,-0.43992084,-0.33941844,"('dependent', 'independent')",-1.2097871,-1.1996855,-1.479392,-1.5485954,-1.0430334,-1.0292331,-0.0138003
4,0.42280635,0.27231058,"('disliked', 'liked')",-0.26127043,-0.24014959,-6.182555,-6.348432,-2.0070065,-2.1054236,0.0984171
41,-0.3498576,-0.3033999,"('unforgiving', 'forgiving')",0.8589361,0.8049254,0.39709985,0.2906337,0.3020595,0.2640531,0.0380064
49,-0.3431721,-0.11042337,"('unable', 'able')",-1.0284425,-0.82012004,-0.77861524,-0.48098052,-0.7167433,-0.470508,-0.2462353
12,0.32425973,0.3459683,"('unsupportive', 'supportive')",0.780344,0.7452727,-1.5377512,-1.7009822,-0.1443825,-0.2032471,0.0588646
79,0.32380852,0.046099566,"('wavering', 'unwavering')",-0.44032586,-0.525438,-0.6550144,-0.70540863,-0.2571772,-0.3949157,0.1377385
58,0.29479748,0.21205333,"('undiscriminating', 'discriminating')",0.60925305,0.58744204,0.56639355,0.34425163,0.490148,0.381249,0.108899
88,0.2883162,0.5355675,"('low', 'eminent')",-0.23194353,-0.10565543,0.006668942,0.48478317,0.0210139,0.3048984,-0.2838845
78,-0.22400625,-0.58779603,"('nonresilient', 'resilient')",1.1771051,0.905661,0.5921851,0.23458013,0.5150946,0.1841484,0.3309462
87,-0.15597263,0.08860665,"('unsuccessful', 'successful')",-0.09059143,0.14088732,0.48863146,0.75631464,0.0806891,0.3286029,-0.2479138
20,0.13576768,0.33959377,"('rough', 'thoughtful')",0.49601585,0.6096256,0.54291415,0.770016,0.3915659,0.5730785,-0.1815126
61,-0.11061909,-0.06630902,"('illogical', 'logical')",-0.45004195,-0.44682357,-0.23468918,-0.38554147,-0.2651167,-0.299558,0.0344413
34,0.100796334,0.26094314,"('mean', 'honorable')",-0.3031298,-0.1766919,4.5888247,4.983552,1.4621638,1.6892678,-0.227104
72,0.08768084,0.4264515,"('unambitious', 'ambitious')",0.24764182,0.4499452,-0.71712434,-0.44254625,-0.1272672,0.1446168,-0.271884
37,-0.08742415,-0.2754395,"('fake', 'genuine')",-0.4745757,-0.6119078,0.23086889,0.15208128,-0.110377,-0.2450887,0.1347117
86,0.077179134,0.0021664016,"('uninfluential', 'influential')",0.30858898,0.19896504,-0.22461975,-0.48601705,0.0537161,-0.0949619,0.148678
67,-0.060567476,0.29099736,"('doubtful', 'determined')",0.24922016,0.5174161,-0.17608425,0.19003016,0.0041895,0.3328146,-0.3286251
16,0.055715874,-0.096999794,"('unpopular', 'popular')",-0.43589097,-0.38287735,0.051724106,0.1928829,-0.1094837,-0.0956647,-0.013819
50,-0.043353397,0.033187825,"('clumsy', 'skillful')",-0.8228517,-0.86352193,0.16748421,0.25388044,-0.232907,-0.1921512,-0.0407558
75,0.010989115,-0.06119987,"('meek', 'impulsive')",-0.8973508,-0.7729137,-0.6494162,-0.50150776,-0.5119259,-0.4452071,-0.0667188
