,dominion_male,dominion_female,tuple,energy_male,energy_female,inc_male,inc_female,average_male,average_female,male-female
16,-1.8002597,-1.8239701,"('unpopular', 'popular')",-0.48421508,-0.6032916,0.18209723,0.07573677,-0.7007926,-0.7838416,0.083049
39,1.5700557,1.3589021,"('exploitative', 'cooperative')",-0.28265372,-0.26720053,-0.079419516,-0.073557325,0.4026608,0.3393814,0.0632794
84,1.5095431,1.4413164,"('inferior', 'superior')",0.17412932,0.13001044,0.92878103,0.8319818,0.8708178,0.8011029,0.0697149
26,1.4507976,1.3579051,"('hardhearted', 'benevolent')",0.6769153,0.51867354,1.6534005,1.4000326,1.260371,1.0922038,0.1681672
75,-1.1938233,-0.6731998,"('meek', 'impulsive')",-0.30406883,-0.04409214,-0.37152058,-0.113892086,-0.6231376,-0.2770613,-0.3460763
31,-1.1865933,-0.7887909,"('evil', 'good')",-1.3105145,-1.4402537,-1.223638,-1.4236509,-1.2402486,-1.2175652,-0.0226834
17,-1.1366414,-0.88008475,"('nasty', 'nice')",-1.0023717,-1.029405,-0.53069466,-0.4972676,-0.8899026,-0.8022525,-0.0876501
68,-1.1267656,-1.2940899,"('dependent', 'independent')",-0.08448589,-0.15574427,-0.35468718,-0.4722822,-0.5219796,-0.6407055,0.1187259
55,-1.1223164,-1.1901096,"('incompetent', 'clever')",0.116742864,-0.06729017,-0.13996089,-0.1352938,-0.3818448,-0.4642312,0.0823864
81,-1.1015508,-1.1389582,"('submissive', 'aggressive')",1.7381802,1.6076611,-0.6523421,-0.46113792,-0.0052376,0.0025217,-0.0077593
60,-1.0562875,-1.2217224,"('inefficient', 'efficient')",1.9406873,1.8710523,-0.070948854,0.101462,0.2711503,0.250264,0.0208863
44,-0.98639643,-1.1998339,"('prejudiced', 'unprejudiced')",-0.22804472,-0.20455436,-1.2352101,-1.2075752,-0.8165504,-0.8706544,0.054104
74,0.93251413,0.9253491,"('undedicated', 'dedicated')",-0.21862018,-0.30662748,-0.11097183,-0.098629,0.200974,0.1733642,0.0276098
0,-0.90208143,-1.1877127,"('unsociable', 'sociable')",0.0026828162,-0.22108813,-0.6217183,-0.7057885,-0.507039,-0.7048631,0.1978241
59,0.8370716,0.9105558,"('foolish', 'wise')",0.50389564,0.48209998,0.48793787,0.48045886,0.609635,0.6243715,-0.0147365
73,0.82856923,0.972305,"('helpless', 'self-reliant')",1.1484138,1.1593512,-3.105973,-2.7431927,-0.37633,-0.2038455,-0.1724845
33,0.8275653,0.7109643,"('wrong', 'right')",0.89732176,0.8514746,-0.6523098,-0.75949854,0.3575258,0.2676468,0.089879
85,0.8146398,0.7551749,"('insignificant', 'prestigious')",-0.05944109,-0.20771295,0.6779029,0.3370626,0.4777006,0.2948415,0.1828591
29,-0.80323064,-0.5921891,"('unfair', 'fair')",-0.46763486,-0.49053705,-0.27312785,-0.4534317,-0.5146644,-0.5120526,-0.0026118
3,-0.783434,-0.66011757,"('repellent', 'pleasant')",-0.045175787,0.0031970069,0.1284073,0.32027555,-0.2334008,-0.112215,-0.1211858
82,-0.7807836,-0.5936151,"('poor', 'rich')",-0.39903036,-0.28575704,5.5760045,5.5980244,1.4653969,1.5728841,-0.1074872
