,public_male,public_female,tuple,service_male,service_female,enterprise_male,enterprise_female,gp_male,gp_female,inc_male,inc_female,average_male,average_female,male-female
31,-3.3754187,-3.1841946,"('evil', 'good')",-2.056559,-2.0947237,-2.9536994,-2.701559,-4.0376754,-3.9685297,-1.9874374,-2.1257885,-2.8821581,-2.8149591,-0.067199
56,3.220222,3.8710346,"('impractical', 'practical')",2.5727289,3.2703912,1.7374934,1.986131,2.9308324,3.6925552,0.27336016,0.7208731,2.1469275,2.708197,-0.5612695
14,3.087989,3.0180643,"('antisocial', 'social')",1.4925761,1.5315536,2.098223,2.1037738,2.7738748,2.8560739,-0.2766628,-0.23943311,1.8352001,1.8540066,-0.0188065
23,3.0709178,2.9209225,"('insincere', 'sincere')",1.3294207,1.5453339,1.06453,1.0826161,3.1282346,3.5119536,6.073644,6.733404,2.9333496,3.1588459,-0.2254963
21,2.8100157,2.781068,"('immoral', 'moral')",1.9174783,2.153235,1.9492915,1.9449353,2.98617,3.16686,0.36240223,0.6286266,2.0050714,2.1349451,-0.1298737
35,-2.7397346,-2.5103927,"('corrupt', 'incorrupt')",-0.5670643,-0.59875476,-2.687962,-2.158862,-4.1325207,-4.025254,-1.1418719,-1.0193813,-2.2538307,-2.062529,-0.1913017
36,-2.6301265,-2.499422,"('hostile', 'amicable')",-2.1317873,-2.3382065,-1.7853496,-1.8029376,-3.9455795,-3.9617236,-0.38484436,-0.27836385,-2.1755375,-2.1761307,0.0005932
11,2.4503274,2.712228,"('unhelpful', 'helpful')",1.8778787,2.0149267,1.5950917,1.8352917,1.6318983,2.196449,2.4692743,2.6781073,2.0048941,2.2874006,-0.2825065
46,2.3245647,2.1253586,"('uncompetitive', 'competitive')",1.3629658,1.3129491,3.7542555,3.4622974,3.2707686,2.5881188,0.69506556,0.31110686,2.2815241,1.9599661,0.321558
16,-2.3176332,-1.5939883,"('unpopular', 'popular')",-1.848232,-1.5859456,-1.3550832,-0.67793435,-1.2037127,-0.87045866,0.4804402,0.5802088,-1.2488441,-0.8296237,-0.4192204
83,2.1523023,1.812397,"('powerless', 'powerful')",0.95124483,0.72489095,1.407504,1.2044939,0.2657464,0.0070511084,-0.93468153,-1.0976027,0.7684233,0.530246,0.2381773
30,2.1519742,2.585451,"('intolerant', 'tolerant')",0.3606495,0.61122555,1.8436733,1.9929544,2.5869453,2.9650304,1.494893,1.823619,1.687627,1.995656,-0.308029
81,2.071513,2.3131425,"('submissive', 'aggressive')",0.84008276,1.0488681,2.10519,2.2322137,2.644859,2.9121737,-0.35388625,-0.0076670647,1.4615518,1.6997459,-0.2381941
60,2.0047033,2.1652462,"('inefficient', 'efficient')",1.196587,1.5242829,2.717727,2.5255013,4.3419366,4.4941387,0.89153725,1.2572598,2.2304983,2.3932858,-0.1627875
12,1.9275181,1.8182858,"('unsupportive', 'supportive')",0.9627807,0.98117286,1.187374,0.9834434,0.5045873,0.3975856,-1.6316159,-2.428888,0.5901289,0.3503199,0.239809
70,1.9092165,2.3218734,"('lethargic', 'energetic')",1.4813308,1.6478709,2.9338634,3.083984,3.3136573,3.258883,1.9462459,1.7536559,2.3168627,2.4132534,-0.0963907
55,1.7730224,1.4165951,"('incompetent', 'clever')",1.3695184,1.4358281,1.9873558,2.0219202,3.2859821,3.0097516,0.6300839,0.72021085,1.8091925,1.7208612,0.0883313
75,-1.7631567,-1.5823861,"('meek', 'impulsive')",-0.23082618,-0.1785841,0.0996405,0.1502733,-1.8348736,-1.9708151,-0.31539255,-0.40712646,-0.8089217,-0.7977277,-0.011194
7,1.758185,1.7209805,"('insensitive', 'sensitive')",0.7258143,0.74885535,1.7304391,1.7938071,2.9416893,3.0489314,1.6783773,1.4680483,1.766901,1.7561245,0.0107765
13,1.6966467,1.7373431,"('impolite', 'polite')",0.6246427,0.8384606,1.5696279,1.3034071,1.87486,1.9200294,-0.28075433,-0.17407195,1.0970047,1.1250337,-0.028029
47,1.6153779,1.5017674,"('stupid', 'smart')",0.5667109,0.6429285,0.5941578,0.8856058,1.6375377,1.8481115,5.0270295,5.7792554,1.8881626,2.1315338,-0.2433712
39,1.5954556,1.7801096,"('exploitative', 'cooperative')",0.47968704,0.5704937,2.0238202,2.195523,3.30197,3.5257578,0.39233646,0.5484961,1.5586538,1.7240761,-0.1654223
43,1.558258,1.7461747,"('irresponsible', 'responsible')",0.89402735,1.0962965,1.1796725,1.0639535,3.4659572,3.7020812,1.7738707,1.6622987,1.774357,1.8541609,-0.0798039
