,genworth_male,genworth_female,tuple,financial_male,financial_female,inc_male,inc_female,average_male,average_female,male-female
1,-1.7683123,-1.6345177,"('unfriendly', 'friendly')",1.2638321,1.2191443,2.0920978,2.0758438,0.5292058,0.5534902,-0.0242844
52,-1.6602448,-1.7089266,"('irrational', 'rational')",-0.080175385,-0.24848838,0.011899361,-0.17376988,-0.5761736,-0.7103949,0.1342213
6,-1.5856941,-1.5403657,"('distant', 'open')",-0.35244393,-0.43329546,0.4710498,0.51422393,-0.4890294,-0.4864791,-0.0025503
53,-1.5587417,-1.5201674,"('uncreative', 'creative')",1.0418868,0.89593965,0.96230817,0.9620302,0.1484844,0.1126008,0.0358836
36,-1.5495602,-1.6620815,"('hostile', 'amicable')",-0.2143524,-0.30376482,0.499848,0.47446945,-0.4213549,-0.4971256,0.0757707
79,-1.4636091,-1.4147543,"('wavering', 'unwavering')",-0.75955826,-0.72906476,0.20935771,0.17850658,-0.6712699,-0.6551042,-0.0161657
72,-1.353955,-1.2614937,"('unambitious', 'ambitious')",-0.42307752,-0.24491984,-1.2986363,-1.0933105,-1.0252229,-0.8665746,-0.1586483
70,1.2803137,1.3617221,"('lethargic', 'energetic')",0.4001242,0.42437798,0.8552062,0.9483064,0.8452147,0.9114688,-0.0662541
16,-1.2341143,-1.074348,"('unpopular', 'popular')",-0.5871109,-0.6694911,0.30562586,0.2873171,-0.5051998,-0.4855073,-0.0196925
31,-1.2069132,-1.2728776,"('evil', 'good')",-1.0179623,-1.2027396,-1.0178038,-1.0610361,-1.080893,-1.1788844,0.0979914
85,-1.1987514,-1.5569732,"('insignificant', 'prestigious')",1.0057513,0.705739,0.803455,0.51805454,0.2034849,-0.1110599,0.3145448
39,1.1517863,0.89320153,"('exploitative', 'cooperative')",0.6882254,0.57061267,-0.031483043,-0.041207977,0.6028429,0.4742021,0.1286408
86,-1.1500701,-1.1972812,"('uninfluential', 'influential')",-0.3838912,-0.56840634,-0.29798484,-0.41154543,-0.6106487,-0.7257443,0.1150956
30,1.1497531,1.2473637,"('intolerant', 'tolerant')",0.89062107,0.91449076,0.986756,1.2400504,1.0090435,1.1339684,-0.1249249
60,1.1475389,1.3957624,"('inefficient', 'efficient')",0.2825607,0.46863353,-0.31019077,-0.018551283,0.3733029,0.6152816,-0.2419787
8,-1.069016,-1.1013225,"('unaffectionate', 'affectionate')",0.14022475,0.0802346,0.9003963,0.87910426,-0.009465,-0.0473279,0.0378629
37,1.0626613,1.0341632,"('fake', 'genuine')",-0.46095324,-0.5610704,0.51847464,0.57631826,0.3733943,0.3498037,0.0235906
5,-1.0390247,-0.93018985,"('distant', 'outgoing')",0.32357436,0.38513073,-0.09350653,-0.067585275,-0.2696523,-0.2042148,-0.0654375
9,-1.0277597,-0.92540723,"('unaffectionate', 'caring')",1.3919501,1.3930191,1.2642031,1.2687274,0.5427978,0.5787798,-0.035982
68,-1.0263566,-1.0315512,"('dependent', 'independent')",-1.9785157,-2.1093159,-0.76080656,-0.69942033,-1.2552263,-1.2800959,0.0248696
42,0.9966785,1.0944457,"('unreliable', 'reliable')",0.76966983,0.6964599,-2.9898455,-2.9679105,-0.4078324,-0.392335,-0.0154974
58,-0.9682526,-0.7521289,"('undiscriminating', 'discriminating')",1.1540929,1.0678841,0.22536802,0.23330246,0.1370694,0.1830192,-0.0459498
78,-0.9196175,-0.9891604,"('nonresilient', 'resilient')",1.224932,1.1107981,0.62894386,0.34017536,0.3114194,0.1539377,0.1574817
46,0.90829647,1.0063384,"('uncompetitive', 'competitive')",1.1400794,1.1677144,-0.4117705,-0.3536152,0.5455351,0.6068125,-0.0612774
28,-0.8687126,-0.76721245,"('disloyal', 'loyal')",0.009426042,0.052633334,0.9573447,1.047357,0.0326861,0.110926,-0.0782399
35,-0.8357432,-0.8218524,"('corrupt', 'incorrupt')",-1.2231432,-1.311453,-0.08709927,-0.09241032,-0.7153286,-0.7419052,0.0265766
25,-0.8336035,-1.0964061,"('egoistic', 'altruistic')",-0.13066372,-0.29586285,1.652503,1.5139384,0.2294119,0.0405565,0.1888554
88,-0.8308323,-0.9080721,"('low', 'eminent')",-0.90989274,-0.90156674,0.07117669,0.11295447,-0.5565161,-0.5655615,0.0090454
13,0.8202017,0.94274205,"('impolite', 'polite')",0.6043524,0.8644162,-0.29226038,-0.08762598,0.3774312,0.5731774,-0.1957462
56,0.8053305,1.1871711,"('impractical', 'practical')",0.4828565,0.7905928,-0.4323842,-0.1170167,0.2852676,0.6202491,-0.3349815
44,0.7775459,0.6844363,"('prejudiced', 'unprejudiced')",-0.29673502,-0.26656213,-1.4020034,-1.4226514,-0.3070642,-0.3349257,0.0278615
57,-0.77598226,-0.6697148,"('unimaginative', 'imaginative')",0.14141423,0.06830864,-2.5934308,-2.6421247,-1.0759996,-1.0811769,0.0051773
71,0.7561101,0.7246543,"('diffident', 'self-confident')",1.6191953,1.6801018,0.61541176,0.53747517,0.9969057,0.9807437,0.016162
80,0.73266834,0.7566175,"('dominated', 'dominating')",-0.37392613,-0.41923013,-1.249563,-1.3506074,-0.2969402,-0.33774,0.0407998
38,-0.7242131,-0.4348093,"('untruthful', 'truthful')",0.023270328,0.2538333,-0.15962161,0.0048394315,-0.2868548,-0.0587122,-0.2281426
40,-0.7227744,-0.93574566,"('stingy', 'generous')",1.002727,0.7882972,-1.5912433,-1.7443268,-0.4370969,-0.6305918,0.1934949
83,-0.7137183,-0.71713233,"('powerless', 'powerful')",0.06858775,0.098603606,-1.2890462,-1.3064789,-0.6447256,-0.6416692,-0.0030564
75,-0.69301766,-0.5082739,"('meek', 'impulsive')",-0.6935272,-0.51250315,-0.4600085,-0.3501602,-0.6155178,-0.4569791,-0.1585387
55,0.69177145,0.62976664,"('incompetent', 'clever')",-0.39067468,-0.5270622,-0.32535237,-0.2265391,-0.0080852,-0.0412782,0.033193
14,0.69057894,0.8453414,"('antisocial', 'social')",1.6250528,1.7709072,-0.94191056,-0.7326229,0.4579071,0.6278752,-0.1699681
7,0.67311126,0.6888496,"('insensitive', 'sensitive')",0.7532241,0.74956,0.9441984,0.94670457,0.7901779,0.7950381,-0.0048602
22,0.67181224,0.6955904,"('untrustworthy', 'trustworthy')",-0.26202655,-0.27511042,-1.0372874,-0.9265736,-0.2091672,-0.1686979,-0.0404693
