,genworth_male,genworth_female,tuple,financial_male,financial_female,inc_male,inc_female,average_male,average_female,male-female
4,-0.66567165,-0.44069982,"('disliked', 'liked')",-0.34099776,-0.26707375,-6.6167817,-6.675815,-2.5411504,-2.4611963,-0.0799541
81,0.6594124,0.684729,"('submissive', 'aggressive')",0.8213647,0.97995394,-0.8865514,-0.72688186,0.1980752,0.3126003,-0.1145251
19,-0.64485866,-0.43828514,"('inhospitable', 'hospitable')",-0.35944858,-0.47385296,-0.16930015,-0.09694775,-0.3912025,-0.336362,-0.0548405
18,-0.63570833,-0.8309712,"('disagreeable', 'welcoming')",-0.32654032,-0.595103,-0.395205,-0.51069725,-0.4524846,-0.6455905,0.1931059
66,-0.6238549,-0.77897954,"('inactive', 'active')",1.0049659,0.87060803,1.3805574,1.1137276,0.5872228,0.4017854,0.1854374
67,0.6171988,0.68035346,"('doubtful', 'determined')",-0.10789654,0.036292486,-0.8815397,-0.67110527,-0.1240791,0.0151802,-0.1392593
76,0.6061981,0.8077479,"('anxious', 'daring')",0.3473047,0.39453202,0.117767826,0.29588056,0.3570902,0.4993868,-0.1422966
64,0.590108,0.39145467,"('shy', 'confident')",0.54331094,0.5110939,-6.7801337,-7.0199924,-1.8822382,-2.039148,0.1569098
77,-0.5621314,-0.7435444,"('unmotivated', 'motivated')",0.8275711,0.8375421,-1.2182355,-1.3552715,-0.3175986,-0.4204246,0.102826
20,-0.5475967,-0.4865956,"('rough', 'thoughtful')",-0.07643853,-0.10663362,0.7604864,0.8063086,0.0454837,0.0710265,-0.0255428
84,0.53473425,0.57429075,"('inferior', 'superior')",0.19138592,0.3346998,0.9208728,0.96068096,0.5489976,0.6232239,-0.0742263
26,-0.5266689,-0.5540767,"('hardhearted', 'benevolent')",1.4427637,1.2551064,1.5921639,1.5200559,0.8360863,0.7403618,0.0957245
47,0.5009272,0.58326477,"('stupid', 'smart')",0.94745594,0.96740836,5.6312046,5.857077,2.3598626,2.46925,-0.1093874
34,-0.4849434,-0.4844901,"('mean', 'honorable')",0.5819061,0.6435758,6.2587605,6.466993,2.1185745,2.2086929,-0.0901184
62,0.4701647,0.7176553,"('incompetent', 'brilliant')",0.6099875,0.7864331,-0.11905651,0.10672915,0.3203652,0.5369392,-0.216574
43,0.4604377,0.7229559,"('irresponsible', 'responsible')",1.1388006,1.210269,0.49174005,0.63511693,0.6969928,0.8561139,-0.1591211
61,-0.45435458,-0.27736443,"('illogical', 'logical')",1.1207913,1.254213,0.20138255,0.21443996,0.2892731,0.3970962,-0.1078231
29,-0.43848228,-0.21940702,"('unfair', 'fair')",-0.4171809,-0.38958287,-0.67248094,-0.58564025,-0.5093814,-0.39821,-0.1111714
48,-0.4148129,-0.38932648,"('unintelligent', 'intelligent')",-0.6071373,-0.66611785,0.104830064,0.15998355,-0.3057067,-0.2984869,-0.0072198
32,0.41067845,0.5671945,"('unkind', 'kind')",0.2866147,0.2916614,0.7453743,0.8645127,0.4808892,0.5744562,-0.093567
45,0.3913381,0.8202116,"('incompetent', 'competent')",-0.18595411,-0.0227586,-0.41983247,-0.18064182,-0.0714828,0.2056037,-0.2770865
73,0.3875776,0.41395673,"('helpless', 'self-reliant')",0.7502923,0.6361484,-3.1751223,-3.1746385,-0.6790841,-0.7081778,0.0290937
49,-0.36673522,-0.11772661,"('unable', 'able')",-1.0087903,-0.9605689,-0.34107697,-0.25200257,-0.5722008,-0.4434327,-0.1287681
63,-0.36322078,-0.01942806,"('unperceptive', 'insightful')",1.2288752,1.264085,1.0439761,1.1582898,0.6365435,0.8009823,-0.1644388
87,0.35429424,0.51084286,"('unsuccessful', 'successful')",1.2566975,1.3089353,0.70800483,0.559559,0.7729988,0.7931124,-0.0201136
12,0.3474005,0.342947,"('unsupportive', 'supportive')",1.1744477,1.0993598,-1.69858,-1.7941372,-0.0589106,-0.1172768,0.0583662
17,0.34511623,0.4331938,"('nasty', 'nice')",-0.39902914,-0.28901863,-0.59885263,-0.6453904,-0.2175885,-0.1670717,-0.0505168
74,-0.32734916,-0.1882728,"('undedicated', 'dedicated')",0.41208076,0.32075083,0.21177296,0.09972827,0.0988349,0.0774021,0.0214328
65,0.31948465,0.33551902,"('insecure', 'secure')",-0.18433218,-0.06623383,-0.6116398,-0.36297426,-0.1588291,-0.0312297,-0.1275994
21,0.31598115,0.26400003,"('immoral', 'moral')",0.7044547,0.57281816,-0.90220475,-0.9172939,0.0394104,-0.0268252,0.0662356
10,0.3056927,0.33665693,"('unsympathetic', 'sympathetic')",-0.401832,-0.45995468,-0.24390265,-0.18312731,-0.1133473,-0.1021417,-0.0112056
24,0.29284227,0.33423433,"('dishonest', 'honest')",0.09826896,0.12328717,0.42846417,0.6232528,0.2731918,0.3602581,-0.0870663
0,-0.2765106,-0.16859964,"('unsociable', 'sociable')",0.5710329,0.6825906,-0.46155375,-0.289435,-0.0556772,0.074852,-0.1305292
54,-0.2748618,-0.29948744,"('incapable', 'capable')",0.900795,0.8249465,1.0921514,1.0898584,0.5726949,0.5384392,0.0342557
33,-0.2431822,-0.39925367,"('wrong', 'right')",0.9215312,0.77266014,-0.6754691,-0.89113474,0.00096,-0.1725761,0.1735361
41,-0.24307057,0.05318416,"('unforgiving', 'forgiving')",0.9266504,0.8832034,-0.3008467,-0.2726346,0.1275777,0.221251,-0.0936733
23,-0.23791435,0.046061102,"('insincere', 'sincere')",0.64144176,0.8516248,5.796155,6.2086315,2.0665607,2.3687725,-0.3022118
15,0.16706012,0.3614341,"('boring', 'funny')",-0.1597729,-0.053292956,0.24470347,0.30550954,0.0839969,0.2045502,-0.1205533
2,-0.16438502,-0.11909815,"('unlikable', 'likable')",2.2408428,2.2052157,0.4054696,0.27969795,0.8273091,0.7886051,0.038704
59,-0.15796332,-0.1542179,"('foolish', 'wise')",0.497599,0.38212204,0.42725703,0.35838687,0.2556309,0.1954303,0.0602006
82,-0.1366533,0.14972933,"('poor', 'rich')",-0.19596715,-0.06894376,6.1236763,6.479091,1.9303519,2.1866256,-0.2562737
3,-0.13545246,-0.29953632,"('repellent', 'pleasant')",-0.14433302,-0.20363784,0.1284852,0.15451053,-0.0504334,-0.1162212,0.0657878
69,0.12849547,-0.21853215,"('lazy', 'industrious')",0.60411906,0.4703761,-0.47553626,-0.7753011,0.0856928,-0.1744857,0.2601785
27,-0.123800255,-0.25245917,"('hardhearted', 'softhearted')",0.13882673,-0.09203817,1.7079406,1.3943834,0.5743223,0.349962,0.2243603
11,-0.118420236,0.2057995,"('unhelpful', 'helpful')",0.30404404,0.5695755,1.8343279,2.0825212,0.6733173,0.9526321,-0.2793148
51,0.038978547,0.02470972,"('uneducated', 'educated')",-0.4064332,-0.5044623,0.28054887,0.3177728,-0.0289686,-0.0539933,0.0250247
50,0.033949196,0.0011616778,"('clumsy', 'skillful')",0.4295306,0.25950673,0.13608533,0.09071765,0.199855,0.1171287,0.0827263
