,stanley_male,stanley_female,tuple,black_male,black_female,&_male,&_female,decker_male,decker_female,inc_male,inc_female,average_male,average_female,male-female
29,-2.312825,-2.3635612,"('unfair', 'fair')",0.082730465,-0.18857044,-0.7538395,-0.7084578,-0.34907904,-0.4395956,-0.8804137,-0.9321449,-0.8426853,-0.926466,0.0837807
52,-1.9621412,-2.1529355,"('irrational', 'rational')",-1.045372,-1.2415912,1.2788126,1.0652708,1.024535,1.0497642,-0.20391724,-0.44253597,-0.1816165,-0.3444056,0.1627891
46,1.700186,1.5783473,"('uncompetitive', 'competitive')",0.8010526,0.8279015,-0.58576494,-0.45675087,-2.7515519,-2.6966121,0.29737693,0.24977168,-0.1077402,-0.0994685,-0.0082717
12,1.6051912,1.5980374,"('unsupportive', 'supportive')",0.3020201,0.24223773,-0.846494,-0.72207534,-0.15228087,-0.20213038,-1.2041287,-1.0457749,-0.0591385,-0.0259411,-0.0331974
31,-1.6009841,-1.5098088,"('evil', 'good')",-2.025222,-2.1150625,0.9262372,0.9462282,1.9642186,2.230523,-1.360152,-1.3355845,-0.4191804,-0.3567409,-0.0624395
26,1.4875737,1.2994088,"('hardhearted', 'benevolent')",-0.5549659,-0.68052584,1.4931749,1.3779031,0.5554854,0.61092734,1.4797008,1.4079163,0.8921938,0.803126,0.0890678
72,1.3724787,1.2409549,"('unambitious', 'ambitious')",0.27778077,0.10974707,-1.1135529,-0.9788281,-0.52873373,-0.7176712,-0.86471736,-0.80542386,-0.1713489,-0.2302443,0.0588954
84,1.2862182,1.2385353,"('inferior', 'superior')",0.7813667,0.7199263,0.4893294,0.6252201,0.42572507,0.39753106,1.1460203,1.0280815,0.8257319,0.8018588,0.0238731
40,1.2270824,1.073627,"('stingy', 'generous')",-0.6535531,-0.88491595,-0.48564875,-0.54214656,-0.50451106,-0.5292455,-1.281784,-1.3538793,-0.3396829,-0.4473121,0.1076292
62,1.1859899,1.1179929,"('incompetent', 'brilliant')",0.29182166,0.3558468,-2.4540975,-2.3546994,-1.7469778,-1.7663548,0.2390197,0.38067243,-0.4968488,-0.4533084,-0.0435404
71,1.1432319,0.9564928,"('diffident', 'self-confident')",0.61666024,0.602499,-0.0020525232,0.087762855,2.3472087,2.366149,0.61661035,0.7180527,0.9443317,0.9461913,-0.0018596
6,-1.1400492,-0.8985858,"('distant', 'open')",0.5065984,0.36046997,1.0589018,1.1173979,1.9809651,2.0691116,0.3041018,0.21121499,0.5421036,0.5719217,-0.0298181
87,1.1212276,0.9970391,"('unsuccessful', 'successful')",1.0934803,0.8890414,2.0612931,1.8650756,0.039767824,-0.090650946,1.2330557,1.1274196,1.1097649,0.957585,0.1521799
10,1.0833366,0.9114373,"('unsympathetic', 'sympathetic')",-0.7672438,-0.706378,-2.9297028,-2.8910398,-3.4200997,-3.5323617,-0.13907984,-0.05143532,-1.2345579,-1.2539556,0.0193977
13,1.0715166,0.9154978,"('impolite', 'polite')",-0.31572178,-0.1166448,-1.6079267,-1.4246451,-1.9714229,-1.9586022,-0.03502368,0.054809913,-0.5717157,-0.5059169,-0.0657988
44,-1.0662932,-0.9921477,"('prejudiced', 'unprejudiced')",-0.82552856,-0.67690283,-0.56847566,-0.4796545,-0.85602677,-0.8469636,-1.5779849,-1.4334784,-0.9788618,-0.8858294,-0.0930324
55,1.0624098,0.7976035,"('incompetent', 'clever')",-0.47249016,-0.40928516,-1.9542584,-1.8925337,-3.7641327,-3.8430283,-0.7422115,-0.6331315,-1.1741365,-1.1960751,0.0219386
5,-1.0595356,-0.67596805,"('distant', 'outgoing')",-0.5760925,-0.62039113,0.9024681,1.0179528,2.5184224,2.6369257,-0.13323572,-0.14883293,0.3304053,0.4419373,-0.111532
9,1.0484135,1.218728,"('unaffectionate', 'caring')",-0.116033524,-0.014719978,-0.43050456,-0.3789571,0.5555051,0.58968675,0.8185184,0.84053105,0.3751798,0.4510538,-0.075874
80,1.0457797,0.6887474,"('dominated', 'dominating')",1.0975815,0.8897924,-0.6136251,-0.8115525,-1.7743362,-2.0388126,-0.99689543,-1.0717318,-0.2482991,-0.4687114,0.2204123
49,-1.0336727,-1.0454438,"('unable', 'able')",-1.111612,-1.1844792,-0.785478,-0.9110516,-0.383032,-0.3922829,-0.4059568,-0.39177608,-0.7439503,-0.7850067,0.0410564
3,-1.0298034,-0.92115206,"('repellent', 'pleasant')",-0.21974252,-0.1135624,-0.7920774,-0.8059449,-1.4633713,-1.4240754,-0.35160732,-0.19906045,-0.7713204,-0.692759,-0.0785614
22,-1.0135481,-1.1036369,"('untrustworthy', 'trustworthy')",-1.0808957,-1.1111245,-1.0787089,-1.024201,-1.6375793,-1.6344669,-1.2135181,-1.3006394,-1.20485,-1.2348137,0.0299637
50,-0.93292165,-0.8541654,"('clumsy', 'skillful')",1.3867447,1.3709857,2.2577534,2.221145,0.42699876,0.41937283,0.93716437,0.8235985,0.815148,0.7961873,0.0189607
