,convergys_male,convergys_female,tuple,corp_male,corp_female,average_male,average_female,male-female
1,-2.911922,-2.594897,"('unfriendly', 'friendly')",1.4121318,1.6025102,-0.7498951,-0.4961934,-0.2537017
8,-2.4404805,-2.3248115,"('unaffectionate', 'affectionate')",0.6261739,0.8364462,-0.9071532,-0.7441826,-0.1629706
9,-2.4399576,-2.1040082,"('unaffectionate', 'caring')",1.2008798,1.4552994,-0.6195389,-0.3243544,-0.2951845
86,-2.2339394,-1.9829285,"('uninfluential', 'influential')",-0.19311503,-0.265809,-1.2135272,-1.1243688,-0.0891584
44,1.9204344,1.5824827,"('prejudiced', 'unprejudiced')",-1.1934757,-1.2884325,0.3634793,0.1470251,0.2164542
53,-1.8280001,-1.7744582,"('uncreative', 'creative')",0.73930264,0.69367707,-0.5443487,-0.5403906,-0.0039581
28,-1.7491479,-1.4667546,"('disloyal', 'loyal')",0.8546365,0.96827203,-0.4472557,-0.2492413,-0.1980144
31,-1.69138,-1.5766197,"('evil', 'good')",-0.8741975,-0.70456755,-1.2827888,-1.1405936,-0.1421952
80,1.5693496,1.418412,"('dominated', 'dominating')",-0.8575071,-1.0157707,0.3559213,0.2013206,0.1546007
36,-1.5544097,-1.8029654,"('hostile', 'amicable')",-0.23960355,-0.15208414,-0.8970066,-0.9775248,0.0805182
6,-1.5189296,-1.3816882,"('distant', 'open')",-0.3641689,-0.2035168,-0.9415492,-0.7926025,-0.1489467
69,1.3613877,1.0825803,"('lazy', 'industrious')",-0.46675697,-0.30209354,0.4473154,0.3902434,0.057072
10,-1.3342049,-0.9425156,"('unsympathetic', 'sympathetic')",-0.08376667,-0.027209276,-0.7089858,-0.4848624,-0.2241234
76,1.2053756,0.985249,"('anxious', 'daring')",-0.008890841,-0.1749467,0.5982423,0.4051511,0.1930912
42,1.1942245,1.2891142,"('unreliable', 'reliable')",-3.071621,-2.8626883,-0.9386982,-0.786787,-0.1519112
19,-1.1220696,-0.99091446,"('inhospitable', 'hospitable')",-0.5666663,-0.44466588,-0.844368,-0.7177902,-0.1265778
81,1.0972121,1.2626292,"('submissive', 'aggressive')",-0.35767582,-0.5578808,0.3697681,0.3523742,0.0173939
24,-1.0791419,-0.77565706,"('dishonest', 'honest')",0.7791207,0.8936445,-0.1500106,0.0589937,-0.2090043
54,-1.075598,-1.2656416,"('incapable', 'capable')",0.9263827,0.885853,-0.0746076,-0.1898943,0.1152867
38,-1.0454992,-0.68013656,"('untruthful', 'truthful')",-0.2940459,-0.11874291,-0.6697726,-0.3994398,-0.2703328
0,-1.0359305,-0.8597662,"('unsociable', 'sociable')",0.033597052,-0.1924106,-0.5011667,-0.5260884,0.0249217
52,-1.0184422,-0.99833846,"('irrational', 'rational')",-0.17107968,-0.09265428,-0.5947609,-0.5454963,-0.0492646
39,0.9943866,1.0785254,"('exploitative', 'cooperative')",0.18301152,0.2867294,0.588699,0.6826274,-0.0939284
48,-0.99308395,-0.8316679,"('unintelligent', 'intelligent')",0.7865471,0.8451438,-0.1032684,0.0067379,-0.1100063
57,-0.98588514,-0.8936365,"('unimaginative', 'imaginative')",-3.0682585,-3.0218556,-2.027072,-1.957746,-0.069326
5,-0.90643495,-0.7379363,"('distant', 'outgoing')",-0.610104,-0.4460992,-0.7582695,-0.5920178,-0.1662517
27,-0.9038682,-0.85241175,"('hardhearted', 'softhearted')",1.5012262,1.3339188,0.298679,0.2407535,0.0579255
78,-0.8548354,-0.7570861,"('nonresilient', 'resilient')",-0.05894874,0.102398716,-0.4568921,-0.3273437,-0.1295484
67,0.84990835,0.9898595,"('doubtful', 'determined')",-0.36701843,-0.3901921,0.241445,0.2998337,-0.0583887
72,-0.8270119,-0.59484744,"('unambitious', 'ambitious')",-0.4572206,-0.34729803,-0.6421162,-0.4710727,-0.1710435
79,-0.811096,-0.9241971,"('wavering', 'unwavering')",-0.4464464,-0.38899624,-0.6287712,-0.6565967,0.0278255
85,-0.80779713,-0.9729855,"('insignificant', 'prestigious')",-0.022399412,0.15412053,-0.4150983,-0.4094325,-0.0056658
26,-0.8001162,-0.7895148,"('hardhearted', 'benevolent')",1.7627747,1.8624377,0.4813293,0.5364615,-0.0551322
12,-0.79508024,-0.42744267,"('unsupportive', 'supportive')",-2.1441622,-1.9448003,-1.4696212,-1.1861215,-0.2834997
23,-0.7759218,-0.6649349,"('insincere', 'sincere')",5.99936,5.718264,2.6117191,2.5266647,0.0850544
87,0.74712485,0.566932,"('unsuccessful', 'successful')",1.0718716,0.9169674,0.9094982,0.7419497,0.1675485
84,0.7382085,0.74878424,"('inferior', 'superior')",0.84979594,0.9405766,0.7940022,0.8446804,-0.0506782
73,0.7067755,0.8557264,"('helpless', 'self-reliant')",-3.7069898,-3.4011092,-1.5001072,-1.2726914,-0.2274158
60,0.69364864,1.1315341,"('inefficient', 'efficient')",0.28064078,0.17822598,0.4871447,0.65488,-0.1677353
46,-0.65158707,-0.38302583,"('uncompetitive', 'competitive')",-0.88527656,-0.9101157,-0.7684318,-0.6465708,-0.121861
14,0.6319909,0.66386676,"('antisocial', 'social')",-0.013121993,-0.1873142,0.3094344,0.2382763,0.0711581
45,-0.6226882,-0.32954133,"('incompetent', 'competent')",0.25976816,0.23733835,-0.18146,-0.0461015,-0.1353585
50,0.61011565,0.40153104,"('clumsy', 'skillful')",0.03343898,0.21513233,0.3217773,0.3083317,0.0134456
32,-0.58199584,-0.3562886,"('unkind', 'kind')",0.6593119,0.8485396,0.038658,0.2461255,-0.2074675
20,0.58150995,0.40016377,"('rough', 'thoughtful')",0.6864362,0.84121436,0.6339731,0.620689,0.0132841
70,0.5785039,0.59467053,"('lethargic', 'energetic')",0.56017566,0.49040344,0.5693398,0.542537,0.0268028
25,-0.52361745,-0.59826726,"('egoistic', 'altruistic')",1.2054496,1.4484731,0.3409161,0.4251029,-0.0841868
64,0.5210036,0.6868893,"('shy', 'confident')",-6.7718973,-6.543794,-3.1254468,-2.9284525,-0.1969943
43,-0.5096886,-0.18894438,"('irresponsible', 'responsible')",0.6709537,0.6150834,0.0806325,0.2130695,-0.132437
4,-0.48063752,-0.27283707,"('disliked', 'liked')",-7.182577,-6.9161463,-3.8316073,-3.5944917,-0.2371156
16,-0.45977148,-0.47305548,"('unpopular', 'popular')",0.38145688,0.38014948,-0.0391573,-0.046453,0.0072957
65,0.45013708,0.35214534,"('insecure', 'secure')",-0.10755032,-0.26065907,0.1712934,0.0457431,0.1255503
74,-0.44943076,-0.24079071,"('undedicated', 'dedicated')",-0.17498167,-0.19780949,-0.3122062,-0.2193001,-0.0929061
41,-0.43721545,-0.2457225,"('unforgiving', 'forgiving')",-0.12101574,-0.06196717,-0.2791156,-0.1538448,-0.1252708
62,0.4317386,0.6729822,"('incompetent', 'brilliant')",0.6146426,0.6015663,0.5231906,0.6372743,-0.1140837
58,-0.40908027,-0.54830205,"('undiscriminating', 'discriminating')",0.07880181,-0.028236447,-0.1651392,-0.2882693,0.1231301
2,0.40129367,0.24492171,"('unlikable', 'likable')",0.774586,0.88444877,0.5879399,0.5646852,0.0232547
82,-0.36416683,-0.37980255,"('poor', 'rich')",6.7192354,6.645698,3.1775343,3.1329477,0.0445866
56,0.3529255,0.7366126,"('impractical', 'practical')",-0.5784419,-0.5336734,-0.1127582,0.1014696,-0.2142278
18,-0.32650375,-0.56232494,"('disagreeable', 'welcoming')",-0.22778217,-0.38367486,-0.277143,-0.4729999,0.1958569
13,-0.3192865,0.15453342,"('impolite', 'polite')",-0.5304736,-0.5483295,-0.42488,-0.196898,-0.227982
66,-0.31680837,-0.49258515,"('inactive', 'active')",0.68108183,0.6079519,0.1821367,0.0576834,0.1244533
37,-0.31663147,-0.21141644,"('fake', 'genuine')",0.044367366,0.26150134,-0.136132,0.0250425,-0.1611745
21,0.29973367,0.29908693,"('immoral', 'moral')",-0.49812567,-0.56529266,-0.099196,-0.1331029,0.0339069
71,-0.28607067,-0.30651405,"('diffident', 'self-confident')",0.6362663,0.4918247,0.1750978,0.0926553,0.0824425
11,0.28260675,0.35107225,"('unhelpful', 'helpful')",1.9505408,1.8120177,1.1165738,1.081545,0.0350288
30,0.26959813,0.4190821,"('intolerant', 'tolerant')",1.0691301,0.9132215,0.6693641,0.6661518,0.0032123
40,-0.2655341,0.1378157,"('stingy', 'generous')",-1.8556113,-1.5857147,-1.0605727,-0.7239495,-0.3366232
63,-0.25820872,-0.099708624,"('unperceptive', 'insightful')",0.75646746,0.8174147,0.2491294,0.358853,-0.1097236
22,0.24352998,0.10601928,"('untrustworthy', 'trustworthy')",-0.9605986,-0.971013,-0.3585343,-0.4324969,0.0739626
83,-0.23284242,-0.17202646,"('powerless', 'powerful')",-1.1167021,-1.0257134,-0.6747723,-0.5988699,-0.0759024
51,-0.2183129,-0.14890307,"('uneducated', 'educated')",0.28754494,0.19962579,0.034616,0.0253614,0.0092546
47,0.21168746,0.022605453,"('stupid', 'smart')",5.9675775,5.803817,3.0896325,2.9132111,0.1764214
55,-0.20234863,-0.19792865,"('incompetent', 'clever')",0.5285014,0.33157986,0.1630764,0.0668256,0.0962508
61,-0.20180184,-0.18059857,"('illogical', 'logical')",0.81084514,0.61340547,0.3045217,0.2164035,0.0881182
29,-0.16830613,-0.23895527,"('unfair', 'fair')",-0.7083637,-0.5364471,-0.4383349,-0.3877012,-0.0506337
34,0.16077097,0.18861102,"('mean', 'honorable')",5.882601,5.694343,3.0216858,2.9414771,0.0802087
75,0.14875166,0.105581276,"('meek', 'impulsive')",-0.8038999,-0.7113062,-0.3275741,-0.3028625,-0.0247116
3,-0.1317124,-0.12759086,"('repellent', 'pleasant')",0.73758763,0.6123727,0.3029376,0.2423909,0.0605467
35,0.11891587,-0.13483883,"('corrupt', 'incorrupt')",-0.62995994,-0.40693942,-0.255522,-0.2708891,0.0153671
17,-0.10985178,-0.06745578,"('nasty', 'nice')",-0.59293413,-0.64577,-0.351393,-0.3566129,0.0052199
15,-0.10893954,-0.26043802,"('boring', 'funny')",0.1467534,0.12945989,0.0189069,-0.0654891,0.084396
7,-0.099428765,-0.12641433,"('insensitive', 'sensitive')",0.7317063,0.5665902,0.3161388,0.2200879,0.0960509
59,0.0920677,-0.110952914,"('foolish', 'wise')",0.21870574,0.3523424,0.1553867,0.1206947,0.034692
33,-0.078473635,0.1247284,"('wrong', 'right')",-0.7010555,-0.5433942,-0.3897646,-0.2093329,-0.1804317
68,-0.06547529,-0.085888475,"('dependent', 'independent')",-0.661149,-0.7523572,-0.3633122,-0.4191228,0.0558106
88,0.062356107,-0.2937217,"('low', 'eminent')",-0.17963375,-0.3871624,-0.0586388,-0.3404421,0.2818033
77,-0.042509798,0.25228631,"('unmotivated', 'motivated')",-0.9763588,-0.8895082,-0.5094343,-0.3186109,-0.1908234
49,0.040360957,-0.18021415,"('unable', 'able')",-0.18204182,-0.3175522,-0.0708404,-0.2488832,0.1780428
