,raytheon_male,raytheon_female,tuple,technologies_male,technologies_female,corp_male,corp_female,average_male,average_female,male-female
10,-3.644807,-3.7329981,"('unsympathetic', 'sympathetic')",-1.1700724,-1.0774009,-0.3584388,-0.47547457,-1.7244395,-1.7619578,0.0375183
45,-3.2055273,-3.1689146,"('incompetent', 'competent')",-1.4938586,-1.4474252,-0.56214917,-0.5991248,-1.7538449,-1.7384882,-0.0153567
69,2.9750202,3.0346847,"('lazy', 'industrious')",1.0763503,1.0917486,-0.720121,-0.7868659,1.1104166,1.1131891,-0.0027725
43,-2.913229,-3.0076566,"('irresponsible', 'responsible')",-1.7055038,-1.3774276,-0.15310512,-0.10893853,-1.5906127,-1.4980076,-0.0926051
85,2.741648,2.5887058,"('insignificant', 'prestigious')",1.3471273,1.0115714,0.2921695,0.054377403,1.4603149,1.2182182,0.2420967
35,2.3503544,2.3245752,"('corrupt', 'incorrupt')",0.16621973,-0.033771016,-0.57877046,-0.5803133,0.6459346,0.5701636,0.075771
70,-2.295922,-2.3065288,"('lethargic', 'energetic')",-0.6415332,-0.54115623,0.03693869,0.28317177,-0.9668388,-0.8548377,-0.1120011
55,-2.1112432,-2.1429422,"('incompetent', 'clever')",0.4520571,0.4629521,0.3437606,0.20588568,-0.4384752,-0.4913681,0.0528929
0,-2.10306,-2.24658,"('unsociable', 'sociable')",-0.5491416,-0.592738,-0.009799104,-0.25846812,-0.8873336,-1.0325953,0.1452617
60,-2.0654078,-2.185276,"('inefficient', 'efficient')",0.19653791,0.33494806,-0.15115413,-0.20254579,-0.6733413,-0.6842913,0.01095
63,-2.0564234,-1.9743246,"('unperceptive', 'insightful')",-0.5433315,-0.30794945,0.18702802,0.37659127,-0.8042423,-0.6352276,-0.1690147
23,-2.0370936,-2.2797928,"('insincere', 'sincere')",-0.59315705,-0.4443863,5.3845835,5.4980354,0.9181109,0.9246188,-0.0065079
11,-1.9912251,-1.9087079,"('unhelpful', 'helpful')",0.48615888,0.751924,1.7439873,1.9037763,0.0796403,0.2489975,-0.1693572
36,1.9844459,1.754189,"('hostile', 'amicable')",0.1822733,-0.21505031,0.27898717,0.016395736,0.8152355,0.5185115,0.296724
13,-1.9778631,-2.128549,"('impolite', 'polite')",-0.7078567,-0.6120137,-0.7640137,-0.79772633,-1.1499112,-1.1794298,0.0295186
56,-1.970568,-1.7936447,"('impractical', 'practical')",-0.92520463,-0.50655884,-0.86125827,-0.44946155,-1.2523436,-0.916555,-0.3357886
46,-1.9116111,-1.9402508,"('uncompetitive', 'competitive')",-0.12643407,0.03804966,-0.9687314,-1.0604213,-1.0022589,-0.9875408,-0.0147181
24,-1.9011794,-2.1917946,"('dishonest', 'honest')",-1.5338423,-1.5223231,0.5133839,0.35551548,-0.9738793,-1.1195341,0.1456548
86,-1.8480425,-1.9677571,"('uninfluential', 'influential')",0.0012895875,-0.23070118,-0.52533907,-0.64474213,-0.7906973,-0.9477334,0.1570361
57,-1.7323685,-1.6412014,"('unimaginative', 'imaginative')",-0.01596202,-0.028631706,-2.8085728,-2.909074,-1.5189678,-1.5263023,0.0073345
38,-1.7160339,-1.701202,"('untruthful', 'truthful')",-1.2100939,-0.97145295,-0.47628266,-0.3011285,-1.1341368,-0.9912612,-0.1428756
22,-1.7013776,-1.6139736,"('untrustworthy', 'trustworthy')",-0.84795475,-0.71558326,-0.8665693,-0.8230551,-1.1386339,-1.0508707,-0.0877632
25,1.6209342,1.3878803,"('egoistic', 'altruistic')",1.3002663,0.98260045,1.1188885,0.94695973,1.3466964,1.1058135,0.2408829
75,1.572828,1.7452202,"('meek', 'impulsive')",0.16927841,0.2551677,-0.86091334,-0.50637513,0.293731,0.4980043,-0.2042733
30,-1.5369954,-1.851444,"('intolerant', 'tolerant')",1.1093559,1.1011541,0.541524,0.524011,0.0379615,-0.0754263,0.1133878
28,-1.4666147,-1.7713279,"('disloyal', 'loyal')",0.29050568,0.07346084,1.3637753,1.0503381,0.0625554,-0.215843,0.2783984
14,-1.4655156,-1.432239,"('antisocial', 'social')",0.41227785,0.6170982,0.09587316,0.075252235,-0.3191215,-0.2466295,-0.072492
51,-1.4549859,-1.4304225,"('uneducated', 'educated')",0.11643326,0.032002747,0.5698836,0.608022,-0.256223,-0.263466,0.007243
31,1.448,1.401457,"('evil', 'good')",-0.22306706,-0.45789975,-1.0845867,-1.2556456,0.0467821,-0.1040295,0.1508116
62,-1.3901519,-1.2856429,"('incompetent', 'brilliant')",0.19409701,0.39098778,-0.1081371,0.08547591,-0.4347306,-0.2697264,-0.1650042
21,-1.3564603,-1.59141,"('immoral', 'moral')",0.3215093,0.2763455,-0.5326319,-0.67572474,-0.5225276,-0.6635964,0.1410688
81,-1.3248047,-1.2068653,"('submissive', 'aggressive')",0.52512664,0.7411905,-0.7218654,-0.5398195,-0.5071812,-0.3351648,-0.1720164
74,-1.3045554,-1.2104417,"('undedicated', 'dedicated')",-0.33680382,-0.29337737,-0.13605362,-0.21720758,-0.592471,-0.5736756,-0.0187954
41,-1.2874106,-1.5157334,"('unforgiving', 'forgiving')",-0.76310897,-0.696075,0.2035114,0.022466527,-0.6156694,-0.7297807,0.1141113
65,-1.2705934,-1.4419984,"('insecure', 'secure')",-0.6169125,-0.580793,0.0029237512,0.052377395,-0.6281941,-0.6568047,0.0286106
7,-1.2085536,-1.471616,"('insensitive', 'sensitive')",0.122103915,0.17951688,0.3803492,0.3397728,-0.2353668,-0.3174421,0.0820753
3,-1.1860238,-1.400685,"('repellent', 'pleasant')",-0.06167796,-0.28441146,0.9805841,0.6842576,-0.0890392,-0.3336129,0.2445737
73,1.1646707,1.2228781,"('helpless', 'self-reliant')",0.45392945,0.3955499,-3.4646826,-3.462486,-0.6153608,-0.614686,-0.0006748
76,-1.1605811,-1.1571385,"('anxious', 'daring')",-0.5793027,-0.39087766,-0.32245964,-0.21422935,-0.6874479,-0.5874151,-0.1000328
27,-1.1112853,-1.230215,"('hardhearted', 'softhearted')",0.08213571,-0.120504975,0.8630835,0.6703358,-0.0553554,-0.2267947,0.1714393
59,1.100196,0.97173774,"('foolish', 'wise')",0.54897374,0.33219558,-0.14198366,-0.0795576,0.5023954,0.4081252,0.0942702
82,-1.0673554,-0.9441321,"('poor', 'rich')",0.29326066,0.3404605,6.0439196,6.1260424,1.7566083,1.8407903,-0.084182
33,1.0636333,0.95995647,"('wrong', 'right')",0.442426,0.40380704,-0.8328923,-0.93681234,0.224389,0.1423171,0.0820719
32,-0.9901023,-1.2197882,"('unkind', 'kind')",-0.37224165,-0.39005682,0.8974115,0.75241566,-0.1549775,-0.2858098,0.1308323
12,-0.9429152,-0.8373262,"('unsupportive', 'supportive')",0.14762065,0.40539742,-1.9907174,-1.9071567,-0.9286706,-0.7796952,-0.1489754
42,-0.93669295,-0.6318145,"('unreliable', 'reliable')",-1.7670934,-1.4741372,-3.1398866,-3.055378,-1.9478909,-1.7204432,-0.2274477
79,0.8751436,0.88171583,"('wavering', 'unwavering')",-1.0234097,-1.0599897,-0.64243275,-0.50320315,-0.2635663,-0.227159,-0.0364073
2,0.868042,0.7719066,"('unlikable', 'likable')",0.6574979,0.5780726,0.9621975,0.7400764,0.8292458,0.6966852,0.1325606
34,-0.84829444,-0.8504169,"('mean', 'honorable')",-0.16199896,0.11147942,5.5577455,5.767011,1.5158173,1.6760246,-0.1602073
16,0.83767503,0.8168054,"('unpopular', 'popular')",0.2502948,0.0925869,0.31838474,0.19760156,0.4687848,0.368998,0.0997868
52,0.8306598,0.51906455,"('irrational', 'rational')",0.207417,-0.15898685,0.345935,0.119058505,0.4613372,0.1597121,0.3016251
4,0.7828577,0.7366553,"('disliked', 'liked')",-0.4789861,-0.6273626,-6.105084,-6.3364143,-1.9337374,-2.0757073,0.1419699
71,0.74499863,0.5210647,"('diffident', 'self-confident')",0.75738084,0.6837387,0.047253013,0.20643768,0.5165441,0.4704137,0.0461304
37,-0.7296483,-0.7403039,"('fake', 'genuine')",-0.097395904,-0.010481153,-0.10398626,-0.012715945,-0.3103435,-0.2545003,-0.0558432
78,-0.7135951,-0.45880845,"('nonresilient', 'resilient')",1.1483014,1.3018522,0.13489492,0.12481348,0.1898671,0.3226191,-0.132752
80,-0.70577097,-0.5581376,"('dominated', 'dominating')",0.27714947,0.59102577,-0.6623508,-0.34786978,-0.3636574,-0.1049939,-0.2586635
72,-0.68748957,-0.7275163,"('unambitious', 'ambitious')",-0.7144134,-0.6646139,-0.4842105,-0.5370177,-0.6287045,-0.6430493,0.0143448
68,-0.6543168,-0.74694353,"('dependent', 'independent')",-0.19986483,-0.34073496,-0.9676397,-1.054125,-0.6072738,-0.7139344,0.1066606
9,-0.6215915,-0.9017729,"('unaffectionate', 'caring')",0.4550778,0.26182774,1.0575858,0.9234289,0.2970241,0.0944946,0.2025295
29,-0.6196641,-0.628454,"('unfair', 'fair')",-0.7877509,-0.80317885,-0.51524866,-0.5103069,-0.6408879,-0.6473133,0.0064254
44,0.57629454,0.633246,"('prejudiced', 'unprejudiced')",-0.35360575,-0.113222405,-1.2640523,-1.1869835,-0.3471212,-0.22232,-0.1248012
26,0.57521856,0.48581994,"('hardhearted', 'benevolent')",0.9123305,0.7434416,1.9112073,1.7789185,1.1329188,1.0027267,0.1301921
66,0.5686973,0.65877885,"('inactive', 'active')",-0.3479935,-0.26067895,0.74793696,0.8302535,0.3228802,0.4094511,-0.0865709
61,-0.53980917,-0.66276896,"('illogical', 'logical')",0.47332022,0.27677202,0.6348022,0.41834667,0.1894377,0.0107832,0.1786545
15,0.52576035,0.4087745,"('boring', 'funny')",0.16880116,0.2357482,0.058355123,0.15521103,0.2509722,0.2665779,-0.0156057
50,0.5123281,0.5298975,"('clumsy', 'skillful')",0.35323903,0.3190065,0.04753709,-0.020141141,0.3043681,0.2762543,0.0281138
77,-0.50493044,-0.57105726,"('unmotivated', 'motivated')",0.54987913,0.581466,-1.4691417,-1.5151012,-0.474731,-0.5015641,0.0268331
47,-0.49499393,-0.4339792,"('stupid', 'smart')",0.46773264,0.7140471,5.0573273,5.3851876,1.6766887,1.8884185,-0.2117298
48,-0.48782802,-0.6366271,"('unintelligent', 'intelligent')",1.7129948,1.6430305,0.848296,0.73797417,0.6911542,0.5814592,0.109695
88,0.4850828,0.31458047,"('low', 'eminent')",0.65880966,0.5090507,-0.15488449,-0.33459842,0.3296694,0.1630109,0.1666585
5,0.47235972,0.44415537,"('distant', 'outgoing')",-0.7147968,-0.76720893,-1.0536098,-1.066919,-0.4320157,-0.4633242,0.0313085
58,-0.37707838,-0.33560354,"('undiscriminating', 'discriminating')",0.15456772,0.14971137,-0.0099199265,-0.038403038,-0.0774769,-0.0747651,-0.0027118
1,-0.35408142,-0.6532945,"('unfriendly', 'friendly')",0.34146127,-0.14321104,1.263991,1.0686495,0.4171236,0.0907147,0.3264089
64,-0.30203268,-0.34090677,"('shy', 'confident')",-0.76153207,-0.6823133,-5.9172487,-6.0593424,-2.3269378,-2.3608541,0.0339163
53,-0.25943926,-0.42613173,"('uncreative', 'creative')",1.1858063,0.96412283,0.84522074,0.67306656,0.5905293,0.4036859,0.1868434
17,0.21386722,0.12579973,"('nasty', 'nice')",-0.6366693,-0.7616827,-0.5914126,-0.586891,-0.3380715,-0.4075913,0.0695198
49,-0.1963761,-0.23524895,"('unable', 'able')",0.8559599,1.0675107,-0.29828998,-0.041904666,0.1204313,0.2634524,-0.1430211
6,0.19538306,0.13572174,"('distant', 'open')",-1.083252,-1.2249312,-0.9509588,-0.99534833,-0.6129425,-0.6948527,0.0819102
20,-0.18492877,-0.109342024,"('rough', 'thoughtful')",1.156939,1.1464033,0.8339058,0.75928223,0.601972,0.5987812,0.0031908
84,0.14904915,0.21948126,"('inferior', 'superior')",0.364846,0.38549864,1.0105321,1.0834758,0.5081424,0.5628186,-0.0546762
18,0.12512751,-0.12475971,"('disagreeable', 'welcoming')",0.534279,0.38037646,-0.4432091,-0.6830267,0.0720658,-0.14247,0.2145358
8,0.054492295,-0.1657142,"('unaffectionate', 'affectionate')",0.5408783,0.3400414,0.36165965,0.36743933,0.3190101,0.1805888,0.1384213
40,-0.054339726,-0.13885254,"('stingy', 'generous')",0.23846321,0.22921003,-1.523655,-1.90087,-0.4465105,-0.6035041,0.1569936
54,-0.05268034,-0.1402569,"('incapable', 'capable')",0.38107494,0.113580875,0.620792,0.67173153,0.3163955,0.2150185,0.101377
67,0.038127244,0.23584624,"('doubtful', 'determined')",-0.39274943,-0.12401545,-0.6790171,-0.4412467,-0.3445464,-0.1098053,-0.2347411
19,0.03370659,-0.048994847,"('inhospitable', 'hospitable')",-0.48731327,-0.6357947,-0.77843475,-0.6969086,-0.4106805,-0.460566,0.0498855
87,-0.02564837,0.030597068,"('unsuccessful', 'successful')",0.33095145,0.38178697,1.0008291,0.89193463,0.4353774,0.4347729,0.0006045
83,-0.008916013,0.16785339,"('powerless', 'powerful')",-0.14764485,0.146353,-1.2682973,-1.0573254,-0.4749527,-0.2477063,-0.2272464
39,0.00456769,-0.3139096,"('exploitative', 'cooperative')",0.8419981,0.8249163,0.5407087,0.4461098,0.4624248,0.3190388,0.143386
