,sears_male,sears_female,tuple,holdings_male,holdings_female,corp_male,corp_female,average_male,average_female,male-female
3,-1.0055665,-0.91443515,"('repellent', 'pleasant')",0.8936971,0.66537654,1.606219,1.5485085,0.4981166,0.43315,0.0649666
39,0.99018526,1.1067684,"('exploitative', 'cooperative')",-0.5081395,-0.20340778,-0.06400177,0.22425377,0.139348,0.3758715,-0.2365235
33,0.9612705,0.8540883,"('wrong', 'right')",0.3957978,0.529251,-1.330638,-1.2172272,0.0088101,0.0553707,-0.0465606
13,-0.9310552,-1.1258057,"('impolite', 'polite')",-0.12602721,-0.5327345,0.15979446,-0.033224512,-0.299096,-0.5639216,0.2648256
40,0.8560848,0.69912535,"('stingy', 'generous')",0.7019099,0.63144904,-2.1696038,-2.3893194,-0.2038697,-0.352915,0.1490453
18,-0.85487163,-0.72024703,"('disagreeable', 'welcoming')",-0.7532879,-0.35344678,-0.91013867,-0.76710176,-0.8394327,-0.6135985,-0.2258342
5,0.84084177,0.7997576,"('distant', 'outgoing')",-0.8294472,-0.5019835,-1.3773884,-1.3237996,-0.4553312,-0.3420085,-0.1133227
34,0.8243191,1.1336621,"('mean', 'honorable')",-0.008049145,0.05880437,5.7109394,5.7528453,2.1757364,2.3151038,-0.1393674
42,0.8226042,0.97943133,"('unreliable', 'reliable')",2.0151021,2.253581,-1.8582505,-1.815436,0.3264853,0.4725255,-0.1460402
19,0.8092443,0.8188007,"('inhospitable', 'hospitable')",-0.7659571,-0.5276813,-0.9719421,-0.9397886,-0.3095517,-0.2162231,-0.0933286
16,-0.7683259,-0.8569057,"('unpopular', 'popular')",-0.744777,-0.44802386,0.1503804,0.17870916,-0.4542409,-0.3754068,-0.0788341
49,-0.743133,-0.74294305,"('unable', 'able')",-0.6530187,-0.46218622,0.13052584,0.21198699,-0.4218753,-0.3310474,-0.0908279
66,0.7270571,0.82237935,"('inactive', 'active')",1.2292749,1.1566452,0.9301292,0.8513969,0.9621538,0.9434738,0.01868
87,0.7264839,0.63977414,"('unsuccessful', 'successful')",1.1945043,0.9595315,1.1604724,1.1145228,1.0271535,0.9046095,0.122544
25,0.6803605,0.42820817,"('egoistic', 'altruistic')",0.1995455,0.30848834,0.4336335,0.5436698,0.4378465,0.4267888,0.0110577
24,0.678623,0.5517634,"('dishonest', 'honest')",-1.0119165,-0.97610015,0.16596243,0.23516864,-0.055777,-0.063056,0.007279
6,0.65923893,0.76084507,"('distant', 'open')",-0.9814189,-0.5640198,-1.0664928,-0.9118902,-0.4628909,-0.238355,-0.2245359
57,-0.5956216,-0.63814294,"('unimaginative', 'imaginative')",0.0047643855,-0.14994475,-2.778314,-3.0223134,-1.1230571,-1.2701337,0.1470766
55,-0.5792099,-0.43505964,"('incompetent', 'clever')",0.44724545,0.15332888,1.3327292,1.0773748,0.4002549,0.2652147,0.1350402
80,-0.5747509,-0.8471834,"('dominated', 'dominating')",1.0901917,0.5660945,0.39036107,0.16706894,0.301934,-0.0380066,0.3399406
51,-0.5726631,-0.64815825,"('uneducated', 'educated')",1.2970936,0.8357671,0.73980856,0.56140465,0.4880797,0.2496712,0.2384085
22,-0.5661547,-0.7980492,"('untrustworthy', 'trustworthy')",-0.14887998,-0.3040266,-0.50696605,-0.562605,-0.4073336,-0.5548936,0.14756
37,0.56175435,0.66663206,"('fake', 'genuine')",0.37580755,0.14505336,0.3189286,0.33865404,0.4188302,0.3834465,0.0353837
2,0.5321646,0.72938156,"('unlikable', 'likable')",1.3611609,1.5003732,0.37079588,0.49919486,0.7547071,0.9096499,-0.1549428
83,0.49339887,0.5009674,"('powerless', 'powerful')",1.1742759,1.0844449,-0.2728067,-0.3398604,0.464956,0.4151839,0.0497721
70,0.46563995,0.60305905,"('lethargic', 'energetic')",1.4495367,1.3227757,1.4431976,1.2971985,1.119458,1.0743445,0.0451135
38,0.42619032,0.4495714,"('untruthful', 'truthful')",-0.39573893,-0.41040224,-0.65512735,-0.63312787,-0.2082253,-0.1979862,-0.0102391
35,0.41956642,0.35017586,"('corrupt', 'incorrupt')",-1.8229656,-1.2892102,-1.4239222,-1.2276405,-0.9424405,-0.722225,-0.2202155
48,0.41783422,0.3843068,"('unintelligent', 'intelligent')",-0.12557665,-0.28781185,0.9039123,0.68335354,0.3987233,0.2599495,0.1387738
63,0.3665155,0.24730462,"('unperceptive', 'insightful')",2.164611,1.9482709,1.2543851,0.96629435,1.2618372,1.0539566,0.2078806
11,-0.35102406,-0.3643171,"('unhelpful', 'helpful')",-0.5010265,-0.53653365,2.1882977,2.0592496,0.4454157,0.386133,0.0592827
59,0.34857953,0.28962088,"('foolish', 'wise')",-1.1550087,-0.6456719,-0.9481566,-0.6215657,-0.5848619,-0.3258722,-0.2589897
68,-0.3328267,-0.37421554,"('dependent', 'independent')",-0.092497475,-0.33030567,-0.09779055,-0.38106632,-0.1743716,-0.3618625,0.1874909
15,0.314663,0.13089983,"('boring', 'funny')",-1.3198935,-1.0465919,-0.58029217,-0.5480111,-0.5285076,-0.4879011,-0.0406065
72,0.31113377,0.47959322,"('unambitious', 'ambitious')",0.23398373,0.2401143,0.029084675,0.038642686,0.1914007,0.2527834,-0.0613827
7,0.30399975,0.49836516,"('insensitive', 'sensitive')",0.5266296,0.5367975,0.60766774,0.58462906,0.4794323,0.5399306,-0.0604983
0,-0.29261437,-0.5198983,"('unsociable', 'sociable')",-0.044242583,-0.42635602,0.39336285,0.18970759,0.0188353,-0.2521822,0.2710175
14,-0.28010696,-0.24537903,"('antisocial', 'social')",1.7634308,1.4716473,0.19187105,0.15870415,0.5583983,0.4616575,0.0967408
45,-0.27615926,-0.49327153,"('incompetent', 'competent')",0.1883562,-0.15751337,0.4100947,0.11792373,0.1074306,-0.1776204,0.285051
84,0.26553854,0.20874318,"('inferior', 'superior')",-0.10782005,0.07558889,0.7002791,0.7135504,0.2859992,0.3326275,-0.0466283
79,0.2654166,0.22999653,"('wavering', 'unwavering')",-1.0289519,-0.7817198,-0.6422869,-0.6480464,-0.4686074,-0.3999232,-0.0686842
88,-0.242615,-0.31748477,"('low', 'eminent')",-0.008038331,-0.08723627,-0.42567647,-0.44927418,-0.2254433,-0.2846651,0.0592218
32,0.24036303,0.3565946,"('unkind', 'kind')",-0.15270326,-0.102417536,0.62291175,0.6333354,0.2368572,0.2958375,-0.0589803
23,-0.23700123,-0.17340456,"('insincere', 'sincere')",-0.107801065,-0.2712861,6.342353,6.3588796,1.9991835,1.9713963,0.0277872
31,0.23279166,-0.06183716,"('evil', 'good')",-1.9013964,-1.6710254,-1.8610512,-1.7289392,-1.176552,-1.1539339,-0.0226181
36,0.18673822,0.17862825,"('hostile', 'amicable')",-1.6346359,-1.1883379,-1.1398358,-0.93293065,-0.8625778,-0.6475468,-0.215031
67,-0.18374665,-0.12575416,"('doubtful', 'determined')",0.82772446,0.7737677,-0.6477688,-0.5299179,-0.0012637,0.0393652,-0.0406289
60,0.17572287,0.31699985,"('inefficient', 'efficient')",1.2233378,0.87723804,0.9910579,0.90370756,0.7967062,0.6993152,0.097391
29,0.17501052,0.11787249,"('unfair', 'fair')",-0.45290515,-0.45958576,-0.39802384,-0.4026377,-0.2253062,-0.248117,0.0228108
65,-0.16868906,-0.11966352,"('insecure', 'secure')",0.2277393,-0.09441293,1.0077857,1.053628,0.355612,0.2798505,0.0757615
54,-0.16219443,0.08924065,"('incapable', 'capable')",-0.060281515,0.3428993,0.43616143,0.7265432,0.0712285,0.3862277,-0.3149992
62,-0.15802073,-0.25408635,"('incompetent', 'brilliant')",1.1974113,0.838378,1.0200939,0.7593209,0.6864948,0.4478709,0.2386239
82,-0.12147075,0.11814469,"('poor', 'rich')",1.0945147,1.0142353,7.0969024,6.992611,2.6899821,2.7083302,-0.0183481
46,-0.11884867,-0.15655795,"('uncompetitive', 'competitive')",2.064856,1.4334751,0.5596405,0.27114722,0.835216,0.5160215,0.3191945
52,0.11816966,0.036220297,"('irrational', 'rational')",-1.5893954,-1.346542,-1.1847461,-0.8926178,-0.885324,-0.7343132,-0.1510108
4,0.117167175,-0.31073198,"('disliked', 'liked')",0.19275557,0.23251803,-7.845818,-8.036458,-2.5119651,-2.7048906,0.1929255
30,-0.11653161,0.0029454455,"('intolerant', 'tolerant')",0.9753256,0.7900019,0.2564999,0.2925121,0.3717646,0.3618198,0.0099448
10,0.11652115,0.22440447,"('unsympathetic', 'sympathetic')",0.14423823,-0.19168255,0.91638523,0.76664245,0.3923815,0.2664548,0.1259267
28,-0.10526173,-0.24277131,"('disloyal', 'loyal')",-0.3679369,-0.54930276,1.2109059,1.170518,0.2459024,0.126148,0.1197544
41,-0.088626206,-0.2827267,"('unforgiving', 'forgiving')",-0.78220284,-0.6563048,-0.4912618,-0.57493067,-0.4540303,-0.504654,0.0506237
69,0.08345269,-0.03184874,"('lazy', 'industrious')",0.30496904,0.6009193,-1.903565,-1.7185969,-0.5050478,-0.3831755,-0.1218723
78,-0.08295162,-0.17595823,"('nonresilient', 'resilient')",1.0420282,0.8714738,0.8808014,0.59483165,0.6132927,0.4301157,0.183177
21,-0.079354316,-0.057251543,"('immoral', 'moral')",0.35784322,0.14704609,0.3409744,0.28564408,0.2064878,0.1251462,0.0813416
76,0.079002336,0.3257535,"('anxious', 'daring')",1.0858979,1.0284065,0.7648343,0.72641635,0.6432449,0.6935255,-0.0502806
75,-0.052795187,0.01701475,"('meek', 'impulsive')",0.09126123,0.31902122,-0.69938576,-0.775435,-0.2203066,-0.1464663,-0.0738403
47,-0.046290997,0.04420821,"('stupid', 'smart')",0.32761687,0.30554956,5.6298347,5.858599,1.9703868,2.0694523,-0.0990655
17,0.03239681,-0.18712476,"('nasty', 'nice')",-1.0371116,-1.0466912,-0.71933085,-0.80706686,-0.5746819,-0.6802943,0.1056124
50,0.014944274,0.13907433,"('clumsy', 'skillful')",0.92997426,1.2450118,0.62470615,0.64715064,0.5232082,0.6770789,-0.1538707
20,-0.014932968,-0.041243616,"('rough', 'thoughtful')",0.82945544,0.84380937,1.3851006,1.2877674,0.7332077,0.6967777,0.03643
