,allegheny_male,allegheny_female,tuple,energy_male,energy_female,inc_male,inc_female,average_male,average_female,male-female
38,0.4271042,0.35021895,"('untruthful', 'truthful')",0.23145097,0.35117054,0.22589733,0.12343007,0.2948175,0.2749399,0.0198776
78,0.41496876,0.36739466,"('nonresilient', 'resilient')",0.2625722,0.29661182,0.20967925,0.24692129,0.2957401,0.3036426,-0.0079025
47,-0.40007782,-0.45734757,"('stupid', 'smart')",0.6492499,0.5651086,5.57318,5.2379737,1.9407841,1.7819115,0.1588726
49,-0.3997262,-0.5380226,"('unable', 'able')",-0.0015276074,0.012299363,-0.03052189,0.032684483,-0.1439252,-0.1643462,0.020421
58,-0.39901736,-0.3768447,"('undiscriminating', 'discriminating')",0.63693875,0.93190837,-0.09373272,-0.092056245,0.0480629,0.1543358,-0.1062729
51,0.37749946,0.54738075,"('uneducated', 'educated')",-0.101364814,-0.013611615,0.19610146,0.28669703,0.157412,0.2734887,-0.1160767
4,-0.36981255,-0.39966094,"('disliked', 'liked')",0.26381794,0.39619496,-6.3573856,-6.0347934,-2.1544601,-2.0127532,-0.1417069
13,0.36778486,0.19579758,"('impolite', 'polite')",0.15185544,0.15226904,-0.20967355,-0.29588884,0.1033223,0.0173926,0.0859297
41,-0.3626407,0.042609703,"('unforgiving', 'forgiving')",-0.80151397,-0.5071866,-0.29592,-0.28215235,-0.4866916,-0.2489098,-0.2377818
61,0.3510713,0.28000313,"('illogical', 'logical')",1.1185395,1.1439332,-0.058362797,0.016210532,0.4704159,0.480049,-0.0096331
23,0.3441272,0.29321334,"('insincere', 'sincere')",0.21960282,0.19667277,5.7908773,5.3910336,2.1182025,1.9603066,0.1578959
11,0.30457968,0.084043965,"('unhelpful', 'helpful')",0.6321954,0.5269163,2.1997101,1.9882331,1.045495,0.8663978,0.1790972
30,0.29618064,0.41845265,"('intolerant', 'tolerant')",1.0051384,1.2015005,0.94767886,1.0136657,0.749666,0.8778729,-0.1282069
2,0.26059285,0.17099202,"('unlikable', 'likable')",1.0024018,1.022862,0.4783706,0.45313483,0.5804551,0.5489963,0.0314588
48,-0.24705829,-0.180189,"('unintelligent', 'intelligent')",1.3939042,1.4630699,0.5004199,0.57884914,0.5490886,0.6205767,-0.0714881
15,0.22690672,-0.08491241,"('boring', 'funny')",-0.2292549,-0.34707278,0.16323917,0.20739694,0.0536303,-0.0748628,0.1284931
34,0.20208265,0.08661098,"('mean', 'honorable')",0.46688458,0.4572304,5.948189,5.7990775,2.2057187,2.1143063,0.0914124
52,-0.18663138,-0.1848863,"('irrational', 'rational')",-0.48999703,-0.4225314,-0.019798614,-0.029016338,-0.2321423,-0.2121447,-0.0199976
64,-0.1831383,-0.17496347,"('shy', 'confident')",0.8750026,0.9301242,-6.541127,-6.3609214,-1.9497542,-1.8685869,-0.0811673
18,-0.17895071,0.048205346,"('disagreeable', 'welcoming')",-0.9492605,-0.75796777,-0.6031708,-0.5483824,-0.5771273,-0.4193816,-0.1577457
62,0.15803823,-0.10699992,"('incompetent', 'brilliant')",0.70916903,0.6378794,0.22194895,0.032243952,0.3630521,0.1877078,0.1753443
10,0.15539034,0.44283152,"('unsympathetic', 'sympathetic')",-0.5730398,-0.31225932,-0.57424873,-0.46593595,-0.3306327,-0.1117879,-0.2188448
20,-0.15434916,-0.057244055,"('rough', 'thoughtful')",-0.015612878,0.071138516,0.8891439,1.0708483,0.2397273,0.3615809,-0.1218536
87,0.1413627,0.06488857,"('unsuccessful', 'successful')",-0.018636283,-0.14645216,0.43261185,0.57189935,0.1851128,0.1634453,0.0216675
28,0.12615791,0.25463063,"('disloyal', 'loyal')",-0.2330992,-0.1721128,0.6814914,0.57006246,0.1915167,0.2175268,-0.0260101
88,0.106143706,0.24377191,"('low', 'eminent')",-0.33127207,-0.22716244,0.2039733,0.2309627,-0.0070517,0.0825241,-0.0895758
60,-0.10173802,-0.27864933,"('inefficient', 'efficient')",2.098209,2.0679095,0.050157957,-0.17484397,0.6822097,0.5381387,0.144071
31,-0.09422389,-0.011007883,"('evil', 'good')",-1.4209547,-1.3276839,-1.0009736,-0.9154035,-0.8387174,-0.7513651,-0.0873523
36,-0.07159139,0.009328444,"('hostile', 'amicable')",-1.1511749,-0.90884244,0.031563096,0.081402615,-0.3970677,-0.2727038,-0.1243639
83,0.06764047,0.08468801,"('powerless', 'powerful')",0.9522839,1.0762196,-1.2073041,-1.262413,-0.0624599,-0.0338352,-0.0286247
35,-0.06455826,-0.091512576,"('corrupt', 'incorrupt')",-0.93348026,-1.0942458,-0.22753634,-0.1413317,-0.408525,-0.4423633,0.0338383
42,0.0625508,-0.00963518,"('unreliable', 'reliable')",-0.1477115,-0.02408798,-2.8589902,-2.7924488,-0.9813836,-0.9420573,-0.0393263
46,-0.057366967,0.0024780333,"('uncompetitive', 'competitive')",0.26058295,0.42148408,-0.9452528,-0.8669789,-0.2473456,-0.1476723,-0.0996733
57,0.021166526,0.060726482,"('unimaginative', 'imaginative')",0.6700343,0.9698199,-2.701181,-2.3835292,-0.6699934,-0.4509943,-0.2189991
76,-0.013162639,-0.037036657,"('anxious', 'daring')",0.2897321,0.30273315,0.12099901,0.19471216,0.1325228,0.1534696,-0.0209468
43,-0.008848784,0.041472442,"('irresponsible', 'responsible')",0.9047833,0.986987,0.23196669,0.18274352,0.3759671,0.4037343,-0.0277672
