,allegheny_male,allegheny_female,tuple,energy_male,energy_female,inc_male,inc_female,average_male,average_female,male-female
85,2.4786732,2.6914494,"('insignificant', 'prestigious')",0.072617665,0.21035486,0.6022633,0.76401323,1.0511847,1.2219392,-0.1707545
12,2.0865943,2.1540813,"('unsupportive', 'supportive')",0.6513469,0.8611242,-1.672759,-1.5823867,0.3550607,0.4776063,-0.1225456
9,1.9994519,2.0335598,"('unaffectionate', 'caring')",0.15695974,0.17602126,1.1029844,0.90497637,1.0864654,1.0381858,0.0482796
74,1.7109752,1.855242,"('undedicated', 'dedicated')",-0.43597355,-0.28278306,-0.50166625,-0.33464763,0.2577785,0.4126038,-0.1548253
39,1.6139295,1.5443847,"('exploitative', 'cooperative')",0.04671295,0.0506367,-0.07371722,-0.12432669,0.5289751,0.4902316,0.0387435
71,1.5866392,1.5507089,"('diffident', 'self-confident')",1.4285845,1.4666953,0.6562778,0.6210095,1.2238337,1.2128046,0.0110291
63,1.5856143,1.655612,"('unperceptive', 'insightful')",0.7017806,0.79617786,1.1038588,1.0863388,1.130418,1.1793762,-0.0489582
16,-1.5444709,-1.4290202,"('unpopular', 'popular')",-0.41484332,-0.46951693,0.49583656,0.55630845,-0.4878259,-0.4474096,-0.0404163
66,1.5130703,1.5551564,"('inactive', 'active')",-0.8036065,-0.77944124,0.9236704,1.0362384,0.5443781,0.6039845,-0.0596064
29,-1.420569,-1.4811711,"('unfair', 'fair')",-0.5632732,-0.4662815,-0.38406813,-0.34956706,-0.7893035,-0.7656732,-0.0236303
53,1.3594104,1.3373733,"('uncreative', 'creative')",0.6902217,0.8292923,0.79765713,0.8306877,0.9490964,0.9991178,-0.0500214
44,-1.2876467,-1.4170597,"('prejudiced', 'unprejudiced')",-0.11102092,-0.23381567,-1.3218088,-1.2564386,-0.9068255,-0.9691046,0.0622791
65,-1.2410415,-1.4921354,"('insecure', 'secure')",0.52164423,0.5225194,-0.50049454,-0.56620747,-0.4066306,-0.5119412,0.1053106
3,-1.2358952,-1.1251681,"('repellent', 'pleasant')",-0.012028912,0.043448523,0.023429792,0.0045843124,-0.4081648,-0.3590451,-0.0491197
55,-1.217215,-1.0767977,"('incompetent', 'clever')",-0.31414863,-0.13304383,-0.49654087,-0.36433595,-0.6759682,-0.5247258,-0.1512424
72,1.206014,1.1844832,"('unambitious', 'ambitious')",0.6499312,0.6211878,-0.9995774,-1.1922289,0.2854559,0.2044807,0.0809752
84,1.1908875,1.162965,"('inferior', 'superior')",0.20886798,0.27538025,0.8314558,0.84705186,0.7437371,0.761799,-0.0180619
59,1.1834539,1.1101682,"('foolish', 'wise')",0.76555216,0.65688497,0.69708276,0.6069719,0.8820296,0.7913417,0.0906879
24,1.1753541,1.3427128,"('dishonest', 'honest')",0.5949609,0.7743074,0.4635952,0.41280937,0.7446368,0.8432765,-0.0986397
79,1.1675203,1.1890486,"('wavering', 'unwavering')",-0.8009582,-0.74673986,0.28043863,0.32400945,0.2156669,0.2554394,-0.0397725
80,1.0340043,1.081003,"('dominated', 'dominating')",0.40996462,0.39962247,-1.0458208,-0.8960533,0.1327161,0.1948574,-0.0621413
82,-1.025249,-0.9413159,"('poor', 'rich')",-0.21103771,-0.30318868,5.9916553,5.6973014,1.5851229,1.4842656,0.1008573
73,1.0221413,0.9437383,"('helpless', 'self-reliant')",1.2347994,1.2438185,-3.078015,-3.0433378,-0.2736914,-0.2852604,0.011569
8,1.0097203,0.98073804,"('unaffectionate', 'affectionate')",-1.1407619,-1.1630404,0.47669998,0.32365185,0.1152195,0.0471165,0.068103
45,-0.98464555,-0.9310233,"('incompetent', 'competent')",-0.5879688,-0.4181081,-0.50048226,-0.45239758,-0.6910323,-0.6005096,-0.0905227
14,-0.9471114,-0.67882925,"('antisocial', 'social')",0.624058,0.7009143,-1.25557,-1.2316966,-0.5262078,-0.4032038,-0.123004
0,-0.92302895,-0.84413624,"('unsociable', 'sociable')",-0.2404844,-0.11675735,-0.69643795,-0.68254536,-0.6199838,-0.547813,-0.0721708
33,0.9110138,0.7778421,"('wrong', 'right')",0.95399916,1.0382633,-0.39797407,-0.4682886,0.489013,0.4492722,0.0397408
5,0.8984166,0.7831271,"('distant', 'outgoing')",-0.30273092,-0.36077702,0.023642495,-0.10619428,0.2064427,0.1053853,0.1010574
22,-0.8961085,-0.94919294,"('untrustworthy', 'trustworthy')",-0.81829363,-0.64259166,-1.1122284,-1.0516424,-0.9422102,-0.8811423,-0.0610679
68,-0.8925198,-0.9173719,"('dependent', 'independent')",0.025216889,0.024180822,-0.48140943,-0.3083694,-0.4495708,-0.4005202,-0.0490506
40,0.8873917,1.203437,"('stingy', 'generous')",0.17496732,0.42092443,-1.8224635,-1.5457584,-0.2533682,0.026201,-0.2795692
54,0.8736812,0.8151322,"('incapable', 'capable')",-0.34576166,-0.32845783,1.0558397,0.95715094,0.5279197,0.4812751,0.0466446
37,0.85529697,0.8037294,"('fake', 'genuine')",0.16939577,0.28068092,0.32557935,0.33673927,0.4500907,0.4737165,-0.0236258
1,0.8536153,1.0238066,"('unfriendly', 'friendly')",0.34632277,0.61967766,1.7065306,1.657625,0.9688229,1.1003698,-0.1315469
6,0.85229445,0.85245603,"('distant', 'open')",-0.8431177,-0.80702716,0.303392,0.29796734,0.1041896,0.1144654,-0.0102758
7,0.8520256,0.97744954,"('insensitive', 'sensitive')",0.8862899,1.1480489,0.59329295,0.6538944,0.7772028,0.9264642,-0.1492614
27,0.7879983,0.9817007,"('hardhearted', 'softhearted')",0.28031567,0.40570483,1.5690695,1.7590921,0.8791278,1.0488326,-0.1697048
50,0.7681223,0.6222566,"('clumsy', 'skillful')",-0.27663538,-0.40341645,0.5804661,0.5307436,0.3573177,0.2498612,0.1074565
26,0.75243866,0.95826405,"('hardhearted', 'benevolent')",0.40959632,0.71602345,1.1872604,1.3357788,0.7830985,1.0033555,-0.220257
77,0.7206507,0.6162219,"('unmotivated', 'motivated')",0.814968,0.88829434,-0.8892462,-1.0246329,0.2154575,0.1599611,0.0554964
86,0.6128992,0.7027686,"('uninfluential', 'influential')",0.52718127,0.74216217,-0.51768667,-0.3678214,0.2074646,0.3590364,-0.1515718
25,0.592114,0.463534,"('egoistic', 'altruistic')",0.71736765,0.67775303,1.4550936,1.4542654,0.9215251,0.8651841,0.056341
69,0.56271756,0.41540402,"('lazy', 'industrious')",0.75334114,0.62843716,-0.18154034,-0.085061006,0.3781728,0.3195934,0.0585794
56,0.5393231,0.3282028,"('impractical', 'practical')",1.166252,1.1265352,-0.37670156,-0.48621586,0.4429578,0.3228407,0.1201171
32,0.5348547,0.737553,"('unkind', 'kind')",0.10194069,0.17849587,0.8084105,0.781515,0.4817353,0.5658546,-0.0841193
70,0.5297892,0.36398026,"('lethargic', 'energetic')",0.41279796,0.49907288,0.49633175,0.50761664,0.4796396,0.4568899,0.0227497
17,-0.515072,-0.5537265,"('nasty', 'nice')",-0.8530276,-0.93739945,-0.40541694,-0.32129818,-0.5911722,-0.6041414,0.0129692
19,0.5075101,0.38736022,"('inhospitable', 'hospitable')",-1.0452832,-1.0340244,-0.09554049,-0.07433002,-0.2111045,-0.2403314,0.0292269
21,0.498955,0.6178271,"('immoral', 'moral')",1.257199,1.457119,-0.8904366,-0.81821865,0.2885725,0.4189092,-0.1303367
75,0.49317268,0.3619061,"('meek', 'impulsive')",0.0007719733,-0.07530522,0.055030998,0.03364067,0.1829919,0.1067472,0.0762447
67,0.49055952,0.3652128,"('doubtful', 'determined')",-0.2779581,-0.37573478,-0.45551762,-0.5530716,-0.0809721,-0.1878645,0.1068924
81,-0.46443522,-0.56579196,"('submissive', 'aggressive')",1.8398006,1.828252,-0.6589538,-0.7227357,0.2388039,0.1799081,0.0588958
