,reynolds_male,reynolds_female,tuple,american_male,american_female,inc_male,inc_female,average_male,average_female,male-female
73,1.8273133,1.6032006,"('helpless', 'self-reliant')",0.8577327,0.91533095,-2.7581768,-2.768151,-0.0243769,-0.0832065,0.0588296
29,-1.7152183,-1.739857,"('unfair', 'fair')",-1.6737086,-1.4733807,-0.9185305,-0.9087692,-1.4358191,-1.3740023,-0.0618168
82,-1.69424,-1.223023,"('poor', 'rich')",-0.60182834,-0.37160215,5.538578,5.8937774,1.0808366,1.4330508,-0.3522142
22,-1.4462367,-0.9113518,"('untrustworthy', 'trustworthy')",-0.877389,-0.5015787,-1.5811474,-1.3760624,-1.3015911,-0.9296643,-0.3719268
68,-1.423467,-1.4116328,"('dependent', 'independent')",0.14742258,-0.04004283,-0.3535384,-0.40303016,-0.5431943,-0.6182353,0.075041
74,1.4116093,1.8109291,"('undedicated', 'dedicated')",0.49770573,0.50522625,-0.029115517,-0.1537868,0.6267331,0.7207895,-0.0940564
18,-1.3996508,-1.2658833,"('disagreeable', 'welcoming')",-0.25290573,0.18664804,-0.8420188,-0.570055,-0.8315251,-0.5497634,-0.2817617
33,1.3137318,0.8742585,"('wrong', 'right')",0.62879163,0.58052975,-0.46954536,-0.55258363,0.4909927,0.3007349,0.1902578
71,1.2877296,1.1070976,"('diffident', 'self-confident')",0.8462765,0.99503577,0.4871322,0.590269,0.8737127,0.8974675,-0.0237548
9,1.2265108,1.1406254,"('unaffectionate', 'caring')",-0.7047293,-0.4652875,0.57173425,0.762989,0.3645052,0.4794423,-0.1149371
84,1.1983676,0.96603906,"('inferior', 'superior')",1.0028299,0.7846594,0.9721331,0.9834754,1.0577769,0.9113913,0.1463856
45,-1.1949626,-0.62284356,"('incompetent', 'competent')",-0.45090774,-0.3200774,-0.44227636,-0.5301047,-0.6960489,-0.4910085,-0.2050404
35,-1.0423843,-1.6613454,"('corrupt', 'incorrupt')",-0.10377741,-0.22839457,-0.29263836,-0.26038983,-0.4796,-0.7167099,0.2371099
14,-1.0134759,-0.73129535,"('antisocial', 'social')",-0.03572321,0.053162605,-1.0474275,-0.9234506,-0.6988756,-0.5338611,-0.1650145
12,0.9989829,1.4046837,"('unsupportive', 'supportive')",0.024759464,0.2580124,-1.5965018,-1.5611475,-0.1909198,0.0338496,-0.2247694
31,-0.98432875,-1.2862152,"('evil', 'good')",-0.60751367,-0.46368977,-1.3734791,-1.2250507,-0.9884405,-0.9916519,0.0032114
13,0.9679608,1.4715402,"('impolite', 'polite')",0.15421867,0.3348125,-0.18669376,-0.18966475,0.3118286,0.538896,-0.2270674
63,-0.941564,-0.5008768,"('unperceptive', 'insightful')",0.11652521,0.26714343,1.027378,1.0158588,0.0674464,0.2607085,-0.1932621
44,-0.9279026,-1.3251488,"('prejudiced', 'unprejudiced')",-0.25951853,-0.3508547,-1.361246,-1.3271208,-0.8495557,-1.0010414,0.1514857
51,-0.8931061,-0.4789186,"('uneducated', 'educated')",0.82098943,0.73862904,0.5154677,0.34730923,0.1477837,0.2023399,-0.0545562
58,0.89275396,0.78396106,"('undiscriminating', 'discriminating')",0.56629544,0.3537323,0.20889021,0.01912225,0.5559799,0.3856052,0.1703747
