,corning_male,corning_female,tuple,inc_male,inc_female,average_male,average_female,male-female
1,-2.3985825,-1.9734527,"('unfriendly', 'friendly')",1.2182289,1.3967679,-0.5901768,-0.2883424,-0.3018344
36,-2.0422592,-1.8915688,"('hostile', 'amicable')",-0.27327126,-0.46659833,-1.1577653,-1.1790836,0.0213183
6,-1.931896,-1.4542915,"('distant', 'open')",-0.24229385,-0.17835602,-1.0870949,-0.8163238,-0.2707711
31,-1.9296011,-1.7007498,"('evil', 'good')",-1.2745913,-1.2852226,-1.6020962,-1.4929862,-0.10911
53,-1.7876418,-1.5324717,"('uncreative', 'creative')",0.3984987,0.47740167,-0.6945715,-0.527535,-0.1670365
5,-1.7204077,-1.1557282,"('distant', 'outgoing')",-0.5515461,-0.29963762,-1.1359769,-0.7276829,-0.408294
60,1.5157675,1.3189138,"('inefficient', 'efficient')",0.35574847,0.67191446,0.935758,0.9954141,-0.0596561
81,1.5026681,1.2422718,"('submissive', 'aggressive')",0.07253805,-0.03986372,0.7876031,0.601204,0.1863991
39,1.4731696,1.651227,"('exploitative', 'cooperative')",0.019325946,0.14054959,0.7462478,0.8958883,-0.1496405
8,-1.4514574,-1.17588,"('unaffectionate', 'affectionate')",0.09798497,0.41246435,-0.6767362,-0.3817078,-0.2950284
56,1.4283242,1.4347644,"('impractical', 'practical')",0.34654886,0.5141787,0.8874365,0.9744716,-0.0870351
80,1.2926697,0.97720844,"('dominated', 'dominating')",-1.0136585,-1.152891,0.1395056,-0.0878413,0.2273469
30,1.2845474,1.3892863,"('intolerant', 'tolerant')",1.9024746,1.9410344,1.5935111,1.6651604,-0.0716493
67,1.2689384,1.3240403,"('doubtful', 'determined')",-0.16651186,0.094041154,0.5512133,0.7090407,-0.1578274
21,1.2073091,0.6400464,"('immoral', 'moral')",-0.081829056,-0.2594931,0.56274,0.1902767,0.3724633
42,1.2032744,1.1948297,"('unreliable', 'reliable')",-3.045644,-2.8136318,-0.9211848,-0.809401,-0.1117838
9,-1.1575903,-0.79736406,"('unaffectionate', 'caring')",0.5924605,0.87909585,-0.2825649,0.0408659,-0.3234308
13,1.1571293,1.2164115,"('impolite', 'polite')",0.04093427,0.27791694,0.5990318,0.7471642,-0.1481324
79,-1.1469967,-0.9463912,"('wavering', 'unwavering')",0.040578205,-0.02318383,-0.5532092,-0.4847875,-0.0684217
35,-1.0807471,-0.597556,"('corrupt', 'incorrupt')",-0.50940955,-0.4529396,-0.7950783,-0.5252478,-0.2698305
85,-1.0702832,-0.7410403,"('insignificant', 'prestigious')",0.33106637,0.40817273,-0.3696084,-0.1664338,-0.2031746
26,-1.0585713,-0.6744778,"('hardhearted', 'benevolent')",1.325978,1.6963668,0.1337034,0.5109445,-0.3772411
62,1.0495855,0.8746199,"('incompetent', 'brilliant')",0.5239295,0.76520103,0.7867575,0.8199105,-0.033153
