,e_male,e_female,tuple,trade_male,trade_female,financial_male,financial_female,corp_male,corp_female,average_male,average_female,male-female
7,1.5911738,1.1990173,"('insensitive', 'sensitive')",1.1660676,0.8914,0.86005926,0.7204647,1.5074044,1.2222872,1.2811762,1.0082923,0.2728839
8,-1.5407125,-1.6381854,"('unaffectionate', 'affectionate')",-0.9545595,-0.949771,0.056564596,0.10674575,-0.65303725,-0.35881358,-0.7729362,-0.7100061,-0.0629301
14,1.5218883,1.3022088,"('antisocial', 'social')",2.655004,2.4252105,2.211068,2.140528,1.0086362,0.73026836,1.8491492,1.649554,0.1995952
51,1.4928674,1.4583164,"('uneducated', 'educated')",0.029170625,0.116582565,-0.2154132,-0.11658336,1.364782,1.3302778,0.6678517,0.6971483,-0.0292966
1,-1.4275465,-1.5435897,"('unfriendly', 'friendly')",-0.5188831,-0.57828,1.4952447,1.3799568,0.32869023,0.61834383,-0.0306237,-0.0308922,0.0002685
13,1.3991537,1.2304212,"('impolite', 'polite')",2.2185464,2.0416288,0.65674144,0.593244,0.14615923,0.13900281,1.1051502,1.0010742,0.104076
53,-1.3253337,-1.3978472,"('uncreative', 'creative')",-1.1310763,-1.3338813,1.0793935,1.0002795,0.11053619,0.31282973,-0.3166201,-0.3546548,0.0380347
54,-1.274404,-1.1973298,"('incapable', 'capable')",0.35933104,0.2319639,0.9481761,0.8827272,0.4753991,0.45613164,0.1271255,0.0933732,0.0337523
25,-1.2688351,-1.2477789,"('egoistic', 'altruistic')",-0.50410527,-0.5110201,-0.0559657,-0.0016573891,0.47013283,0.6850468,-0.3396933,-0.2688524,-0.0708409
24,1.2587014,1.094124,"('dishonest', 'honest')",0.79920197,0.71104026,0.2101965,0.20669137,0.7725514,0.7658713,0.7601628,0.6944317,0.0657311
65,1.2559253,1.0325264,"('insecure', 'secure')",1.6251233,1.5290568,-0.031028964,-0.13923244,1.4980632,1.2136081,1.0870208,0.9089897,0.1780311
78,-1.2315568,-0.91514057,"('nonresilient', 'resilient')",-0.8721694,-0.8340918,0.5770708,0.6096518,0.22875403,0.18731299,-0.3244753,-0.2380669,-0.0864084
11,1.1685994,0.9499219,"('unhelpful', 'helpful')",1.2535806,1.1798583,0.6443087,0.59664476,2.9754493,2.7872312,1.5104845,1.3784142,0.1320703
74,1.1607141,0.6987638,"('undedicated', 'dedicated')",1.0595797,0.88017637,0.5601556,0.5237507,-0.1086038,-0.13192137,0.6679615,0.4926924,0.1752691
18,-1.159947,-0.9903351,"('disagreeable', 'welcoming')",-0.5484487,-0.5240813,-0.27496028,-0.27177948,-0.9100908,-0.81404996,-0.7233617,-0.6500615,-0.0733002
12,1.1297654,0.7697209,"('unsupportive', 'supportive')",1.1128443,1.0254756,1.1333941,1.0435764,-1.9155635,-1.8587695,0.3651101,0.2450008,0.1201093
39,1.1006532,1.3418577,"('exploitative', 'cooperative')",1.5018348,1.609818,0.81820744,1.0430969,0.4243959,0.51469564,0.9612728,1.127367,-0.1660942
45,1.067849,0.5173436,"('incompetent', 'competent')",1.6295366,1.3013685,-0.119869664,-0.35449815,0.6332221,0.35494328,0.8026845,0.4547893,0.3478952
30,1.0586287,1.0450951,"('intolerant', 'tolerant')",2.0905483,2.0212018,0.8112435,0.9464524,1.0198443,1.1605551,1.2450662,1.2933261,-0.0482599
64,1.0566988,0.8419988,"('shy', 'confident')",1.1975787,1.183896,0.5552503,0.54054016,-5.49002,-5.6025352,-0.670123,-0.7590251,0.0889021
9,-1.0534939,-1.1743993,"('unaffectionate', 'caring')",0.20361236,0.13943516,1.4164499,1.3620303,0.5230168,0.6948339,0.2723963,0.255475,0.0169213
46,0.9915258,0.93733585,"('uncompetitive', 'competitive')",1.776546,1.5301449,0.7890694,0.59335434,0.8063329,0.581248,1.0908686,0.9105207,0.1803479
21,0.98403955,1.3665594,"('immoral', 'moral')",1.4449203,1.3789545,0.8059844,0.85123295,0.94669217,0.7458706,1.0454091,1.0856544,-0.0402453
72,0.97164124,0.5734023,"('unambitious', 'ambitious')",-0.10302675,-0.28526956,-0.044358976,-0.16567655,0.043417297,-0.17815264,0.2169182,-0.0139241,0.2308423
61,0.90344566,0.77929926,"('illogical', 'logical')",0.43575603,0.4107316,1.1936921,1.1349487,0.5185523,0.44908515,0.7628615,0.6935162,0.0693453
36,-0.8670608,-0.79535836,"('hostile', 'amicable')",-1.4191777,-1.287446,-0.13847773,-0.012503095,-1.9440987,-1.4674122,-1.0922037,-0.89068,-0.2015237
2,0.86053985,0.65784985,"('unlikable', 'likable')",0.90093035,0.6923266,2.3031223,2.1187074,0.39239603,0.49692798,1.1142471,0.991453,0.1227941
76,0.84130627,0.5692744,"('anxious', 'daring')",0.6811641,0.46994123,-0.071862064,-0.25720426,0.9360006,0.7221239,0.5966522,0.3760338,0.2206184
26,-0.7135569,-1.0842094,"('hardhearted', 'benevolent')",0.19195437,-0.039158612,1.8824927,1.645217,0.75119066,0.85613227,0.5280202,0.3444953,0.1835249
5,-0.71196723,-0.7358062,"('distant', 'outgoing')",-0.9633136,-0.80506414,0.60404474,0.7463724,-2.1067283,-1.8240731,-0.7944911,-0.6546428,-0.1398483
22,0.6468864,0.1455273,"('untrustworthy', 'trustworthy')",0.7670239,0.47583467,-0.050096918,-0.2854854,0.32807565,-0.044197097,0.4229723,0.0729199,0.3500524
87,0.64359194,0.49542728,"('unsuccessful', 'successful')",2.253668,2.1312978,1.3202336,1.0417532,1.486914,1.2716498,1.4261019,1.2350321,0.1910698
19,-0.6380442,-0.5698689,"('inhospitable', 'hospitable')",-0.97428375,-0.83158827,-0.50758225,-0.318693,-1.0403707,-0.72996354,-0.7900702,-0.6125284,-0.1775418
34,0.630107,0.7508381,"('mean', 'honorable')",0.22944024,0.190628,0.5817191,0.59037066,5.9997797,5.9998317,1.8602614,1.8829172,-0.0226558
42,0.58330745,0.62924534,"('unreliable', 'reliable')",1.8055743,1.7086368,0.8290664,0.8252343,-1.9798644,-2.0594513,0.3095209,0.2759163,0.0336046
41,-0.56951654,-0.699686,"('unforgiving', 'forgiving')",-0.00016876124,-0.018758222,0.9826775,1.0420384,-0.31754526,-0.2683875,0.0238617,0.0138017,0.01006
6,-0.5614356,-0.6500902,"('distant', 'open')",-1.3534113,-1.2356278,-0.34265378,-0.26232296,-2.2976873,-2.044842,-1.138797,-1.0482208,-0.0905762
44,-0.5598776,-0.71178067,"('prejudiced', 'unprejudiced')",-0.050681934,-0.12640797,-0.35859036,-0.4906127,-1.2884947,-1.3802882,-0.5644112,-0.6772724,0.1128612
10,0.55149686,0.32679397,"('unsympathetic', 'sympathetic')",0.71664417,0.49069047,-0.9313183,-0.99398834,1.1495326,0.8249915,0.3715888,0.1621219,0.2094669
66,-0.54556173,-1.1364088,"('inactive', 'active')",-0.5784171,-0.7826699,0.91332066,0.6019327,0.48182264,0.18040416,0.0677911,-0.2841855,0.3519766
4,-0.53786683,-0.82197505,"('disliked', 'liked')",-0.44410515,-0.35830075,0.1452552,0.121915765,-7.4936666,-7.232663,-2.0825958,-2.0727558,-0.00984
48,0.5254911,0.48500958,"('unintelligent', 'intelligent')",-0.05221075,0.026515365,-0.82929915,-0.8818008,0.6884294,0.7797286,0.0831027,0.1023632,-0.0192605
67,0.52349716,0.8088977,"('doubtful', 'determined')",0.58920854,0.6684295,0.15047814,0.25791723,-0.60697573,-0.55574787,0.164052,0.2948741,-0.1308221
47,0.49475664,0.07032939,"('stupid', 'smart')",1.1756812,1.0699962,1.0794475,1.1204668,5.6103134,5.6404963,2.0900497,1.9753222,0.1147275
63,0.49359468,0.17286046,"('unperceptive', 'insightful')",0.5419369,0.366476,1.2489568,1.110483,1.4895465,1.3530046,0.9435087,0.750706,0.1928027
23,0.4687395,0.25152522,"('insincere', 'sincere')",1.1426628,0.9645114,1.0359675,0.9316989,7.2528687,6.9319205,2.4750595,2.2699142,0.2051453
57,0.45958742,-0.17388292,"('unimaginative', 'imaginative')",0.023343876,-0.34082738,-0.03410194,-0.22992127,-2.4245389,-2.632643,-0.4939274,-0.8443186,0.3503912
49,0.39635378,0.58440745,"('unable', 'able')",0.11232179,0.21264696,-0.7479366,-0.7108247,0.086878546,-0.005129745,-0.0380956,0.020275,-0.0583706
86,0.3932813,0.2741842,"('uninfluential', 'influential')",0.040949896,-0.11742586,-0.29017428,-0.3554968,0.62399423,0.3341648,0.1920128,0.0338566,0.1581562
88,-0.35544118,-0.25156233,"('low', 'eminent')",-0.7674569,-0.6884274,-0.8316165,-0.704797,-0.360247,-0.112577066,-0.5786904,-0.4393409,-0.1393495
0,-0.3461906,-0.61510944,"('unsociable', 'sociable')",1.6817379,1.5499173,0.44565696,0.38449872,0.7358801,0.49924487,0.6292711,0.4546379,0.1746332
40,-0.34319004,-0.47361708,"('stingy', 'generous')",-0.8230665,-0.8317918,0.99586266,0.85738784,-2.368159,-2.3857896,-0.6346382,-0.7084527,0.0738145
27,-0.33719546,-0.5953304,"('hardhearted', 'softhearted')",-1.0780045,-1.0854888,-0.5023563,-0.6230477,0.19776799,0.18358639,-0.4299471,-0.5300701,0.100123
15,0.33530456,0.20546743,"('boring', 'funny')",0.057919547,0.028552521,0.4478992,0.40906134,-0.605074,-0.5090671,0.0590123,0.0335035,0.0255088
28,0.3342658,0.3043948,"('disloyal', 'loyal')",0.0953914,0.12090947,0.2574662,0.37639135,1.3948823,1.3328485,0.5205014,0.533636,-0.0131346
79,-0.29283175,-0.40272525,"('wavering', 'unwavering')",-1.4195065,-1.3888832,-0.59854716,-0.47555187,-1.081262,-0.95663863,-0.8480369,-0.8059497,-0.0420872
20,-0.26087028,-0.30049768,"('rough', 'thoughtful')",-0.6221797,-0.65069157,-0.039534174,-0.06850976,0.08029555,0.13493532,-0.2105721,-0.2211909,0.0106188
58,-0.25722122,-0.72923976,"('undiscriminating', 'discriminating')",1.1896223,0.85007,1.3374763,1.1668365,0.33762106,0.20020315,0.6518746,0.3719675,0.2799071
50,0.25266406,0.409163,"('clumsy', 'skillful')",0.3755435,0.5844365,0.4292345,0.47632796,0.09653027,0.23755002,0.2884931,0.4268694,-0.1383763
83,-0.24941647,-0.052834094,"('powerless', 'powerful')",0.792249,0.7824922,0.59359,0.64787537,-0.4727079,-0.6004579,0.1659287,0.1942689,-0.0283402
33,-0.24624443,-0.16673224,"('wrong', 'right')",0.47266933,0.5096852,1.0903201,1.0614501,-1.718779,-1.6049858,-0.1005085,-0.0501457,-0.0503628
17,-0.22490151,-0.40795588,"('nasty', 'nice')",-0.5244912,-0.5664059,-0.22323206,-0.20495148,-0.6855379,-0.7027699,-0.4145406,-0.4705208,0.0559802
82,-0.21895576,0.013543727,"('poor', 'rich')",-0.154657,-0.14847387,0.04135538,0.061950155,7.2132077,7.2911487,1.7202376,1.8045422,-0.0843046
3,0.18609367,0.0906862,"('repellent', 'pleasant')",0.35654062,0.25791162,-0.19656846,-0.29491827,1.8473403,1.7022492,0.5483515,0.4389822,0.1093693
29,-0.18391757,-0.1271154,"('unfair', 'fair')",0.3524948,0.52034265,-0.5046673,-0.4530513,-0.78044105,-0.9192822,-0.2791328,-0.2447766,-0.0343562
84,-0.17891319,0.26545832,"('inferior', 'superior')",0.5181262,0.8809276,0.20051038,0.517675,0.25394836,0.39296076,0.1984179,0.5142554,-0.3158375
32,0.15221055,0.10580028,"('unkind', 'kind')",0.83157974,0.82423335,0.14944059,0.10645239,1.336438,1.3557366,0.6174172,0.5980557,0.0193615
59,-0.13301787,-0.061888903,"('foolish', 'wise')",0.39271164,0.72199655,0.71307516,0.8173176,-1.3102623,-1.0337129,-0.0843734,0.1109281,-0.1953015
38,-0.11508845,-0.3947222,"('untruthful', 'truthful')",-0.0436088,-0.17382564,0.8090581,0.86948264,-0.045596562,-0.038648486,0.1511911,0.0655716,0.0856195
37,0.11439675,-0.35919103,"('fake', 'genuine')",0.2784003,0.26474985,-0.8824886,-0.93194973,0.32246527,0.15794104,-0.0418066,-0.2171125,0.1753059
77,-0.08549747,0.24051774,"('unmotivated', 'motivated')",0.7609519,0.86935973,0.91877174,1.0522155,-0.38313302,-0.54200375,0.3027733,0.4050223,-0.102249
69,-0.08368723,-0.13269065,"('lazy', 'industrious')",0.47748125,0.42618763,0.6167184,0.6330193,-2.4532735,-2.2875464,-0.3606903,-0.3402575,-0.0204328
68,-0.066471174,0.31974766,"('dependent', 'independent')",-0.9196659,-0.67359626,-1.997074,-1.8590994,-0.5803238,-0.5983866,-0.8908837,-0.7028337,-0.18805
71,-0.050036192,-0.036404364,"('diffident', 'self-confident')",1.3863996,1.4266667,1.682003,1.6633223,-0.29051173,-0.22816989,0.6819637,0.7063537,-0.02439
75,-0.03074821,0.023628067,"('meek', 'impulsive')",-1.6277117,-1.6681025,-0.2975288,-0.3996197,-0.7960932,-0.8494177,-0.6880205,-0.7233779,0.0353574
