,expedia_male,expedia_female,tuple,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
32,-0.5320686,-0.5267467,"('unkind', 'kind')",0.5006701,0.5846834,0.81083834,0.8896473,0.2598133,0.3158613,-0.056048
74,-0.5146827,-0.5697464,"('undedicated', 'dedicated')",1.2434102,1.2336248,0.117487684,0.1066791,0.2820717,0.2568525,0.0252192
18,-0.5086349,-0.40300745,"('disagreeable', 'welcoming')",-0.5517756,-0.2830007,-0.37803894,-0.29782972,-0.4794831,-0.3279459,-0.1515372
84,0.50745285,0.52484316,"('inferior', 'superior')",0.21301335,0.27703783,0.75899625,0.81334376,0.4931541,0.5384082,-0.0452541
79,-0.47902498,-0.5507683,"('wavering', 'unwavering')",-1.8714509,-1.9399037,0.06948346,-0.041095417,-0.7603308,-0.8439225,0.0835917
80,0.46813008,0.20489064,"('dominated', 'dominating')",1.2375932,0.8657999,-1.2942474,-1.3735375,0.1371586,-0.100949,0.2381076
41,-0.4523594,-0.40376136,"('unforgiving', 'forgiving')",0.8054907,0.7435545,-0.011848355,0.037204664,0.113761,0.1256659,-0.0119049
43,-0.44621205,-0.63956976,"('irresponsible', 'responsible')",0.6994806,0.58998406,0.5898733,0.5530994,0.2810473,0.1678379,0.1132094
76,-0.43710363,-0.5591649,"('anxious', 'daring')",0.71803707,0.67034054,0.03598298,0.062897556,0.1056388,0.0580244,0.0476144
71,0.43462062,0.24478126,"('diffident', 'self-confident')",0.111465156,0.069233224,0.51175237,0.40190262,0.3526127,0.238639,0.1139737
36,-0.43042466,-0.5265567,"('hostile', 'amicable')",-1.2484536,-1.3628056,0.40251404,0.1937165,-0.4254548,-0.5652153,0.1397605
72,-0.41105163,-0.33261448,"('unambitious', 'ambitious')",0.75704813,0.758637,-0.48636448,-0.36785084,-0.0467893,0.0193906,-0.0661799
21,-0.406549,-0.3746352,"('immoral', 'moral')",0.27208027,0.29675022,-0.9545612,-0.8860906,-0.36301,-0.3213252,-0.0416848
12,-0.39878696,-0.39128083,"('unsupportive', 'supportive')",1.0080312,1.0176079,-1.7625053,-1.6014357,-0.3844203,-0.3250362,-0.0593841
58,-0.38629824,-0.6718408,"('undiscriminating', 'discriminating')",1.2145356,0.8792484,0.34203953,0.13102415,0.3900923,0.1128106,0.2772817
66,-0.38321427,-0.59461683,"('inactive', 'active')",0.56041676,0.4001401,0.9280269,0.77302694,0.3684098,0.1928501,0.1755597
52,0.37766117,0.4273345,"('irrational', 'rational')",-0.8670228,-0.85472226,0.3623955,0.20028123,-0.042322,-0.0757022,0.0333802
63,-0.36292583,-0.48330587,"('unperceptive', 'insightful')",1.4805886,1.3098931,0.86003906,0.9588144,0.6592339,0.5951339,0.0641
33,0.3586281,0.3377888,"('wrong', 'right')",-0.26483268,-0.20455092,-0.27465862,-0.35040474,-0.0602877,-0.072389,0.0121013
26,0.35794348,0.3050684,"('hardhearted', 'benevolent')",1.5395768,1.499322,1.6073434,1.6198189,1.1682879,1.1414031,0.0268848
35,0.35662445,0.3181739,"('corrupt', 'incorrupt')",-1.272106,-1.2253892,0.08393633,-0.05264224,-0.2771817,-0.3199525,0.0427708
27,-0.35047716,-0.27590054,"('hardhearted', 'softhearted')",-0.051627077,0.0027789902,1.6066481,1.5919447,0.4015146,0.4396077,-0.0380931
6,-0.35039952,-0.33660838,"('distant', 'open')",-1.5428921,-1.4848187,0.57216334,0.4513771,-0.4403761,-0.4566833,0.0163072
14,0.34785601,0.22538894,"('antisocial', 'social')",1.9965873,1.8577342,-0.5029076,-0.5556221,0.6138453,0.509167,0.1046783
56,0.34707147,0.26359606,"('impractical', 'practical')",0.5558447,0.45861423,-0.47331685,-0.43560666,0.1431998,0.0955345,0.0476653
4,0.33942094,0.19923498,"('disliked', 'liked')",-0.20926866,-0.40424368,-7.048484,-7.02665,-2.3061105,-2.4105528,0.1044423
40,-0.33841825,-0.37194186,"('stingy', 'generous')",0.74886304,0.6783948,-1.5706885,-1.5420511,-0.3867479,-0.411866,0.0251181
81,0.3240205,0.27865064,"('submissive', 'aggressive')",1.5274531,1.4272387,-0.9575778,-0.81777614,0.2979652,0.2960377,0.0019275
17,0.3051419,0.28176385,"('nasty', 'nice')",-0.7876772,-0.70510846,-0.4241335,-0.3494629,-0.3022229,-0.2576025,-0.0446204
83,0.3038553,0.16236371,"('powerless', 'powerful')",-0.094830245,-0.13539523,-1.0573692,-1.0813187,-0.2827814,-0.3514501,0.0686687
20,0.29703897,0.23250757,"('rough', 'thoughtful')",1.6119927,1.6987039,0.99469715,1.0279381,0.9679096,0.9863832,-0.0184736
7,-0.29545844,-0.41249725,"('insensitive', 'sensitive')",0.29026067,0.18161173,1.035428,0.9553888,0.3434101,0.2415011,0.101909
30,0.26557243,0.29172903,"('intolerant', 'tolerant')",0.6832901,0.639614,0.90655726,1.0676942,0.6184733,0.6663458,-0.0478725
34,-0.23180118,-0.23073001,"('mean', 'honorable')",-0.14026944,-0.042984203,6.0713687,6.105006,1.899766,1.9437641,-0.0439981
2,0.20361865,0.20889033,"('unlikable', 'likable')",1.5138369,1.5820985,0.3672537,0.5559178,0.6949031,0.7823022,-0.0873991
68,-0.1901441,-0.18921463,"('dependent', 'independent')",-0.47749537,-0.33465084,-0.7185905,-0.6962025,-0.4620767,-0.4066893,-0.0553874
85,0.1691913,0.07012897,"('insignificant', 'prestigious')",-0.5141254,-0.5183592,0.5529909,0.45249045,0.0693523,0.0014201,0.0679322
15,-0.15320349,-0.19378227,"('boring', 'funny')",-0.99781835,-0.94569075,0.53712165,0.5129714,-0.2046334,-0.2088339,0.0042005
5,0.14046039,0.16182216,"('distant', 'outgoing')",-1.2581779,-1.1942214,-0.028450996,-0.05275535,-0.3820562,-0.3617182,-0.020338
22,-0.1376998,-0.2483962,"('untrustworthy', 'trustworthy')",0.89812994,0.80131143,-1.0440261,-0.959455,-0.094532,-0.1355133,0.0409813
11,-0.13676606,-0.21314149,"('unhelpful', 'helpful')",-0.20908253,-0.19535813,1.5856465,1.7155476,0.413266,0.4356827,-0.0224167
47,0.045839474,0.0024771644,"('stupid', 'smart')",0.74748623,0.82383764,5.7101226,5.7611094,2.1678162,2.1958081,-0.0279919
61,0.037479494,-0.017294778,"('illogical', 'logical')",-0.26994935,-0.44478,0.09815346,0.063416295,-0.0447721,-0.1328862,0.0881141
77,-0.029472407,-0.05910599,"('unmotivated', 'motivated')",0.36892682,0.30796844,-1.276685,-1.1687609,-0.3124102,-0.3066328,-0.0057774
70,0.028332766,-0.1075805,"('lethargic', 'energetic')",0.72046083,0.63747424,0.7155005,0.80199987,0.488098,0.4439646,0.0441334
38,-0.025403865,-0.152249,"('untruthful', 'truthful')",-1.0279965,-1.0125033,-0.2093007,-0.06150776,-0.4209003,-0.4087533,-0.012147
29,-0.019473223,-0.084236056,"('unfair', 'fair')",-0.26295775,-0.3235118,-0.36756745,-0.4750473,-0.2166661,-0.2942651,0.077599
62,0.010251524,0.007195168,"('incompetent', 'brilliant')",0.95558894,0.91787684,0.036430705,0.29694444,0.3340904,0.4073388,-0.0732484
88,-0.010200532,-0.090850085,"('low', 'eminent')",-1.0718802,-1.0218037,0.063052796,0.10556885,-0.339676,-0.335695,-0.003981
