,raytheon_male,raytheon_female,tuple,technologies_male,technologies_female,corp_male,corp_female,average_male,average_female,male-female
36,1.9020764,1.5598654,"('hostile', 'amicable')",-0.0420977,-0.043950576,0.287076,0.29641545,0.7156849,0.6041101,0.1115748
38,-1.8083835,-1.7033731,"('untruthful', 'truthful')",-1.0555093,-1.0317152,-0.67608017,-0.4860953,-1.179991,-1.0737279,-0.1062631
57,-1.752413,-1.7496036,"('unimaginative', 'imaginative')",-0.18375579,-0.27627134,-2.7257714,-2.7945452,-1.55398,-1.6068068,0.0528268
28,-1.7318766,-1.7017374,"('disloyal', 'loyal')",0.14913486,0.03560843,1.2616187,1.28432,-0.107041,-0.1272697,0.0202287
22,-1.6317049,-1.4820638,"('untrustworthy', 'trustworthy')",-0.94492245,-0.93820494,-1.0507959,-0.92633873,-1.2091411,-1.1155358,-0.0936053
75,1.5647422,1.4199712,"('meek', 'impulsive')",0.009000108,0.019699499,-0.84430945,-0.9525253,0.2431443,0.1623818,0.0807625
31,1.5554469,1.2601346,"('evil', 'good')",-0.15795514,-0.15293589,-0.8188242,-0.93938786,0.1928892,0.055937,0.1369522
62,-1.523058,-1.3792608,"('incompetent', 'brilliant')",-0.030859064,-0.026944198,-0.22971746,-0.11076635,-0.5945449,-0.5056571,-0.0888878
14,-1.5017807,-1.3264028,"('antisocial', 'social')",0.20662573,0.3312507,-0.14530617,0.06604915,-0.4801537,-0.309701,-0.1704527
25,1.4969482,1.3974035,"('egoistic', 'altruistic')",1.2220986,1.1279161,1.2066811,1.2090579,1.3085759,1.2447925,0.0637834
65,-1.4927034,-1.2809763,"('insecure', 'secure')",-0.82691073,-0.81560665,-0.2053424,-0.09859963,-0.8416522,-0.7317275,-0.1099247
81,-1.455768,-1.2106969,"('submissive', 'aggressive')",0.34907156,0.36554104,-0.8741365,-0.71737236,-0.6602776,-0.5208428,-0.1394348
51,-1.4550606,-1.3628042,"('uneducated', 'educated')",-0.010450475,-0.10528199,0.4131892,0.5442167,-0.350774,-0.3079565,-0.0428175
21,-1.4290818,-1.36816,"('immoral', 'moral')",0.096317135,0.014297662,-0.83849084,-0.7049394,-0.7237519,-0.6862673,-0.0374846
41,-1.4178021,-1.3225011,"('unforgiving', 'forgiving')",-0.6777107,-0.60672736,0.058641903,0.23922719,-0.678957,-0.5633337,-0.1156233
7,-1.3462613,-1.148207,"('insensitive', 'sensitive')",0.09851642,0.10209295,0.4921542,0.59539956,-0.2518635,-0.1502381,-0.1016254
73,1.272532,1.2623942,"('helpless', 'self-reliant')",0.54360926,0.5693,-3.5021822,-3.5890594,-0.5620137,-0.5857884,0.0237747
32,-1.1932858,-1.052904,"('unkind', 'kind')",-0.43081152,-0.4181729,0.52476656,0.6097937,-0.3664436,-0.2870944,-0.0793492
82,-1.1916317,-1.1067722,"('poor', 'rich')",-0.12021978,-0.083720535,5.9982615,6.099409,1.5621367,1.6363055,-0.0741688
74,-1.1826078,-1.1270392,"('undedicated', 'dedicated')",-0.29140744,-0.24802962,-0.18558586,-0.1319008,-0.5532004,-0.5023232,-0.0508772
76,-1.1804178,-0.9773547,"('anxious', 'daring')",-0.653897,-0.6280238,-0.5099046,-0.47100255,-0.7814065,-0.692127,-0.0892795
33,1.1420208,1.0768718,"('wrong', 'right')",0.61007744,0.57509094,-0.5778318,-0.5874613,0.3914222,0.3548338,0.0365884
3,-1.1282601,-0.9892846,"('repellent', 'pleasant')",-0.19508493,-0.17874587,0.78605926,0.77307,-0.1790953,-0.1316535,-0.0474418
27,-1.0264192,-1.0640289,"('hardhearted', 'softhearted')",0.11822566,0.059112024,1.4707285,1.3735391,0.1875117,0.1228741,0.0646376
59,1.0106627,0.9685408,"('foolish', 'wise')",0.5473677,0.5341979,-0.1382634,-0.080432534,0.4732556,0.4741021,-0.0008465
79,0.95739,0.7020227,"('wavering', 'unwavering')",-1.2043973,-1.3356774,-0.56844735,-0.71537423,-0.2718182,-0.4496763,0.1778581
34,-0.92461765,-0.9365248,"('mean', 'honorable')",-0.20089091,-0.13530686,5.505577,5.6753864,1.4600229,1.5345182,-0.0744953
16,0.8559158,0.88999915,"('unpopular', 'popular')",0.14129978,0.17826661,0.23524539,0.22883055,0.4108203,0.4323655,-0.0215452
72,-0.8428049,-0.7409171,"('unambitious', 'ambitious')",-0.9270064,-0.8719719,-0.49520072,-0.53414285,-0.755004,-0.7156773,-0.0393267
48,-0.8166039,-0.797073,"('unintelligent', 'intelligent')",1.5421752,1.4390956,0.68982947,0.7017174,0.4718002,0.4479133,0.0238869
50,0.79746807,0.86636865,"('clumsy', 'skillful')",0.5325277,0.5626491,0.08558451,0.06650424,0.4718601,0.4985073,-0.0266472
4,0.79268795,0.66451985,"('disliked', 'liked')",-0.5949048,-0.6442918,-6.752404,-6.814501,-2.1848737,-2.2647576,0.0798839
9,-0.7898035,-0.8282781,"('unaffectionate', 'caring')",0.4024879,0.3767208,1.1513305,1.2313786,0.2546716,0.2599404,-0.0052688
12,-0.7679241,-0.70443255,"('unsupportive', 'supportive')",0.40561628,0.38671383,-1.8615143,-1.7959589,-0.741274,-0.7045592,-0.0367148
71,0.7544577,0.68093395,"('diffident', 'self-confident')",1.0124335,0.975153,0.42637813,0.36661413,0.7310898,0.6742337,0.0568561
37,-0.70415854,-0.60604256,"('fake', 'genuine')",0.19148761,0.18666942,-0.018301914,0.14123335,-0.1769909,-0.0927133,-0.0842776
66,0.6827261,0.6158465,"('inactive', 'active')",-0.331092,-0.37468806,1.0369774,0.95405066,0.4628705,0.398403,0.0644675
61,-0.67067397,-0.7386668,"('illogical', 'logical')",0.38466045,0.2899657,0.6270598,0.55745673,0.1136821,0.0362519,0.0774302
68,-0.65998906,-0.6689533,"('dependent', 'independent')",-0.28819355,-0.29482967,-0.97055864,-0.9887253,-0.6395804,-0.6508361,0.0112557
2,0.6583702,0.83267695,"('unlikable', 'likable')",0.30329454,0.43041664,0.37315956,0.5398816,0.4449414,0.6009917,-0.1560503
80,-0.6581509,-0.6047474,"('dominated', 'dominating')",0.37306616,0.28608173,-0.60186327,-0.52393645,-0.2956493,-0.2808674,-0.0147819
52,0.6313096,0.44531903,"('irrational', 'rational')",0.017713293,0.005626917,0.33515716,0.27417454,0.32806,0.2417068,0.0863532
29,-0.6040872,-0.6875301,"('unfair', 'fair')",-0.637706,-0.7235347,-0.6014647,-0.6881401,-0.6144193,-0.699735,0.0853157
47,-0.5816284,-0.47305238,"('stupid', 'smart')",0.52728254,0.54492104,5.3170943,5.5083795,1.7542496,1.8600826,-0.105833
44,0.574658,0.55577326,"('prejudiced', 'unprejudiced')",-0.23417029,-0.18849857,-1.1868198,-1.1762898,-0.2821107,-0.2696717,-0.012439
42,-0.5688749,-0.3512526,"('unreliable', 'reliable')",-1.5351754,-1.5529852,-3.1103158,-3.0331526,-1.738122,-1.6457968,-0.0923252
26,0.5496912,0.44129708,"('hardhearted', 'benevolent')",0.7196243,0.67443305,1.7954075,1.8186877,1.0215743,0.9781392,0.0434351
1,-0.54345113,-0.6860699,"('unfriendly', 'friendly')",0.1274827,0.029103516,1.2948136,1.3655968,0.2929484,0.2362101,0.0567383
5,0.47745657,0.30149773,"('distant', 'outgoing')",-0.6420265,-0.64102185,-0.9446123,-0.9328434,-0.3697274,-0.4241225,0.0543951
49,-0.4172657,-0.5135595,"('unable', 'able')",0.73712057,0.6769829,-0.3716275,-0.3754364,-0.0172576,-0.070671,0.0534134
77,-0.41289067,-0.35766402,"('unmotivated', 'motivated')",0.616341,0.58552724,-1.3702843,-1.2779517,-0.3889447,-0.3500295,-0.0389152
58,-0.40920746,-0.4733784,"('undiscriminating', 'discriminating')",0.09026933,0.01593817,0.004815475,-0.10444301,-0.1047075,-0.1872944,0.0825869
88,0.37614518,0.4142684,"('low', 'eminent')",0.40972802,0.3799658,-0.5901634,-0.5674788,0.0652366,0.0755851,-0.0103485
53,-0.3317416,-0.42437524,"('uncreative', 'creative')",0.9568694,0.8242361,0.7620408,0.71284145,0.4623895,0.3709008,0.0914887
39,-0.31882772,-0.21375771,"('exploitative', 'cooperative')",0.8204924,0.8150047,0.49312985,0.5316527,0.3315982,0.3776333,-0.0460351
15,0.29636562,0.22210439,"('boring', 'funny')",0.047411647,0.03452287,-0.004090761,0.0649609,0.1132288,0.1071961,0.0060327
6,0.25333047,0.049899705,"('distant', 'open')",-1.0167335,-1.0619256,-0.5918805,-0.6330706,-0.4517612,-0.5483655,0.0966043
64,-0.22199067,-0.13291577,"('shy', 'confident')",-0.5674012,-0.500687,-6.390493,-6.363776,-2.393295,-2.3324596,-0.0608354
78,-0.17759325,-0.3379957,"('nonresilient', 'resilient')",1.4634066,1.2982805,0.40199557,0.25566092,0.562603,0.4053152,0.1572878
84,0.17145944,0.11852382,"('inferior', 'superior')",0.37228036,0.3165016,1.0567427,0.9817641,0.5334942,0.4722632,0.061231
67,0.16882679,0.2394365,"('doubtful', 'determined')",-0.23573238,-0.12864375,-0.8050137,-0.68195844,-0.2906398,-0.1903886,-0.1002512
17,0.14766467,0.054520383,"('nasty', 'nice')",-0.65639293,-0.7468916,-0.56192166,-0.58291715,-0.3568833,-0.4250961,0.0682128
8,-0.14198698,-0.19024457,"('unaffectionate', 'affectionate')",0.45584732,0.478286,0.5570194,0.6221,0.2902933,0.3033805,-0.0130872
19,0.100905,-0.0413806,"('inhospitable', 'hospitable')",-0.4553954,-0.5172286,-0.6727147,-0.59466535,-0.3424017,-0.3844248,0.0420231
40,-0.07801727,-0.025676327,"('stingy', 'generous')",0.20290522,0.17219861,-1.5927528,-1.5973432,-0.4892883,-0.483607,-0.0056813
20,-0.0532389,-0.10650188,"('rough', 'thoughtful')",1.2831467,1.2191466,0.911861,0.79517764,0.713923,0.6359408,0.0779822
83,0.05026184,0.08763322,"('powerless', 'powerful')",0.054052815,0.14439426,-1.2108626,-1.142259,-0.3688493,-0.3034105,-0.0654388
87,-0.047244623,0.019672565,"('unsuccessful', 'successful')",0.23702358,0.26621988,0.8533187,0.8693304,0.3476992,0.3850743,-0.0373751
54,-0.017415129,-0.16265048,"('incapable', 'capable')",0.19703019,0.24110273,0.6061614,0.680313,0.2619255,0.2529217,0.0090038
18,-0.0051018745,0.15617368,"('disagreeable', 'welcoming')",0.33730832,0.36996007,-0.54743236,-0.35344493,-0.071742,0.0575629,-0.1293049
