,graham_male,graham_female,tuple,holdings_male,holdings_female,co_male,co_female,average_male,average_female,male-female
3,0.4909471,0.5455357,"('repellent', 'pleasant')",-0.0047555016,-0.11213976,0.60703033,0.74113834,0.3644073,0.3915114,-0.0271041
58,0.4795375,0.4708944,"('undiscriminating', 'discriminating')",0.841331,1.0044852,0.5552063,0.4193694,0.6253583,0.6315831,-0.0062248
34,-0.47868568,-0.6468228,"('mean', 'honorable')",-0.087811515,-0.43549466,5.0905175,4.9667745,1.5080067,1.294819,0.2131877
57,0.4738375,0.8101967,"('unimaginative', 'imaginative')",0.25165585,0.47806954,-2.4603946,-2.5135715,-0.5783004,-0.4084351,-0.1698653
64,-0.47133866,-0.49744186,"('shy', 'confident')",0.9995701,1.2396333,-5.255103,-5.2713165,-1.5756238,-1.5097084,-0.0659154
78,-0.4569245,0.009024873,"('nonresilient', 'resilient')",-0.05832387,0.14282742,0.041168895,0.04385156,-0.1580265,0.0652346,-0.2232611
18,-0.45063755,-0.80528617,"('disagreeable', 'welcoming')",-0.02183035,-0.21558574,-1.119797,-1.2933823,-0.530755,-0.7714181,0.2406631
40,-0.44526652,-0.2328322,"('stingy', 'generous')",0.5785246,0.77800846,-2.2742457,-2.3808994,-0.7136625,-0.6119077,-0.1017548
88,-0.41055268,-0.92657965,"('low', 'eminent')",0.23961917,-0.25207666,-0.31182334,-0.67721725,-0.160919,-0.6186245,0.4577055
33,-0.40902722,-0.34133077,"('wrong', 'right')",0.3466875,0.6304329,-1.0844913,-1.0966164,-0.382277,-0.2691714,-0.1131056
48,0.40523788,0.19020826,"('unintelligent', 'intelligent')",-0.482418,-0.35342544,-0.24406965,-0.2907682,-0.1070833,-0.1513285,0.0442452
38,0.3804194,0.26555777,"('untruthful', 'truthful')",-0.39861456,-0.3711962,0.34043372,0.20805196,0.1074129,0.0341378,0.0732751
25,-0.37611455,-0.89654654,"('egoistic', 'altruistic')",0.6395454,0.58146244,0.70428026,0.5322592,0.3225704,0.0723917,0.2501787
72,-0.3698363,-0.08377653,"('unambitious', 'ambitious')",0.10410631,0.44897604,-1.0133786,-0.8131218,-0.4263695,-0.1493074,-0.2770621
27,0.36328447,0.39335072,"('hardhearted', 'softhearted')",-0.63915557,-0.3499813,0.42372736,0.53217673,0.0492854,0.1918487,-0.1425633
73,-0.34819326,-0.50622475,"('helpless', 'self-reliant')",0.35528624,0.4336014,-3.6881225,-3.8486185,-1.2270099,-1.3070806,0.0800707
82,-0.33096564,-0.28231758,"('poor', 'rich')",0.27698374,0.2242133,5.522106,5.605189,1.8227081,1.8490283,-0.0263202
54,0.31169847,0.05665993,"('incapable', 'capable')",-0.16018358,-0.07383531,0.45302612,0.4415986,0.2015137,0.1414744,0.0600393
32,0.29764718,-0.006901689,"('unkind', 'kind')",0.19708842,0.22078179,1.0731447,1.0567908,0.5226268,0.423557,0.0990698
47,-0.2895378,-0.2148996,"('stupid', 'smart')",0.14227644,-0.004325742,5.1651745,5.3102746,1.6726378,1.6970164,-0.0243786
8,0.27045023,-0.013194986,"('unaffectionate', 'affectionate')",0.12368645,0.35035044,0.15870568,0.2975871,0.1842808,0.2115809,-0.0273001
66,0.26413533,0.57285196,"('inactive', 'active')",0.78438663,1.0080695,1.0872921,1.1030037,0.7119381,0.8946417,-0.1827036
87,-0.22431713,-0.33956668,"('unsuccessful', 'successful')",0.29930153,0.15382622,0.80908006,0.6502039,0.2946881,0.1548211,0.139867
29,0.21909137,-0.0846156,"('unfair', 'fair')",-0.98328024,-0.87267065,-0.90762293,-0.70233274,-0.5572706,-0.5532063,-0.0040643
83,0.19824651,0.09427431,"('powerless', 'powerful')",1.1697456,1.1458151,-1.0865008,-1.221253,0.0938304,0.0062788,0.0875516
77,-0.19710785,-0.19707924,"('unmotivated', 'motivated')",0.8310905,0.8434346,-0.8589402,-0.80014867,-0.0749858,-0.0512644,-0.0237214
68,0.18593372,0.19956937,"('dependent', 'independent')",-1.515706,-1.4742031,-1.4242469,-1.340486,-0.9180064,-0.8717066,-0.0462998
41,0.17828915,-0.11507189,"('unforgiving', 'forgiving')",0.41005665,0.01607962,0.9288294,0.5475459,0.5057251,0.1495179,0.3562072
15,0.16848707,0.27870706,"('boring', 'funny')",-0.8223956,-0.86593014,0.56341565,0.40271252,-0.0301643,-0.0615035,0.0313392
61,0.14715923,0.10195844,"('illogical', 'logical')",0.0041777063,0.1949995,0.25280774,0.26043874,0.1347149,0.1857989,-0.051084
26,0.11588459,-0.28407925,"('hardhearted', 'benevolent')",1.9742457,1.9237615,1.5395684,1.4035149,1.2098996,1.0143991,0.1955005
49,-0.096786514,-0.21409763,"('unable', 'able')",-1.075816,-1.083785,-0.6737504,-0.6959486,-0.615451,-0.6646104,0.0491594
53,-0.07546634,-0.13242316,"('uncreative', 'creative')",0.15760815,0.4092782,0.7014377,0.7109093,0.2611932,0.3292548,-0.0680616
17,0.052404642,-0.18537915,"('nasty', 'nice')",-0.74367905,-0.817891,0.00040601566,-0.18161406,-0.2302895,-0.3949614,0.1646719
71,0.036593135,-0.17067087,"('diffident', 'self-confident')",1.1275662,1.2521554,0.43085924,0.56287134,0.5316728,0.5481186,-0.0164458
