,hartford_male,hartford_female,tuple,financial_male,financial_female,svcs_male,svcs_female,grp_male,grp_female,inc_male,inc_female,average_male,average_female,male-female
39,2.7436442,2.6373913,"('exploitative', 'cooperative')",1.202742,1.1030066,1.7990069,1.7613777,1.389442,1.3096364,0.35978094,0.44097355,1.4989232,1.4504771,0.0484461
71,2.342636,2.3047109,"('diffident', 'self-confident')",1.9277961,1.9138341,-0.67637897,-0.6338968,-0.6674424,-0.75654507,0.22076851,0.24938372,0.6294759,0.6154974,0.0139785
26,2.0953238,1.9602944,"('hardhearted', 'benevolent')",0.5046911,0.3033721,-0.62312186,-0.71237206,-0.38069808,-0.5715345,1.3762076,1.3196762,0.5944805,0.4598872,0.1345933
7,1.9510651,2.0337238,"('insensitive', 'sensitive')",1.2068844,1.2881296,0.5862427,0.5733979,0.917117,0.8585452,1.0822237,1.2129499,1.1487066,1.1933493,-0.0446427
40,1.8378913,1.7858815,"('stingy', 'generous')",1.1544149,1.1004487,0.31439167,0.2924418,-0.07086436,-0.16418868,-1.2542359,-1.3213174,0.3963195,0.3386532,0.0576663
74,1.7902228,1.8573858,"('undedicated', 'dedicated')",0.8120645,0.85705036,1.1080408,1.1750154,0.88704515,0.9282331,0.74979955,0.7642343,1.0694345,1.1163837,-0.0469492
24,1.6319982,1.6421541,"('dishonest', 'honest')",0.6895351,0.6885392,0.104794815,0.06524335,0.46522254,0.35598254,0.8044424,0.9156746,0.7391986,0.7335187,0.0056799
20,1.5627719,1.5231558,"('rough', 'thoughtful')",0.18137841,0.12564324,0.43202034,0.29836792,0.3482471,0.1736723,0.9542067,0.8898709,0.6957249,0.602142,0.0935829
42,1.5549017,1.6282053,"('unreliable', 'reliable')",1.3398519,1.3696364,0.99421644,1.164003,1.5076308,1.6892384,-2.3804517,-2.2889285,0.6032298,0.712431,-0.1092012
65,1.5185493,1.7029788,"('insecure', 'secure')",0.4099293,0.48001608,0.85842097,0.96738124,1.489469,1.5676626,0.39370984,0.6008603,0.9340157,1.0637797,-0.129764
43,1.4470251,1.5924525,"('irresponsible', 'responsible')",1.6928474,1.8763007,-0.0034766681,0.16979514,0.83317447,0.9245216,1.3689942,1.5086005,1.067713,1.2143341,-0.1466211
12,1.4327004,1.5497817,"('unsupportive', 'supportive')",1.8543985,1.9706253,-0.13657406,-0.04541817,-0.44240865,-0.37733886,-1.5596161,-1.5423095,0.2297,0.3110681,-0.0813681
10,1.3779402,1.5421455,"('unsympathetic', 'sympathetic')",0.25318447,0.32390139,-0.16625589,-0.29789832,0.49791646,0.34497327,0.6619498,0.64613706,0.524947,0.5118518,0.0130952
60,1.3594042,1.5541899,"('inefficient', 'efficient')",1.1960291,1.4154623,1.3279686,1.3562939,2.2061744,2.215766,0.4348952,0.68345004,1.3048943,1.4450324,-0.1401381
70,1.330435,1.5167484,"('lethargic', 'energetic')",0.8391737,1.044843,1.6193191,1.7174149,1.9566648,2.0058491,1.76356,1.8293384,1.5018305,1.6228386,-0.1210081
31,-1.3232342,-1.4567847,"('evil', 'good')",-1.1521095,-1.3469726,-1.4807621,-1.4711858,-2.03874,-1.982794,-1.4566354,-1.55984,-1.4902962,-1.5635155,0.0732193
16,-1.2534904,-1.2068427,"('unpopular', 'popular')",-1.0104965,-1.0018032,-1.4702321,-1.247229,-1.2248596,-1.027717,0.28511697,0.31164494,-0.9347923,-0.8343894,-0.1004029
32,1.1898305,1.1913376,"('unkind', 'kind')",0.8852134,0.88563734,0.3455882,0.4008347,1.1727427,1.169978,1.2400028,1.3637674,0.9666755,1.0023109,-0.0356354
72,1.1642443,1.239788,"('unambitious', 'ambitious')",0.5741686,0.62584287,-0.7496586,-0.66324556,-0.4964801,-0.4895031,-0.80308914,-0.74599105,-0.062163,-0.0066218,-0.0555412
75,-1.1529281,-1.0016341,"('meek', 'impulsive')",-0.19400996,-0.035839923,0.3608922,0.5769279,-0.17231081,0.02723949,-0.7073829,-0.661065,-0.3731479,-0.2188743,-0.1542736
23,1.1344672,1.2736654,"('insincere', 'sincere')",1.6827621,1.8298912,0.6331977,0.6608435,0.75196475,0.7467825,5.771176,5.8998203,1.9947136,2.0822006,-0.087487
41,1.1308445,1.116561,"('unforgiving', 'forgiving')",1.2555255,1.2770232,0.07600599,0.07541752,0.21439411,0.22293735,-0.1363632,-0.06750818,0.5080813,0.5248862,-0.0168049
