,donnelley_male,donnelley_female,tuple,rr_male,rr_female,&_male,&_female,sons_male,sons_female,co_male,co_female,average_male,average_female,male-female
1,-2.4208949,-2.3466744,"('unfriendly', 'friendly')",-0.46961376,-0.744588,0.06995752,0.15463355,-1.024265,-1.0885053,1.6193445,1.8200328,-0.4450943,-0.4410203,-0.004074
52,-2.085173,-1.8571025,"('irrational', 'rational')",-1.0736246,-1.3654275,-0.355403,-0.38274157,-1.0860298,-1.1354407,-0.4964521,-0.3561108,-1.0193365,-1.0193645,2.8e-05
80,1.8083793,1.3304818,"('dominated', 'dominating')",0.2774604,0.34254426,-0.026591465,-0.24331202,0.36438984,0.2670039,-0.84599566,-1.0290301,0.3155285,0.1335376,0.1819909
6,-1.786529,-1.3957338,"('distant', 'open')",0.36023068,0.27119625,0.97306883,1.0837928,-1.1906271,-1.0496626,0.024478383,0.2986192,-0.3238756,-0.1583576,-0.165518
85,-1.6293943,-1.2293432,"('insignificant', 'prestigious')",0.04575461,-0.32823822,1.219744,1.2505871,-0.41416845,-0.5556985,-0.2596182,-0.09328656,-0.2075365,-0.1911959,-0.0163406
36,-1.5948769,-1.1535614,"('hostile', 'amicable')",-1.1728884,-1.310121,0.38870096,0.3865087,-1.394061,-1.426717,0.05257519,0.24691662,-0.74411,-0.6513948,-0.0927152
31,-1.5931365,-1.0410504,"('evil', 'good')",0.032474205,-0.14142406,0.22763287,0.48301372,-1.0232282,-0.91799617,-0.6429797,-0.46358645,-0.5998475,-0.4162086,-0.1836389
18,-1.5104914,-1.4695773,"('disagreeable', 'welcoming')",-1.4835783,-1.8235544,-0.29397714,-0.35670125,-0.46308082,-0.53628594,-1.1587054,-1.0922812,-0.9819666,-1.0556801,0.0737135
25,-1.4202614,-1.3587297,"('egoistic', 'altruistic')",-0.86152756,-1.2632055,0.082965806,-0.03151019,-0.28019682,-0.48027873,1.0785545,1.1258225,-0.2800931,-0.4015803,0.1214872
81,1.2972904,0.9875101,"('submissive', 'aggressive')",-0.06194777,0.08220482,-0.07173966,-0.19746752,0.54306734,0.4229004,-0.8238378,-0.95435816,0.1765665,0.0681579,0.1084086
87,1.2727405,1.0658889,"('unsuccessful', 'successful')",0.33856738,0.5862884,1.5873092,1.3965551,1.4759429,1.3883947,0.8179579,0.51070756,1.0985035,0.9895669,0.1089366
88,-1.1727087,-1.2737384,"('low', 'eminent')",-1.1860312,-1.1916597,-0.31701443,-0.124033086,-0.66150236,-0.78352445,-0.5678139,-0.45498884,-0.7810141,-0.7655889,-0.0154252
75,1.1322035,1.267393,"('meek', 'impulsive')",-0.33759984,-0.33672875,1.1400951,1.1821327,-0.40688506,-0.46486107,-0.07981674,-0.047200426,0.2895994,0.3201471,-0.0305477
5,-1.1092577,-0.7600155,"('distant', 'outgoing')",0.6469791,0.6308544,0.89049053,1.0802225,-0.8262156,-0.69334865,-0.28663284,-0.11704388,-0.1369273,0.0281338,-0.1650611
34,-1.102443,-1.1979746,"('mean', 'honorable')",-0.8420732,-0.91139317,-0.50118905,-0.4672212,0.04605783,0.073372886,5.334975,5.40457,0.5870655,0.5802708,0.0067947
53,-1.0915698,-1.0792664,"('uncreative', 'creative')",-0.32870522,-0.4211443,0.96381485,0.88796175,-0.98196685,-0.9902398,0.9010023,0.94720566,-0.1074849,-0.1310966,0.0236117
28,-1.0459547,-0.9816019,"('disloyal', 'loyal')",-0.106575035,-0.024363713,-0.54573375,-0.56697726,-0.12308486,-0.13425854,0.87761045,0.8997476,-0.1887476,-0.1614908,-0.0272568
46,1.037951,0.5622578,"('uncompetitive', 'competitive')",0.21968748,0.3149483,-0.022228139,-0.11908227,0.9100121,0.7426104,-0.33402753,-0.63768756,0.362279,0.1726093,0.1896697
24,-1.0227674,-1.0325812,"('dishonest', 'honest')",-0.2930079,-0.36554098,-1.1664187,-0.96450186,-0.35654637,-0.3820227,0.5910382,0.64477223,-0.4495404,-0.4199749,-0.0295655
50,0.9290146,0.6751455,"('clumsy', 'skillful')",-0.0019337535,-0.061390378,1.6491045,1.4915147,0.2658944,0.23826513,0.085166216,0.12244954,0.5854492,0.4931969,0.0922523
23,-0.9166221,-0.891571,"('insincere', 'sincere')",-0.10568522,0.02659536,-1.3381667,-1.3783464,-0.08687616,-0.019960983,5.5451646,5.7077103,0.6195629,0.6888855,-0.0693226
19,-0.83083653,-0.53408474,"('inhospitable', 'hospitable')",0.29365408,0.40733165,-0.13679387,-0.193452,-1.0334208,-0.85108536,-0.4351671,-0.34679008,-0.4285129,-0.3036161,-0.1248968
79,-0.8162682,-0.3158925,"('wavering', 'unwavering')",-0.5819611,-0.37916622,0.98778546,1.1482458,-0.6097728,-0.415184,-0.29451752,-0.11660467,-0.2629468,-0.0157203,-0.2472265
9,-0.8142873,-0.73109585,"('unaffectionate', 'caring')",0.8911027,0.66684073,-0.24592635,-0.28277612,-0.17881797,-0.11986018,1.2691139,1.4011763,0.184237,0.186857,-0.00262
32,-0.80895996,-0.754012,"('unkind', 'kind')",0.1287651,0.27851084,-0.41259974,-0.2969842,0.10816146,0.22281961,0.80253947,0.8637206,-0.0364187,0.062811,-0.0992297
41,-0.7993561,-0.39226288,"('unforgiving', 'forgiving')",-0.9656608,-1.0079833,-0.4004463,-0.17818889,-0.23436946,-0.14571436,0.4744253,0.4279059,-0.3850815,-0.2592487,-0.1258328
27,-0.7782336,-1.015181,"('hardhearted', 'softhearted')",0.33915588,0.024510505,-1.1156417,-1.220253,-0.4392961,-0.5981373,0.9755204,0.9346337,-0.203699,-0.3748854,0.1711864
16,-0.77758044,-0.69613624,"('unpopular', 'popular')",0.6171919,0.50922024,0.62253267,0.40005803,0.007765852,0.020351127,0.12314396,0.11511572,0.1186108,0.0697218,0.048889
76,0.74321437,0.6641502,"('anxious', 'daring')",-0.37816042,-0.28628802,1.0664026,0.97217864,0.36972994,0.4309141,-0.012778433,-0.019129088,0.3576816,0.3523652,0.0053164
26,-0.736085,-0.7567532,"('hardhearted', 'benevolent')",1.5476559,1.2191789,1.9661529,2.0394864,0.6704257,0.56040776,1.9806687,1.9775995,1.0857636,1.0079839,0.0777797
55,0.69764817,0.36830997,"('incompetent', 'clever')",0.24186559,0.15086906,-0.82077414,-1.0359403,-0.039482877,-0.09774326,0.12629256,-0.1264706,0.0411099,-0.148195,0.1893049
69,0.6625734,0.5307559,"('lazy', 'industrious')",0.5330745,0.6575616,1.1046364,1.0368066,0.088629305,0.12563658,-0.621486,-0.61879665,0.3534855,0.3463928,0.0070927
14,0.65359807,0.62877035,"('antisocial', 'social')",0.6255862,0.69710493,0.4416266,0.2919539,1.2222037,1.2137971,0.012700906,-0.23577437,0.5911431,0.5191704,0.0719727
29,-0.6507847,-0.6060456,"('unfair', 'fair')",0.2570047,0.2835772,0.40700364,0.5779675,-1.4882137,-1.4030801,-0.7895907,-0.73773545,-0.4529161,-0.3770633,-0.0758528
59,-0.64696217,-0.6751085,"('foolish', 'wise')",0.43639585,0.5748436,1.3964574,1.4031749,-0.1293008,-0.059902832,0.08732362,0.15008703,0.2287828,0.2786188,-0.049836
49,-0.62927496,-0.54300374,"('unable', 'able')",-0.66988826,-0.39773232,-0.6728649,-0.5669604,-1.322829,-1.0331703,-0.9553311,-0.91215146,-0.8500376,-0.6906036,-0.159434
45,0.62343466,0.72440124,"('incompetent', 'competent')",0.9061348,1.1403054,0.28881112,0.42015153,1.1548355,1.3507491,0.2188325,0.14433351,0.6384097,0.7559882,-0.1175785
8,-0.6176609,-0.51991224,"('unaffectionate', 'affectionate')",0.51313466,0.09258385,-0.18579358,-0.1148758,-0.36822623,-0.38633007,0.8087461,0.9519287,0.03004,0.0046789,0.0253611
56,0.60023135,0.50202936,"('impractical', 'practical')",0.6428484,1.0547467,-0.82376117,-0.6843007,0.9075969,1.1258856,-0.38227507,-0.3973484,0.1889281,0.3202025,-0.1312744
4,-0.5808921,-0.13885851,"('disliked', 'liked')",-0.00044763088,0.09686457,1.0070794,1.2279193,0.312901,0.5073492,-6.771559,-6.8669753,-1.2065836,-1.0347402,-0.1718434
39,-0.5786747,-0.62620616,"('exploitative', 'cooperative')",-0.87388223,-0.7452504,-0.79217786,-0.77035934,-0.06578635,-0.05397392,-0.07851994,-0.12002165,-0.4778082,-0.4631623,-0.0146459
42,0.54394084,0.53616554,"('unreliable', 'reliable')",0.6321371,0.68318534,1.0175751,1.0365447,0.3975672,0.4743781,-2.7728753,-2.78771,-0.036331,-0.0114872,-0.0248438
47,-0.53370184,-0.67894125,"('stupid', 'smart')",-0.41791114,-0.3697748,0.19012824,0.14698012,0.7606181,0.82578284,5.3206477,5.4433475,1.0639563,1.0734789,-0.0095226
54,-0.5255817,-0.48463628,"('incapable', 'capable')",0.11287776,0.02472356,0.069676176,-0.06096121,-0.5681519,-0.6412799,0.5977733,0.5882339,-0.0626813,-0.114784,0.0521027
68,-0.5148933,-0.6579991,"('dependent', 'independent')",-2.2518895,-2.319503,-1.1838357,-1.3842335,-0.9973229,-1.1215328,-1.6161331,-1.7563599,-1.3128149,-1.4479257,0.1351108
7,0.51323366,0.32936943,"('insensitive', 'sensitive')",1.067068,1.0818048,-0.4371161,-0.4108967,0.08760913,0.09611962,0.29926297,0.22184591,0.3060116,0.2636486,0.042363
65,0.5107987,0.33398995,"('insecure', 'secure')",-0.96440864,-0.7952497,-0.8621636,-0.7839501,0.0059050396,0.088766694,-0.11028054,-0.18553288,-0.2840298,-0.2683952,-0.0156346
60,0.5092215,0.1853592,"('inefficient', 'efficient')",0.25662258,0.62841415,-1.4965796,-1.4685892,0.6998508,0.78263324,-0.2201361,-0.31974548,-0.0502042,-0.0383856,-0.0118186
40,-0.50751674,-0.32609463,"('stingy', 'generous')",0.054593373,-0.3715687,-0.7962046,-0.7259103,0.2706929,0.15252614,-2.195065,-2.2451296,-0.6347,-0.7032354,0.0685354
13,0.48548388,0.4604962,"('impolite', 'polite')",-0.092083186,0.1743555,-0.7799945,-0.7264706,1.1851293,1.2405645,0.20629165,0.022331946,0.2009654,0.2342555,-0.0332901
83,-0.44669694,-0.65185606,"('powerless', 'powerful')",-0.058972776,0.04591199,-0.9183527,-1.0109898,-0.1249757,-0.21736096,-1.3887421,-1.4704698,-0.5875481,-0.6609529,0.0734048
57,-0.44302845,-0.22809617,"('unimaginative', 'imaginative')",-0.25778043,0.022522237,0.07110842,0.19126341,-0.51614976,-0.37988308,-2.887001,-2.9105449,-0.8065702,-0.6609477,-0.1456225
73,0.4364434,0.79744065,"('helpless', 'self-reliant')",0.52093637,0.6368105,-0.08405218,0.063851096,-0.08456509,-0.0014679879,-3.820796,-3.6681914,-0.6064067,-0.4343114,-0.1720953
67,0.4363837,0.041845135,"('doubtful', 'determined')",0.7661246,0.72806174,0.5504461,0.42628026,0.798144,0.5840308,-0.094297804,-0.239254,0.4913601,0.3081928,0.1831673
61,-0.42649755,-0.44804424,"('illogical', 'logical')",-0.73880976,-0.52009374,0.19220877,0.058266684,0.16633646,0.13344496,0.23410857,0.09464849,-0.1145307,-0.1363556,0.0218249
48,-0.42568597,-0.90356183,"('unintelligent', 'intelligent')",-0.9560704,-1.161689,-1.2557983,-1.4056017,-1.0913734,-1.311306,-0.29611132,-0.3104102,-0.8050078,-1.0185138,0.213506
70,0.42118192,0.44756317,"('lethargic', 'energetic')",0.576982,0.7285449,0.51360065,0.70468426,0.80633986,0.8544075,0.5436968,0.45402545,0.5723602,0.6378451,-0.0654849
38,-0.39784113,-0.0747127,"('untruthful', 'truthful')",-0.38783303,-0.31438154,-0.765312,-0.822622,0.36964732,0.3904489,0.19769964,0.30135494,-0.1967278,-0.1039825,-0.0927453
64,0.3967613,0.18369487,"('shy', 'confident')",0.37709433,0.5854003,0.29658788,0.43359154,0.9898103,1.0769327,-6.251456,-6.525645,-0.8382404,-0.849205,0.0109646
51,0.37711656,-0.11626984,"('uneducated', 'educated')",-0.37768292,-0.44617996,1.0187064,0.6969461,1.1289723,0.851252,0.34730366,0.12047851,0.4988832,0.2212454,0.2776378
37,0.36722928,0.086707175,"('fake', 'genuine')",0.21019748,0.3295552,-0.3660519,-0.35319126,0.06066658,-0.014177438,0.058951277,0.0100875925,0.0661986,0.0117963,0.0544023
20,-0.36426243,-0.36578986,"('rough', 'thoughtful')",-1.2311908,-1.2115206,0.10732892,-0.011380345,-0.5511415,-0.50829995,0.5257486,0.5921357,-0.3027035,-0.300971,-0.0017325
62,0.3368282,0.38104695,"('incompetent', 'brilliant')",0.2964226,0.4744432,-1.4704034,-1.5128168,0.49367866,0.55681276,-0.2207163,-0.29974815,-0.1128381,-0.0800524,-0.0327857
3,-0.32945806,-0.43739742,"('repellent', 'pleasant')",-0.4605274,-0.47227967,-0.3449424,-0.5216445,0.52208805,0.47738323,0.43106696,0.40134043,-0.0363545,-0.1105196,0.0741651
63,0.31428218,0.23423393,"('unperceptive', 'insightful')",0.07530567,0.059182707,0.8839134,0.797654,0.6544468,0.6230542,0.5983831,0.4471655,0.5052662,0.4322581,0.0730081
22,0.28138006,0.49877477,"('untrustworthy', 'trustworthy')",-0.08385671,-0.06931147,-0.058268093,0.06589314,-0.15347362,0.007027004,-0.6774678,-0.75865704,-0.1383372,-0.0512547,-0.0870825
43,-0.26836362,-0.41250467,"('irresponsible', 'responsible')",0.20317993,0.39540255,-0.9375887,-0.83729815,-0.15240906,-0.030503286,0.51940066,0.52487016,-0.1271562,-0.0720067,-0.0551495
15,-0.25772825,-0.33389768,"('boring', 'funny')",0.6900621,0.84971815,0.8335159,0.8704811,-0.41053447,-0.32920307,0.543985,0.47169617,0.27986,0.3057589,-0.0258989
82,0.23576686,0.3216072,"('poor', 'rich')",-0.7680521,-0.7351001,0.10869155,0.17591475,-0.5949956,-0.49791944,6.1549172,6.27816,1.0272655,1.1085325,-0.081267
86,-0.21463454,-0.6912452,"('uninfluential', 'influential')",0.36039773,0.20215687,-0.115067154,-0.29758316,0.27877185,0.011419,-0.08963491,-0.29219243,0.0439666,-0.213489,0.2574556
10,0.20734686,0.11365308,"('unsympathetic', 'sympathetic')",0.35410437,0.5592319,-1.2336462,-1.1497772,0.64208,0.70623195,0.34598064,0.2712935,0.0631731,0.1001266,-0.0369535
77,-0.17803349,-0.5868774,"('unmotivated', 'motivated')",0.6345409,0.7059191,0.060487337,-0.06730939,0.6603238,0.42538935,-1.0432479,-1.1813369,0.0268141,-0.140843,0.1676571
35,0.17636737,0.49690354,"('corrupt', 'incorrupt')",-0.7100669,-0.6047984,0.74857414,0.79917014,-0.8244315,-0.83295274,-0.1590055,-0.06838157,-0.1537125,-0.0420118,-0.1117007
17,0.15772052,0.1337457,"('nasty', 'nice')",-0.37546962,-0.33597177,0.08851302,-0.07266945,0.061765537,0.05836808,-0.14142042,-0.19692135,-0.0417782,-0.0826898,0.0409116
78,0.13832787,0.028898656,"('nonresilient', 'resilient')",0.5006805,0.47291738,0.5735842,0.2726845,0.19467537,0.10142434,0.35246783,0.21732125,0.3519472,0.2186492,0.133298
72,0.10647607,0.18566167,"('unambitious', 'ambitious')",-0.86807376,-0.8122547,-1.467185,-1.4216383,0.22501239,0.30295673,-0.78621453,-0.6028986,-0.557997,-0.4696346,-0.0883624
21,0.101965606,-0.34985048,"('immoral', 'moral')",-0.095136166,-0.010174568,-0.20315103,-0.46291915,-0.08539938,-0.26448798,-0.825796,-1.0629117,-0.2215034,-0.4300688,0.2085654
12,0.09945128,0.046297446,"('unsupportive', 'supportive')",1.1327039,1.0284708,0.28274706,0.21908814,0.86530536,0.8412103,-1.8938531,-1.9074929,0.0972709,0.0455148,0.0517561
66,0.09730646,0.06719583,"('inactive', 'active')",0.38521534,0.397552,1.6650629,1.4916168,0.86802673,0.83948296,1.007627,0.9455605,0.8046476,0.7482816,0.056366
84,0.09493892,-0.07666417,"('inferior', 'superior')",0.41362748,0.36750877,0.515274,0.46155292,0.41018876,0.28548333,0.3878274,0.3242123,0.3643713,0.2724186,0.0919527
30,-0.08738728,-0.06508832,"('intolerant', 'tolerant')",0.963495,1.0159141,-0.17235851,-0.10139924,0.84094197,0.8610255,0.552269,0.5130185,0.419392,0.4446941,-0.0253021
74,0.06725946,0.057012774,"('undedicated', 'dedicated')",0.5208299,0.5913964,0.6318572,0.74926937,0.1834223,0.29344672,0.16981988,0.2172147,0.3146378,0.381668,-0.0670302
71,0.059251063,-0.09480831,"('diffident', 'self-confident')",1.6664892,1.384883,-0.11497302,-0.33410078,0.20517148,0.12488889,0.10704841,0.023439754,0.3845974,0.2208605,0.1637369
11,-0.049748093,-0.27370298,"('unhelpful', 'helpful')",0.13483512,0.14384186,-0.486284,-0.65811336,0.3490041,0.33596063,2.0399723,2.036607,0.3975559,0.3169186,0.0806373
0,-0.03866827,-0.1796866,"('unsociable', 'sociable')",-0.05163082,0.0064800065,-0.41393182,-0.41929257,1.4096086,1.5253463,0.22223102,0.026256269,0.2255217,0.1918207,0.033701
33,-0.032225456,-0.21663219,"('wrong', 'right')",0.17167819,0.14769512,0.51542556,0.35000062,0.8644659,0.76943326,-0.7464843,-0.7863611,0.154572,0.0528271,0.1017449
58,0.021747261,0.11915612,"('undiscriminating', 'discriminating')",-0.0064782053,-0.005130857,-0.13738732,-0.07663751,-0.31420785,-0.3709174,0.5195611,0.5236889,0.016647,0.0380319,-0.0213849
2,-0.020082332,-0.0008690506,"('unlikable', 'likable')",0.3760908,0.38152573,1.2282252,1.167553,0.6912679,0.6704764,1.018723,0.8734695,0.6588449,0.6184311,0.0404138
44,-0.0067777727,0.0074565783,"('prejudiced', 'unprejudiced')",-1.3197907,-1.1781455,-0.6934489,-0.627118,-0.8164698,-0.6849303,-1.6933196,-1.6149572,-0.9059614,-0.8195389,-0.0864225
