,bemis_male,bemis_female,tuple,co_male,co_female,inc_male,inc_female,average_male,average_female,male-female
7,-0.40325612,-0.29408246,"('insensitive', 'sensitive')",-0.53598905,-0.31060612,0.89060503,0.98919433,-0.0162134,0.1281686,-0.144382
43,0.39733317,0.22088157,"('irresponsible', 'responsible')",0.8160264,0.8239796,0.80400187,0.80808264,0.6724538,0.617648,0.0548058
11,-0.39698112,-0.5655073,"('unhelpful', 'helpful')",0.28118318,0.12458681,2.083399,2.005715,0.655867,0.5215981,0.1342689
5,-0.39644635,-0.2902056,"('distant', 'outgoing')",-1.0122061,-0.90335774,0.03347326,-0.029530607,-0.4583931,-0.407698,-0.0506951
46,-0.39512834,-0.62322015,"('uncompetitive', 'competitive')",-0.02535931,-0.15822569,-0.716291,-0.74905956,-0.3789262,-0.5101685,0.1312423
10,-0.37655818,-0.4650762,"('unsympathetic', 'sympathetic')",-0.25835785,-0.22743961,-0.11955674,-0.051052686,-0.2514909,-0.2478562,-0.0036347
67,0.37211967,0.22506759,"('doubtful', 'determined')",0.21355253,0.27203417,-0.22856674,-0.22472897,0.1190352,0.0907909,0.0282443
17,-0.37118816,-0.20340191,"('nasty', 'nice')",-0.15377945,-0.16781509,-0.9906757,-1.0689443,-0.5052145,-0.4800538,-0.0251607
4,0.34780258,0.51012534,"('disliked', 'liked')",-1.0687737,-1.0688635,-6.691006,-6.7242837,-2.4706591,-2.427674,-0.0429851
39,0.3307779,0.44488573,"('exploitative', 'cooperative')",1.7069695,1.6853248,-0.29332408,-0.22452743,0.5814744,0.6352276,-0.0537532
18,-0.31361285,-0.032034367,"('disagreeable', 'welcoming')",-1.2740555,-0.9878095,-0.6490636,-0.58375406,-0.7455773,-0.5345326,-0.2110447
76,0.3126584,0.011833685,"('anxious', 'daring')",0.9398718,0.7654265,-0.10525834,-0.14775057,0.382424,0.2098365,0.1725875
23,-0.30310595,-0.35606813,"('insincere', 'sincere')",-0.11179657,-0.10869064,6.220588,6.145358,1.9352285,1.8935331,0.0416954
66,-0.29946727,-0.35603565,"('inactive', 'active')",-0.16791263,-0.24708351,1.3456193,1.3595663,0.2927465,0.2521491,0.0405974
82,0.29530913,0.056384582,"('poor', 'rich')",0.716141,0.6265725,6.8974433,6.7808924,2.6362979,2.4879498,0.1483481
29,-0.29457736,-0.33832958,"('unfair', 'fair')",-0.20159483,-0.12693317,-0.735723,-0.8410636,-0.4106317,-0.4354421,0.0248104
19,-0.29358825,-0.15892988,"('inhospitable', 'hospitable')",-0.7384962,-0.65054965,0.06433658,0.08444157,-0.3225826,-0.2416793,-0.0809033
24,0.29243433,0.3356894,"('dishonest', 'honest')",-0.25893772,-0.20658514,1.1093646,1.0617278,0.3809537,0.396944,-0.0159903
35,-0.29109535,-0.1101393,"('corrupt', 'incorrupt')",-1.0920265,-1.067507,-0.13422906,-0.049344175,-0.5057836,-0.4089968,-0.0967868
68,0.29097953,0.25003117,"('dependent', 'independent')",-0.82031935,-0.821355,-0.47211492,-0.53544813,-0.3338182,-0.368924,0.0351058
27,0.2873962,0.36242118,"('hardhearted', 'softhearted')",-0.08900817,0.08169323,1.711121,1.6436031,0.636503,0.6959058,-0.0594028
58,-0.28093567,-0.3577792,"('undiscriminating', 'discriminating')",0.9974743,0.96091455,0.026361804,-0.03236923,0.2476335,0.1902554,0.0573781
40,-0.25783098,-0.003224615,"('stingy', 'generous')",-0.1345635,-0.17949107,-1.506802,-1.5767525,-0.6330655,-0.5864894,-0.0465761
63,-0.24211562,-0.28999263,"('unperceptive', 'insightful')",-0.03170151,0.060754262,1.4770625,1.4403522,0.4010818,0.4037046,-0.0026228
12,-0.24143429,-0.06413591,"('unsupportive', 'supportive')",-0.5022207,-0.4718695,-1.7162501,-1.7580149,-0.8199684,-0.7646734,-0.055295
55,0.2302093,0.109761626,"('incompetent', 'clever')",1.1764019,1.0324663,0.055016614,-0.123489015,0.4872093,0.3395796,0.1476297
71,0.22295386,0.3224619,"('diffident', 'self-confident')",-0.39031386,-0.33694154,0.33053297,0.3562391,0.054391,0.1139198,-0.0595288
65,-0.20833087,-0.44434804,"('insecure', 'secure')",0.4358688,0.42913717,-0.53553915,-0.64272636,-0.1026671,-0.2193124,0.1166453
83,-0.20211422,-0.28460637,"('powerless', 'powerful')",-0.8285623,-0.92622644,-0.98548454,-1.0759412,-0.6720537,-0.7622581,0.0902044
70,-0.19727884,-0.32149452,"('lethargic', 'energetic')",0.23318622,0.33129534,1.0408508,1.1881274,0.3589194,0.3993094,-0.04039
75,-0.18778491,-0.33573207,"('meek', 'impulsive')",-0.5741527,-0.625652,-0.22964701,-0.1739367,-0.3305282,-0.3784403,0.0479121
49,0.15326384,0.055076733,"('unable', 'able')",-0.27428418,-0.29880264,-0.15948862,-0.27684772,-0.093503,-0.1735245,0.0800215
16,-0.1492778,-0.18883929,"('unpopular', 'popular')",-0.68159735,-0.7790926,1.0230265,1.0328134,0.0640504,0.0216272,0.0424232
59,0.14715181,0.18732472,"('foolish', 'wise')",-0.39450634,-0.40190035,0.8859624,0.7965789,0.2128693,0.1940011,0.0188682
26,-0.14237894,0.059654377,"('hardhearted', 'benevolent')",1.4073656,1.5635825,1.2416126,1.312131,0.8355331,0.978456,-0.1429229
47,0.1409858,0.021500006,"('stupid', 'smart')",0.7645107,0.70955396,5.723071,5.744182,2.2095226,2.158412,0.0511106
20,-0.13669103,-0.15601951,"('rough', 'thoughtful')",1.0973299,1.0331444,0.7205302,0.7470506,0.5603897,0.5413918,0.0189979
74,-0.13457234,-0.13076547,"('undedicated', 'dedicated')",0.46452513,0.51115054,-0.006383743,0.0053386316,0.1078563,0.1285746,-0.0207183
54,0.12930876,-0.064720705,"('incapable', 'capable')",-0.28611028,-0.37731507,1.3039126,1.2952026,0.3823704,0.2843889,0.0979815
38,0.12891555,0.05480937,"('untruthful', 'truthful')",-0.922499,-1.0110399,0.42954454,0.39996746,-0.1213463,-0.185421,0.0640747
34,-0.111932136,-0.10552653,"('mean', 'honorable')",0.7810928,0.87883687,6.2925897,6.4400177,2.3205835,2.4044426,-0.0838591
85,-0.101600766,0.1163229,"('insignificant', 'prestigious')",-1.5838833,-1.5263574,0.7807352,0.85807216,-0.301583,-0.1839875,-0.1175955
69,0.09835482,0.3540039,"('lazy', 'industrious')",0.4308191,0.53988427,-0.16041203,-0.047100373,0.1229206,0.2822626,-0.159342
79,0.09521885,0.22949709,"('wavering', 'unwavering')",-1.7139336,-1.6599697,0.39672494,0.4341298,-0.4073299,-0.3321143,-0.0752156
72,-0.076200664,-0.2792505,"('unambitious', 'ambitious')",-0.36275446,-0.5277546,-0.71371806,-0.85464585,-0.3842244,-0.5538836,0.1696592
3,-0.070274845,0.064498484,"('repellent', 'pleasant')",0.568586,0.6408744,-0.07760281,-0.05004321,0.1402361,0.2184432,-0.0782071
22,0.059765212,0.04159819,"('untrustworthy', 'trustworthy')",0.16821234,0.271525,-1.295699,-1.2672395,-0.3559072,-0.3180387,-0.0378685
64,-0.056685396,-0.04369756,"('shy', 'confident')",0.1891925,0.27429098,-6.8045626,-6.705246,-2.2240184,-2.1582176,-0.0658008
45,0.055370152,0.16713141,"('incompetent', 'competent')",-0.019530267,0.026720807,-0.25122947,-0.32936382,-0.0717965,-0.0451705,-0.026626
25,0.0348068,0.043223333,"('egoistic', 'altruistic')",0.12382771,-0.12524877,1.4676949,1.3584915,0.5421098,0.4254887,0.1166211
81,-0.033851504,-0.39033362,"('submissive', 'aggressive')",0.37646183,0.16714928,-0.6139545,-0.7812511,-0.0904481,-0.3348118,0.2443637
78,0.022092357,-0.05250924,"('nonresilient', 'resilient')",0.2621836,0.23059978,0.78229606,0.8051136,0.355524,0.3277347,0.0277893
50,0.020712469,-0.005746968,"('clumsy', 'skillful')",-0.99855137,-0.96428996,0.72389084,0.65895563,-0.0846493,-0.1036938,0.0190445
80,0.016997602,0.07144584,"('dominated', 'dominating')",0.3142603,0.37069926,-1.373584,-1.3423088,-0.347442,-0.3000546,-0.0473874
51,0.0061104223,-0.052944064,"('uneducated', 'educated')",0.21950889,0.15258709,0.7383246,0.7629454,0.3213146,0.2875295,0.0337851
41,-0.0017498098,0.13270634,"('unforgiving', 'forgiving')",-0.04744371,-0.0249403,-0.16060261,-0.14427865,-0.069932,-0.0121709,-0.0577611
