,progressive_male,progressive_female,tuple,corp_male,corp_female,oh_male,oh_female,average_male,average_female,male-female
56,3.92145,3.7112286,"('impractical', 'practical')",1.1018425,1.2186029,-0.49944216,-0.67070186,1.5079501,1.4197098,0.0882403
60,3.472635,3.3305016,"('inefficient', 'efficient')",0.7294637,1.1785315,-0.09092415,-0.22471175,1.3703915,1.4281071,-0.0577156
31,-2.9143066,-2.6897008,"('evil', 'good')",-0.90175134,-1.1366955,-1.0637715,-1.0811703,-1.6266098,-1.6358557,0.0092459
36,-2.8164663,-2.4892352,"('hostile', 'amicable')",-1.7691876,-1.9434288,0.08694809,0.2259594,-1.4995686,-1.4022349,-0.0973337
14,2.8030844,2.8873773,"('antisocial', 'social')",1.2380989,1.369536,-0.46430007,-0.55964476,1.1922944,1.2324228,-0.0401284
35,-2.798767,-2.4478478,"('corrupt', 'incorrupt')",-1.4746168,-1.5288428,-0.44542113,-0.257227,-1.5729351,-1.4113059,-0.1616292
16,-2.6833057,-2.7392132,"('unpopular', 'popular')",-0.76057637,-0.87154853,0.39553946,0.4194642,-1.0161142,-1.0637658,0.0476516
43,2.3986435,2.179162,"('irresponsible', 'responsible')",0.5042231,0.73218393,0.92455065,0.61233056,1.2758058,1.1745588,0.101247
21,2.3434062,2.007077,"('immoral', 'moral')",0.6722996,0.6258585,-0.28801268,-0.31331104,0.909231,0.7732081,0.1360229
10,2.2441468,1.9811826,"('unsympathetic', 'sympathetic')",-0.774219,-0.54798,0.012580853,-0.21895096,0.4941696,0.4047505,0.0894191
62,2.1601508,1.8977742,"('incompetent', 'brilliant')",1.3114117,1.5534966,0.43278313,0.24770795,1.3014485,1.2329929,0.0684556
81,2.149541,1.9144022,"('submissive', 'aggressive')",1.2319952,1.2282835,-0.52848107,-0.4053681,0.9510183,0.9124393,0.038579
70,2.138268,2.0521145,"('lethargic', 'energetic')",0.3692358,0.39787686,0.75143224,0.65262246,1.086312,1.0342046,0.0521074
30,1.9713778,2.0404081,"('intolerant', 'tolerant')",1.3604747,1.4297978,0.4320568,0.36023402,1.2546364,1.2768133,-0.0221769
80,1.9229243,1.5311866,"('dominated', 'dominating')",0.48963958,0.653652,-0.55492014,-0.6702281,0.6192145,0.5048701,0.1143444
76,1.8106464,1.6722806,"('anxious', 'daring')",0.45758167,0.352839,0.022365876,-0.10970448,0.7635313,0.6384717,0.1250596
39,1.7924682,2.2176414,"('exploitative', 'cooperative')",0.62355745,0.90799344,-0.83322656,-0.8275404,0.5275997,0.7660314,-0.2384317
23,1.7518761,1.6752095,"('insincere', 'sincere')",-0.016752902,0.18638617,6.2572274,5.9018645,2.6641169,2.5878201,0.0762968
7,1.7179772,1.969436,"('insensitive', 'sensitive')",-0.33395797,0.092659205,0.6011735,0.5503295,0.6617309,0.8708082,-0.2090773
72,1.696632,1.363309,"('unambitious', 'ambitious')",0.17569427,0.09573099,0.47621515,0.43200403,0.7828472,0.630348,0.1524992
