,genworth_male,genworth_female,tuple,financial_male,financial_female,inc_male,inc_female,average_male,average_female,male-female
81,0.50071377,0.4910423,"('submissive', 'aggressive')",0.95470273,0.91550726,-1.1814318,-0.82360715,0.0913282,0.1943141,-0.1029859
32,0.4971901,0.48045814,"('unkind', 'kind')",0.5192379,0.43525308,0.9357712,1.0841688,0.6507331,0.6666267,-0.0158936
12,0.48484907,0.35171473,"('unsupportive', 'supportive')",1.3785658,1.3087451,-1.6000097,-1.5675006,0.0878017,0.0309864,0.0568153
10,0.48406085,0.06204552,"('unsympathetic', 'sympathetic')",-0.13148147,-0.38414097,-0.18979718,-0.27027783,0.0542607,-0.1974578,0.2517185
17,0.46795917,0.38532144,"('nasty', 'nice')",-0.45619425,-0.28922004,-0.6767428,-0.59329486,-0.2216593,-0.1657312,-0.0559281
19,-0.43256745,-0.25116062,"('inhospitable', 'hospitable')",-0.18190843,-0.15792114,0.20221359,0.014941319,-0.1374208,-0.1313802,-0.0060406
34,-0.41002557,-0.47823182,"('mean', 'honorable')",0.8215072,0.6973994,6.3742323,6.1657467,2.2619047,2.1283048,0.1335999
24,0.406497,0.279075,"('dishonest', 'honest')",0.104440875,0.06291835,0.64182496,0.65566266,0.3842543,0.332552,0.0517023
14,0.40590328,0.40170264,"('antisocial', 'social')",1.568571,1.6765612,-1.0969497,-0.7861477,0.2925082,0.4307053,-0.1381971
87,0.40504584,0.28809118,"('unsuccessful', 'successful')",1.4378438,1.3791997,0.7182851,0.6979254,0.853725,0.7884054,0.0653196
2,-0.3952084,-0.052036993,"('unlikable', 'likable')",2.1838126,2.3141272,0.5366993,0.6994556,0.7751012,0.987182,-0.2120808
47,0.3892379,0.48712033,"('stupid', 'smart')",0.9798029,1.0448537,5.734951,5.491219,2.3679973,2.3410645,0.0269328
76,0.38875493,0.33197573,"('anxious', 'daring')",0.28099808,0.29005307,-0.08151579,0.14846557,0.1960791,0.2568315,-0.0607524
62,0.35462245,0.4331749,"('incompetent', 'brilliant')",0.6817005,0.7427878,-0.10021561,0.17525002,0.3120358,0.4504042,-0.1383684
63,-0.34637165,-0.30205074,"('unperceptive', 'insightful')",1.5855181,1.2788277,1.2268299,1.0683677,0.8219921,0.6817149,0.1402772
49,-0.3395794,-0.28090215,"('unable', 'able')",-0.97206223,-0.828345,-0.26738217,-0.24963723,-0.5263413,-0.4529615,-0.0733798
43,0.3159904,0.25573316,"('irresponsible', 'responsible')",1.2246592,1.1269948,0.56372225,0.624025,0.7014573,0.6689177,0.0325396
50,0.30566075,0.29456764,"('clumsy', 'skillful')",0.61593,0.6039983,0.4707507,0.28011256,0.4641138,0.3928928,0.071221
61,-0.30554956,-0.36502546,"('illogical', 'logical')",1.3603022,1.249919,0.3616789,0.30588627,0.4721438,0.3969266,0.0752172
54,-0.2717716,-0.26124513,"('incapable', 'capable')",1.0492781,0.9598533,1.2091873,1.1481738,0.6622313,0.615594,0.0466373
0,-0.26591498,-0.60047764,"('unsociable', 'sociable')",0.80498075,0.6219001,-0.5154728,-0.45697168,0.0078643,-0.1451831,0.1530474
29,-0.26307163,-0.40076014,"('unfair', 'fair')",-0.3094447,-0.42127293,-0.35259807,-0.55866426,-0.3083715,-0.4602324,0.1518609
48,-0.24841306,-0.49594602,"('unintelligent', 'intelligent')",-0.43393898,-0.6316206,0.16920412,0.16583692,-0.1710493,-0.3205765,0.1495272
21,0.23926982,0.27445495,"('immoral', 'moral')",0.7696996,0.80162466,-0.85894513,-0.772498,0.0500081,0.1011939,-0.0511858
41,-0.23701979,0.0374289,"('unforgiving', 'forgiving')",1.0176908,0.9399272,-0.051379114,-0.0046248566,0.2430973,0.3242438,-0.0811465
3,-0.23647201,-0.3722653,"('repellent', 'pleasant')",0.0069743395,-0.0911555,0.13157928,0.091417864,-0.0326395,-0.124001,0.0913615
26,-0.21306412,-0.2907455,"('hardhearted', 'benevolent')",1.3387334,1.4498985,1.6629161,1.7037089,0.9295285,0.9542873,-0.0247588
73,0.20835459,0.55973667,"('helpless', 'self-reliant')",0.56174815,0.67886317,-3.2367406,-3.0878625,-0.8222126,-0.6164209,-0.2057917
74,-0.20448199,-0.34372348,"('undedicated', 'dedicated')",0.5178058,0.49653718,0.17224865,0.29833928,0.1618575,0.1503843,0.0114732
51,0.20212457,0.26020214,"('uneducated', 'educated')",-0.23376024,-0.24327856,0.2799598,0.27626052,0.0827747,0.097728,-0.0149533
65,0.19336091,0.066694714,"('insecure', 'secure')",-0.05554112,-0.0992895,-0.6328995,-0.5272217,-0.1650266,-0.1866055,0.0215789
23,-0.1738551,-0.25601983,"('insincere', 'sincere')",0.8624191,0.8352167,5.8779745,5.8262196,2.1888463,2.1351388,0.0537075
15,0.12521425,0.2911453,"('boring', 'funny')",-0.24938592,-0.006143011,0.25096843,0.35871407,0.0422656,0.2145721,-0.1723065
33,-0.094305515,-0.15851617,"('wrong', 'right')",1.0280359,0.83807033,-0.4494957,-0.65789795,0.1614116,0.0072187,0.1541929
69,0.08478862,0.22474675,"('lazy', 'industrious')",0.69749296,0.7852886,-0.33000848,-0.32672223,0.1507577,0.227771,-0.0770133
27,0.049688738,-0.06414673,"('hardhearted', 'softhearted')",0.42310393,0.17453796,1.9380729,1.4924375,0.8036218,0.5342762,0.2693456
11,-0.013090798,0.01577761,"('unhelpful', 'helpful')",0.5174694,0.47238523,1.8739045,2.0059469,0.792761,0.8313699,-0.0386089
82,-0.006826628,0.01966383,"('poor', 'rich')",0.08824557,0.065457016,6.3954124,6.3297744,2.1589438,2.1382984,0.0206454
59,-0.0059316177,0.21891552,"('foolish', 'wise')",0.4744625,0.6166406,0.6763085,0.6596324,0.3816131,0.4983962,-0.1167831
