,genworth_male,genworth_female,tuple,financial_male,financial_female,inc_male,inc_female,average_male,average_female,male-female
6,-1.498584,-1.2330388,"('distant', 'open')",-0.34031093,-0.3140812,0.8348945,0.6406199,-0.3346668,-0.3021667,-0.0325001
1,-1.4912658,-1.5770472,"('unfriendly', 'friendly')",1.3421546,1.1687591,2.314074,2.0559058,0.7216543,0.5492059,0.1724484
72,-1.4577217,-1.3788701,"('unambitious', 'ambitious')",-0.48158407,-0.45814267,-1.2172998,-1.2306434,-1.0522019,-1.022552,-0.0296499
53,-1.4481629,-1.3825922,"('uncreative', 'creative')",1.0378488,1.115446,1.2293644,1.111633,0.2730168,0.2814956,-0.0084788
52,-1.3620489,-1.2592896,"('irrational', 'rational')",-0.09303464,0.010421364,0.21328597,0.20436382,-0.4139325,-0.3481681,-0.0657644
36,-1.3500129,-1.24966,"('hostile', 'amicable')",-0.14930026,-0.19641443,0.6746009,0.5130623,-0.2749041,-0.3110041,0.0361
79,-1.2775872,-1.0712718,"('wavering', 'unwavering')",-0.6934345,-0.67695457,0.30590314,0.28331235,-0.5550395,-0.4883047,-0.0667348
37,1.1881453,0.85193735,"('fake', 'genuine')",-0.29697835,-0.50433177,0.81816316,0.6302743,0.5697767,0.32596,0.2438167
70,1.1278579,0.9890858,"('lethargic', 'energetic')",0.5548855,0.34002128,0.81346846,0.77452534,0.8320707,0.7012108,0.1308599
31,-1.0852226,-0.90481347,"('evil', 'good')",-1.0632899,-1.1370802,-0.72247785,-0.938675,-0.9569968,-0.9935229,0.0365261
5,-1.0823847,-0.7597081,"('distant', 'outgoing')",0.32989123,0.48116937,0.1261341,0.14545678,-0.2087865,-0.0443607,-0.1644258
16,-1.0792348,-0.9346271,"('unpopular', 'popular')",-0.46526235,-0.44551083,0.5502721,0.540289,-0.3314084,-0.2799496,-0.0514588
30,1.0659248,1.0519202,"('intolerant', 'tolerant')",0.9671657,1.0065957,0.92920095,1.2186872,0.9874305,1.092401,-0.1049705
42,1.0627377,1.106436,"('unreliable', 'reliable')",0.94638264,0.8593354,-2.5489955,-2.434628,-0.1799583,-0.1562855,-0.0236728
8,-1.0066924,-0.9404629,"('unaffectionate', 'affectionate')",0.10508928,0.12980722,1.1547239,0.85321164,0.0843736,0.0141853,0.0701883
60,0.9675359,0.8584977,"('inefficient', 'efficient')",0.46434414,0.45378062,-0.43513593,-0.046928745,0.332248,0.4217832,-0.0895352
85,-0.94360185,-0.8304913,"('insignificant', 'prestigious')",0.9132639,1.0135685,0.9156145,0.67357755,0.2950922,0.2855516,0.0095406
58,-0.93822426,-1.1228973,"('undiscriminating', 'discriminating')",1.3753569,0.97327673,0.3074824,0.12558025,0.248205,-0.0080134,0.2562184
9,-0.920186,-0.9224398,"('unaffectionate', 'caring')",1.5705757,1.4412191,1.5287819,1.3092927,0.7263905,0.6093573,0.1170332
68,-0.9201272,-0.96776307,"('dependent', 'independent')",-1.7013907,-1.8985658,-0.51017857,-0.8024932,-1.0438988,-1.2229406,0.1790418
57,-0.92007303,-0.9924689,"('unimaginative', 'imaginative')",0.18958738,-0.037432622,-2.6214306,-2.5652516,-1.1173054,-1.1983844,0.081079
39,0.86439437,0.9799749,"('exploitative', 'cooperative')",0.6568967,0.841432,-0.019028794,-0.06520043,0.5007541,0.5854021,-0.084648
86,-0.8369605,-1.2307918,"('uninfluential', 'influential')",-0.0614752,-0.30831623,-0.065861605,-0.24135561,-0.3214324,-0.5934879,0.2720555
71,0.8218619,0.7773829,"('diffident', 'self-confident')",1.7186568,1.7831608,0.8227571,0.5892932,1.121092,1.0499457,0.0711463
78,-0.8155054,-1.0460895,"('nonresilient', 'resilient')",1.4768727,1.2446027,0.56286097,0.2840668,0.4080761,0.16086,0.2472161
46,0.7932913,0.39626417,"('uncompetitive', 'competitive')",1.3261468,1.0040448,-0.561255,-0.63299805,0.5193944,0.2557703,0.2636241
80,0.79167026,0.4520965,"('dominated', 'dominating')",-0.27269185,-0.34841853,-1.3510761,-1.4135772,-0.2773659,-0.4366331,0.1592672
84,0.75435275,0.50609165,"('inferior', 'superior')",0.3804309,0.17682417,0.8505467,0.73001754,0.6617768,0.4709778,0.190799
75,-0.7489573,-0.5751318,"('meek', 'impulsive')",-0.809419,-0.78461885,-0.54075193,-0.5167037,-0.6997094,-0.6254848,-0.0742246
55,0.7462656,0.3848397,"('incompetent', 'clever')",-0.31858554,-0.4382725,-0.3147435,-0.30426544,0.0376455,-0.1192327,0.1568782
4,-0.7353017,-0.40548325,"('disliked', 'liked')",-0.45634127,-0.28255856,-6.759403,-6.3211703,-2.6503487,-2.336404,-0.3139447
67,0.7239826,0.7572272,"('doubtful', 'determined')",0.010947935,0.018865077,-0.71431404,-0.5253959,0.0068722,0.0835655,-0.0766933
35,-0.6951943,-0.45453197,"('corrupt', 'incorrupt')",-1.3217902,-1.165196,-0.02040152,-0.05675809,-0.6791286,-0.5588286,-0.1203
83,-0.67624986,-0.78373706,"('powerless', 'powerful')",0.055398326,0.06403822,-1.235019,-1.2847948,-0.6186235,-0.6681646,0.0495411
56,0.6605613,0.7691108,"('impractical', 'practical')",0.5723102,0.72577935,-0.46352503,-0.040549826,0.2564488,0.4847801,-0.2283313
28,-0.656846,-0.80104417,"('disloyal', 'loyal')",-0.061237272,-0.069098145,0.9831624,0.9578816,0.0883597,0.0292464,0.0591133
88,-0.64595044,-0.5801142,"('low', 'eminent')",-0.9452509,-0.85747564,0.017657027,0.30028415,-0.5245148,-0.3791019,-0.1454129
18,-0.63276076,-0.37107116,"('disagreeable', 'welcoming')",-0.47739017,-0.3354826,-0.1858989,-0.18025672,-0.4320166,-0.2956035,-0.1364131
25,-0.6293456,-0.65671414,"('egoistic', 'altruistic')",-0.2559833,-0.07381478,1.6988884,1.7052768,0.2711865,0.324916,-0.0537295
13,0.60490197,0.66923904,"('impolite', 'polite')",0.8134957,0.66935766,-0.22202444,-0.13796484,0.3987911,0.4002106,-0.0014195
38,-0.60366035,-0.48035285,"('untruthful', 'truthful')",0.19820568,0.13769636,-0.047570918,0.07789546,-0.1510085,-0.0882537,-0.0627548
7,0.59603673,0.51779425,"('insensitive', 'sensitive')",0.99243444,0.83956474,1.077939,0.8748149,0.8888034,0.744058,0.1447454
40,-0.59548223,-0.7734357,"('stingy', 'generous')",0.93819964,0.812544,-1.5110676,-1.7082338,-0.3894501,-0.5563752,0.1669251
22,0.5947012,0.47584856,"('untrustworthy', 'trustworthy')",-0.23149778,-0.36948308,-0.9139086,-1.084144,-0.1835684,-0.3259262,0.1423578
45,0.55638087,0.18975766,"('incompetent', 'competent')",0.23582467,-0.08724841,-0.17115057,-0.18009718,0.2070183,-0.0258626,0.2328809
77,-0.5476925,-0.7092817,"('unmotivated', 'motivated')",1.1075268,0.8889476,-1.2798223,-1.278893,-0.239996,-0.366409,0.126413
44,0.54561746,0.63030016,"('prejudiced', 'unprejudiced')",-0.4831126,-0.4320651,-1.5182571,-1.419868,-0.4852508,-0.407211,-0.0780398
64,0.5374692,0.48478156,"('shy', 'confident')",0.58527666,0.5233812,-6.954101,-6.480069,-1.943785,-1.8239689,-0.1198161
20,-0.5155819,-0.5427658,"('rough', 'thoughtful')",0.018772278,0.02017678,0.9868865,0.75092447,0.163359,0.0761118,0.0872472
66,-0.51367295,-0.6971238,"('inactive', 'active')",1.1867802,0.97085583,1.5858456,1.2329304,0.7529843,0.5022208,0.2507635
